X,Z
0.0,500.7450915251386
0.2,500.7347439137806
0.4,500.72428130478266
0.6000000000000001,500.71371142899153
0.8,500.7030420640092
1.0,500.6922810241934
1.2000000000000002,500.6814361506538
1.4000000000000001,500.670515301257
1.6,500.6595263406616
1.8,500.64847713039535
2.0,500.63737551899317
2.2,500.6262293322121
2.4000000000000004,500.6150463633377
2.6,500.6038343635993
2.8000000000000003,500.59260103270753
3.0,500.58135400953216
3.2,500.57010086293116
3.4000000000000004,500.5588490827494
3.6,500.54760607099854
3.8000000000000003,500.53637913323223
4.0,500.52517547013116
4.2,500.5140021693089
4.4,500.50286619735255
4.6000000000000005,500.4917743921093
4.800000000000001,500.48073345523
5.0,500.4697499449818
5.2,500.4588302693381
5.4,500.4479806793582
5.6000000000000005,500.43720726286347
5.800000000000001,500.4265159384199
6.0,500.4159124496344
6.2,500.4054023597727
6.4,500.39499104670494
6.6000000000000005,500.38468369818594
6.800000000000001,500.37448530747406
7.0,500.3644006692951
7.2,500.35443437615413
7.4,500.3445908149995
7.6000000000000005,500.33487416424043
7.800000000000001,500.32528839112274
8.0,500.3158372494611
8.200000000000001,500.3065242777306
8.4,500.297352797518
8.6,500.2883259123295
8.8,500.27944650675727
9.0,500.27071724599955
9.200000000000001,500.26214057573446
9.4,500.2537187223423
9.600000000000001,500.2454536934738
9.8,500.23734727895936
10.0,500.2294010520541
10.200000000000001,500.22161637101345
10.4,500.2139943809931
10.600000000000001,500.20653601626583
10.8,500.19924200274886
11.0,500.1921128608334
11.200000000000001,500.1851489085077
11.4,500.1783502647654
11.600000000000001,500.17171685329004
11.8,500.1652484064046
12.0,500.15894446927746
12.200000000000001,500.15280440437357
12.4,500.14682739613977
12.600000000000001,500.14101245591286
12.8,500.1353584270394
13.0,500.12986399019474
13.200000000000001,500.12452766888856
13.4,500.1193478351462
13.600000000000001,500.1143227153511
13.8,500.1094503962365
14.0,500.1047288310135
14.200000000000001,500.10015584562143
14.4,500.09572914508783
14.600000000000001,500.0914463199845
14.8,500.0873048529664
15.0,500.0833021253785
15.200000000000001,500.0794354239199
15.4,500.07570194734785
15.600000000000001,500.0720988132119
15.8,500.06862306460266
16.0,500.06527167690194
16.2,500.0620415645221
16.400000000000002,500.0589295876207
16.6,500.05593255877824
16.8,500.05304724962554
17.0,500.05027039740935
17.2,500.0475987114829
17.400000000000002,500.04502887971086
17.6,500.04255757477506
17.8,500.0401814603722
18.0,500.0378971972903
18.2,500.0357014493546
18.400000000000002,500.033590889232
18.6,500.03156220408465
18.8,500.0296121010631
19.0,500.0277373126291
19.200000000000003,500.025934601701
19.400000000000002,500.0242007666126
19.6,500.0225326458774
19.8,500.020927122752
20.0,500.0193811295912
20.200000000000003,500.0178916519891
20.400000000000002,500.01645573269934
20.6,500.01507047533124
20.8,500.0137330478144
21.0,500.0124406856305
21.200000000000003,500.0111906948059
21.400000000000002,500.0099804546644
21.6,500.0088074203352
21.8,500.0076691250156
22.0,500.00656318198685
22.200000000000003,500.00548728638046
22.400000000000002,500.00443921669677
22.6,500.00341683607434
22.8,500.0024180933111
23.0,500.0014410236381
23.200000000000003,500.0004837492482
23.400000000000002,499.99954447958055
23.6,499.9986215113649
23.8,499.9977132284275
24.0,499.99681810126253
24.200000000000003,499.9959346863741
24.400000000000002,499.99506162539086
24.6,499.9941976439609
24.8,499.99334155043016
25.0,499.9924922343114
25.200000000000003,499.99164866454794
25.400000000000002,499.9908098875824
25.6,499.9899750252316
25.8,499.98914327238174
26.0,499.9883138945039
26.200000000000003,499.98748622500483
26.400000000000002,499.98665966241543
26.6,499.98583366742906
26.8,499.98500775979613
27.0,499.9841815150854
27.200000000000003,499.98335456131963
27.400000000000002,499.98252657549585
27.6,499.9816972799994
27.8,499.9808664389217
28.0,499.98003385429024
28.200000000000003,499.97919936222246
28.400000000000002,499.9783628290118
28.6,499.97752414715745
28.8,499.9766832313454
29.0,499.97584001439463
29.200000000000003,499.97499444317447
29.400000000000002,499.9741464745061
29.6,499.9732960710565
29.8,499.972443197236
30.0,499.97158781510825
30.200000000000003,499.97072988032363
30.400000000000002,499.969869338084
30.6,499.9690061191499
30.8,499.9681401358998
31.0,499.9672712784481
31.200000000000003,499.9663994108344
31.400000000000002,499.9655243672902
31.6,499.96464594859236
31.8,499.9637639185128
32.0,499.96287800037084
32.2,499.96198787369644
32.4,499.96109317101383
32.6,499.9601934747494
32.800000000000004,499.9592883142739
33.0,499.9583771630837
33.2,499.9574594361283
33.4,499.9565344872902
33.6,499.9556016070214
33.800000000000004,499.9546600201442
34.0,499.9537088838187
34.2,499.952747285683
34.4,499.9517742421706
34.6,499.95078869700666
34.800000000000004,499.94978951989
35.0,499.94877550535995
35.2,499.94774537185333
35.4,499.94669776095355
35.6,499.94563123683156
35.800000000000004,499.94454428588347
36.0,499.94343531656205
36.2,499.94230265940615
36.4,499.94114456726595
36.6,499.9399592157245
36.800000000000004,499.9387447037161
37.0,499.93749905433856
37.2,499.9362202158592
37.4,499.9349060629136
37.6,499.93355439789315
37.800000000000004,499.93216295252034
38.0,499.93072938960853
38.2,499.9292513050033
38.400000000000006,499.9277262297012
38.6,499.92615163214344
38.800000000000004,499.9245249206781
39.0,499.9228434461894
39.2,499.9211045048864
39.400000000000006,499.91930534124776
39.6,499.91744315111714
39.800000000000004,499.9155150849427
40.0,499.9135182511559
40.2,499.9114497196827
40.400000000000006,499.90930652558166
40.6,499.9070856728014
40.800000000000004,499.9047841380515
41.0,499.9023988747799
41.2,499.899926817249
41.400000000000006,499.8973648847036
41.6,499.8947099856239
41.800000000000004,499.8919590220548
42.0,499.8891088940052
42.2,499.8861565039081
42.400000000000006,499.8830987611353
42.6,499.879932586557
42.800000000000004,499.87665491714046
43.0,499.8732627105773
43.2,499.8697529499339
43.400000000000006,499.86612264831496
43.6,499.86236885353287
43.800000000000004,499.85848865277524
44.0,499.85447917726265
44.2,499.85033760688725
44.400000000000006,499.8460611748264
44.6,499.84164717212246
44.800000000000004,499.837092952221
45.0,499.8323959354598
45.2,499.82755361350183
45.400000000000006,499.822563553704
45.6,499.8174234034152
45.800000000000004,499.81213089419543
46.0,499.80668384595106
46.2,499.8010801709768
46.400000000000006,499.7953178779004
46.6,499.78939507552224
46.800000000000004,499.78330997654376
47.0,499.7770609011792
47.2,499.77064628064437
47.400000000000006,499.76406466051816
47.6,499.7573147039691
47.800000000000004,499.7503951948447
48.0,499.7433050406171
48.2,499.73604327518063
48.400000000000006,499.72860906149754
48.6,499.7210016940874
48.800000000000004,499.713220601357
49.0,499.7052653477664
49.2,499.69713563582866
49.400000000000006,499.6888313079405
49.6,499.68035234804006
49.800000000000004,499.6716988830912
50.0,499.66287118439027
50.2,499.65386966869573
50.400000000000006,499.64469489917724
50.6,499.6353475861838
50.800000000000004,499.6258285878307
51.0,499.61613891040355
51.2,499.60627970857945
51.400000000000006,499.5962522854653
51.6,499.5860580924542
51.800000000000004,499.5756987288984
52.0,499.565175941602
52.2,499.55449162413333
52.400000000000006,499.5436478159575
52.6,499.53264670139254
52.800000000000004,499.52149060838894
53.0,499.5101820071371
53.2,499.4987235085022
53.400000000000006,499.48711786229154
53.6,499.47536795535535
53.800000000000004,499.4634768095257
54.0,499.4514475793951
54.2,499.4392835499399
54.400000000000006,499.4269881339904
54.6,499.4145648695537
54.800000000000004,499.4020174169909
55.0,499.3893495560552
55.2,499.37656518279385
55.400000000000006,499.36366830631835
55.6,499.35066304544955
55.800000000000004,499.33755362524016
56.0,499.324344373381
56.2,499.311039716496
56.400000000000006,499.29764417633146
56.6,499.28416236584354
56.800000000000004,499.2705989851921
57.0,499.2569588176435
57.2,499.24324672539024
57.400000000000006,499.229467645292
57.6,499.2156265845442
57.800000000000004,499.201728616281
58.0,499.18777887511544
58.2,499.173782552627
58.400000000000006,499.1597448927997
58.6,499.14567118741627
58.800000000000004,499.1315667714173
59.0,499.117437018228
59.2,499.10328733506134
59.400000000000006,499.089123158201
59.6,499.0749499482729
59.800000000000004,499.0607731855076
60.0,499.046598365004
60.2,499.032430991995
60.400000000000006,499.0182765771258
60.6,499.00414063174634
60.800000000000004,498.99002866322667
61.0,498.97594617029864
61.2,498.96189863843057
61.400000000000006,498.9478915352397
61.6,498.9339303059476
61.800000000000004,498.9200203688841
62.0,498.90616711104417
62.2,498.8923758837036
62.400000000000006,498.878651998097
62.6,498.86500072116337
62.800000000000004,498.8514272713643
63.0,498.83793681457814
63.2,498.82453446007503
63.400000000000006,498.8112252565767
63.6,498.79801418840464
63.800000000000004,498.78490617172105
64.0,498.7719060508657
64.2,498.7590185947924
64.4,498.74624849360754
64.60000000000001,498.73360035521546
64.8,498.72107870207174
65.0,498.70868796804893
65.2,498.69643249541497
65.4,498.6843165319304
65.60000000000001,498.67234422806206
65.8,498.66051963431903
66.0,498.64884669871117
66.2,498.63732926433187
66.4,498.6259710670668
66.60000000000001,498.61477573343046
66.8,498.60374677853065
67.0,498.59288760416314
67.2,498.5822014970365
67.4,498.571691627128
67.60000000000001,498.56136104617076
67.8,498.5512126862736
68.0,498.54124935867196
68.2,498.5314737526118
68.4,498.52188843436454
68.60000000000001,498.512495846374
68.8,498.50329830653436
69.0,498.4942980075982
69.2,498.48549701671436
69.4,498.47689727509464
69.60000000000001,498.4685005978073
69.8,498.4603086736979
70.0,498.45232306543426
70.2,498.444545209675
70.4,498.43697641736026
70.60000000000001,498.4296178741218
70.8,498.42247064081204
71.0,498.41553565414836
71.2,498.4088137274719
71.4,498.40230555161827
71.60000000000001,498.39601169589724
71.8,498.38993260918
72.0,498.3840686210901
72.2,498.3784199432971
72.4,498.37298667090937
72.60000000000001,498.3677687839622
72.8,498.36276614900055
73.0,498.3579785207521
73.2,498.3534055438877
73.4,498.349046754866
73.60000000000001,498.3449015838605
73.8,498.3409693567641
74.0,498.33724929726816
74.2,498.3337405290147
74.4,498.3304420778154
74.60000000000001,498.32735287393774
74.8,498.3244717544503
75.0,498.321797465629
75.2,498.3193286654162
75.4,498.3170639259328
75.60000000000001,498.31500173603774
75.8,498.31314050393223
76.0,498.3114785598054
76.2,498.31001415851745
76.4,498.30874548231753
76.60000000000001,498.30767064359225
76.80000000000001,498.30678768764204
77.0,498.306094595481
77.2,498.3055892866585
77.4,498.30526962209797
77.60000000000001,498.3051334069487
77.80000000000001,498.3051783934505
78.0,498.30540228380426
78.2,498.30580273304815
78.4,498.3063773519343
78.60000000000001,498.3071237098043
78.80000000000001,498.3080393374592
79.0,498.30912173002247
79.2,498.31036834979113
79.4,498.3117766290743
79.60000000000001,498.31334397301407
79.80000000000001,498.315067762388
80.0,498.3169453563891
80.2,498.31897409538107
80.4,498.32115130362695
80.60000000000001,498.3234742919868
80.80000000000001,498.3259403605852
81.0,498.3285468014417
81.2,498.3312909010668
81.4,498.33416994301734
81.60000000000001,498.33718121041187
81.80000000000001,498.3403219884015
82.0,498.3435895665975
82.2,498.3469812414496
82.4,498.35049431857743
82.60000000000001,498.3541261150503
82.80000000000001,498.3578739616147
83.0,498.36173520486886
83.2,498.365707209381
83.4,498.3697873597519
83.60000000000001,498.3739730626187
83.80000000000001,498.3782617485996
84.0,498.38265087417915
84.2,498.3871379235309
84.4,498.39172041027825
84.60000000000001,498.39639587919214
84.80000000000001,498.4011619078242
85.0,498.4060161080756
85.2,498.4109561277
85.4,498.41597965174043
85.60000000000001,498.42108440389995
85.80000000000001,498.4262681478452
86.0,498.4315286884423
86.2,498.4368638729256
86.4,498.44227159199863
86.60000000000001,498.44774978086684
86.80000000000001,498.4532964202026
87.0,498.4589095370427
87.2,498.4645872056169
87.4,498.4703275481106
87.60000000000001,498.4761287353585
87.80000000000001,498.4819889874717
88.0,498.4879065743986
88.2,498.4938798164189
88.4,498.49990708457165
88.60000000000001,498.50598680101876
88.80000000000001,498.512117439343
89.0,498.5182975247827
89.2,498.5245256344024
89.4,498.5308003972019
89.60000000000001,498.53712049416276
89.80000000000001,498.54348465823415
90.0,498.54989167425924
90.2,498.55634037884204
90.4,498.56282966015647
90.60000000000001,498.56935845769834
90.80000000000001,498.57592576198186
91.0,498.5825306141811
91.2,498.5891721057176
91.4,498.59584937779596
91.60000000000001,498.60256162088854
91.80000000000001,498.6093080741696
92.0,498.6160880249006
92.2,498.62290080776904
92.4,498.62974580418086
92.60000000000001,498.63662244150777
92.80000000000001,498.64353019229156
93.0,498.65046857340724
93.2,498.65743714518385
93.4,498.66443551048843
93.60000000000001,498.6714633137706
93.80000000000001,498.67852024007163
94.0,498.68560601399935
94.2,498.6927203986686
94.4,498.6998631946109
94.60000000000001,498.7070342386532
94.80000000000001,498.7142334027685
95.0,498.7214605928987
95.2,498.72871574775155
95.4,498.73599883757345
95.60000000000001,498.7433098629
95.80000000000001,498.75064885328385
96.0,498.75801586600437
96.2,498.76541098475764
96.4,498.7728343183301
96.60000000000001,498.78028599925705
96.80000000000001,498.78776618246616
97.0,498.7952750439099
97.2,498.8028127791857
97.4,498.81037960214684
97.60000000000001,498.8179757435056
97.80000000000001,498.8256014494283
98.0,498.83325698012624
98.2,498.8409426084417
98.4,498.8486586184311
98.60000000000001,498.8564053039472
98.80000000000001,498.86418296722104
99.0,498.87199191744423
99.2,498.8798324693551
99.4,498.887704941827
99.60000000000001,498.89560965646234
99.80000000000001,498.90354693619287
100.0,498.91151710388607
100.2,498.9195204809613
100.4,498.92755738601454
100.60000000000001,498.93562813345454
100.80000000000001,498.94373303214934
101.0,498.95187238408727
101.2,498.96004648305046
101.4,498.96825561330354
101.60000000000001,498.9765000482984
101.80000000000001,498.98478004939517
102.0,498.9930958646008
102.2,499.0014477273269
102.4,499.009835855166
102.60000000000001,499.0182604486888
102.80000000000001,499.02672169026187
103.0,499.0352197428874
103.2,499.0437547490661
103.4,499.052326829682
103.60000000000001,499.0609360829124
103.80000000000001,499.06958258316246
104.0,499.07826638002416
104.2,499.0869874972625
104.4,499.0957459318266
104.60000000000001,499.1045416528897
104.80000000000001,499.11337460091477
105.0,499.12224468675015
105.2,499.1311517907523
105.4,499.14009576193814
105.60000000000001,499.14907641716684
105.80000000000001,499.1580935403515
106.0,499.1671468817007
106.2,499.1762361569911
106.4,499.1853610468701
106.60000000000001,499.1945211961909
106.80000000000001,499.20371621337773
107.0,499.2129456698233
107.2,499.22220909931804
107.4,499.2315059975121
107.60000000000001,499.24083582140804
107.80000000000001,499.25019798888746
108.0,499.25959187826913
108.2,499.26901682790043
108.4,499.27847213578093
108.60000000000001,499.28795705921897
108.80000000000001,499.2974708145208
109.0,499.307012576713
109.2,499.31658147929716
109.4,499.3261766140372
109.60000000000001,499.33579703078044
109.80000000000001,499.34544173730956
110.0,499.3551096992287
110.2,499.36479983988124
110.4,499.3745110402997
110.60000000000001,499.3842421391887
110.80000000000001,499.3939919329386
111.0,499.403759175672
111.2,499.41354257932164
111.4,499.42334081373957
111.60000000000001,499.43315250683736
111.80000000000001,499.4429762447576
112.0,499.45281057207586
112.2,499.46265399203344
112.4,499.4725049667992
112.60000000000001,499.482361917763
112.80000000000001,499.49222322585666
113.0,499.5020872319058
113.2,499.51195223700944
113.4,499.52181650294824
113.60000000000001,499.53167825262193
113.80000000000001,499.54153567051264
114.0,499.5513869031774
114.2,499.5612300597666
114.4,499.5710632125692
114.60000000000001,499.58088439758444
114.80000000000001,499.59069161511843
115.0,499.6004828304077
115.2,499.61025597426556
115.4,499.6200089437538
115.60000000000001,499.6297396028794
115.80000000000001,499.6394457833125
116.0,499.64912528512906
116.2,499.65877587757564
116.4,499.6683952998555
116.60000000000001,499.67798126193713
116.80000000000001,499.6875314453836
117.0,499.69704350420164
117.2,499.7065150657117
117.4,499.7159437314368
117.60000000000001,499.72532707801093
117.80000000000001,499.73466265810504
118.0,499.74394800137145
118.2,499.7531806154054
118.4,499.7623579867236
118.60000000000001,499.77147758175846
118.80000000000001,499.7805368478684
119.0,499.78953321436325
119.2,499.798464093544
119.4,499.8073268817565
119.60000000000001,499.8161189604587
119.80000000000001,499.8248376973006
120.0,499.83348044721663
120.2,499.84204455352886
120.4,499.85052734906304
120.60000000000001,499.8589261572729
120.80000000000001,499.86723829337626
121.0,499.8754610654993
121.2,499.88359177583
121.4,499.89162772177946
121.60000000000001,499.89956619715105
121.80000000000001,499.9074044933166
122.0,499.91513990039795
122.2,499.92276970845563
122.4,499.93029120868164
122.60000000000001,499.9377016945971
122.80000000000001,499.944998463254
123.0,499.95217881644004
123.2,499.9592400618862
123.4,499.9661795144764
123.60000000000001,499.97299449745907
123.80000000000001,499.9796823436589
124.0,499.9862403966897
124.2,499.99266601216607
124.4,499.99895655891527
124.60000000000001,500.0051094201862
124.80000000000001,500.0111219948576
125.0,500.01699169864287
125.2,500.0227159652912
125.4,500.02829224778566
125.60000000000001,500.0337180195359
125.80000000000001,500.0389907755666
126.0,500.0441080336992
126.2,500.049067335728
126.4,500.05386624858915
126.60000000000001,500.05850236552214
126.80000000000001,500.0629733072231
127.0,500.0672767229892
127.2,500.0714102918544
127.4,500.0753717237146
127.60000000000001,500.07915876044245
127.80000000000001,500.0827691769918
128.0,500.0862007824895
128.20000000000002,500.0894514213158
128.4,500.09251897417136
128.6,500.0954013591316
128.8,500.0980965326862
129.0,500.10060249076525
129.20000000000002,500.10291726974924
129.4,500.1050389474642
129.6,500.1069656441606
129.8,500.10869552347515
130.0,500.1102267933758
130.20000000000002,500.1115577070886
130.4,500.11268656400694
130.6,500.1136117105809
130.8,500.114331541188
131.0,500.1148444989842
131.20000000000002,500.1151490767339
131.4,500.1152438176195
131.6,500.1151273160294
131.8,500.11479821832455
132.0,500.1142552235819
132.20000000000002,500.11349708431567
132.4,500.1125226071754
132.6,500.11133065361946
132.8,500.10992014056546
133.0,500.10829004101515
133.20000000000002,500.10643938465495
133.4,500.1043672584301
133.6,500.1020728070943
133.8,500.09955523373173
134.0,500.09681380025296
134.20000000000002,500.09384782786395
134.4,500.09065669750754
134.6,500.0872398502768
134.8,500.0835967878006
135.0,500.079727072601
135.20000000000002,500.075630328421
135.4,500.0713062405243
135.6,500.06675455596445
135.8,500.06197508382576
136.0,500.05696769543306
136.20000000000002,500.0517323245318
136.4,500.04626896743804
136.6,500.0405776831571
136.8,500.03465859347216
137.0,500.0285118830011
137.20000000000002,500.02213779922295
137.4,500.01553665247206
137.6,500.0087088159016
137.8,500.0016547254154
138.0,499.99437487956703
138.20000000000002,499.98686983942866
138.4,499.9791402284268
138.6,499.9711867321471
138.8,499.9630100981062
139.0,499.95461113549266
139.20000000000002,499.9459907148751
139.4,499.9371497678792
139.6,499.9280892868322
139.8,499.91881032437624
140.0,499.9093139930493
140.20000000000002,499.89960146483565
140.4,499.88967397068365
140.6,499.8795327999931
140.8,499.86917930007166
141.0,499.8586148755596
141.20000000000002,499.8478409878248
141.4,499.8368591543267
141.6,499.8256709479507
141.8,499.8142779963123
142.0,499.802681981032
142.20000000000002,499.7908846369812
142.4,499.77888775149904
142.6,499.76669316358107
142.8,499.7543027630399
143.0,499.74171848963863
143.20000000000002,499.7289423321967
143.4,499.71597632766975
143.6,499.7028225602033
143.8,499.68948316016076
144.0,499.6759603031271
144.20000000000002,499.6622562088872
144.4,499.64837314038164
144.6,499.6343134026389
144.8,499.62007934168514
145.0,499.6056733434323
145.20000000000002,499.5910978325452
145.4,499.5763552712892
145.6,499.5614481583566
145.8,499.5463790276765
146.0,499.5311504472047
146.20000000000002,499.51576501769864
146.4,499.5002253714739
146.6,499.48453417114746
146.8,499.46869410836507
147.0,499.45270790251584
147.20000000000002,499.4365782994338
147.4,499.42030807008854
147.6,499.4039000092643
147.8,499.38735693423007
148.0,499.37068168340085
148.20000000000002,499.3538771149913
148.4,499.33694610566295
148.6,499.31989154916585
148.8,499.30271635497576
149.0,499.28542344692846
149.20000000000002,499.268015761851
149.4,499.25049624819303
149.6,499.2328678646575
149.8,499.21513357883254
150.0,499.1972963658261
150.20000000000002,499.179359206904
150.4,499.1613250881329
150.6,499.143196999029
150.8,499.12497793121366
151.0,499.106670877078
151.20000000000002,499.08827882845645
151.4,499.06980477531147
151.6,499.0512517044299
151.8,499.0326225981328
152.0,499.01392043299893
152.20000000000002,498.99514817860546
152.4,498.97630879628343
152.6,498.9574052378928
152.8,498.9384404446155
153.0,498.9194173457705
153.20000000000002,498.90033885764865
153.4,498.8812078823712
153.60000000000002,498.86202730677235
153.8,498.84280000130667
154.0,498.82352881898254
154.20000000000002,498.80421659432295
154.4,498.78486614235544
154.60000000000002,498.76548025763054
154.8,498.74606171327105
155.0,498.72661326005385
155.20000000000002,498.7071376255233
155.4,498.6876375131384
155.60000000000002,498.66811560145555
155.8,498.6485745433454
156.0,498.6290169652476
156.20000000000002,498.60944546646226
156.4,498.58986261847934
156.60000000000002,498.5702709643476
156.8,498.5506730180836
157.0,498.5310712641203
157.20000000000002,498.5114681567982
157.4,498.4918661198973
157.60000000000002,498.4722675462127
157.8,498.45267479717245
158.0,498.4330902024997
158.20000000000002,498.41351605991923
158.4,498.3939546349079
158.60000000000002,498.3744081604909
158.8,498.3548788370831
159.0,498.3353688323765
159.20000000000002,498.315880281273
159.4,498.29641528586427
159.60000000000002,498.2769759154569
159.8,498.25756420664493
160.0,498.2381821634285
160.20000000000002,498.2188317573788
160.4,498.19951492784907
160.60000000000002,498.18023358223303
160.8,498.160989596268
161.0,498.1417848143842
161.20000000000002,498.12262105009995
161.4,498.1035000864614
161.60000000000002,498.0844236765265
161.8,498.0653935438945
162.0,498.0464113832771
162.20000000000002,498.02747886111365
162.4,498.00859761622854
162.60000000000002,497.9897692605292
162.8,497.9709953797452
163.0,497.95227753420727
163.20000000000002,497.933617259664
163.4,497.91501606813773
163.60000000000002,497.8964754488154
163.8,497.8779968689758
164.0,497.85958177495127
164.20000000000002,497.8412315931207
164.4,497.8229477309367
164.60000000000002,497.80473157797996
164.8,497.78658450704506
165.0,497.7685078752513
165.20000000000002,497.7505030251803
165.4,497.7325712860372
165.60000000000002,497.714713974834
165.8,497.6969323975933
166.0,497.6792278505709
166.20000000000002,497.6616016214954
166.4,497.6440549908214
166.60000000000002,497.62658923299773
166.8,497.6092056177443
167.0,497.5919054113395
167.20000000000002,497.5746898779131
167.4,497.55756028074467
