,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,all_6_harmonics
0,0.374,0.1264090914168189,0.4280511698814433,-0.21124625487712084,0.11603950654077161,0.06609630785820875,-0.011131329702482333,0.45454982082012174
1,0.361,0.1348805875237846,0.43114727104376754,-0.2375583481179077,0.11712210812769493,0.05579000907429778,-0.03956955731550914,0.43058162765163716
2,0.35700000000000004,0.1431304751796162,0.4314110407255414,-0.2603615182730295,0.11513212778489694,0.04319966076383734,-0.06567852449703807,0.4017117861808624
3,0.349,0.15114519984055744,0.4288407461472171,-0.27931894463794105,0.11012177066595218,0.028840713265960775,-0.08792132792317532,0.3688294852817465
4,0.266,0.15891159333503543,0.4234532723194105,-0.29415061115956054,0.10222247850283782,0.013301023578335838,-0.10498864584707941,0.332937756576059
5,0.198,0.16641689549893157,0.415284011120368,-0.304637442492951,0.09164148136292519,-0.0027832115773900653,-0.11587581127197392,0.29512173391188373
6,0.105,0.1736487751404979,0.4043866287964534,-0.31062453991595523,0.0786563611744279,-0.01875350172412414,-0.11994195163430765,0.2565137234712998
7,0.08199999999999999,0.18059535030047272,0.3908327134130089,-0.31202346930478797,0.06360776964080515,-0.03395602130682968,-0.11694771374194388,0.21825634274266917
8,0.115,0.18724520777410836,0.3747113045715896,-0.30881356737539034,0.04689049158238789,-0.047768377387570525,-0.10706935329038023,0.1814650591651249
9,0.151,0.19358742186303673,0.35612830848299387,-0.3010422468963391,0.028943088149564682,-0.05962509048551821,-0.09088835957818109,0.14719148111373798
10,0.188,0.19961157232616303,0.3352058022386465,-0.2888242963650755,0.010236391607521432,-0.06904074537333811,-0.06935722616234083,0.11638872443391735
11,0.24,0.20530776150009444,0.31208123185077513,-0.27234018449178504,-0.008738846479594853,-0.0756298640336304,-0.04374338236259972,0.08988009834585926
12,0.35100000000000003,0.2106666305609752,0.2869065093296895,-0.2518333945350319,-0.02748482962749388,-0.07912268717425416,-0.015554586084500914,0.06833222855388474
13,0.368,0.21567937490100952,0.25984701472972216,-0.22760682786309983,-0.045509775627027765,-0.07937621820544297,0.01354983029028152,0.05223356793516109
14,0.5660000000000001,0.22033775859440904,0.23108050971968247,-0.2000183298632591,-0.06234081796095463,-0.0763800775369913,0.04185663643917715,0.041879042952886525
15,0.48100000000000004,0.22463412792899748,0.20079596981489278,-0.1694754042847883,-0.07753641098635268,-0.07025692751989715,0.0676995533341196,0.03736135495285215
16,0.523,0.22856142398123944,0.16919234294221489,-0.1364291940890488,-0.09069791344507165,-0.061257450635299936,0.08955733869084698,0.03856920875403396
