,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_7,harmonic_8,harmonic_149,harmonic_150,harmonic_152,harmonic_154,harmonic_155,all_11_harmonics
0,2.508,-0.7776132494798442,-0.186329358827301,0.17131063334303426,-0.30222798483528446,-0.20474267352518,0.13660669260070307,-0.094918870311692,-0.30222798483528446,0.1713106333430342,-0.7776132494798443,0.0,4.461245068224831
1,2.502,-0.8050836189511102,-0.34805369026178157,0.19413336397881398,-0.3357046952777057,-0.10662928565320116,0.15681140290720977,-0.19520017507990955,-0.33570469527770563,0.1941333639788139,-0.8050836189511104,0.0,3.9436413843297595
2,2.495,-0.831231238150416,-0.507491556049701,0.21408859259683688,-0.3554376160518308,1.2214752686622704e-05,0.1606688701331475,-0.28399102923707414,-0.3554376160518308,0.21408859259683688,-0.8312312381504162,0.0,3.5058868745303617
3,2.488,-0.8560131466080747,-0.6635955626047108,0.2308815648223051,-0.36061887906264734,0.10665273823385023,0.14777696182355035,-0.3560647626534663,-0.36061887906264734,0.2308815648223051,-0.8560131466080747,0.0,3.1462407490480735
4,2.481,-0.8793886277135626,-0.8153402174287706,0.24426423528705668,-0.35103636279371997,0.2047632734652003,0.11947963100098065,-0.4071787578527638,-0.35103636279371997,0.2442642352870566,-0.8793886277135629,0.0,2.860020523322486
5,2.475,-0.9013192756128026,-0.96172866586982,0.2540389314541604,-0.3270823765869963,0.286497029763582,0.0787268120255152,-0.4343241915225349,-0.3270823765869963,0.2540389314541604,-0.9013192756128026,0.0,2.6404070963360633
6,1.922,-0.9217690583088806,-1.1017992397491294,0.2600612733962939,-0.28973759945225364,0.34531701621452265,0.02976689644049456,-0.4359031487799143,-0.28973759945225364,0.2600612733962939,-0.9217690583088808,0.0,2.479311828748806
7,2.436,-0.9407043768625248,-1.2346317748385078,0.26224230640048696,-0.24053093095321323,0.37651886421399644,-0.02229615248078499,-0.4118226843681907,-0.24053093095321323,0.262242306400487,-0.940704376862525,0.0,2.3682267134902357
8,2.988,-0.9580941205950707,-1.3593536556860133,0.2605498148989867,-0.18147689787976398,0.3776070785575163,-0.07203487665521881,-0.3635002938756793,-0.18147689787976395,0.26054981489898676,-0.9580941205950707,0.0,2.298985024391195
9,3.028,-0.9739097182032277,-1.475145548079968,0.25500879831845613,-0.11499317928448699,0.3484946248593064,-0.11426412373085726,-0.29378047291379517,-0.11499317928448696,0.2550087983184561,-0.9739097182032281,0.0,2.2643721613145105
