,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_6,harmonic_8,harmonic_9,harmonic_10,harmonic_147,harmonic_148,harmonic_149,harmonic_151,harmonic_152,harmonic_153,harmonic_154,harmonic_155,all_16_harmonics
0,18.993,-0.26570237820857934,0.7852868525520587,-0.26988607208466947,0.31069946274088167,-0.14173276361186946,-0.13192907786194877,-0.34239568434190787,0.01656900410899568,-0.1319290778619488,0.2084463115607492,-0.14173276361186946,-0.18321532100726157,-0.2698860720846694,0.7852868525520585,-0.26570237820857934,0.0,18.160184581363957
1,19.0,-0.28966480967564157,0.7238635461007303,-0.24428255762340703,0.20398719425760423,-0.14428496384888145,-0.237472790876698,-0.2938082925811786,0.07537584247039453,-0.237472790876698,0.28031931267517995,-0.14428496384888145,-0.12941252600865913,-0.24428255762340698,0.7238635461007301,-0.28966480967564157,0.0,17.939031032739912
2,18.757,-0.31315132262100415,0.6576849700537473,-0.21507079822922123,0.08892366607394293,-0.13834383537681594,-0.3182604889237118,-0.2065465557373884,0.12196543438225432,-0.3182604889237118,0.32977263209262303,-0.13834383537681594,-0.07221472220044507,-0.2150707982292212,0.657684970053747,-0.31315132262100415,0.0,17.785035881826953
3,18.049,-0.33612332876556844,0.5871858706726875,-0.18268227449508326,-0.02978040744687273,-0.12425910248897466,-0.3658702325686771,-0.09209684301269842,0.14878633487605997,-0.3658702325686771,0.35285103865323575,-0.12425910248897466,-0.013122437033929268,-0.1826822744950832,0.5871858706726872,-0.33612332876556833,0.0,17.69109536908192
4,17.992,-0.3585430851635583,0.5128293769901064,-0.14759539031435961,-0.14726526758776423,-0.10285986243156323,-0.3753388109867514,0.03447568985584256,0.15149129501114345,-0.37533881098675137,0.3477087425531518,-0.10285986243156321,0.046314102206807976,-0.14759539031435956,0.5128293769901062,-0.3585430851635584,0.0,17.640456428001958
5,17.505,-0.3803737562140815,0.43510395838058874,-0.11032840648016158,-0.2587210703706784,-0.07540578062697739,-0.3456791457502309,0.15651014548106326,0.1296418830098503,-0.34567914575023084,0.31475701992120925,-0.07540578062697735,0.10453563707470084,-0.11032840648016158,0.43510395838058863,-0.3803737562140815,0.0,17.60962749314563
6,17.472,-0.40157947418192447,0.3545202156637422,-0.07143178556703118,-0.3595848021341818,-0.04351294051837114,-0.27998319157873885,0.25794297913653547,0.08677954719897255,-0.27998319157873885,0.2566313193311267,-0.04351294051837109,0.16001478355305546,-0.07143178556703111,0.3545202156637419,-0.4015794741819244,0.0,17.572182196592845
7,17.957,-0.42212539812814776,0.2716075268193113,-0.03148006116706371,-0.4457270898488916,-0.009058712881483447,-0.18509960687555974,0.3254224628057309,0.029851602564874333,-0.1850996068755597,0.17798048104013636,-0.009058712881483383,0.21129610145495253,-0.031480061167063686,0.2716075268193111,-0.42212539812814776,0.0,17.502919215948648
8,17.175,-0.441977771153657,0.18691056934967853,0.008936648421773693,-0.5136212581344785,0.025928755532067405,-0.07091979618616824,0.350066189479228,-0.03191482046622495,-0.07091979618616819,0.08509492700617349,0.025928755532067454,0.25703427644788474,0.008936648421773762,0.18691056934967834,-0.4419777711536569,0.0,17.38180124461974
9,17.053,-0.46110397586169916,0.10098574213536428,0.049221356705651434,-0.5604877117641046,0.05938992877336585,0.05065324692118538,0.3286302752586848,-0.08850834971266362,0.05065324692118548,-0.014596441294740988,0.05938992877336593,0.29602941303621694,0.04922135670565148,0.10098574213536402,-0.46110397586169927,0.0,17.197132776148113
