,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,all_7_harmonics
0,2.508,-0.7776132494798442,-0.186329358827301,0.17131063334303426,-0.5537700879371156,-0.30222798483528446,-0.09491887031169194,-0.20474267352518,6.352444630338892
1,2.502,-0.8050836189511102,-0.34805369026178157,0.19413336397881398,-0.6212093120826662,-0.3357046952777057,-0.19520017507990953,-0.10662928565320116,5.9848754207127355
2,2.495,-0.831231238150416,-0.507491556049701,0.21408859259683688,-0.6723517282438627,-0.3554376160518308,-0.28399102923707403,1.2214752686622704e-05,5.6595789732510475
3,2.488,-0.8560131466080747,-0.6635955626047108,0.2308815648223051,-0.7058556660371096,-0.36061887906264734,-0.35606476265346626,0.10665273823385023,5.384727096243392
4,2.481,-0.8793886277135626,-0.8153402174287706,0.24426423528705668,-0.7208421830024081,-0.35103636279371997,-0.4071787578527637,0.2047632734652003,5.166471634882929
5,2.475,-0.9013192756128026,-0.96172866586982,0.2540389314541604,-0.7169181227839413,-0.3270823765869963,-0.43432419152253476,0.286497029763582,5.008659847465161
6,1.922,-0.9217690583088806,-1.1017992397491294,0.2600612733962939,-0.6941864291957436,-0.28973759945225364,-0.4359031487799142,0.34531701621452265,4.912659346297469
7,2.436,-0.9407043768625248,-1.2346317748385078,0.26224230640048696,-0.6532434455932035,-0.24053093095321323,-0.41182268436819064,0.37651886421399644,4.877302642171943
8,2.988,-0.9580941205950707,-1.3593536556860133,0.2605498148989867,-0.5951632703987036,-0.18147689787976398,-0.3635002938756793,0.3776070785575163,4.898955124850851
9,3.028,-0.9739097182032277,-1.475145548079968,0.25500879831845613,-0.5214695791986078,-0.11499317928448699,-0.29378047291379517,0.3484946248593064,4.971703849025467
10,3.266,-0.9881251847016543,-1.5812467814930464,0.24570110181883792,-0.4340956526308381,-0.04380162641817831,-0.2067672759950203,0.2915098904827035,5.087658128967196
11,3.0460000000000003,-1.0007171641162198,-1.6769603461476061,0.23276420737616305,-0.3353336586916212,0.029183170180163226,-0.10758273152581335,0.21121046225295523,5.237347025462162
12,3.0869999999999997,-1.0116649678578105,-1.7616574718750921,0.21638920306595633,-0.22777451998960813,0.10097320436245195,-0.002065333806380095,0.11401861484025931,5.4101936622866145
13,3.522,-1.020950608713625,-1.8347817586896478,0.1968179605425173,-0.1142399434700996,0.16862938369429414,0.10357363970614765,0.00770766311807133,5.595042221456681
14,3.512,-1.0285588304001196,-1.8958528319410155,0.17433956240492005,0.0022916042580889274,0.22938185624458068,0.20311575500037066,-0.09921974043572836,5.78071066395392
15,3.036,-1.034477132629041,-1.9444694980349455,0.14928603222033718,0.11876303402950533,0.28074340864899033,0.29070146938356434,-0.19821164009078535,5.956540862005507
16,3.0,-1.0386957916453667,-1.980312379990288,0.12202743027559343,0.23211883381345538,0.3206112929173604,0.3611750532312962,-0.2813507544451641,6.112917986989147
17,3.9139999999999997,-1.0412078762034112,-2.0031460155190173,0.09296638749654192,0.33938522703083623,0.34735331318346635,0.4103880818085231,-0.3419876933351748,6.241732666184036
18,3.3539999999999996,-1.0420092589548406,-2.0128204038463,0.06253215827356219,0.4377481866227534,0.35987464799555985,0.43544363212808324,-0.37527276996606923,6.336762510605914
19,2.91,-1.0410986232298995,-2.0092719911090966,0.031174280037609584,0.5246272582494803,0.3576626724352394,0.4348668102081358,-0.378543874416833,6.3939539549785644
20,2.8,-1.0384774652006927,-1.992524087859918,-0.0006440667601493586,0.5977432559416166,0.34080794504184064,0.4086915706482595,-0.35153938675167284,6.411590700198052
