,X,Y,Z,Label
0,100.0,100.0,599.863,CL
1,100.2,100.039,599.854,CL
2,100.4,100.078,599.854,CL
3,100.6,100.117,599.845,CL
4,100.8,100.157,599.845,CL
5,101.0,100.196,599.836,CL
6,101.2,100.235,599.8309999999999,CL
7,101.4,100.274,599.827,CL
8,101.6,100.313,599.827,CL
9,101.8,100.352,599.818,CL
10,102.0,100.391,599.8140000000001,CL
11,102.2,100.43,599.81,CL
12,102.4,100.47,599.8050000000001,CL
13,102.6,100.509,599.806,CL
14,102.8,100.548,599.797,CL
15,103.0,100.587,599.793,CL
16,103.2,100.626,599.788,CL
17,103.4,100.665,599.784,CL
18,103.6,100.704,599.78,CL
19,103.8,100.743,599.7760000000001,CL
20,104.0,100.782,599.7760000000001,CL
21,104.2,100.821,599.767,CL
22,104.4,100.86,599.763,CL
23,104.6,100.898,599.759,CL
24,104.8,100.937,599.755,CL
25,105.0,100.976,599.755,CL
26,105.2,101.015,599.747,CL
27,105.4,101.054,599.743,CL
28,105.6,101.092,599.743,CL
29,105.8,101.131,599.735,CL
30,106.0,101.17,599.731,CL
31,106.2,101.209,599.731,CL
32,106.4,101.247,599.723,CL
33,106.6,101.286,599.719,CL
34,106.8,101.324,599.7149999999999,CL
35,107.0,101.363,599.712,CL
36,107.2,101.401,599.7080000000001,CL
37,107.4,101.44,599.7049999999999,CL
38,107.6,101.478,599.701,CL
39,107.8,101.516,599.6980000000001,CL
40,108.0,101.555,599.6990000000001,CL
41,108.2,101.593,599.6959999999999,CL
42,108.4,101.631,599.6880000000001,CL
43,108.6,101.67,599.685,CL
44,108.8,101.708,599.682,CL
45,109.0,101.746,599.6790000000001,CL
46,109.2,101.784,599.6759999999999,CL
47,109.4,101.822,599.673,CL
48,109.6,101.86,599.6700000000001,CL
49,109.8,101.898,599.672,CL
50,110.0,101.935,599.665,CL
51,110.2,101.973,599.662,CL
52,110.4,102.011,599.664,CL
53,110.6,102.049,599.6569999999999,CL
54,110.8,102.086,599.655,CL
55,111.0,102.124,599.6569999999999,CL
56,111.2,102.161,599.654,CL
57,111.4,102.199,599.648,CL
58,111.6,102.236,599.65,CL
59,111.8,102.274,599.644,CL
60,112.0,102.311,599.641,CL
61,112.2,102.348,599.639,CL
62,112.4,102.385,599.637,CL
63,112.6,102.422,599.639,CL
64,112.8,102.459,599.633,CL
65,113.0,102.496,599.63,CL
66,113.2,102.533,599.628,CL
67,113.4,102.57,599.63,CL
68,113.6,102.607,599.624,CL
69,113.8,102.643,599.621,CL
70,114.0,102.68,599.619,CL
71,114.2,102.716,599.617,CL
72,114.4,102.753,599.614,CL
73,114.6,102.789,599.612,CL
74,114.8,102.825,599.609,CL
