X,Y,Z,Label
0.0,0.0,500.165,CL
0.2,-0.022,500.172,CL
0.4,-0.043,500.179,CL
0.6,-0.065,500.186,CL
0.8,-0.086,500.193,CL
1.0,-0.108,500.199,CL
1.2,-0.129,500.205,CL
1.4,-0.151,500.211,CL
1.6,-0.172,500.216,CL
1.8,-0.194,500.221,CL
2.0,-0.215,500.226,CL
2.2,-0.237,500.231,CL
2.4,-0.258,500.235,CL
2.6,-0.28,500.238,CL
2.8,-0.301,500.242,CL
3.0,-0.323,500.244,CL
3.2,-0.344,500.247,CL
3.4,-0.366,500.249,CL
3.6,-0.387,500.25,CL
3.8,-0.409,500.251,CL
4.0,-0.43,500.252,CL
4.2,-0.452,500.253,CL
4.4,-0.473,500.252,CL
4.6,-0.494,500.251,CL
4.8,-0.516,500.25,CL
5.0,-0.537,500.248,CL
5.2,-0.559,500.246,CL
5.4,-0.58,500.244,CL
5.6,-0.602,500.241,CL
5.8,-0.623,500.238,CL
6.0,-0.644,500.234,CL
6.2,-0.666,500.23,CL
6.4,-0.687,500.225,CL
6.6,-0.709,500.22,CL
6.8,-0.73,500.215,CL
7.0,-0.751,500.209,CL
7.2,-0.773,500.203,CL
7.4,-0.794,500.197,CL
7.6,-0.816,500.19,CL
7.8,-0.837,500.184,CL
8.0,-0.858,500.176,CL
8.2,-0.88,500.169,CL
8.4,-0.901,500.161,CL
8.6,-0.922,500.153,CL
8.8,-0.943,500.145,CL
9.0,-0.965,500.137,CL
9.2,-0.986,500.128,CL
9.4,-1.007,500.119,CL
9.6,-1.029,500.11,CL
9.8,-1.05,500.101,CL
10.0,-1.071,500.092,CL
10.2,-1.092,500.083,CL
10.4,-1.113,500.073,CL
10.6,-1.135,500.064,CL
10.8,-1.156,500.055,CL
11.0,-1.177,500.045,CL
11.2,-1.198,500.035,CL
11.4,-1.219,500.026,CL
11.6,-1.24,500.016,CL
11.8,-1.261,500.007,CL
12.0,-1.283,499.997,CL
12.2,-1.304,499.988,CL
12.4,-1.325,499.978,CL
12.6,-1.346,499.969,CL
12.8,-1.367,499.959,CL
13.0,-1.388,499.95,CL
13.2,-1.409,499.941,CL
13.4,-1.43,499.932,CL
13.6,-1.451,499.923,CL
13.8,-1.472,499.914,CL
14.0,-1.493,499.905,CL
14.2,-1.514,499.896,CL
14.4,-1.535,499.888,CL
14.6,-1.556,499.879,CL
14.8,-1.576,499.871,CL
15.0,-1.597,499.863,CL
15.2,-1.618,499.855,CL
15.4,-1.639,499.847,CL
15.6,-1.66,499.839,CL
15.8,-1.681,499.832,CL
16.0,-1.701,499.824,CL
16.2,-1.722,499.817,CL
16.4,-1.743,499.81,CL
16.6,-1.764,499.803,CL
16.8,-1.784,499.797,CL
17.0,-1.805,499.79,CL
17.2,-1.826,499.784,CL
17.4,-1.846,499.777,CL
17.6,-1.867,499.771,CL
17.8,-1.887,499.765,CL
18.0,-1.908,499.76,CL
18.2,-1.929,499.754,CL
18.4,-1.949,499.749,CL
18.6,-1.97,499.744,CL
18.8,-1.99,499.738,CL
19.0,-2.011,499.734,CL
19.2,-2.031,499.729,CL
19.4,-2.052,499.724,CL
19.6,-2.072,499.72,CL
19.8,-2.092,499.716,CL
20.0,-2.113,499.711,CL
20.2,-2.133,499.708,CL
20.4,-2.153,499.704,CL
20.6,-2.174,499.7,CL
20.8,-2.194,499.697,CL
21.0,-2.214,499.693,CL
21.2,-2.234,499.69,CL
21.4,-2.255,499.687,CL
21.6,-2.275,499.684,CL
21.8,-2.295,499.682,CL
22.0,-2.315,499.679,CL
22.2,-2.335,499.677,CL
22.4,-2.355,499.675,CL
22.6,-2.375,499.673,CL
22.8,-2.395,499.671,CL
23.0,-2.415,499.669,CL
23.2,-2.435,499.667,CL
23.4,-2.455,499.666,CL
23.6,-2.475,499.665,CL
23.8,-2.495,499.663,CL
24.0,-2.515,499.662,CL
24.2,-2.535,499.662,CL
24.4,-2.554,499.661,CL
24.6,-2.574,499.66,CL
24.8,-2.594,499.66,CL
25.0,-2.614,499.66,CL
25.2,-2.633,499.659,CL
25.4,-2.653,499.659,CL
25.6,-2.673,499.659,CL
25.8,-2.692,499.66,CL
26.0,-2.712,499.66,CL
26.2,-2.731,499.66,CL
26.4,-2.751,499.661,CL
26.6,-2.77,499.661,CL
26.8,-2.79,499.662,CL
27.0,-2.809,499.663,CL
27.2,-2.829,499.664,CL
27.4,-2.848,499.665,CL
27.6,-2.867,499.666,CL
27.8,-2.887,499.667,CL
28.0,-2.906,499.668,CL
28.2,-2.925,499.669,CL
28.4,-2.944,499.671,CL
28.6,-2.963,499.672,CL
28.8,-2.983,499.673,CL
29.0,-3.002,499.675,CL
29.2,-3.021,499.676,CL
29.4,-3.04,499.677,CL
29.6,-3.059,499.679,CL
29.8,-3.078,499.68,CL
30.0,-3.097,499.682,CL
30.2,-3.116,499.683,CL
30.4,-3.134,499.684,CL
30.6,-3.153,499.691,CL
30.8,-3.172,499.687,CL
31.0,-3.191,499.688,CL
31.2,-3.21,499.689,CL
31.4,-3.228,499.69,CL
31.6,-3.247,499.691,CL
31.8,-3.266,499.692,CL
32.0,-3.284,499.693,CL
32.2,-3.303,499.694,CL
32.4,-3.321,499.695,CL
32.6,-3.34,499.695,CL
32.8,-3.358,499.696,CL
33.0,-3.376,499.696,CL
33.2,-3.395,499.702,CL
33.4,-3.413,499.697,CL
33.6,-3.431,499.697,CL
33.8,-3.45,499.697,CL
34.0,-3.468,499.697,CL
34.2,-3.486,499.697,CL
34.4,-3.504,499.697,CL
34.6,-3.522,499.697,CL
34.8,-3.54,499.697,CL
35.0,-3.558,499.696,CL
35.2,-3.576,499.696,CL
35.4,-3.594,499.695,CL
35.6,-3.612,499.695,CL
35.8,-3.63,499.694,CL
36.0,-3.648,499.693,CL
36.2,-3.666,499.692,CL
36.4,-3.684,499.692,CL
36.6,-3.701,499.696,CL
36.8,-3.719,499.69,CL
37.0,-3.737,499.689,CL
37.2,-3.754,499.689,CL
37.4,-3.772,499.688,CL
37.6,-3.789,499.687,CL
37.8,-3.807,499.686,CL
38.0,-3.824,499.686,CL
38.2,-3.841,499.685,CL
38.4,-3.859,499.685,CL
38.6,-3.876,499.684,CL
38.8,-3.893,499.684,CL
39.0,-3.911,499.684,CL
39.2,-3.928,499.684,CL
39.4,-3.945,499.684,CL
39.6,-3.962,499.684,CL
39.8,-3.979,499.685,CL
40.0,-3.996,499.686,CL
40.2,-4.013,499.686,CL
40.4,-4.03,499.688,CL
40.6,-4.047,499.689,CL
40.8,-4.063,499.69,CL
41.0,-4.08,499.692,CL
41.2,-4.097,499.694,CL
41.4,-4.114,499.696,CL
41.6,-4.13,499.699,CL
41.8,-4.147,499.702,CL
42.0,-4.163,499.705,CL
42.2,-4.18,499.708,CL
42.4,-4.196,499.712,CL
42.6,-4.213,499.716,CL
42.8,-4.229,499.72,CL
43.0,-4.245,499.724,CL
43.2,-4.262,499.729,CL
43.4,-4.278,499.734,CL
43.6,-4.294,499.74,CL
43.8,-4.31,499.745,CL
44.0,-4.326,499.752,CL
44.2,-4.342,499.758,CL
44.4,-4.358,499.764,CL
44.6,-4.374,499.771,CL
44.8,-4.39,499.779,CL
45.0,-4.406,499.786,CL
45.2,-4.422,499.794,CL
45.4,-4.438,499.802,CL
45.6,-4.453,499.81,CL
45.8,-4.469,499.818,CL
46.0,-4.485,499.827,CL
46.2,-4.5,499.836,CL
46.4,-4.516,499.845,CL
46.6,-4.531,499.854,CL
46.8,-4.546,499.864,CL
47.0,-4.562,499.873,CL
47.2,-4.577,499.883,CL
47.4,-4.592,499.893,CL
47.6,-4.608,499.903,CL
47.8,-4.623,499.913,CL
48.0,-4.638,499.923,CL
48.2,-4.653,499.933,CL
48.4,-4.668,499.943,CL
48.6,-4.683,499.953,CL
48.8,-4.698,499.963,CL
49.0,-4.713,499.974,CL
49.2,-4.727,499.984,CL
49.4,-4.742,499.994,CL
49.6,-4.757,500.004,CL
49.8,-4.771,500.014,CL
50.0,-4.786,500.024,CL
50.2,-4.801,500.033,CL
50.4,-4.815,500.043,CL
50.6,-4.829,500.052,CL
50.8,-4.844,500.061,CL
51.0,-4.858,500.07,CL
51.2,-4.872,500.079,CL
51.4,-4.887,500.088,CL
51.6,-4.901,500.096,CL
51.8,-4.915,500.105,CL
52.0,-4.929,500.112,CL
52.2,-4.943,500.12,CL
52.4,-4.957,500.128,CL
52.6,-4.971,500.135,CL
52.8,-4.985,500.142,CL
53.0,-4.998,500.148,CL
53.2,-5.012,500.155,CL
53.4,-5.026,500.161,CL
53.6,-5.039,500.166,CL
53.8,-5.053,500.173,CL
54.0,-5.067,500.177,CL
54.2,-5.08,500.182,CL
54.4,-5.093,500.186,CL
54.6,-5.107,500.191,CL
54.8,-5.12,500.194,CL
55.0,-5.133,500.198,CL
55.2,-5.146,500.202,CL
55.4,-5.16,500.205,CL
55.6,-5.173,500.207,CL
55.8,-5.186,500.21,CL
56.0,-5.199,500.212,CL
56.2,-5.211,500.214,CL
56.4,-5.224,500.216,CL
56.6,-5.237,500.218,CL
56.8,-5.25,500.219,CL
57.0,-5.262,500.22,CL
57.2,-5.275,500.221,CL
57.4,-5.288,500.222,CL
57.6,-5.3,500.223,CL
57.8,-5.312,500.223,CL
58.0,-5.325,500.223,CL
58.2,-5.337,500.223,CL
58.4,-5.349,500.223,CL
58.6,-5.362,500.223,CL
58.8,-5.374,500.223,CL
59.0,-5.386,500.223,CL
59.2,-5.398,500.222,CL
59.4,-5.41,500.222,CL
59.6,-5.422,500.221,CL
59.8,-5.434,500.221,CL
60.0,-5.445,500.22,CL
60.2,-5.457,500.22,CL
60.4,-5.469,500.219,CL
60.6,-5.48,500.218,CL
60.8,-5.492,500.218,CL
61.0,-5.503,500.217,CL
61.2,-5.515,500.216,CL
61.4,-5.526,500.216,CL
61.6,-5.537,500.215,CL
61.8,-5.549,500.214,CL
62.0,-5.56,500.214,CL
62.2,-5.571,500.214,CL
62.4,-5.582,500.213,CL
62.6,-5.593,500.213,CL
62.8,-5.604,500.212,CL
63.0,-5.615,500.212,CL
63.2,-5.626,500.212,CL
63.4,-5.636,500.212,CL
63.6,-5.647,500.212,CL
63.8,-5.658,500.212,CL
64.0,-5.668,500.212,CL
64.2,-5.679,500.212,CL
64.4,-5.689,500.212,CL
64.6,-5.7,500.213,CL
64.8,-5.71,500.213,CL
65.0,-5.72,500.213,CL
65.2,-5.73,500.214,CL
65.4,-5.74,500.214,CL
65.6,-5.75,500.214,CL
65.8,-5.76,500.215,CL
66.0,-5.77,500.215,CL
66.2,-5.78,500.216,CL
66.4,-5.79,500.216,CL
66.6,-5.8,500.217,CL
66.8,-5.81,500.218,CL
67.0,-5.819,500.218,CL
67.2,-5.829,500.219,CL
67.4,-5.838,500.219,CL
67.6,-5.848,500.219,CL
67.8,-5.857,500.22,CL
68.0,-5.866,500.22,CL
68.2,-5.875,500.221,CL
68.4,-5.885,500.221,CL
68.6,-5.894,500.221,CL
68.8,-5.903,500.221,CL
69.0,-5.912,500.221,CL
69.2,-5.921,500.221,CL
69.4,-5.93,500.222,CL
69.6,-5.938,500.222,CL
69.8,-5.947,500.221,CL
70.0,-5.956,500.221,CL
70.2,-5.964,500.221,CL
70.4,-5.973,500.22,CL
70.6,-5.981,500.22,CL
70.8,-5.99,500.219,CL
71.0,-5.998,500.219,CL
71.2,-6.006,500.218,CL
71.4,-6.014,500.217,CL
71.6,-6.023,500.216,CL
71.8,-6.031,500.216,CL
72.0,-6.039,500.215,CL
72.2,-6.047,500.214,CL
72.4,-6.054,500.213,CL
72.6,-6.062,500.211,CL
72.8,-6.07,500.21,CL
73.0,-6.078,500.209,CL
73.2,-6.085,500.208,CL
73.4,-6.093,500.207,CL
73.6,-6.1,500.205,CL
73.8,-6.108,500.204,CL
74.0,-6.115,500.203,CL
74.2,-6.122,500.202,CL
74.4,-6.129,500.201,CL
74.6,-6.137,500.199,CL
74.8,-6.144,500.198,CL
75.0,-6.151,500.197,CL
75.2,-6.157,500.196,CL
75.4,-6.164,500.194,CL
75.6,-6.171,500.193,CL
75.8,-6.178,500.192,CL
76.0,-6.185,500.192,CL
76.2,-6.191,500.191,CL
76.4,-6.198,500.19,CL
76.6,-6.204,500.189,CL
76.8,-6.21,500.189,CL
77.0,-6.217,500.188,CL
77.2,-6.223,500.188,CL
77.4,-6.229,500.188,CL
77.6,-6.235,500.188,CL
77.8,-6.241,500.188,CL
78.0,-6.247,500.188,CL
78.2,-6.253,500.188,CL
78.4,-6.259,500.188,CL
78.6,-6.265,500.189,CL
78.8,-6.271,500.189,CL
79.0,-6.276,500.19,CL
79.2,-6.282,500.191,CL
79.4,-6.287,500.191,CL
79.6,-6.293,500.192,CL
79.8,-6.298,500.193,CL
80.0,-6.303,500.195,CL
80.2,-6.309,500.196,CL
80.4,-6.314,500.197,CL
80.6,-6.319,500.199,CL
80.8,-6.324,500.2,CL
81.0,-6.329,500.202,CL
81.2,-6.334,500.204,CL
81.4,-6.338,500.205,CL
81.6,-6.343,500.207,CL
81.8,-6.348,500.209,CL
82.0,-6.352,500.211,CL
82.2,-6.357,500.213,CL
82.4,-6.361,500.215,CL
82.6,-6.366,500.217,CL
82.8,-6.37,500.218,CL
83.0,-6.374,500.22,CL
83.2,-6.378,500.222,CL
83.4,-6.383,500.224,CL
83.6,-6.387,500.225,CL
83.8,-6.391,500.227,CL
84.0,-6.394,500.229,CL
84.2,-6.398,500.23,CL
84.4,-6.402,500.231,CL
84.6,-6.406,500.232,CL
84.8,-6.409,500.233,CL
85.0,-6.413,500.234,CL
85.2,-6.416,500.235,CL
85.4,-6.42,500.236,CL
85.6,-6.423,500.236,CL
85.8,-6.426,500.237,CL
86.0,-6.43,500.237,CL
86.2,-6.433,500.237,CL
86.4,-6.436,500.236,CL
86.6,-6.439,500.236,CL
86.8,-6.442,500.235,CL
87.0,-6.445,500.234,CL
87.2,-6.447,500.233,CL
