,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_10,harmonic_106,harmonic_109,harmonic_111,harmonic_112,harmonic_113,harmonic_114,all_14_harmonics
0,3.208,-0.7509023326674349,0.7955399209662198,-0.48440163248108775,0.05074991555591943,-0.16392810901546065,0.1526534392229408,-0.049213840430415635,0.027562618554076403,0.06071909011217829,-0.16392810901546054,-0.48440163248108775,0.7955399209662198,-0.7509023326674349,0.0,3.2696227031194494
1,2.455,-0.7682598172366089,0.7944742233402224,-0.48620324834228706,0.005411534079389478,-0.13791350857284648,0.027365025154230213,0.016688116540970518,-0.0008999497612810043,-0.007416640581187481,-0.13791350857284634,-0.48620324834228706,0.7944742233402224,-0.7682598172366089,0.0,3.152439837663912
2,2.984,-0.7832841219909487,0.7837646848661785,-0.47474250702598386,-0.04018880479765274,-0.1014914032045906,-0.10088881400205581,0.08013672236681242,-0.02909598789130582,-0.07413367414801257,-0.10149140320459048,-0.4747425070259838,0.7837646848661783,-0.7832841219909487,0.0,2.9752351025140857
3,2.782,-0.795929618610713,0.7635413048336376,-0.45033202767936403,-0.08384371476672882,-0.057410350647676064,-0.21820978470997576,0.1318042791368123,-0.04867492384657575,-0.12666999754796465,-0.05741035064767591,-0.450332027679364,0.7635413048336375,-0.7959296186107129,0.0,2.727995498614359
4,2.43,-0.8061579031382828,0.7340495676808781,-0.4136376645456329,-0.12343998235318826,-0.008996883424993595,-0.31188433937090143,0.16409504294074811,-0.053838236805944975,-0.15497616450808022,-0.008996883424993503,-0.41363766454563283,0.7340495676808779,-0.806157903138283,0.0,2.424822543962187
5,2.017,-0.8139379126097172,0.6956474631463689,-0.3656603441960128,-0.15706086173694234,0.040095524602907974,-0.3717613864768456,0.17226188835111028,-0.043056753898661274,-0.1536376106726916,0.04009552460290805,-0.3656603441960128,0.6956474631463687,-0.8139379126097172,0.0,2.1040162625107452
6,1.8980000000000001,-0.8192460193919542,0.6488011407582893,-0.3077087628621018,-0.18307885911732402,0.08616216398697482,-0.391352318885766,0.15510419218829632,-0.019523531849744712,-0.12291038222055016,0.08616216398697486,-0.3077087628621018,0.6488011407582893,-0.8192460193919544,0.0,1.8214209720553998
7,1.88,-0.8220661029391554,0.5940792514107206,-0.241363688614191,-0.2002345151875431,0.12572666188121998,-0.3685341550865191,0.11514433937409166,0.009791802474919738,-0.06867215789776993,0.12572666188121998,-0.24136368861419102,0.5940792514107206,-0.8220661029391554,0.0,1.6383645103147393
8,1.8840000000000001,-0.8223895987502753,0.5321460447121065,-0.16843484212906276,-0.20769737207700173,0.15580332304102273,-0.30577959718704506,0.05825690241863089,0.036207185001535296,-0.0012979332502556734,0.1558033230410227,-0.1684348421290627,0.5321460447121064,-0.8223895987502753,0.0,1.6069401611668348
9,2.229,-0.8202155243791669,0.4637533058948231,-0.09091153222751726,-0.20510617352038255,0.1741224423272223,-0.2098890752730449,-0.007194990443745347,0.05189940480949605,0.0663245674398175,0.17412244232722227,-0.09091153222751719,0.463753305894823,-0.8202155243791668,0.0,1.7561532608543522
10,2.537,-0.8155504824182412,0.3897312301608531,-0.010908392715482237,-0.19258635227448712,0.1793015857333352,-0.09125381528865144,-0.07158913433822539,0.052221035527198506,0.12126012823899238,0.17930158573333513,-0.0109083927154823,0.3897312301608529,-0.8155504824182414,0.0,2.0823822100963088
11,2.97,-0.8084086404466092,0.3109783452366456,0.06939229931377364,-0.1707439582653325,0.17094991438456592,0.03727021153110184,-0.1254588260390732,0.037076822621016414,0.15300036312026108,0.17094991438456578,0.06939229931377355,0.31097834523664547,-0.8084086404466093,0.0,2.5466894968168865
12,2.504,-0.7988116880036108,0.22845060446369522,0.1478001503099734,-0.1406363213871155,0.14969767880241236,0.16175543262454337,-0.160884581671645,0.010951894090601112,0.15547381971528293,0.14969767880241222,0.14780015030997337,0.22845060446369522,-0.7988116880036109,0.0,3.0799694105943436
13,3.325,-0.7867887707183954,0.14314978281994578,0.22217639849195364,-0.103720869085821,0.11714865767970171,0.268711942698975,-0.1726583948111555,-0.018416560342366668,0.12820736120077958,0.11714865767970158,0.22217639849195356,0.1431497828199458,-0.7867887707183955,0.0,3.595097948500616
14,4.467,-0.7723764017956057,0.05611131672859697,0.29049225369371867,-0.06178457632672041,0.07575913032630657,0.34654934428658385,-0.15904937522308796,-0.042330744490009904,0.07641667059684856,0.07575913032630645,0.29049225369371867,0.05611131672859687,-0.7723764017956057,0.0,4.003588776378761
