,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_107,harmonic_108,harmonic_109,harmonic_110,harmonic_111,harmonic_112,harmonic_113,harmonic_114,all_9_harmonics
0,29.425,0.21585241508257522,0.4414677486402285,-1.519116564452704,-0.06516859629025841,0.7862592025333248,0.08764468062117346,-0.10904653566796459,0.1353641870311713,0.9345864998630797,0.49859769244536134,-0.10904653566796467,0.08764468062117346,0.7862592025333249,-0.06516859629025844,-1.5191165644527043,0.4414677486402284,0.21585241508257527,0.0,1.2443330802723622
1,29.072,0.47917567940822325,0.6488910820876116,-1.3382736450605974,-0.059814999102909785,0.7860962569911859,0.37495056959158574,-0.05263371832641666,0.01513374276113013,0.9073295210889709,0.8983948285440421,-0.05263371832641672,0.37495056959158574,0.786096256991186,-0.059814999102909806,-1.3382736450605979,0.6488910820876115,0.47917567940822325,0.0,3.497640543571507
2,27.965,0.7410437029443995,0.8484377568096052,-1.1209261092502627,-0.05156592321270694,0.7266113439976655,0.6216247463892176,0.011516880138204554,-0.10799156976280501,0.6613584951219291,1.0321222900279396,0.011516880138204504,0.6216247463892176,0.7266113439976657,-0.051565923212706956,-1.1209261092502627,0.8484377568096053,0.7410437029444001,0.0,5.13897401101931
3,25.599,1.0006612011103446,1.0376855464881738,-0.873002631215865,-0.04082068357269731,0.6122934329901147,0.800936236413827,0.07397436056815768,-0.21045964158105948,0.2559653521053523,0.8601751937948833,0.07397436056815763,0.8009362364138269,0.6122934329901147,-0.040820683572697324,-0.8730026312158653,1.0376855464881738,1.000661201110345,0.0,6.129135829883288
4,25.385,1.2572397240968813,1.214337239318469,-0.6012659171499114,-0.02809942752052749,0.4517694107341022,0.8934538574168089,0.12555673224660877,-0.2726697980405486,-0.21112887833196134,0.4334775951623214,0.12555673224660877,0.8934538574168089,0.4517694107341022,-0.028099427520527503,-0.6012659171499115,1.214337239318469,1.2572397240968813,0.0,6.575662157074675
5,25.02,1.5100000513625718,1.376248523048256,-0.31312823624737446,-0.014017955884167765,0.25715306194587095,0.8891518896036898,0.15868077448256313,-0.2827221271468053,-0.6273299653346093,-0.12159924056419431,0.15868077448256315,0.8891518896036898,0.257153061945871,-0.014017955884167783,-0.31312823624737446,1.3762485230482557,1.5100000513625718,0.0,6.69652488357721
6,24.353,1.758174558100891,1.5214540140238924,-0.016449233324400292,0.0007420862333237283,0.043130914650005986,0.7884965179389293,0.16847686003168055,-0.23869376230518005,-0.8923115973821696,-0.6406631014355976,0.1684768600316806,0.7884965179389293,0.04313091465000598,0.0007420862333237088,-0.016449233324400542,1.5214540140238921,1.7581745581008912,0.0,6.756382974185698
7,23.469,2.001009546491535,1.6481911142855046,0.28067846180371253,0.015466206008317584,-0.17414606396233057,0.6023953137714165,0.15350484808209802,-0.1490066991622649,-0.942199290254893,-0.9699874207148923,0.1535048480820981,0.6023953137714165,-0.17414606396233062,0.015466206008317569,0.2806784618037124,1.6481911142855044,2.001009546491535,0.0,6.993005442828457
8,22.966,2.2377675346559287,1.7549214071185422,0.5701499801679624,0.0294416495184503,-0.37828128411152334,0.3510152302304096,0.11596580204186603,-0.03081678845342789,-0.7649674909869549,-1.0120391186364919,0.11596580204186609,0.3510152302304095,-0.37828128411152345,0.029441649518450283,0.5701499801679621,1.7549214071185422,2.2377675346559296,0.0,7.554137241166398
9,22.494,2.467729496365456,1.8403493313486992,0.844069293343303,0.04199190418905957,-0.5538698856704913,0.06159719993146215,0.061378407101091964,0.09326793254714501,-0.403338367443734,-0.7543641146252311,0.06137840710109201,0.06159719993146196,-0.5538698856704914,0.04199190418905957,0.844069293343303,1.8403493313486992,2.467729496365456,0.0,8.462056943695341
