,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,harmonic_82,harmonic_83,harmonic_84,harmonic_85,harmonic_86,harmonic_87,harmonic_88,harmonic_89,harmonic_90,harmonic_91,harmonic_92,harmonic_93,harmonic_94,harmonic_95,harmonic_96,harmonic_97,harmonic_98,harmonic_99,all_24_harmonics
0,0.2346,-0.07399371462257094,-0.0901429687621001,0.06384294291288041,-0.0714770069604337,0.014780840547556719,0.0773618098408913,-0.056111396165024065,-0.009411976596564035,-0.01869107748263674,-0.006977079238019565,0.0033205071913534716,0.02725839926326094,-0.021553865344390508,0.0032769117308115874,-0.026270563430210347,0.03599161363489102,-0.026585648696522492,-0.01308187032005737,0.01461611860587223,-0.006070582119287328,0.016880480485026942,-0.020593439571164808,0.0013705888587951835,-0.004942411511028817,-0.025992862869173947,-0.020593439571164805,0.016880480485026935,-0.006070582119287337,0.014616118605872221,-0.01308187032005737,-0.026585648696522506,0.035991613634891034,-0.02627056343021035,0.0032769117308115996,-0.02155386534439051,0.02725839926326094,0.0033205071913534716,-0.006977079238019557,-0.01869107748263674,-0.009411976596564026,-0.056111396165024065,0.0773618098408913,0.01478084054755671,-0.07147700696043367,0.06384294291288042,-0.09014296876210008,-0.07399371462257096,0.0,-0.39682781571428216
1,0.2913,-0.08553789367763817,-0.09033558653989357,0.07002573152862639,-0.08135120530810384,0.040668759317696826,0.058049489268021386,-0.07332424674492309,0.007381479833289087,-0.03292452726876347,0.013033150133860054,-0.005480910981501443,0.036447954853983486,-0.03223616756481335,-0.003682102001019648,0.009055460926831833,-0.0032204901468912348,-0.005284341478140167,-0.012072148461966034,0.007407005999933244,-0.0016333317144652426,-0.01850674261804362,0.003494527146191574,-0.015061546439115277,-0.0004726057136482794,-0.00030980849420478654,0.003494527146191566,-0.018506742618043616,-0.0016333317144652426,0.007407005999933251,-0.012072148461966034,-0.005284341478140159,-0.0032204901468912213,0.00905546092683183,-0.003682102001019641,-0.03223616756481335,0.03644795485398348,-0.005480910981501439,0.013033150133860059,-0.03292452726876347,0.007381479833289091,-0.07332424674492309,0.058049489268021386,0.04066875931769682,-0.08135120530810382,0.0700257315286264,-0.09033558653989353,-0.0855378936776382,0.0,-0.4158962316424264
2,0.4361,-0.09673764182493214,-0.08907467091418036,0.0736776077566639,-0.08601058010958128,0.062495586696646704,0.030420758887892113,-0.07630142040671085,0.022312579704909737,-0.03670467228065093,0.02796749556748844,-0.011717749992571398,0.025498851831028586,-0.02219122082612673,-0.007920430205251981,0.036775928790131966,-0.03938746248215051,0.021594365437828247,0.003051966899480724,-0.009329201836623228,0.00510064318789814,-0.025606740363780772,0.02180707611265238,-0.004709378248869223,0.004897436540459553,0.02600269368990349,0.02180707611265237,-0.025606740363780762,0.005100643187898148,-0.009329201836623216,0.003051966899480721,0.021594365437828267,-0.039387462482150505,0.03677592879013196,-0.007920430205251981,-0.02219122082612673,0.025498851831028586,-0.011717749992571398,0.027967495567488437,-0.03670467228065093,0.02231257970490973,-0.07630142040671085,0.030420758887892113,0.06249558669664669,-0.08601058010958125,0.07367760775666392,-0.08907467091418034,-0.09673764182493211,0.0,-0.3143671087583845
3,0.4075,-0.10754786163154496,-0.08638051048938737,0.07466658327524096,-0.08515645333872908,0.07808174449582177,-0.0015661751689559434,-0.0644649080434441,0.03161418791862151,-0.02883134318625317,0.032009634582400255,-0.012471723553832088,0.0004608191514428735,0.0021222631958741074,-0.006306394779737248,0.03360880227439697,-0.03831165650339461,0.0256811298268546,0.014607814200424254,-0.014065933187814073,0.00466230149399789,0.006432706917981147,0.004078990908220693,0.014017588423599996,0.0009386645400888114,-0.0005153071011784049,0.004078990908220697,0.006432706917981143,0.004662301493997896,-0.01406593318781407,0.014607814200424254,0.025681129826854616,-0.03831165650339462,0.03360880227439698,-0.006306394779737258,0.0021222631958741087,0.00046081915144287577,-0.012471723553832087,0.03200963458240025,-0.028831343186253168,0.0316141879186215,-0.0644649080434441,-0.0015661751689559434,0.07808174449582174,-0.08515645333872904,0.07466658327524098,-0.08638051048938733,-0.10754786163154495,0.0,-0.2597110174211207
4,0.4062,-0.11792502415771518,-0.08229645531527724,0.07295691393236564,-0.07884357673990315,0.08587083383996985,-0.03332873249658158,-0.04011273211455383,0.03293949713359932,-0.011804266342756444,0.023585317799800633,-0.007390039056486892,-0.024831830820408782,0.025071171930530517,-3.259789085048382e-05,0.002214107173220358,-0.0010102995477198231,0.002662544131582599,0.009084643752516042,-0.0007106736605021266,-0.0023319785689152788,0.028639876634635488,-0.020390457436787374,0.00781674678451937,-0.004808109626193077,-0.025986342002241255,-0.02039045743678737,0.028639876634635485,-0.002331978568915283,-0.0007106736605021379,0.009084643752516048,0.0026625441315825935,-0.0010102995477198455,0.0022141071732203637,-3.259789085049328e-05,0.025071171930530527,-0.024831830820408775,-0.007390039056486889,0.023585317799800616,-0.011804266342756433,0.0329394971335993,-0.04011273211455381,-0.03332873249658156,0.08587083383996985,-0.07884357673990312,0.07295691393236564,-0.08229645531527721,-0.11792502415771518,0.0,-0.2989452204843904
5,0.3899,-0.12782734423250472,-0.07688821936842012,0.06861039163258945,-0.06747662209893737,0.08508505367955256,-0.06031647782683814,-0.007972792655381221,0.025954130183753952,0.008970581659605055,0.005975475294794365,0.0011495268465240923,-0.03640410153783564,0.031899789031389805,0.006265285405703043,-0.031040185945681722,0.037246345200448075,-0.023166244669550175,-0.007060019395286339,0.013558673912851133,-0.006047125397877526,0.00707150673902482,-0.011160522459607166,-0.01228480013824371,-0.0013962226750985002,0.0013399038259914228,-0.011160522459607166,0.007071506739024815,-0.006047125397877535,0.013558673912851127,-0.007060019395286335,-0.023166244669550192,0.03724634520044807,-0.03104018594568171,0.006265285405703041,0.031899789031389805,-0.03640410153783564,0.0011495268465240923,0.005975475294794357,0.008970581659605055,0.025954130183753935,-0.007972792655381226,-0.06031647782683813,0.08508505367955256,-0.06747662209893737,0.06861039163258945,-0.0768882193684201,-0.12782734423250472,0.0,-0.3394869109907185
6,0.3292,-0.13721494870793463,-0.07024282318971138,0.0617841110165797,-0.05178424073065506,0.07580287026479184,-0.07866303519724142,0.02571503996895308,0.012420503853323673,0.026897333368143143,-0.013961572740781554,0.009151216362478619,-0.027861943998720787,0.018217442238439383,0.00793378273607406,-0.03822425583755532,0.040284743077896694,-0.024544038668653387,-0.014950319850288933,0.010388481465609573,-0.0012590509166745987,-0.02530553483215503,0.016514448662944114,-0.01053999705145262,0.004675239726597604,0.02594382427095065,0.016514448662944107,-0.025305534832155023,-0.0012590509166745987,0.010388481465609575,-0.014950319850288933,-0.024544038668653394,0.0402847430778967,-0.03822425583755532,0.007933782736074067,0.018217442238439387,-0.027861943998720787,0.009151216362478615,-0.013961572740781551,0.026897333368143136,0.012420503853323665,0.025715039968953083,-0.07866303519724144,0.07580287026479184,-0.05178424073065505,0.0617841110165797,-0.07024282318971135,-0.1372149487079346,0.0,-0.3377245163641808
7,0.4219,-0.1460500370140788,-0.06246719369129347,0.05272479165149966,-0.03277235503713035,0.058951181681332725,-0.08574000095482905,0.054410376697519046,-0.00424683107351444,0.0362843717797718,-0.028461153847809905,0.012870950037988334,-0.003925172941467397,-0.007178377004830691,0.0037400503228982346,-0.013304301477900616,0.005231939813177989,-1.6634373064263205e-05,-0.005361155234693938,-0.006143662116173954,0.0052994496564046645,-0.019003518648076024,0.0168959302905958,0.009948331537953766,0.0018411364013520652,-0.002163151381230458,0.016895930290595804,-0.019003518648076017,0.005299449656404673,-0.00614366211617394,-0.005361155234693938,-1.663437306425311e-05,0.005231939813178009,-0.013304301477900623,0.0037400503228982454,-0.007178377004830702,-0.0039251729414674,0.012870950037988329,-0.028461153847809895,0.0362843717797718,-0.0042468310735144475,0.054410376697519046,-0.08574000095482903,0.058951181681332745,-0.03277235503713034,0.052724791651499646,-0.06246719369129344,-0.1460500370140788,0.0,-0.3268963864092738
8,0.334,-0.15429703336861775,-0.05368644366251272,0.041759860943029664,-0.01165967626912626,0.036212759879474844,-0.08053349972922003,0.07254210618777075,-0.01984268522954608,0.034151378524442944,-0.03187626863653237,0.010568223146047304,0.022180381472342872,-0.02795863495340524,-0.003217185323806438,0.022789751839006202,-0.03476791924887115,0.02452832680216293,0.010496111107237905,-0.014773658184366463,0.004406080078700538,0.016345036177347127,-0.010646553653045215,0.01274530737082312,-0.0045000301320592805,-0.025875183307783017,-0.010646553653045204,0.01634503617734712,0.004406080078700546,-0.014773658184366456,0.010496111107237903,0.02452832680216295,-0.03476791924887114,0.0227897518390062,-0.0032171853238064305,-0.027958634953405236,0.022180381472342865,0.010568223146047304,-0.031876268636532354,0.034151378524442944,-0.01984268522954607,0.07254210618777072,-0.08053349972922004,0.03621275987947486,-0.01165967626912626,0.04175986094302966,-0.053686443662512705,-0.15429703336861772,0.0,-0.31218899027199226
9,0.4824,-0.1619227300279578,-0.044041858658304234,0.029285620055822168,0.010200418030325007,0.0098582128290215,-0.06378943640950387,0.0765900089427696,-0.03043220518094688,0.021175563889713315,-0.02287686826032935,0.0033205071913534716,0.03603056704084658,-0.030762016895520616,-0.0077972598957608994,0.03974300752115756,-0.04189300478083856,0.023184672895530434,0.014081639498858899,-0.004401367980842808,-0.0026829397550162675,0.026710495308144892,-0.020593439571164808,-0.007122997685619522,-0.0022693765112479633,0.0029842208263910802,-0.020593439571164805,0.02671049530814489,-0.0026829397550162727,-0.004401367980842818,0.014081639498858899,0.023184672895530445,-0.041893004780838565,0.03974300752115756,-0.007797259895760902,-0.03076201689552062,0.03603056704084658,0.0033205071913534716,-0.02287686826032934,0.021175563889713315,-0.03043220518094687,0.0765900089427696,-0.06378943640950385,0.009858212829021511,0.010200418030324999,0.029285620055822158,-0.04404185865830423,-0.1619227300279578,0.0,-0.2884329817957616
