,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_26,harmonic_27,harmonic_69,harmonic_70,harmonic_71,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_76,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,harmonic_82,harmonic_83,harmonic_84,harmonic_85,harmonic_86,harmonic_87,harmonic_88,harmonic_89,harmonic_90,harmonic_91,harmonic_92,harmonic_93,all_26_harmonics
82,2.487396722,-0.16717118290185948,2.2919243818832486e-05,-0.052933948963550505,0.03080727965049577,0.1448764662146229,-0.15079418370930597,0.02673542869413988,0.048860819898617194,-0.045207014697294885,-0.021703591345463315,-0.033326290120983905,-0.01254149085131519,0.015806191743423473,0.0715540954710484,-0.04363126617286785,-0.004587273914889577,0.03692986868593494,0.016109344257698936,-0.019321526422943044,0.02641817961004953,-0.03130908150170527,0.05574629016547197,0.05876348735678914,0.014300027874730276,-0.010970131824135598,0.020526803904661106,-0.012027442561039188,0.014300027874730278,0.05876348735678915,0.05574629016547197,-0.03130908150170527,0.02641817961004955,-0.01932152642294304,0.016109344257698933,0.03692986868593496,-0.0045872739148895775,-0.04363126617286785,0.0715540954710484,0.015806191743423476,-0.012541490851315194,-0.033326290120983905,-0.021703591345463298,-0.045207014697294885,0.048860819898617194,0.026735428694139876,-0.15079418370930597,0.14487646621462297,0.030807279650495737,-0.052933948963550526,2.2919243818827712e-05,-0.16717118290185945,0.0,-0.07366367395118904
81,2.487396722,-0.16078923349209306,-0.011473530482950366,0.007026710746191368,0.004113027987989902,0.17674987031148837,-0.1856724849008059,0.004428212491500246,0.06636339446022836,-0.08751791279857522,-0.037044910323104537,0.0011627112995019726,0.04489264534317654,-0.0016219608376003825,0.059980643704698196,-0.033524326801245986,-0.04049515734876992,-0.020832033260474475,-0.02970019690913291,-0.02503672442871954,0.05058590910840043,0.03804039444433416,-0.014795276844161128,0.05605854240999641,0.041348177566060615,-0.0016071373252931418,-0.019592317047533874,0.020315481954593366,0.04134817756606061,0.05605854240999641,-0.014795276844161095,0.03804039444433416,0.05058590910840041,-0.025036724428719532,-0.02970019690913291,-0.020832033260474482,-0.04049515734876993,-0.033524326801245966,0.059980643704698196,-0.0016219608376003794,0.04489264534317653,0.001162711299501951,-0.037044910323104516,-0.08751791279857525,0.06636339446022836,0.004428212491500243,-0.1856724849008059,0.17674987031148837,0.004113027987989873,0.0070267107461913485,-0.011473530482950394,-0.1607892334920931,0.0,-0.19639098952636747
80,2.211019261,-0.15367363968854356,-0.022760814723634473,0.06669969609238076,-0.022879783079489468,0.18864494624123737,-0.19045617709576385,-0.018851098637573133,0.06494671241693505,-0.09845599185437899,-0.03611053246196775,0.03503855853852933,0.07440058595380683,-0.01787732071158899,-0.0013708644019771485,0.008164941476270365,-0.03351587341345694,-0.05400464995989687,-0.036739413051833654,0.005140449967941571,-0.004381585839156252,0.0428298262739112,-0.0582422849138859,-0.05686988809350165,-0.018488529528163232,0.011349277109939939,-0.01328838099180255,0.0018431885690888459,-0.018488529528163232,-0.05686988809350165,-0.05824228491388592,0.0428298262739112,-0.004381585839156268,0.005140449967941571,-0.036739413051833654,-0.054004649959896886,-0.03351587341345694,0.008164941476270365,-0.0013708644019771532,-0.01787732071158899,0.07440058595380683,0.035038558538529316,-0.03611053246196775,-0.09845599185437899,0.06494671241693507,-0.01885109863757313,-0.19045617709576385,0.1886449462412374,-0.022879783079489478,0.06669969609238076,-0.022760814723634476,-0.1536736396885436,0.0,-0.6777213763003727
79,1.9346418,-0.14585686831370304,-0.03363316331025491,0.12364198804366651,-0.04821178015735303,0.179217174032916,-0.16436989852615053,-0.03799215818579731,0.04501464960002388,-0.0741002445651761,-0.019310977066002887,0.05043687082164788,0.057626439620863626,-0.021206109939827272,-0.06158468939587156,0.042162247175991825,0.008959034362203659,-0.02343237311370742,0.004180614630458157,0.02794833190421139,-0.05249464671758081,-0.02506914363720317,0.00496967920162307,-0.0579795480866958,-0.03947532025875768,-0.0010703096145543722,0.02450173747047282,-0.02123948171913826,-0.03947532025875768,-0.05797954808669581,0.004969679201623051,-0.02506914363720316,-0.05249464671758081,0.027948331904211386,0.00418061463045816,-0.023432373113707435,0.008959034362203662,0.042162247175991825,-0.06158468939587157,-0.02120610993982727,0.057626439620863626,0.05043687082164787,-0.019310977066002894,-0.0741002445651761,0.045014649600023895,-0.037992158185797306,-0.16436989852615053,0.17921717403291604,-0.048211780157353036,0.12364198804366651,-0.03363316331025491,-0.145856868313703,0.0,-0.5189278376241708
78,3.040151355,-0.13737458550249895,-0.04389237046121844,0.1755223624771278,-0.0700441461997549,0.14953219026510137,-0.11164182739589752,-0.048793061454806934,0.012249552642987407,-0.02318155159285043,0.005972864177749064,0.039237369651657056,0.005004835171968165,-0.00920137784901098,-0.07068925731773827,0.0364396812249482,0.041945706227358416,0.03479852443946806,0.0396433118943897,0.010689793027773209,-0.01848650579448374,-0.050422155683760544,0.05908068039098362,0.05491139925624764,0.022487313849659383,-0.011096776693004299,0.004236162334824491,0.00880427118444077,0.022487313849659376,0.05491139925624764,0.0590806803909836,-0.050422155683760544,-0.018486505794483726,0.010689793027773209,0.0396433118943897,0.03479852443946807,0.04194570622735843,0.036439681224948194,-0.07068925731773829,-0.009201377849010983,0.005004835171968175,0.039237369651657056,0.005972864177749048,-0.023181551592850434,0.012249552642987426,-0.04879306145480694,-0.11164182739589754,0.14953219026510137,-0.0700441461997549,0.1755223624771278,-0.04389237046121845,-0.137374585502499,0.0,0.20952114771705752
77,3.044357777,-0.1282654939659014,-0.05335140812497911,0.22021683076777362,-0.08679209787095887,0.10294533741303129,-0.040818360251884435,-0.04888276069365072,-0.024007716943748616,0.036047104449432224,0.02863252504777744,0.007346096343860718,-0.05073010788303856,0.009456602942902799,-0.021128669014506052,-0.003611687344422385,0.030508979316748702,0.051954658290157,0.023356046291716018,-0.021893515402692444,0.04444142348572529,0.009798513692839933,0.004997357545432695,0.05983439804724658,0.03719739274695664,0.003688188313879988,-0.02606679659199421,0.016825855984993133,0.03719739274695664,0.05983439804724658,0.0049973575454327155,0.009798513692839933,0.04444142348572529,-0.021893515402692444,0.023356046291716018,0.051954658290157024,0.0305089793167487,-0.003611687344422385,-0.021128669014506045,0.009456602942902795,-0.05073010788303856,0.007346096343860734,0.02863252504777742,0.036047104449432224,-0.024007716943748605,-0.04888276069365073,-0.040818360251884435,0.1029453374130313,-0.08679209787095887,0.22021683076777362,-0.05335140812497911,-0.1282654939659014,0.0,0.36895014547851557
76,2.494848884,-0.11857115639932926,-0.06183783555073421,0.2558955961324078,-0.09723992292682745,0.044722403977209876,0.03662112537390166,-0.03824156484749507,-0.05342072907423139,0.08235384257979866,0.038712474066925864,-0.028419130620844748,-0.07490756743707672,0.02127678919153245,0.04596664402056134,-0.040260586468453805,-0.013238862993451011,0.007785625430867656,-0.023419956768790186,-0.02309052127312589,0.03784639500506497,0.05338968998647038,-0.058237615518272605,-0.0528902555163185,-0.026255347900860402,0.010226683521525502,0.005394270720058313,-0.017239158004558927,-0.02625534790086041,-0.052890255516318506,-0.058237615518272605,0.05338968998647038,0.03784639500506493,-0.023090521273125893,-0.023419956768790186,0.007785625430867667,-0.013238862993451015,-0.040260586468453805,0.04596664402056136,0.021276789191532447,-0.07490756743707672,-0.028419130620844738,0.03871247406692585,0.08235384257979866,-0.0534207290742314,-0.038241564847495066,0.03662112537390164,0.04472240397720989,-0.09723992292682744,0.2558955961324078,-0.06183783555073421,-0.11857115639932923,0.0,-0.1725391388251163
75,2.43548913,-0.10833580584160415,-0.06919694292878112,0.28109796572492524,-0.10062922720105409,-0.018555576240283613,0.10812489871722597,-0.019205462198991528,-0.0676042537802551,0.0991389420154435,0.03178408141924696,-0.04919756870592876,-0.05248756402211537,0.01771234800990131,0.07491414712053884,-0.03898111520851514,-0.04296583539844463,-0.04557324320451149,-0.03962379430611489,0.008814789849264166,-0.027954507521989358,0.006370850499779183,-0.014822167450975232,-0.061620975874195724,-0.034537769649457,-0.00610080034495959,0.024073871881583456,-0.008183778769291362,-0.034537769649457,-0.061620975874195724,-0.01482216745097526,0.0063708504997791885,-0.027954507521989372,0.008814789849264164,-0.03962379430611489,-0.04557324320451151,-0.04296583539844463,-0.03898111520851513,0.07491414712053884,0.017712348009901315,-0.05248756402211538,-0.049197568705928736,0.03178408141924696,0.09913894201544352,-0.06760425378025511,-0.019205462198991524,0.10812489871722597,-0.018555576240283606,-0.10062922720105408,0.28109796572492524,-0.06919694292878113,-0.10833580584160417,0.0,-0.31687827958645165
74,2.807421375,-0.0976061438497396,-0.07529457179114273,0.29479215157305577,-0.09671398546105049,-0.07973618919631871,0.16210331523978044,0.004046683017317917,-0.06251477059910314,0.08038539583268943,0.010891339311230434,-0.04403173757942665,0.0025831768888673503,0.0013406231448890775,0.04169024948642426,-0.0009786275869732306,-0.027189021807005276,-0.04513930809508122,-0.004103147031522574,0.028083315324243675,-0.05002413653793706,-0.05146024252247941,0.055737084267156047,0.05080876303538619,0.029753966553436238,-0.008787422760157138,-0.014288413531554365,0.021341727748494993,0.029753966553436238,0.05080876303538619,0.05573708426715604,-0.05146024252247941,-0.050024136537937046,0.028083315324243675,-0.004103147031522574,-0.04513930809508124,-0.027189021807005272,-0.0009786275869732306,0.04169024948642426,0.0013406231448890799,0.0025831768888673503,-0.044031737579426654,0.01089133931123044,0.08038539583268943,-0.06251477059910318,0.004046683017317912,0.16210331523978044,-0.07973618919631872,-0.09671398546105049,0.29479215157305577,-0.07529457179114273,-0.0976061438497396,0.0,0.2531142546901769
73,3.51429828,-0.08643112741044764,-0.0800195607558139,0.29641751209917827,-0.08577840006275403,-0.1319040897144211,0.18980731694104008,0.026410487839490668,-0.03960321854728813,0.03281584619745095,-0.01478651727679859,-0.01564583107800279,0.056047010867216286,-0.01600046732424876,-0.026132469694096744,0.03794579766247123,0.01738284297534156,0.00857523139527267,0.03677370527163004,0.007091909242178517,0.006162637116656315,-0.021955870809830327,0.024225132403106506,0.06333724304983314,0.03152374229828419,0.008173871426969114,-0.018794987324730106,-0.0025149374365815856,0.03152374229828419,0.06333724304983315,0.024225132403106524,-0.02195587080983033,0.006162637116656339,0.007091909242178521,0.03677370527163004,0.008575231395272666,0.01738284297534156,0.03794579766247123,-0.02613246969409675,-0.016000467324248757,0.056047010867216286,-0.015645831078002794,-0.014786517276798566,0.03281584619745095,-0.03960321854728814,0.02641048783949066,0.18980731694104008,-0.13190408971442114,-0.085778400062754,0.29641751209917827,-0.0800195607558139,-0.08643112741044759,0.0,0.6193816720365545
72,2.922909958,-0.07486174556063739,-0.08328577202806696,0.28590750485238153,-0.06861627106760011,-0.1691626543090776,0.186746517971511,0.04297658054132405,-0.005401354115124758,-0.026517302130392318,-0.03396791131708513,0.020990882611740286,0.0746458959123077,-0.02177208524385389,-0.0722677999371313,0.041122550200165746,0.04354507695627788,0.05216791632631428,0.029646549046331315,-0.02406637982369151,0.0527087483812504,0.044810785082658976,-0.05165025278068416,-0.048669296834130876,-0.032947269245623974,0.006859096680280383,0.021232261294335277,-0.020080976874592135,-0.03294726924562397,-0.048669296834130876,-0.051650252780684136,0.044810785082658976,0.05270874838125039,-0.024066379823691503,0.029646549046331322,0.052167916326314304,0.04354507695627788,0.04112255020016574,-0.07226779993713132,-0.02177208524385389,0.0746458959123077,0.020990882611740265,-0.03396791131708511,-0.026517302130392325,-0.005401354115124778,0.04297658054132405,0.186746517971511,-0.1691626543090776,-0.06861627106760008,0.28590750485238153,-0.08328577202806696,-0.07486174556063739,0.0,0.3321762080783499
71,2.51470668,-0.06295078673613451,-0.08503366171516262,0.26369241076422295,-0.04647337531830255,-0.18730048622397963,0.1534170260245556,0.05010832112480665,0.030340359285723352,-0.07634471049359863,-0.038225489318368715,0.046558083644810885,0.04681009498947776,-0.011800941563420542,-0.05842793827371267,0.0055589004750317824,0.023590068140896942,0.03418371343034998,-0.01618090084660511,-0.020723371826133187,0.016798723007579522,0.035527065996434896,-0.03293864016999341,-0.06498124128217742,-0.02818623869269192,-0.009792024481021396,0.010950683546272148,0.01258163284427224,-0.02818623869269192,-0.06498124128217742,-0.03293864016999343,0.035527065996434896,0.0167987230075795,-0.020723371826133187,-0.01618090084660511,0.034183713430349996,0.023590068140896935,0.0055589004750317824,-0.05842793827371267,-0.011800941563420543,0.04681009498947776,0.04655808364481087,-0.0382254893183687,-0.07634471049359863,0.03034035928572335,0.050108321124806655,0.1534170260245556,-0.18730048622397963,-0.046473375318302534,0.26369241076422295,-0.08503366171516262,-0.0629507867361345,0.0,-0.03222573924325815
70,2.931170206,-0.050752597910156,-0.08523136532721545,0.2306817183968343,-0.020957037102127186,-0.18426743652494515,0.09522103103010808,0.046240127800186506,0.05743246927974746,-0.09880459247500624,-0.025688682605709834,0.04757294423039607,-0.010144682059226251,0.006703119731845271,0.0039013863830832103,-0.03524163362360321,-0.02134845146556021,-0.02414955524475529,-0.04088597276590563,0.012328433787319841,-0.04539076909981619,-0.03405121579246186,0.046093433955989756,0.04647429808229934,0.03580248837057279,-0.00454902655619638,-0.025278014458725642,0.013773740609859489,0.03580248837057279,0.04647429808229934,0.046093433955989735,-0.03405121579246186,-0.045390769099816194,0.012328433787319838,-0.04088597276590563,-0.024149555244755296,-0.021348451465560213,-0.03524163362360321,0.0039013863830832246,0.006703119731845271,-0.010144682059226246,0.04757294423039606,-0.025688682605709837,-0.09880459247500623,0.05743246927974747,0.046240127800186506,0.09522103103010808,-0.18426743652494518,-0.020957037102127166,0.23068171839683432,-0.08523136532721545,-0.05075259791015596,0.0,-0.11297838230127424
69,2.209342755,-0.03832283662053648,-0.08387527867524652,0.18822688937432824,0.0060805454492408395,-0.16040633580148297,0.021591194566744847,0.0322211583512298,0.06815140197332435,-0.0858456841601387,-0.0018655424499016155,0.023500279054724887,-0.060788795676172756,0.020360350108848763,0.06299294266682508,-0.04284201217906113,-0.043677487098635705,-0.053977670578547465,-0.012218925371933462,0.02770633250080749,-0.036572172911536256,-0.04583966585399739,0.040714700753538245,0.06655109473942236,0.024559506136037544,0.010865200958623285,-0.0016116677164603984,-0.019486478769344347,0.02455950613603754,0.06655109473942236,0.040714700753538266,-0.04583966585399739,-0.03657217291153624,0.02770633250080749,-0.012218925371933465,-0.05397767057854749,-0.04367748709863572,-0.04284201217906112,0.06299294266682509,0.02036035010884876,-0.060788795676172756,0.023500279054724894,-0.0018655424499016313,-0.08584568416013871,0.06815140197332437,0.0322211583512298,0.021591194566744847,-0.16040633580148297,0.006080545449240859,0.18822688937432824,-0.08387527867524651,-0.038322836620536496,0.0,-0.17738496893141742
68,2.497028402,-0.025718217017148697,-0.08099012357649894,0.13806602938511675,0.03267674903685257,-0.11841424346213375,-0.05553823721146317,0.011128900387512287,0.05944134263892354,-0.04211340581313061,0.022777224561246368,-0.01296522549045982,-0.0736182564834421,0.019295603501704336,0.06980652966851207,-0.010082131521822283,-0.0197490484532004,-0.02009273773177177,0.03239857883432295,0.003364738081079305,0.029458938833736074,0.020168418348815352,-0.03922477713162073,-0.044226271313285916,-0.03829032551633192,0.001985779683669526,0.02587344850046956,-0.004005070113175572,-0.03829032551633192,-0.044226271313285916,-0.03922477713162072,0.020168418348815352,0.02945893883373608,0.003364738081079305,0.03239857883432295,-0.02009273773177178,-0.0197490484532004,-0.010082131521822283,0.06980652966851209,0.019295603501704336,-0.0736182564834421,-0.012965225490459803,0.022777224561246354,-0.04211340581313061,0.05944134263892356,0.011128900387512292,-0.05553823721146317,-0.11841424346213378,0.03267674903685258,0.13806602938511675,-0.08099012357649894,-0.025718217017148673,0.0,-0.2610257368180134
67,2.724058438,-0.012996251088245547,-0.07662849716919073,0.08225272993080888,0.056900989492339175,-0.06303759467938687,-0.12366578842492776,-0.012406408270870995,0.0337854048805399,0.016715396407851527,0.037412808438348474,-0.04259353646366071,-0.0406522910380688,0.004278767213946977,0.018687537889128168,0.03217584273420714,0.02509499595467165,0.037508845971972765,0.034723318599668214,-0.025800507794596878,0.04940528552021784,0.05194778338668465,-0.047332004286244365,-0.06804501219029523,-0.020680759812105612,-0.011333673063564285,-0.007947332477650807,0.0214942407008267,-0.020680759812105605,-0.06804501219029524,-0.04733200428624437,0.05194778338668465,0.04940528552021783,-0.02580050779459687,0.034723318599668214,0.03750884597197277,0.02509499595467165,0.03217584273420714,0.018687537889128157,0.004278767213946978,-0.0406522910380688,-0.042593536463660694,0.037412808438348454,0.016715396407851527,0.03378540488053992,-0.012406408270870995,-0.12366578842492774,-0.06303759467938688,0.05690098949233918,0.0822527299308089,-0.07662849716919072,-0.012996251088245503,0.0,-0.10368465443480455
