,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_93,all_2_harmonics
71,12.4100239,1.5815671707363548,0.7048559832319397,-0.17504078462083195,0.0,2.1113823693474623
70,12.60000533,1.588640762009115,0.6987124198647172,-0.18739501824689753,0.0,2.099958163626934
69,12.4100239,1.5884657498556967,0.679831144844409,-0.19207727780795536,0.0,2.07621961689215
68,11.87045103,1.5810429328164164,0.6485563687933165,-0.18889587104743366,0.0,2.0407034305622993
67,12.14024502,1.5664061795029256,0.6054582391254941,-0.17798104513190757,0.0,1.9938833734965122
66,12.44169173,1.5446222740635054,0.5513224461090528,-0.1597796543167963,0.0,1.936165065855762
65,12.00651364,1.5157906114623168,0.487135899525399,-0.1350368656806432,0.0,1.8678896453070726
64,12.14024502,1.4800427439629749,0.41406873704368746,-0.10476565189736649,0.0,1.7893458291092958
63,11.94893694,1.437541780885743,0.3334529923025664,-0.0702053200159702,0.0,1.700789453172339
62,11.94893694,1.3884816443771153,0.2467583115857101,-0.03277077408434524,0.0,1.6024691818784802
61,11.6773756,1.3330861845875415,0.15556516178254545,0.006005411188695275,0.0,1.4946567575587824
60,11.40581427,1.2716081582945304,0.06153601806011535,0.04453573422206475,0.0,1.3776799105767106
59,10.54774107,1.2043280756314487,-0.03361494349758484,0.08124275906365631,0.0,1.2519558911975204
58,10.04797622,1.1315529201841186,-0.12815309577161726,0.1146236958035629,0.0,1.1180235202160642
57,8.961698922,1.0536147482951257,-0.2203549833178734,0.14331192496955925,0.0,0.9765716899468115
56,8.612474307,0.9708691739668897,-0.30853974141426654,0.16613294708886564,0.0,0.8284623796414887
55,8.863629903,0.8836937462765345,-0.3910997386678319,0.1821524668345614,0.0,0.6747464744432641
54,8.185160267,0.7924862267060416,-0.4665298845589259,0.1907146431860441,0.0,0.5166709853331598
53,7.671038745,0.6976627742478423,-0.5334550676382677,0.19146893963747114,0.0,0.35567664624704576
52,8.112480402,0.5996560465667831,-0.5906552241712525,0.18438447520349485,0.0,0.19338529759902542
51,8.412937063,0.49891322588243464,-0.6370875802215453,0.16975128869043157,0.0,0.03157693435132089
50,7.812008623,0.395893978579193,-0.6719056616949026,0.14816846447345253,0.0,-0.1278432186422571
49,8.112480402,0.29106835785399354,-0.69447472578511,0.12051960591187492,0.0,-0.28288676201924157
48,7.661788141,0.18491465897138587,-0.7043833325027132,0.08793666052381274,0.0,-0.43153201300751465
47,7.211095301,0.07791723691194409,-0.7014508453345137,0.05175357792178676,0.0,-0.5717800305007829
46,7.030013926,-0.029435703628418335,-0.6857307242948365,0.01345169775885564,0.0,-0.7017147301643991
45,6.519489272,-0.13665433580450148,-0.6575095513353716,-0.025400896490830407,0.0,-0.8195647836307035
44,6.98974951,-0.24324944558936645,-0.6173018058806287,-0.06321357505370324,0.0,-0.9237648265236984
43,5.718886398,-0.34873466394573444,-0.5658404857323672,-0.09843828242659776,0.0,-1.0130134321046993
42,5.989152451,-0.4526286860163498,-0.5040637443263924,-0.1296329149509403,0.0,-1.0863253452936825
41,5.250149307,-0.5544574672076521,-0.43309778794804404,-0.1555203607059706,0.0,-1.1430756158616666
40,5.327248665,-0.653756386146529,-0.35423634469465254,-0.17504078462083195,0.0,-1.1830335154620135
39,5.678820225,-0.7500723646410764,-0.2689170794711905,-0.18739501824689753,0.0,-1.2063844623591644
38,5.676275038,-0.8429659349724702,-0.17869538497996584,-0.19207727780795536,0.0,-1.2137385977603914
37,4.824191581,-0.9320132450853709,-0.08521602650152793,-0.18889587104743366,0.0,-1.2061251426343325
36,5.467426154,-1.0168079925276365,0.009816842610094776,-0.17798104513190752,0.0,-1.1849721950494492
35,5.789036179,-1.0969632783152234,0.10467074809239592,-0.1597796543167963,0.0,-1.1520721845396238
34,5.789036179,-1.1721133722635113,0.19761647823702114,-0.13503686568064316,0.0,-1.1095337597071333
33,5.915147088,-1.2419153817302488,0.28695960787517627,-0.10476565189736649,0.0,-1.059721425752439
32,6.424650874,-1.3060508161560396,0.371071388195247,-0.0702053200159702,0.0,-1.0051847479767628
31,6.243828183,-1.3642270402637098,0.4484184392631077,-0.03277077408434524,0.0,-0.9485793750849474
30,6.860773665,-1.4161786092859634,0.5175907039426483,0.00600541118869527,0.0,-0.8925824941546199
29,6.432255634,-1.4616684801289717,0.5773271536091747,0.04453573422206475,0.0,-0.8398055922977321
28,6.432255634,-1.5004890929456407,0.6265387770337484,0.08124275906365631,0.0,-0.792707556848236
27,6.417686179,-1.5324633181835894,0.6643284333450452,0.1146236958035629,0.0,-0.7535111890349813
26,5.81078369,-1.5574452647866697,0.6900072071440007,0.14331192496955925,0.0,-0.7241261326731098
25,6.432255634,-1.5753209458623951,0.7031069676131902,0.16613294708886564,0.0,-0.7060810311603393
24,6.694414053,-1.5860087987779847,0.7033889026650695,0.18215246683456138,0.0,-0.7004674292783539
23,6.577065992,-1.589460057311953,0.6908478725493015,0.19071464318604414,0.0,-0.7078975415766074
22,6.390863398,-1.5856589741631908,0.665712503551759,0.19146893963747114,0.0,-0.7284775309739606
21,6.577065992,-1.574622892802288,0.6284410200770504,0.18438447520349485,0.0,-0.7617973975217428
20,6.116025528,-1.556402168337258,0.5797128910967955,0.16975128869043157,0.0,-0.806937988550031
19,6.162659882,-1.5310799377547268,0.5204164432511088,0.1481684644734525,0.0,-0.8624950300301657
18,5.43322767,-1.4987717405849317,0.45163266641971367,0.12051960591187492,0.0,-0.9266194682533431
17,5.737113179,-1.4596249917213457,0.37461550699139506,0.08793666052381273,0.0,-0.997072824206138
16,6.291102632,-1.4138183088003304,0.2907690080906868,0.05175357792178676,0.0,-1.0712957227878568
15,6.005139272,-1.361560697209826,0.20162171350148914,0.01345169775885564,0.0,-1.1464872859494812
14,5.673669379,-1.3030905964457071,0.10879880191083563,-0.025400896490830407,0.0,-1.2196926910257018
13,5.699684074,-1.2386747921670507,0.013992459472896361,-0.06321357505370324,0.0,-1.2878959077478576
12,5.478002836,-1.168607198914361,-0.08106896919081473,-0.09843828242659779,0.0,-1.3481144505317733
11,5.712896636,-1.0932075190449375,-0.17465248916962603,-0.12963291495094031,0.0,-1.3974929231655038
10,5.440862667,-1.0128197840043434,-0.26505204821789147,-0.15552036070597058,0.0,-1.4333921929282054
9,5.984946318,-0.9278107845898264,-0.350619638537287,-0.17504078462083192,0.0,-1.4534712077479452
8,6.226789695,-0.8385683973680385,-0.4297953403935267,-0.18739501824689753,0.0,-1.4557587560084626
7,5.641238217,-0.7454998148832267,-0.5011357598644431,-0.19207727780795536,0.0,-1.4387128525556252
6,4.896779594,-0.6490296877310454,-0.5633403422917884,-0.1888958710474336,0.0,-1.4012659010702675
5,5.168813564,-0.5495981869752887,-0.6152750817355889,-0.17798104513190757,0.0,-1.342854313842785
4,4.896779594,-0.44765899574828166,-0.6559931942014486,-0.1597796543167963,0.0,-1.2634318442665267
3,5.039761564,-0.34367723919880566,-0.68475237776242,-0.13503686568064316,0.0,-1.1634664826418688
2,4.624730507,-0.2381273622327257,-0.7010283449188639,-0.10476565189736652,0.0,-1.043921359048956
1,4.029882796,-0.13149096472970342,-0.7045243804978134,-0.0702053200159702,0.0,-0.9062206652434871
0,1.904299021,-0.024254604113405638,-0.6951767508488176,-0.03277077408434525,0.0,-0.7522021290465685
