,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_93,all_2_harmonics
92,9.124751758,0.0830924246984221,-0.6731558657251938,0.00600541118869527,0.0,-0.5840580298380765
91,9.072158457,0.19006032183444124,-0.6388631716692899,0.04453573422206475,0.0,-0.4042671156127839
90,8.627364091,0.29616101731419214,-0.5929238335361635,0.08124275906365631,0.0,-0.21552005715831507
89,8.82015,0.4009103979994712,-0.536175337573428,0.11462369580356292,0.0,-0.020641243770393822
88,8.568156661,0.5038305164915442,-0.4696522238261273,0.14331192496955925,0.0,0.17749021763497613
87,8.82015,0.6044517718955049,-0.39456722619892376,0.16613294708886564,0.0,0.3760174927854468
86,9.072158457,0.7023150525014503,-0.3122891639972378,0.1821524668345614,0.0,0.5721783553387739
85,10.83618856,0.7969738306059114,-0.2243179879903754,0.19071464318604414,0.0,0.7633704858015802
84,10.33218678,0.8879961999153481,-0.1322574359134914,0.1914689396374711,0.0,0.9472077036393278
83,10.58417953,0.9749668462355051,-0.0377857959057979,0.18438447520349485,0.0,1.121565525533202
82,11.34020548,1.0574889424548237,0.057374689124750064,0.16975128869043157,0.0,1.2846149202700052
81,11.34020548,1.1351859591755338,0.15148921844379365,0.14816846447345247,0.0,1.43484364209278
80,11.0881976,1.2077033827309382,0.24284205936539632,0.1205196059118749,0.0,1.5710650480082096
79,11.34020548,1.2747103327499603,0.3297678255113182,0.08793666052381273,0.0,1.6924148187850914
78,10.83618856,1.3359010718883861,0.4106818372438269,0.051753577921786746,0.0,1.798336487054
77,10.08017775,1.390996400838244,0.48410901079334745,0.013451697758855644,0.0,1.8885571093904472
76,11.60067331,1.439744932250209,0.548710749424536,-0.025400896490830414,0.0,1.9630547851839146
75,11.33089442,1.4819242377564168,0.6033093464077321,-0.06321357505370324,0.0,2.0220200091104457
74,11.35381512,1.517341862860095,0.646909454923182,-0.09843828242659779,0.0,2.0658130353566793
73,11.60067331,1.5458362050612877,0.6787162334960184,-0.12963291495094031,0.0,2.094919523606366
72,12.4100239,1.5672772512119952,0.6981498361659354,-0.15552036070597056,0.0,2.10990672667196
