,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_26,all_26_harmonics
92,17.53194299,-1.832340890240047,0.8503752823513333,-1.9889003708856536,-0.14264396197428944,-0.5597297026796065,-0.7782313803624775,-0.2495212851017441,0.6185846177595289,-0.06741968103033569,0.2043634360527308,-0.25533504439228866,-0.24878874818670615,-0.18931745978411882,-0.21329757414659947,-0.18772871810411623,-0.30749195260778706,0.39507521418742564,0.38378511407850874,0.20070710755892696,-0.5188706399668938,0.2676982346199734,-0.5636703870076196,0.4327094676761534,0.43314638877773615,-0.11351931424616693,0.2559681667098563,22.51214157530286
91,27.55026316,-1.7959823177943575,0.8522904364073458,-1.5035359091717573,-0.40341397825350056,0.06907933120079805,-1.4088988723324636,-0.023532028890239035,0.382888028074056,0.5097882489475686,0.3656880286423648,0.10704513761020203,0.34077339569542275,-0.20625028535256643,0.45800840057922415,-0.44948952134905973,0.12917429072297612,0.49801430011315,0.26697050776946635,0.24542419924595657,-0.00806522788810808,0.4974661691978589,0.12882128462867212,0.6864689255984866,-0.12328608189576865,0.01226661199300914,0.0014885551848347583,26.57021689645573
90,27.55026316,-1.7514290899593303,0.8386681110727081,-0.956616510678401,-0.6349006933596953,0.6900802148072461,-1.811205868663225,0.2076230512144966,0.03803552626265571,0.9042507960168118,0.366347432955341,0.4129752156542896,0.7183519412571764,-0.07404952835974092,0.7492122863608267,-0.2877988415213747,0.4290360421407971,0.013117550264007101,-0.19834459467253962,-0.0616961381598272,0.515357207990035,-0.11703784184927846,0.5854028123825457,-0.40952126127799265,-0.42065771362293186,0.11062545568364981,-0.2565181165667732,26.798329384895233
89,20.03663745,-1.6988844928948428,0.8097566449302533,-0.3705331198402036,-0.8203007847472495,1.2330801982220443,-1.9199446905884885,0.39320007582083205,-0.317660361233258,0.974563741158786,0.20605193943105904,0.5011233899483949,0.6490680518645683,0.11169428886392634,0.41864339516218085,0.14501906259185923,0.2745190048003723,-0.4872626226936881,-0.40474274697576584,-0.2803695713817472,0.23256880288647136,-0.5329117297481957,-0.030062582050543494,-0.7003021279137556,0.16589800901695811,-0.038364643164528596,0.0932826047558405,25.456350954422433
88,27.55026316,-1.6385882755456638,0.7660831016312357,0.23071994046004454,-0.9461562985368485,1.636703101398884,-1.7174904739269319,0.4924606014984311,-0.5827958134732507,0.6955217837218335,-0.044772559831712536,0.3250048437718801,0.17602089067000246,0.2166752144317747,-0.25935848814447954,0.44121857136626796,-0.17073261108480245,-0.41249780285113574,-0.08279396947851136,-0.09710827488310907,-0.4140439307687102,-0.04435743583449923,-0.5904744340704854,0.38586578369176705,0.4038525210855195,-0.10157472095894693,0.2220546612236597,25.609885087295538
87,27.55026316,-1.5708155557220083,0.7084436613859902,0.8225272992894168,-1.0033315450567037,1.8553267646087628,-1.2366578842084832,0.48361465010339255,-0.6817844971061553,0.16715396412552383,-0.2759262162132013,-0.022504553287698934,-0.40652291038882843,0.16498459442961086,-0.7221182426944224,0.3217584272894092,-0.43516660465752216,0.14916265560902572,0.3472331859682443,0.22536637499911638,-0.412937566964663,0.5194778338997554,-0.0695517139194746,0.7133362727971996,-0.20680759806975865,0.06232748442418982,-0.17532116833200004,26.439092103597712
86,20.03663745,-1.4958755648000714,0.6378891063887581,1.3806602938430264,-0.9876762467910715,1.864239796092203,-0.5553823720633329,0.36860411229410334,-0.5864061512205894,-0.4211340581076283,-0.38585157413782345,-0.35814620557166693,-0.7361825648785476,-0.006001587237580135,-0.5855906213670707,-0.10082131525526351,-0.23872912052013856,0.5347575787895608,0.3239857883761386,0.22475827172466686,0.23415712876537922,0.20168418353516251,0.5787409116420281,-0.36177002624652627,-0.38290325518199175,0.0868708300570511,-0.15728188529906748,26.17638116108576
85,27.55026316,-1.4141102367701832,0.5557056647812125,1.8822688937460057,-0.9003268016804755,1.6624347412602636,0.215911945720937,0.17267645767718784,-0.3238517809638528,-0.858456841609528,-0.3262528816420639,-0.5049199560696745,-0.607887956814391,-0.17264819572908147,0.03691982945920508,-0.4284201217771354,0.21053898381876188,0.2891463936449233,-0.1221892536680379,-0.09806081454946995,0.5149427620102638,-0.4583966585586459,0.167186539638932,-0.7255564880530596,0.24559506131096942,-0.0828214802835874,0.23342929304048946,25.871931627856462
84,32.54669655,-1.325892648070436,0.4633915623742785,2.306817183981819,-0.7476237934586358,1.272721956941553,0.9522103103480896,-0.061157667946876146,0.03102810994843729,-0.9880459247871034,-0.12331484919189871,-0.3854248722503632,-0.10144682062070234,-0.21445791535129216,0.6287904398739055,-0.35241633618473484,0.4368317689359577,-0.2977614408749119,-0.40885972765633416,-0.280300997064991,-0.00983409767454233,-0.34051215797728257,-0.5505361859488448,0.3372614826386259,0.35802488372940516,-0.06733213020940014,0.07104093997456677,27.47466395646072
83,25.03596598,-1.2316253153244694,0.36262970959654195,2.636924107665907,-0.5406517368445143,0.7391513192820568,1.5341702602784646,-0.28156627281334506,0.3770623295557206,-0.7634471049886496,0.1338016138081497,-0.06267651983406997,0.4681009499082528,-0.10119935387857693,0.6988266048898578,0.05558900479111069,0.20048955241125258,-0.5332037744674359,-0.16180900851545713,-0.060704757245221674,-0.5192267616334154,0.3552706599670715,-0.26006316799904605,0.7369488301940472,-0.2818623868799117,0.0987060343601357,-0.25967551835500063,30.54213863924145
