,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_6,harmonic_8,harmonic_10,harmonic_11,harmonic_12,harmonic_14,harmonic_15,harmonic_16,harmonic_18,harmonic_20,harmonic_21,harmonic_22,harmonic_24,harmonic_26,harmonic_27,harmonic_28,harmonic_29,harmonic_31,harmonic_33,harmonic_34,harmonic_36,harmonic_37,harmonic_39,harmonic_40,all_28_harmonics
0,3.3891,-0.031843967248954476,-0.16122264157886543,0.037216887603096986,-0.03561232931180253,-0.0006018702566630764,-0.04707503545159069,-0.02401927990453806,-0.016750418541547876,0.009922605510988457,0.01424170457250895,0.016358588279628657,0.0032700819008474975,-0.00012344440751899246,0.0042113901040697855,0.021902514489020492,0.0023400770299451443,-0.003276258004463318,0.00567843768767735,0.002261728395061545,0.021175784864942423,0.008143964126752211,-0.0014801042687661145,0.005490191921325149,0.001064530515140912,-0.009476845856575287,0.00556790174828967,-0.0014853250697748712,0.006066449050494039,3.7089635976194955
1,3.3416,-0.015436728525077282,-0.13548502970776646,0.04497882685458567,-0.014533844762954141,0.014744454521988186,-0.05513854214969375,-0.010475270291823406,-0.008691894700604514,-0.0036430162544666064,0.033390756945689236,0.013659314229810801,-0.0070140352802217235,0.002250450647965161,0.008598821656606522,-0.02086891701256874,-0.013277330908457972,0.007645419116065376,0.010209074733453808,0.014861728395061917,-0.008396233004270434,-0.009016270096859045,0.0002960660218937666,-0.0013077515322107707,-0.0007047925944075828,0.007825934884381321,-0.004314787681886087,0.0009269169852733723,-0.005867912882846123,3.7353108534023907
2,3.3901,0.0010633485005033748,-0.10649302663580894,0.05031594590800826,0.008703672386402963,0.02695412190588863,-0.04264111478273981,0.009062066026810606,0.0053202055435485306,-0.01427352242312373,0.016881387212493063,-0.005538232310831079,-0.007811444482852134,0.0009050177154160181,-0.003877904896889774,-0.019475675270535037,0.0012535998681632685,-0.0011092038313741134,-0.014486542854698409,-0.017123456790123462,-0.011677850634137715,0.0031770832455009584,0.0010416044287692582,-0.0033049709902877662,0.00016964339964771797,-0.0052311006666330125,0.002745579851989485,-0.0003559739386572015,0.005660550816820324,3.7041115210959354
3,3.7661,0.01755703042308373,-0.07494302900471891,0.05294051929373294,0.030648241060468116,0.033429711730728576,-0.014242992269943851,0.023414627077957502,0.015688192360730012,-0.013404096843194808,-0.017655834717745837,-0.018046477745699747,0.0019563758490148335,-0.0019361412938886005,-0.008749217137476865,0.023133736625611225,0.012938028309407719,-0.0070091726269181295,0.002289510721368633,0.002261728395061545,0.02160637822341669,0.00502704733162288,-0.001838773869399564,0.006830277491128313,0.0004077272445123234,0.002005318505665254,-0.0009752356667562505,-0.00021978304481175184,-0.005444674744661592,3.856651060271792
4,4.1571,0.033945122298861916,-0.0415928772556078,0.052711055581189825,0.048039950344809706,0.032793641212474425,0.019466283086835283,0.024370730962266184,0.015310437879255324,-0.0017352207647362184,-0.03333816192278217,-0.008757457055864133,0.009078135014350666,-0.001577432530194914,0.0035385869523766834,0.016785460954222692,-0.0047554402427955455,0.005129710567434523,0.012511216809845883,0.014861728395061917,-0.012763581520916487,-0.009489165777687684,0.0016817815321209938,-0.008108256194523909,-0.000883621289765488,0.001462334662434886,-0.0008665525697084585,0.0007925678396338972,0.005220609364488847,4.0072255995320445
5,4.3074,0.050129064215001774,-0.007243652073431759,0.04963992521851658,0.05829522597288716,0.025181224634315786,0.04591666208118352,0.011383351895787836,0.004445687774789177,0.011331692866868184,-0.013418233928067283,0.01110917466213049,0.003921425020451995,0.0013883047253668364,0.008886452964670834,-0.025085712136344727,-0.011650908491524517,0.004066737479693207,-0.013083839914337791,-0.017123456790123462,-0.007168039295290091,0.006887779324888866,-0.0006520926205394175,0.006718420953548012,0.0011395965427035625,-0.004753608688484281,0.0026448586876500254,-0.001354634514062353,-0.00498869169191819,4.054322868938393
6,4.7338,0.06601152404054556,0.027279567812223397,0.04389269363849734,0.05989062560928632,0.01221188730060672,0.05524490790458862,-0.008116904167588252,-0.009464168459435058,0.015268856272711242,0.02083119998672516,0.017557695657993682,-0.006539138253636555,0.002059585701407593,-0.0031939466369513966,-0.013868252073692263,0.00790890542165125,-0.007462417478961248,-0.0012228443605468283,0.002261728395061545,0.020872166139264008,0.0008407030332256214,-0.0007159749598549382,-0.00311806144273738,-0.0011119449768895297,0.007471527350910034,-0.004229407105764038,0.0018983820805417943,0.004749270553159382,4.280231455665307
7,4.7183,0.08149698279330206,0.06114752426661373,0.035779195583226446,0.052589149349164026,-0.0033553424507695283,0.043972556313346595,-0.02297315037138421,-0.016891473770420988,0.006904164550580812,0.03283472545094904,0.0027993213146792206,-0.00815530702948025,-0.0006730181177702466,-0.009010322722468092,0.026698446424569106,0.009510263590898672,0.00021375343391845568,0.014138875949611399,0.014861728395061917,-0.016442842054039994,-0.007943386439904178,0.0017125145606524863,-0.0015082162922605818,0.0008075486118377193,-0.009288269546816207,0.005504116591358271,-0.002416457286025776,-0.004502706060348099,4.314825029578502
8,4.4546,0.0964923091022448,0.09354669877987902,0.02573683183296422,0.03747544654267889,-0.018208774367547528,0.016303020542367475,-0.024685526125613803,-0.01274884144191624,-0.007023093912892967,0.009773622048528477,-0.015340186595220542,0.001258838866937401,-0.0022933224407828546,0.0028445023223862224,0.010763498874628116,-0.010482978087096582,0.007339807127259432,-0.010975783777569489,-0.017123456790123462,-0.002271797102655565,0.009133205602629934,-0.001820409850651454,0.005638254101053632,-0.0003021666916526548,0.009984709355117293,-0.006375604167478092,0.0029018540521097962,0.004249369069903071,4.245234659192089
9,4.1996,0.11090731931053542,0.12369885342655638,0.01430698881685627,0.016794688898061592,-0.029188567779480003,-0.017445844085781103,-0.012274311857178881,0.00012620242530346544,-0.015291966291419963,-0.023724859011471942,-0.014951196349943142,0.008970364767099998,-0.00012344440751899246,0.009120640098986322,-0.027950130025655807,-0.0066729134913408265,-0.004423914257066265,-0.004669275586463745,0.002261728395061545,0.019012730175984767,-0.00352448798900425,0.0009836726719566963,-0.007913168865898044,-0.0002784195436341142,-0.009476845856575287,0.006780026185702598,-0.0033480082202228963,-0.003989640624722797,4.185147528744402
10,4.3262,0.12465531985064753,0.15087972437483563,0.0021058523304055806,-0.006380954403979383,-0.03395893941652366,-0.044689225689311815,0.007159533713460619,0.01291480302472078,-0.011240364197008678,-0.03188725564483423,0.003496453890638588,0.0045491842285713124,0.002250450647965161,-0.002490779606124524,-0.007513187817893493,0.012289086198903258,-0.004802221306932857,0.015004304627221727,0.014861728395061917,-0.019235664715959177,-0.004707773017113835,0.0003635040344985152,0.0075844581731666595,0.0007897117380210952,0.007825934884381321,-0.006687755399639885,0.003748886320611633,0.003723911381060833,4.2785639611831545
11,4.6204,0.1376536286296825,0.17443641892183614,-0.010208811200256844,-0.028608693775212798,-0.03150506560726167,-0.05526818007019612,0.022497119864397425,0.016857315493925114,0.0018674061831957228,-0.005996838697274444,0.017720945627884805,-0.0060249140801701346,0.0009050177154160181,-0.00921723916641203,0.028823836066143183,0.0033467174752628754,0.007178499447111107,-0.008276020296376673,-0.017123456790123462,0.0027469182598158864,0.009435681949700674,-0.0015220541449343854,-0.004760275853805894,-0.0011044576815263864,-0.0052311006666330125,0.0061055514049357515,-0.004099067164668172,-0.0034525810209416782,4.425896572345715
12,4.8001,0.1498240722892047,0.19380309817288133,-0.02197311507666112,-0.04658655271039699,-0.022348970507835485,-0.04523785894223727,0.02496319191275236,0.009253287283211464,0.01347063948999714,0.02629768001770189,0.010541362105931876,-0.008450122600043632,-0.0019361412938886005,0.0021333105207322236,0.004161273784674498,-0.013194917450550864,0.0006845876120403792,-0.007863984956917463,0.002261728395061545,0.016128313007656412,-0.007139898048029664,0.0018907921348192934,0.00036984673646960834,0.0011443222903494061,0.002005318505665254,-0.005076065443174867,0.0043938151572062425,0.0031760576510010408,4.540490072900263
13,4.9723,0.16109345634901767,0.20851456866209242,-0.03255284263175375,-0.057643883204033367,-0.008438473439592524,-0.018338527523246332,0.013146810087580944,-0.004688847257485284,0.01422081003116954,0.03050856540819627,-0.009370505154581743,0.0005537310797936645,-0.001577432530194914,0.009299974630571717,-0.02930774917066228,0.0002246531820945965,-0.007571183327525399,0.01506084735865904,0.014861728395061917,-0.020991487714074768,-0.00047065282274932896,-0.0012783754460136579,0.004142270972983474,-0.0008993839196293816,0.001462334662434886,0.0036747158468704096,-0.0046291443372621964,-0.0028947571886546873,4.576947101405482
