,raw_series,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_15,harmonic_16,harmonic_26,harmonic_31,harmonic_52,harmonic_57,harmonic_63,harmonic_67,harmonic_68,harmonic_70,harmonic_71,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_76,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,all_33_harmonics
0,-0.3236,-0.06687761269581761,-0.06858899373910943,-0.034765185479611015,0.022161170415211727,0.03266195326482996,-0.03000643585754832,0.052991775012951395,-0.017045877864761173,-0.028175253006195687,0.025499847733484488,-0.025114831090069203,-0.00602814334457842,0.025717936738167052,-0.00010537068514315795,0.0015654911161787125,-0.0069227113465935705,-0.008934818193775132,-0.007318538244492808,0.008803690628699333,-0.004955351493791635,-0.006028143344578418,0.025499847733484477,-0.028175253006195687,-0.017045877864761177,0.05299177501295139,-0.030006435857548315,0.03266195326482995,0.022161170415211724,-0.034765185479611015,-0.06858899373910941,-0.06687761269581761,0.029153448573388085,0.0,-0.17963704778277234
1,-0.1839,-0.05763501442515013,-0.07209428317562605,-0.041533303622412636,0.024270484862481748,0.03313422602893011,-0.04029601101518478,0.03124019414609043,-0.007378521398854859,-0.04225314787047273,0.02719990910510886,-0.04060684092892835,-0.006191916315507869,0.0060162819671007355,-0.011634050577492918,0.005077297429343672,0.0028658233716712805,-0.0023872634657302154,0.002000453682886661,0.016951150025573642,0.017925923992199642,-0.006191916315507871,0.027199909105108853,-0.042253147870472726,-0.007378521398854863,0.031240194146090416,-0.04029601101518477,0.03313422602893011,0.024270484862481748,-0.04153330362241264,-0.07209428317562605,-0.05763501442515013,0.030484462912601522,0.0,-0.28235360071104737
2,-0.3922,-0.04700800575717796,-0.07171295114523503,-0.04433481561151055,0.02277436875074252,0.026557698517781128,-0.038993785771068115,-0.002160725767013582,0.0057413272327067125,-0.03215630428060883,0.010269195186006138,-0.023382616795166622,-0.0005749711093534027,-0.020952081630257337,-0.007427303425972178,-0.005946041840854929,0.0026781746655555132,0.011932324090919459,0.006171065078211407,-0.002916618006100127,0.021663872916281454,-0.0005749711093534079,0.010269195186006138,-0.03215630428060882,0.0057413272327067055,-0.0021607257670135833,-0.038993785771068115,0.026557698517781128,0.022774368750742513,-0.04433481561151054,-0.07171295114523502,-0.04700800575717795,0.03163214010492204,0.0,-0.338551709690575
3,-0.2895,-0.03525185063932833,-0.06746555535639884,-0.042902165203446314,0.017895073212579743,0.014331426465785736,-0.026474366313940838,-0.03475591998813931,0.016174745044340126,-0.0036615356883634514,-0.01369547855949767,0.012680579897473121,0.005578762027027589,-0.022613673147392016,0.006825110143586423,5.278176286138006e-05,-0.006832435800945972,-0.012595252013862208,-0.005540216510289758,-0.01796408082899333,0.002266691176384983,0.005578762027027586,-0.013695478559497657,-0.0036615356883634444,0.016174745044340126,-0.0347559199881393,-0.026474366313940838,0.014331426465785732,0.017895073212579743,-0.042902165203446314,-0.06746555535639881,-0.03525185063932832,0.03258957788467428,0.0,-0.24283739153745518
4,-0.1458,-0.02264893545667993,-0.05958107401549105,-0.03737217657133166,0.010357427658670908,-0.0009436375733392566,-0.0063391664770024,-0.054390775553476,0.019039819887459255,0.026928145876473637,-0.02827933479730449,0.03852725126226605,0.00652421239406712,0.003038444891247353,0.011846343049503112,0.005900503206813947,0.00744126418912882,0.0038825797642872647,-0.002993161068070491,-0.003322241792732132,-0.019551119448439156,0.00652421239406712,-0.028279334797304476,0.026928145876473637,0.01903981988745926,-0.05439077555347597,-0.006339166477002402,-0.0009436375733392607,0.010357427658670907,-0.03737217657133166,-0.059581074015491044,-0.022648935456679918,0.03335101810839445,0.0,-0.20627151338119284
5,-0.1311,-0.009501986025981983,-0.048484561552421986,-0.028272987017642564,0.0012811648746207077,-0.016017957138128813,0.015619597297498141,-0.05374353612133831,0.012995951401208607,0.04211114376381787,-0.023493055276795113,0.03333317831443524,0.0013787159110850565,0.025020606230688257,0.0008450165251952448,-0.0051435714907155546,-0.004188731489497587,0.007720190711810041,0.007257113050984951,0.016810278362839628,-0.020490036220135677,0.0013787159110850624,-0.023493055276795106,0.04211114376381787,0.012995951401208615,-0.053743536121338274,0.015619597297498138,-0.016017957138128817,0.0012811648746207023,-0.028272987017642564,-0.04848456155242196,-0.009501986025981974,0.03391188138498264,0.0,-0.16111584501791681
6,-0.0164,0.00387320396959856,-0.03477423382630082,-0.016473607628169545,-0.00798541759262739,-0.02768470108652734,0.033085130857223026,-0.0330555545960587,0.0008711328204210459,0.0332006495019904,-0.0026150369176294796,0.001283136376185955,-0.005053937523337571,0.0167818668327704,-0.011299221987891349,-0.0014627730689538603,-0.0012373841349916192,-0.013576238431597791,-0.0011695658982741623,0.009160390200293996,0.00045262225071009387,-0.005053937523337567,-0.0026150369176294853,0.033200649501990386,0.0008711328204210515,-0.03305555459605869,0.03308513085722302,-0.027684701086527333,-0.007985417592627391,-0.016473607628169545,-0.03477423382630083,0.0038732039695985447,0.03426879461669986,0.0,0.09126491069586314
7,0.0073,0.017155358439815284,-0.019189218153628864,-0.0031009290379959134,-0.016065749814854015,-0.03346194791890692,0.04103319051566543,-4.129362928992113e-05,-0.011661298488604395,0.00529471800839383,0.02005416997091839,-0.03180070649170359,-0.006768279692177845,-0.011726690453040289,-0.008160899877859496,0.006405611329116553,0.006021406315665801,0.009326463477782775,-0.006586242489997592,-0.01362890823284151,0.020911919553768907,-0.006768279692177843,0.020054169970918377,0.005294718008393808,-0.011661298488604394,-4.129362928992113e-05,0.041033190515665424,-0.033461947918906915,-0.01606574981485402,-0.003100929037995904,-0.019189218153628868,0.017155358439815284,0.034419611285374546,0.0,0.049814973981584236
8,0.024,0.03002543603574907,-0.002569706763350786,0.010567901390137363,-0.021759481783147808,-0.03212067665174727,0.037177388146041,0.03298836556086373,-0.01873727863391532,-0.025640536257407334,0.02898712748721924,-0.03926326658366469,-0.0021638159452842154,-0.02607127645487803,0.006015301411485898,-0.0040638098701478486,-0.007680848660134497,0.0018657047282707223,0.004947477173375061,-0.0138936603567395,0.019039106934439522,-0.002163815945284219,0.02898712748721922,-0.025640536257407344,-0.01873727863391532,0.03298836556086372,0.03717738814604099,-0.032120676651747254,-0.021759481783147804,0.010567901390137361,-0.0025697067633507873,0.030025436035749063,0.03436342436181552,0.0,-0.05030118862233001
9,0.1807,0.04217429361905526,0.014188338183683341,0.02322745254044231,-0.02422079787620539,-0.023946222251644056,0.022626907767592963,0.05371679982255445,-0.017045877864761173,-0.041905800496739844,0.018065141501646242,-0.015092087465800942,0.0044607671845927925,-0.008925919704140244,0.012055614355078122,-0.0028994694259971,0.005354606666052041,-0.011669087576715623,0.0037483375958210015,0.008803690628699333,-0.0031658147383304934,0.004460767184592791,0.01806514150164624,-0.04190580049673983,-0.017045877864761177,0.05371679982255444,0.022626907767592963,-0.023946222251644052,-0.02422079787620539,0.02322745254044231,0.014188338183683338,0.04217429361905528,0.034100571760792286,0.0,0.21388039761979272
