,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,all_8_harmonics
0,3.3891,-0.031843967248954476,-0.16122264157886543,0.037216887603096986,-0.07794714653557006,-0.03561232931180253,-0.0006018702566630764,-0.06361151307079915,-0.04707503545159069,3.737276185032541
1,3.3416,-0.015436728525077282,-0.13548502970776646,0.04497882685458567,-0.12406686664362472,-0.014533844762954141,0.014744454521988186,-0.05784135097852323,-0.05513854214969375,3.783258226190726
2,3.3901,0.0010633485005033748,-0.10649302663580894,0.05031594590800826,-0.1583376762683396,0.008703672386402963,0.02695412190588863,-0.0354321871930492,-0.04264111478273981,3.8576729640357037
3,3.7661,0.01755703042308373,-0.07494302900471891,0.05294051929373294,-0.17748656814822522,0.030648241060468116,0.033429711730728576,-0.0028303807267746704,-0.014242992269943851,3.9502142900603934
4,4.1571,0.033945122298861916,-0.0415928772556078,0.052711055581189825,-0.17968474212190041,0.048039950344809706,0.032793641212474425,0.03058563061038341,0.019466283086835283,4.047696546102309
5,4.3074,0.050129064215001774,-0.007243652073431759,0.04963992521851658,-0.16472226327809106,0.05829522597288716,0.025181224634315786,0.05520318978651462,0.04591666208118352,4.137381479907812
6,4.7338,0.06601152404054556,0.027279567812223397,0.04389269363849734,-0.13402811162753947,0.05989062560928632,0.01221188730060672,0.06394065707701879,0.05524490790458862,4.210097609282737
7,4.7183,0.08149698279330206,0.06114752426661373,0.035779195583226446,-0.09053370846835997,0.052589149349164026,-0.0033553424507695283,0.054284558460603725,0.043972556313346595,4.262307124965878
8,4.4546,0.0964923091022448,0.09354669877987902,0.02573683183296422,-0.03839295325414126,0.03747544654267889,-0.018208774367547528,0.029012627142150367,0.016303020542367475,4.296560951210327
9,4.1996,0.11090731931053542,0.12369885342655638,0.01430698881685627,0.01741449137205463,0.016794688898061592,-0.029188567779480003,-0.004605256405558656,-0.017445844085781103,4.320227283071124
10,4.3262,0.12465531985064753,0.15087972437483563,0.0021058523304055806,0.07155877842070749,-0.006380954403979383,-0.03395893941652366,-0.03689836333872846,-0.044689225689311815,4.3428601832494635
11,4.6204,0.1376536286296825,0.17443641892183614,-0.010208811200256844,0.11886889948498329,-0.028608693775212798,-0.03150506560726167,-0.058577058269362145,-0.05526818007019612,4.372958083616506
12,4.8001,0.1498240722892047,0.19380309817288133,-0.02197311507666112,0.1548265379134524,-0.04658655271039699,-0.022348970507835485,-0.06340511338543862,-0.04523785894223727,4.415038722127305
13,4.9723,0.16109345634901767,0.20851456866209242,-0.03255284263175375,0.1759975871597228,-0.057643883204033367,-0.008438473439592524,-0.049993660413789845,-0.018338527523246332,4.467875517913761
