,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_6,harmonic_8,harmonic_10,harmonic_73,harmonic_75,harmonic_78,harmonic_80,harmonic_81,all_12_harmonics
0,3.3891,-0.031843967248954476,-0.16122264157886543,0.037216887603096986,-0.03561232931180253,-0.0006018702566630764,-0.04707503545159069,-0.02401927990453806,-0.04707503545159066,-0.0006018702566630717,0.037216887603096986,-0.031843967248954476,0.0,3.2703142575578847
1,3.3416,-0.015436728525077282,-0.13548502970776646,0.04497882685458567,-0.014533844762954141,0.014744454521988186,-0.05513854214969375,-0.010475270291823406,-0.05513854214969373,0.01474445452198819,0.04497882685458567,-0.015436728525077287,0.0,3.2612744201166906
2,3.3901,0.0010633485005033748,-0.10649302663580894,0.05031594590800826,0.008703672386402963,0.02695412190588863,-0.04264111478273981,0.009062066026810606,-0.0426411147827398,0.02695412190588863,0.05031594590800826,0.0010633485005033586,0.0,3.378625890897917
3,3.7661,0.01755703042308373,-0.07494302900471891,0.05294051929373294,0.030648241060468116,0.033429711730728576,-0.014242992269943851,0.023414627077957502,-0.014242992269943857,0.03342971173072857,0.05294051929373293,0.01755703042308373,0.0,3.5984138682668543
4,4.1571,0.033945122298861916,-0.0415928772556078,0.052711055581189825,0.048039950344809706,0.032793641212474425,0.019466283086835283,0.024370730962266184,0.01946628308683526,0.032793641212474405,0.052711055581189825,0.033945122298861916,0.0,3.86554184524257
5,4.3074,0.050129064215001774,-0.007243652073431759,0.04963992521851658,0.05829522597288716,0.025181224634315786,0.04591666208118352,0.011383351895787836,0.04591666208118348,0.02518122463431578,0.04963992521851657,0.050129064215001747,0.0,4.115727647001577
6,4.7338,0.06601152404054556,0.027279567812223397,0.04389269363849734,0.05989062560928632,0.01221188730060672,0.05524490790458862,-0.008116904167588252,0.055244907904588594,0.012211887300606714,0.04389269363849735,0.06601152404054553,0.0,4.300645550652358
7,4.7183,0.08149698279330206,0.06114752426661373,0.035779195583226446,0.052589149349164026,-0.0033553424507695283,0.043972556313346595,-0.02297315037138421,0.04397255631334659,-0.0033553424507695353,0.035779195583226446,0.08149698279330204,0.0,4.4056123153258655
8,4.4546,0.0964923091022448,0.09354669877987902,0.02573683183296422,0.03747544654267889,-0.018208774367547528,0.016303020542367475,-0.024685526125613803,0.016303020542367475,-0.018208774367547528,0.025736831832964217,0.09649230910224474,0.0,4.452468060945634
9,4.1996,0.11090731931053542,0.12369885342655638,0.01430698881685627,0.016794688898061592,-0.029188567779480003,-0.017445844085781103,-0.012274311857178881,-0.01744584408578109,-0.029188567779480003,0.014306988816856265,0.1109073193105354,0.0,4.486802628043303
10,4.3262,0.12465531985064753,0.15087972437483563,0.0021058523304055806,-0.006380954403979383,-0.03395893941652366,-0.044689225689311815,0.007159533713460619,-0.04468922568931179,-0.033958939416523656,0.0021058523304055697,0.12465531985064753,0.0,4.555478180800573
11,4.6204,0.1376536286296825,0.17443641892183614,-0.010208811200256844,-0.028608693775212798,-0.03150506560726167,-0.05526818007019612,0.022497119864397425,-0.05526818007019609,-0.03150506560726166,-0.01020881120025685,0.13765362862968242,0.0,4.684476385463969
12,4.8001,0.1498240722892047,0.19380309817288133,-0.02197311507666112,-0.04658655271039699,-0.022348970507835485,-0.04523785894223727,0.02496319191275236,-0.045237858942237245,-0.022348970507835474,-0.021973115076661123,0.1498240722892047,0.0,4.866682159389459
13,4.9723,0.16109345634901767,0.20851456866209242,-0.03255284263175375,-0.057643883204033367,-0.008438473439592524,-0.018338527523246332,0.013146810087580944,-0.018338527523246335,-0.008438473439592508,-0.03255284263175376,0.1610934563490177,0.0,5.064575648144339
14,5.0981,0.17139400540738028,0.21821745643948348,-0.0413776380145793,-0.06013809601702322,0.0072671799075913835,0.015399164878014324,-0.006191394640532809,0.015399164878014314,0.0072671799075913895,-0.0413776380145793,0.1713940054073802,0.0,5.226103374208844
15,5.1719,0.18066377075024737,0.22267869521962247,-0.04797175422183646,-0.053698670694271367,0.021426851776644797,0.043394572456905006,-0.021987251552098522,0.043394572456904985,0.021426851776644797,-0.04797175422183646,0.1806637707502473,0.0,5.306286148984894
16,5.1369,0.18884700291812534,0.22179112470397058,-0.05197970074196864,-0.039282197142104666,0.031028288346371603,0.0552083236429685,-0.02520331068796209,0.055208323642968495,0.031028288346371585,-0.05197970074196864,0.1888470029181253,0.0,5.284927056301538
17,5.1291,0.1958944869898815,0.21557606460351356,-0.053185408140657274,-0.019030272225713015,0.03402893070272362,0.04643511953406494,-0.01399953426677555,0.04643511953406492,0.034028930702723614,-0.053185408140657274,0.19589448698988138,0.0,5.172980214869769
18,5.1295,0.20176383856707006,0.20418280253288593,-0.051523876419953256,0.004048638859995525,0.029790438036143084,0.020346451616725273,0.005213943121935534,0.02034645161672528,0.029790438036143074,-0.051523876419953256,0.20176383856707,0.0,5.005580510332416
19,4.9625,0.20641975867869208,0.18788500807692435,-0.047084679184991256,0.026526116296935673,0.01921448489453548,-0.013329323863480637,0.021444312324862384,-0.013329323863480607,0.019214484894535467,-0.04708467918499124,0.20641975867869203,0.0,4.825817943293871
20,4.6691,0.2098342460733601,0.16707415916485313,-0.040107134707751416,0.04506308447537946,0.0045509437013730395,-0.04203464966540576,0.02540552128979584,-0.04203464966540573,0.004550943701373034,-0.04010713470775141,0.20983424607336001,0.0,4.667252815145306
21,4.3159,0.211986765622119,0.142250138652571,-0.030967404217071823,0.056905838559159504,-0.011080741222893091,-0.055065428652658205,0.014831201816595602,-0.05506542865265816,-0.011080741222893096,-0.030967404217071805,0.21198676562211888,0.0,4.5431869166852055
22,4.2035,0.2128643718191274,0.11400922698596454,-0.020158212949436073,0.06029511301574016,-0.024355167772881905,-0.04756253729516987,-0.004228649337602375,-0.04756253729516985,-0.024355167772881898,-0.02015821294943606,0.2128643718191274,0.0,4.446976393659763
23,4.2002,0.21246178663745371,0.08302977936508989,-0.008262287203937282,0.05472742413773514,-0.03244840454190717,-0.022323772714231898,-0.020869118814861403,-0.022323772714231895,-0.03244840454190717,-0.008262287203937268,0.21246178663745363,0.0,4.362095683101165
