,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_6,harmonic_7,harmonic_9,harmonic_10,harmonic_11,harmonic_13,harmonic_14,harmonic_15,harmonic_17,harmonic_18,harmonic_19,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_26,harmonic_27,harmonic_28,harmonic_29,harmonic_31,harmonic_32,harmonic_34,harmonic_35,harmonic_36,harmonic_38,harmonic_39,harmonic_40,harmonic_41,harmonic_43,harmonic_44,harmonic_46,harmonic_47,harmonic_48,harmonic_49,harmonic_50,harmonic_52,harmonic_53,harmonic_55,harmonic_56,harmonic_57,harmonic_59,harmonic_60,harmonic_61,harmonic_62,harmonic_64,harmonic_65,harmonic_67,harmonic_68,harmonic_69,harmonic_70,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_77,harmonic_78,harmonic_80,harmonic_81,harmonic_82,all_62_harmonics
0,0.2159,0.05851659284137675,0.05630280030322129,0.06757091368551713,-0.005285431556505223,-0.006721973860286249,-0.012614710536094458,-0.01834136342724127,-0.016470996408303188,-0.004908597746508899,0.0176805157699552,0.01736191994667143,-0.004078649685885695,0.0018378820652835614,-0.004661189771198727,-0.0014049378593923635,0.005014985584777416,-0.007080403739808048,-0.008873957262291657,-0.0037568681908867357,0.016627398978141777,-0.0026002584524108495,-0.011933223458699226,-0.003708472555882007,0.0110795470888934,-0.0066751950051768105,0.002068731148623562,-0.0003876237834942232,-0.002061394216912154,0.0022804371703333643,-0.004836522537585787,-0.002972924371580684,-0.0007232456498683637,-0.0012412351726208705,0.0015918182950187406,-0.0029298660090712166,0.00048178327873632217,0.00420003250078667,0.0008117078776421963,3.246424417820013e-05,0.0016582316027358714,0.0015521019469684832,0.002614449595477785,-0.0015680533906819772,-0.0015659522107685402,0.001545682578415339,-0.000765643291111636,-0.002614576222894646,-0.00034254384503579156,0.0014816836674761415,0.00033804715383587607,-0.0034706839159628117,-0.0008871207062182564,0.001739901157985662,0.0002096422835770621,-0.0007529147950861194,-0.0008841987839989792,0.0005661321154866859,-0.0011830768266825524,0.0005670104922734523,-1.2138063161349304e-05,-0.0020767799756406507,-0.001592649402058892,-0.0015926494020588947,0.15256983941168567
1,0.2532,0.057353064409806344,0.05935439356973801,0.0640924541295436,0.0033382239200832123,-0.02162611817749381,-0.013522631753573697,-0.004293410820792037,-0.011446794538255091,0.00023809726130385198,0.013622573072104458,0.016288973311955914,-4.0328875655999734e-05,0.0044711865803381545,-0.016735666882859518,-0.0013548961654043798,-0.0034701374975061932,0.002567403451739732,-0.0037517551749032155,-0.0007275383726380735,0.00684305038171428,-0.0025667636103526327,-0.007579189445104352,0.002283996020041363,-0.007121572742694557,-0.003419216967270495,0.0006746044407112916,-0.007210284848533024,-0.0015550897394778127,0.0026112755665334713,5.174823555459399e-05,-0.0035466810924954365,-0.0009004262494314626,0.003457760519651084,0.0017132144271767105,5.537673640660994e-05,-0.000777647537450216,0.0012212395453932681,0.0012092862181983801,0.0014770827897826848,-0.003117789317246365,-0.000793935269080422,5.8300756308362814e-05,-0.001997631412458615,-0.00017601351784748474,-0.0010553278119703237,0.0015312072327187693,0.0027446101934044437,-0.000978705100397819,-0.0019958403917895527,-0.0005291285907167391,0.002724335518791396,0.0015267472552549872,-0.0014430774054371754,-0.0003046441415688667,0.0010499652193927582,0.00046899648995131786,-0.0011122863788622303,0.0011192784038225004,-0.00042237286100038195,-5.2318631014973234e-05,0.0020192628896290817,0.001596381745001453,0.001596381745001456,0.14080767993837098
2,0.2704,0.056104326603429795,0.062053386861280944,0.05975784449347671,0.011882673157912322,-0.035378590503461406,-0.013451952973476126,0.010266119679025337,-0.004742689874937288,0.005342621877047617,0.006214797352482403,0.010586159438095532,0.0040111033535544125,0.005252205558724611,-0.021071252928818313,-0.0006099947717492268,-0.009802856678058042,0.01047685476369904,0.00413126980369647,0.0028813055805247045,-0.009258419693185315,4.986081687496349e-06,0.004779562575934827,0.005707430788206799,-0.01630748081753036,0.004412160965839794,-0.001721623811341443,-0.002782533097665049,0.0014951002033619322,-0.0017278586573439077,0.0048434988581342224,0.00276788126972804,0.0007405998137145724,0.00064219620876312,-0.002019953295228656,0.0029076052244858476,-0.00011069633168438203,-0.0048737737600732705,-0.0015679488997484307,-0.0010636267545583835,0.0009619003516459325,-0.0008298607272052207,-0.0026753258073414737,0.003783699276645389,0.001772319223368158,-0.00018034250347326232,-0.001303898259498046,-0.0012481413246019212,0.0017725297041392822,0.0016357088280938943,0.0005132800143406305,-0.0011488141010098769,-0.0017621737713085605,0.0008176477342057261,0.0003407549227111936,-0.0012077807965107422,-3.893892989057968e-06,0.0015661204563719195,-0.0009855801469662955,0.00026505823452532254,0.00011582446178590061,-0.0019549968116584888,-0.00159952109729431,-0.001599521097294313,0.11319596398917967
3,0.3376,0.05477223467041687,0.06438374657174588,0.05462498670099042,0.02014518149849294,-0.04724702005124879,-0.01240778904735523,0.023602398992856204,0.0026574400329930884,0.009500892604789524,-0.0027212163354566454,0.0018744074419762163,0.006758476002924029,0.0038573850329368083,-0.015663090358401882,0.0004477429814137476,-0.010055209597292404,0.01129256236906267,0.008974196558373738,0.004195071536816464,-0.016813034398319496,0.002571805071899592,0.012090406651619088,0.0027111596892506955,-0.004849719565247247,0.0063394383361707295,-0.001560439488470735,0.005986884298912435,0.0020995382515655364,-0.002976912031626485,0.0006012170346268596,0.003706699697581117,0.0008861524646325532,-0.0035690176611750577,-0.0012084248977645015,-0.0012241992016077798,0.0008304709076743332,0.0014675551984195262,-0.00022875136986226643,-0.0007345570207976492,0.0023094262138329048,0.0015488578014230603,0.0027352084700676673,-0.0021990075088848243,-0.0019019417890641212,0.001288647586560278,0.00023110917236215755,-0.0009879973935681364,-0.001611137754952359,-0.0005590464852444671,-0.0002966994381529583,-0.0007763579569675408,0.0015310720561612099,-6.0299320775012875e-06,-0.00031099401422614477,0.001205433759159627,-0.0004616230065188154,-0.0018899659496750187,0.0007903316194825408,-9.978821536862491e-05,-0.00017722524431635917,0.0018841965385469042,0.0016020662927962441,0.0016020662927962478,0.13204862580617063
4,0.3448,0.05335876769805721,0.06633162899511254,0.04876244571296553,0.027929703911880356,-0.05659936838575589,-0.010465703581038098,0.03412635354691193,0.00966757072153918,0.011976420893768696,-0.010988074476081158,-0.007370113405943318,0.007308584059515891,0.0008645595083666396,-0.00301201653238041,0.0012758553495935236,-0.004070670639620903,0.0044622211321309595,0.00721323629656237,0.002167291062030259,-0.00884679585944947,0.002595383745540274,0.0066320362166338255,-0.003334617993254268,0.012747310416182534,-0.00021635681466746826,0.0009187236773579625,0.005414795602628793,-0.0007305424335444134,0.001097906903182502,-0.0047624471525488,-0.0025535870651443573,-0.000757678874963248,-2.3882525791210077e-05,0.0023219405921198377,-0.0024154918121592037,-0.00028559748897733525,0.004064143502696231,0.0017110011955155716,0.0015764264884815795,-0.002902699040537084,-0.000579131908976966,-0.00018071141856513433,-0.0013446998146441633,0.00045761203388694775,-0.0014868571784182002,0.0009915368594795386,0.002638631995440195,0.000581503401147631,-0.0007625090847951468,-3.591345937868572e-05,0.0024652393422971734,-0.0008946253348447845,-0.0008069609574280583,0.0002211145283832599,-0.0010432353456365435,0.0008780241272283718,0.0020569435615853623,-0.0005457262485047331,-6.847682274939274e-05,0.0002354050519079963,-0.0018070987063838518,-0.001604016386071028,-0.0016040163860710313,0.13303651332811492
5,0.342,0.051866025672432876,0.06788546256519311,0.04224853363344952,0.035051536568833946,-0.06293758784346913,-0.007766240580104824,0.04058401004923693,0.015258913031821829,0.012330755675911485,-0.016552930980830202,-0.014519803232075013,0.005482580553328448,-0.0024864284511997682,0.011031871096361938,0.0014496441705716483,0.004438761747686038,-0.0053894326826145434,0.00014423567527339486,-0.0015868255788682028,0.0072863099421142915,5.240531469685055e-05,-0.005830721707781797,-0.005629624533665476,0.014207497191338144,-0.00648263569419796,0.0020331546235942454,-0.00360615289920399,-0.00236556907683452,0.003209242840269109,-0.0012432555036700477,-0.0038543293826396033,-0.0008715495103681417,0.003573155184124657,0.0006281682643126874,0.0021951979708992346,-0.0006941861576218921,-0.003709687932948894,-0.0008412428742211633,-0.0003659580664654295,0.00012994788626881771,-0.0010220227398848366,-0.00254651406369372,0.00369046313658002,0.0013654146545703204,0.0006349875800515891,-0.0015712456906637451,-0.002725568246705937,0.0007615032324351086,0.0017500435752537628,0.0003544814295415993,-0.003403805673596223,2.133024939526948e-05,0.0014361972224361218,-8.849116236432725e-05,0.0007426945268140586,-0.001201005209933871,-0.0020531940878009344,0.0002670398356274761,0.00023468661434568604,-0.00028930649737581515,0.0017239609996204247,0.001605370652738617,0.001605370652738621,0.13979979844149984
6,0.3493,0.05029622635847174,0.06903601659753486,0.03517026361280992,0.04134169931962885,-0.06592414444053296,-0.004504753621751941,0.042205911662960185,0.01861089562102709,0.010501139250416094,-0.01804737035416131,-0.01754248271718838,0.001874121931273398,-0.00480735976352844,0.019974411449062885,0.0008799816934297861,0.01019498677319735,-0.011591970895711696,-0.007030904375551881,-0.004076970603722624,0.016693101824211604,-0.0025423963707920725,-0.012135395923018572,-0.0015924415146096834,-0.002317612307389745,-0.004074223567045569,0.0001274047574541812,-0.007000318320257612,-0.0001308918443904039,-0.00041879104914334386,0.004594840492645261,0.0023307579943687385,0.0007744764894403489,-0.0005951479614378424,-0.0024789208368032646,0.0015330485277876959,0.0006168573586636274,-0.0020175590885791552,-0.0011849203046009312,-0.0013209484332766376,0.002793493262156262,0.001508863814117265,0.002839718599112526,-0.0027485275019004237,-0.0020584921632618696,0.0006653361493113656,0.0011321196734583967,0.0011972862412370912,-0.0016941356471645145,-0.0019709623545341995,-0.0005344198714549962,0.0033063968790423203,0.0008576119315243265,-0.0017383942684041167,-6.123852257628132e-05,-0.00034366572282896926,0.001396201703496855,0.001879028736049582,2.8323429154521076e-05,-0.0003938525796009962,0.0003379499505001603,-0.0016350612898093188,-0.00160612858974423,-0.0016061285897442346,0.13995358013460044
7,0.3365,0.04865170200501667,0.06977645612510999,0.02762218752189328,0.04665094509618289,-0.06539999282470886,-0.0009172685911550561,0.03879880201327107,0.019231589950053658,0.006811622560063039,-0.015103905313362002,-0.015579005955980104,-0.0023436370360597524,-0.00513673854286695,0.019680403572895386,-0.00014098017537190382,0.009627621069377772,-0.00994573460127123,-0.009032177571794437,-0.0033196414315535606,0.010689755508607741,-0.00262303980161694,-0.005623340463395564,0.004235916292848516,-0.015908852213532675,0.0037860806921755346,-0.001967600465559996,0.0005283123201615253,0.0023179041311923968,-0.003297864255088277,0.0018626984624893926,0.003989076724272446,0.0008566228110396063,-0.0034700489059033557,-8.682018954528792e-06,-0.002811465112130105,0.0003998269486368526,0.004822747861406017,0.0015822463924791044,0.0012881220182509,-0.0024775474883453052,-0.00035058745140560037,-0.0004186500614247169,-0.0006419710003115467,0.0010480640565373642,-0.001495772350109367,4.110094315970796e-05,0.0010405280233195717,0.0017137980793325278,0.0013284907997153518,0.0005053590020002929,-0.0022026600941872894,-0.0015095048940380982,0.0016447382274553527,0.00019913012482599709,-0.00010093625207481494,-0.0014428450854115983,-0.0015489032957310834,-0.00032191787307001886,0.0005411975503680069,-0.0003804513422870488,0.0015406967068734153,0.0016062899155452107,0.001606289915545214,0.10664230044191148
8,0.3237,0.04693489587980698,0.07010238250203575,0.0197051329235937,0.050853301106173754,-0.061393046037540144,0.0027365969382559365,0.030768652494432957,0.017029904479378025,0.0019156711866283615,-0.008446343052558463,-0.009187458259135077,-0.005799450458949336,-0.0033381125213235866,0.010285802308622237,-0.0010896402362422755,0.00308858157193595,-0.0015653692359865216,-0.004386896972495632,8.191820980181616e-05,-0.0051817753674208485,-0.00010977724464611319,0.006827774178658651,0.0052997245705910636,-0.009361047460053635,0.006580069076144573,-0.0011398033086932966,0.007232602199791445,0.0009749686845593502,-0.0002790782027552365,-0.004343725040685702,-0.002100138820064144,-0.0007909864175178208,0.0011963158240802878,0.0024810904870980295,-0.0004028732359311215,-0.000807651458269763,-0.000643085360433586,0.00019544435501559615,0.00042170084661224646,-0.0007114085918408171,-0.0011899351578426105,-0.002402574530153315,0.003460560961565278,0.0008296896769206545,0.0012698331027731597,-0.0011876706843344561,-0.002661707623915442,-0.0008098944409673323,-0.0001040669246122651,-0.0002786638583480868,0.0004285263222222214,0.0017617626675195271,-0.001176555695973517,-0.00029852767488819387,0.0005321531706225796,0.0013359725916993154,0.0010902183019849848,0.0005954082876295126,-0.0006722991509215675,0.00041603823245384044,-0.0014411826460070305,-0.0016058545702156077,-0.001605854570215612,0.09894362032838952
9,0.3609,0.04514835863951794,0.07001185953411596,0.011524856213426042,0.053849057797022856,-0.05411668904008615,0.006192421597668507,0.019072289076694025,0.012328953034423435,-0.0033195726447412116,0.0002882011940204025,-0.00018452977171810666,-0.0073697904192558065,-0.00015660134571204712,-0.003865149816774927,-0.0014794773358899357,-0.005366196143668476,0.007874887520057262,0.003486591497100489,0.0034182266393003187,-0.01626978096682396,0.002512043273220211,0.012067773791258729,0.00040241405732658025,0.009036924126862727,0.0005689866940252449,0.0013811322070814006,0.0026516568646927302,-0.0019628642158430153,0.003238807822951175,-0.0024482878634287508,-0.004110491355798879,-0.0008413779113063994,0.0032627934329951267,-0.0006113464254504428,0.0029734153262854167,-1.4422379731417997e-05,-0.0044679664082491145,-0.0017044697640660957,-0.0015825145239587945,0.0030754019917888405,0.0014330689247817165,0.0029273591310347517,-0.0031962634256183856,-0.002020833546658117,-0.00014708592012542668,0.0015641251667685716,0.002705513862668755,-0.0005304614465929433,-0.0011659440093217362,-5.701030649838e-05,0.001476032818628972,-0.0015476010478310265,0.0004404574145115747,0.00034021652865641537,-0.0008928017845978884,-0.0010869552452221073,-0.0005410447810157363,-0.0008317149771005012,0.0007832225300563852,-0.0004440638481222138,0.0013368517135290577,0.001604822715468441,0.0016048227154684463,0.13531933474913915
