,raw_series,harmonic_1,harmonic_2,harmonic_4,harmonic_5,harmonic_6,harmonic_8,harmonic_10,harmonic_11,harmonic_12,harmonic_14,harmonic_16,harmonic_17,harmonic_19,harmonic_20,harmonic_21,harmonic_23,harmonic_24,harmonic_26,harmonic_27,harmonic_29,harmonic_30,harmonic_32,harmonic_33,harmonic_35,harmonic_36,harmonic_38,harmonic_39,harmonic_41,harmonic_42,harmonic_44,harmonic_45,harmonic_47,harmonic_48,harmonic_50,harmonic_51,harmonic_52,harmonic_54,harmonic_55,harmonic_57,harmonic_58,harmonic_60,harmonic_61,harmonic_63,harmonic_65,harmonic_66,harmonic_67,harmonic_69,harmonic_71,harmonic_72,harmonic_74,harmonic_75,harmonic_77,harmonic_78,harmonic_80,harmonic_81,all_55_harmonics
0,5.2538,0.5349729940693526,-0.1714906972409937,-0.002752000800975589,0.22025848393973177,-0.003278433414419921,0.034727064360718214,0.16734287456957025,-0.1586007033536684,-0.07138296690505036,0.01883096143027726,-0.10486097404093768,0.05315482080353406,-0.05374913521277658,-0.04715750028230412,-0.03317207583549945,-0.02756036480268453,-0.011025680571026096,-0.013776951914760686,0.02421101185383434,0.0025752017594215214,0.05000361453974028,0.008380173950341779,-0.010591602717069697,0.023476538005179414,-0.004187518484955843,0.01984914967810407,-0.008277173643574179,-0.005687678165217178,0.028333782271584753,0.0008254150066383838,0.015510707623861364,-0.009934804715307654,-0.01604424034808163,0.004559113189963269,-0.021564755834929963,0.013118947626920034,-0.010965754344379628,0.017114778323503527,0.0367557721987341,0.010933257513451339,0.02746451086413215,-0.006491170641258174,0.005740814042379627,0.03301738315974498,-0.007972196327750623,-0.009778515880972597,-0.004960814855272736,-0.015894800476642663,0.003579260282091284,-0.004769220690754948,0.007940495529094004,-0.0009431874836850341,0.013547919833014536,-0.015729141514394317,0.0018549467169851348,4.9041880169896395
1,5.2521,0.5182509197754421,-0.17302838515299968,0.04580626267389814,0.2601896028880784,0.012506324560556318,0.043571459135008886,0.02175506358265069,-0.20672432462840007,-0.036061193900153284,0.009806848042799332,-0.08295888221155277,0.06357481146529674,-0.06466575706699862,-0.008469505469066722,2.8982002789486186e-05,-0.028154428369326585,-0.023438675269557476,0.03137199863020045,0.013236555678859657,0.07393895577344765,0.01937574249097642,0.029021569795225764,-0.028530862280673547,0.01098322912186754,0.017158230156039764,-0.03209180210467157,0.020958484391576923,-0.011531205261634458,0.02033061127279961,-0.031544989307092756,-0.026595591485880945,-0.007895815439528577,-0.003940253506074592,-0.020193956727757884,0.0064436175225338135,-0.002103089966982235,0.038341460219931706,-0.007198009876891878,-0.0002386426539513133,-0.03698014436253512,-0.011343848401855131,-0.00043438208948545646,-0.0009625736496346604,-0.03685708457183325,-0.015568395706650442,-0.002637509621677276,2.989990899648139e-05,0.017912077192904493,-0.005614779138117856,0.008588824878437184,-0.01140836836220994,0.004433742919807328,-0.01519713287904987,0.01631591526447797,-0.001670888183757584,5.006483399822437
2,5.206,0.5007588807495476,-0.17353818278417882,0.09327767821260051,0.2904853237723444,0.02762507379593643,0.04830509300508992,-0.12702546585117755,-0.21823414458498921,0.0068398868032842515,-0.002004697284253471,-0.030488098563958857,0.04765756442568247,-0.042418488077294626,0.0350079285030196,0.0332120633269118,-0.008030351570370471,-0.017181804386816463,0.0475600742269065,-0.010827439210708757,0.062136331463896084,-0.03440132978914793,0.01082796667081911,-0.0062026121092815705,-0.018647524989816894,0.010435777202002589,-0.026640175686015045,0.011102643995519614,0.0059099222696966085,-0.03029224200425068,0.007057727809214691,-0.006835568501433638,0.013702622273821824,0.018218024655267853,0.009538438591116808,0.016604354328260466,-0.011351550068993728,-0.026519267216891004,-0.00959879393481157,-0.03647597566846162,0.03470102434304359,-0.01213244795990194,0.007102512580964532,-0.004284780882474096,0.026282828520893985,0.033714707868355336,0.01425078825089339,0.00490782360279906,-0.017034863121174647,0.006905727697095894,-0.011695553385705446,0.014163779441429745,-0.0077912250860511425,0.01657014608496549,-0.016848156253379484,0.0014862089837798863,4.831244371964139
3,5.2205,0.4825228648917885,-0.17301706163704045,0.1385358886972695,0.31002372885593255,0.04127268412947598,0.04848137002411276,-0.2571640572134669,-0.1910916113410887,0.04830336655405176,-0.013246441058868609,0.03321694070858679,0.01199714279194399,0.0015831401307243587,0.058688652471798,0.04579487312266375,0.018003060301475866,0.0027610779558902877,0.0198433486519963,-0.02418425406288754,-0.01955710474729408,-0.04707735668301515,-0.02185499996727139,0.024879798417862635,-0.01918201473227027,-0.013357987632272372,0.026454408313292346,-0.01946170672142472,0.011417301697126625,-0.01741254179709872,0.02978125194348721,0.028825265819775823,0.0013570378811620667,-0.0061103830944638235,0.013535101617699836,-0.01922591938001423,0.011642720789055913,-0.012414557652525311,0.017220833768246003,0.043004892782985624,-0.005841655088952655,0.02774176282330452,-0.009561572907597808,0.00744393021926386,-0.005429963168400588,-0.04017924025679742,-0.021526726982522164,-0.008727977206247833,0.01340491111470259,-0.007280914549997906,0.013831546583352422,-0.01603465113497668,0.010914863338177103,-0.017642005663032208,0.017324085569510487,-0.0013009777178357377,4.948620659548346
4,5.2232,0.46356996542771783,-0.1714681174774138,0.1805070498588311,0.3180812676647738,0.052722369069050284,0.04408365928981949,-0.34956189795795733,-0.1301040513748461,0.07961449031232992,-0.020723106315692567,0.0846822005073064,-0.02863335416197487,0.04477285351910264,0.04918140208302798,0.029972738255742006,0.030788469925026995,0.020504648532763656,-0.026191646843781172,-0.013625426695140363,-0.07925275162925781,-0.0035076341958801775,-0.02529286004525933,0.020847689266621335,0.010213739463246834,-0.015300157846539448,0.032238258781925495,-0.013726329673943098,-0.00612997107931165,0.03196960238930737,-0.014500109862982702,-0.002566861647949153,-0.014350189481461193,-0.014847009348469963,-0.018987393963761597,-0.001803929081693822,0.0015672248079484576,0.03865651912668218,-0.008382775967991257,-0.013945101981276612,-0.027492298162196994,-0.025362627574744837,0.006354281954230624,-0.006975250226194582,-0.017546435801696007,0.032722102673497906,0.022250836428503534,0.010560666410838415,-0.00760880097271713,0.0066905865400848355,-0.014819516236295434,0.01690414600512265,-0.013710905565689381,0.018393231133185202,-0.01774211251205429,0.0011152631917787901,4.80050639733451
5,5.0937,0.44392834065595055,-0.16890055194378062,0.2181953094442447,0.31435955166612767,0.06136438990218199,0.03552686399144093,-0.3906589132322511,-0.04607322402201554,0.09419231563877087,-0.022309576457891465,0.10494376010193691,-0.05740186619812025,0.06500076928497411,0.01186245313832061,-0.0044404290453718374,0.020917413816755312,0.0219154260871942,-0.04804797849754893,0.010407491255986109,-0.049805074045306326,0.04425284001994928,0.005114733472775808,-0.012608154864564796,0.0236727050617054,0.0077863556068574384,-0.019632390243887927,0.01761122284052245,-0.01129915707112303,0.01433289120968293,-0.0261576515110169,-0.02798798863735989,0.005490753371096878,0.014301276365821855,-0.00027986029968914833,0.02061461330907913,-0.012959787268272769,-0.0253784852998157,-0.008467745847153823,-0.026654960848969726,0.039767733660120506,0.006537732777937721,0.0006186649254986167,0.003107153982794435,0.03366082758344679,-0.013927112226621349,-0.016202728162949685,-0.009988566049212659,0.0005831514486707287,-0.0052130264797139916,0.014577460493461892,-0.016717963399879594,0.016095432044629418,-0.018810169370430334,0.018100839907572802,-0.000929134390974124,4.789812571831306
6,5.1659,0.423627172113414,-0.16532961788413483,0.25070643586251756,0.29899640425774127,0.06673852657182971,0.02361827725792434,-0.37442380837795175,0.046117822857282,0.08897288896515398,-0.01755492397784533,0.08653563930454512,-0.06239041633240815,0.05189298289391181,-0.03216462035842664,-0.036099354818739327,-0.004346244473167598,0.005869668470644018,-0.025549103038550323,0.024148512808822187,0.0356632436350153,0.03914216078680734,0.028678084224311076,-0.028269268722452917,0.0001944746952115533,0.018135599722078545,-0.03639271767796526,0.016100546581411787,0.006347742854912519,-0.03335029822329841,0.021036948426510032,0.011696182773028137,0.011730047569643045,0.006957189546563963,0.019182766525935757,-0.014065535324001505,0.00932393854159508,-0.013844916668165385,0.017224587341290017,0.045196705316243244,-0.021581927964365144,0.016526390818795558,-0.007224980412425855,0.0022752262502647013,-0.036611244444378896,-0.009693471209053154,0.005223191679274784,0.0071419501899704675,0.006536732064990806,0.003044172144173566,-0.013125470072128383,0.01548773057226607,-0.017996874183537705,0.018885242743158823,-0.018399068779786004,0.0007426604546729512,4.7992320441371925
7,5.0957,0.4026966212203756,-0.1607765287451035,0.2772690356711884,0.27256075686175374,0.06855858612238627,0.009481417872903897,-0.3032392065742054,0.13014075112568496,0.06505322446352378,-0.007810579031973342,0.03624086311024686,-0.04153239001036688,0.012171834217825025,-0.058002852388951705,-0.04536712398298314,-0.02641161005129833,-0.014851520674917887,0.02053527574975314,0.014009236421630118,0.08101762162861062,-0.012733679469913408,0.013866068682753427,-0.004032077289593528,-0.02358720007734107,-0.0011821826809883772,0.011931236801537376,-0.015440664313199829,0.011176815269529284,-0.011120237381112787,0.02090048476286948,0.024172844581954046,-0.011088234661483566,-0.01813946328326902,-0.013111772060898494,-0.009786735588327294,0.00512412333216631,0.03891414609216045,-0.009517743444047063,-0.026335906952106223,-0.013135177170422348,-0.02887439090642865,0.009549649207583751,-0.006548765819904539,0.02524384625780539,0.02995537224579438,0.007346064423021525,-0.002669027180106474,-0.012600316493854923,-0.0004716331574833605,0.010584060720865023,-0.013290276549031036,0.019358162565561263,-0.018617086832587913,0.018635802356915997,-0.0005559106503302573,4.967556430444619
8,5.0822,0.3811677844696623,-0.1552683325516081,0.297252856474707,0.2360315801323136,0.06672764354911613,-0.005549968403851772,-0.1875519810489934,0.19111391196263083,0.027460734642896882,0.004153791896281615,-0.02740794759018126,-0.0034686747873617953,-0.033791650428319026,-0.051040924649677515,-0.026495266189650726,-0.02904133171770968,-0.023742864853160538,0.04766263621012561,-0.009983677343123441,0.03524355317934752,-0.049395935221768245,-0.019500724109048885,0.025895853873236986,-0.010565094747438305,-0.018566097691534163,0.03891751635276421,-0.01818214458326068,-0.006563156703174595,0.034421517225834426,-0.02626001268886549,-0.019581053084884194,-0.006438834069222412,0.0030501058127728924,-0.010029340673727426,0.021599523458453174,-0.013630156157562807,-0.024199998599427126,-0.00728639437344122,-0.014319176656671945,0.03779101496396384,0.022499516617194047,-0.0062150329108558305,0.007630738029825426,-0.004004160819263967,-0.03983806243580821,-0.017679487829521463,-0.0024116651186425926,0.016627760746207833,-0.002163448634814513,-0.007164170367285259,0.01026283409631536,-0.020138439815899637,0.018010575230349372,-0.01881024940320209,0.00036895434787471634,4.910155945269027
9,5.2573,0.3590726472266354,-0.14883775122570297,0.31018374096074885,0.1907616305010174,0.06134320341857613,-0.020057741434985815,-0.044340098223914264,0.2182380963217915,-0.01590342646689378,0.0149375172030778,-0.0809574768041816,0.036032013826172174,-0.06242505719290692,-0.015215752874036051,0.008810670761930968,-0.010300263004767305,-0.01372204397834844,0.03079051601079864,-0.024103801368055136,-0.0501723880353588,-0.027042316067329313,-0.026772767167502282,0.01927523849448771,0.018942028836914187,-0.005578758318619062,-0.003695804436196607,0.012989479890940991,-0.011050321737330332,0.007804392396448898,-0.014338065978790364,-0.017785757467715865,0.014160792809299631,0.01645676136045072,0.020113329575559127,-0.006840928659584603,0.006330405520728035,-0.0152547063087306,0.017126016744206062,0.04312442266192847,-0.03349973619286123,-0.0015353952498442203,-0.0008027179527475045,-0.004993839372118932,-0.018801459754800902,0.03591729706020493,0.02263201955607619,0.006943192536227765,-0.01796825251468616,0.004511637647708596,0.003149651191082506,-0.006594469423343698,0.020314286885006607,-0.017076730963543275,0.018921826863451886,-0.00018186099394064504,4.954847911071628
