,raw_series,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_9,harmonic_10,harmonic_13,harmonic_17,harmonic_19,harmonic_148,harmonic_152,harmonic_155,harmonic_156,harmonic_158,harmonic_159,harmonic_160,harmonic_161,harmonic_162,harmonic_163,all_21_harmonics
0,0.2159,0.05630280030322129,0.06757091368551713,-0.005285431556505223,-0.0616697122875913,-0.006721973860286249,-0.012614710536094458,-0.01834136342724127,-0.016470996408303188,0.0176805157699552,0.0018378820652835614,-0.0014049378593923635,-0.004078649685885701,-0.0049085977465089,-0.02626388338057292,-0.012614710536094469,-0.06166971228759132,-0.0052854315565052205,0.06757091368551707,0.05630280030322125,0.05851659284137668,0.0,0.21486700990984664
1,0.2532,0.05935439356973801,0.0640924541295436,0.0033382239200832123,-0.06220300729933214,-0.02162611817749381,-0.013522631753573697,-0.004293410820792037,-0.011446794538255091,0.013622573072104458,0.0044711865803381545,-0.0013548961654043798,-4.0328875655993256e-05,0.00023809726130384108,-0.010551516629930754,-0.013522631753573704,-0.062203007299332126,0.0033382239200832097,0.06409245412954363,0.05935439356973797,0.05735306440980631,0.0,0.26844693504788614
2,0.2704,0.062053386861280944,0.05975784449347671,0.011882673157912322,-0.06043278699201621,-0.035378590503461406,-0.013451952973476126,0.010266119679025337,-0.004742689874937288,0.006214797352482403,0.005252205558724611,-0.0006099947717492268,0.004011103353554426,0.005342621877047614,0.006156335764376359,-0.013451952973476136,-0.060432786992016214,0.011882673157912322,0.05975784449347668,0.06205338686128091,0.05610432660342976,0.0,0.3043844381186108
3,0.3376,0.06438374657174588,0.05462498670099042,0.02014518149849294,-0.05642460654975835,-0.04724702005124879,-0.01240778904735523,0.023602398992856204,0.0026574400329930884,-0.0027212163354566454,0.0038573850329368083,0.0004477429814137476,0.006758476002924044,0.00950089260478952,0.022283367023110137,-0.012407789047355244,-0.056424606549758324,0.020145181498492926,0.05462498670099036,0.06438374657174584,0.054772234670416836,0.0,0.3251974155431455
4,0.3448,0.06633162899511254,0.04876244571296553,0.027929703911880356,-0.05032689778399584,-0.05659936838575589,-0.010465703581038098,0.03412635354691193,0.00966757072153918,-0.010988074476081158,0.0008645595083666396,0.0012758553495935236,0.007308584059515903,0.011976420893768693,0.03630806809159426,-0.010465703581038112,-0.05032689778399582,0.02792970391188032,0.04876244571296552,0.06633162899511245,0.05335876769805719,0.0,0.336167905329729
5,0.342,0.06788546256519311,0.04224853363344952,0.035051536568833946,-0.04236547237430692,-0.06293758784346913,-0.007766240580104824,0.04058401004923693,0.015258913031821829,-0.016552930980830202,-0.0024864284511997682,0.0014496441705716483,0.005482580553328464,0.01233075567591148,0.046907274816273326,-0.0077662405801048415,-0.04236547237430697,0.03505153656883389,0.042248533633449534,0.06788546256519307,0.05186602567243283,0.0,0.34220297758019796
6,0.3493,0.06903601659753486,0.03517026361280992,0.04134169931962885,-0.03283515956109305,-0.06592414444053296,-0.004504753621751941,0.042205911662960185,0.01861089562102709,-0.01804737035416131,-0.00480735976352844,0.0008799816934297861,0.0018741219312734007,0.010501139250416092,0.05308100221880543,-0.004504753621751949,-0.03283515956109305,0.0413416993196288,0.03517026361280991,0.06903601659753486,0.05029622635847172,0.0,0.34584152890317743
7,0.3365,0.06977645612510999,0.02762218752189328,0.04665094509618289,-0.022088887964911083,-0.06539999282470886,-0.0009172685911550561,0.03879880201327107,0.019231589950053658,-0.015103905313362002,-0.00513673854286695,-0.00014098017537190382,-0.0023436370360597567,0.006811622560063036,0.05424678834488829,-0.0009172685911550621,-0.02208888796491107,0.046650945096182825,0.027622187521893275,0.06977645612510996,0.048651702005016687,0.0,0.34690992765710593
8,0.3237,0.07010238250203575,0.0197051329235937,0.050853301106173754,-0.010524615856900918,-0.061393046037540144,0.0027365969382559365,0.030768652494432957,0.017029904479378025,-0.008446343052558463,-0.0033381125213235866,-0.0010896402362422755,-0.0057994504589493545,0.0019156711866283671,0.05029464679230112,0.0027365969382559304,-0.01052461585690094,0.0508533011061737,0.01970513292359368,0.07010238250203572,0.04693489587980696,0.0,0.343565797704215
9,0.3609,0.07001185953411596,0.011524856213426042,0.053849057797022856,0.0014294061186178714,-0.05411668904008615,0.006192421597668507,0.019072289076694025,0.012328953034423435,0.0002882011940204025,-0.00015660134571204712,-0.0014794773358899357,-0.007369790419255819,-0.0033195726447412034,0.041597443407283725,0.006192421597668509,0.001429406118617903,0.05384905779702281,0.011524856213426046,0.07001185953411597,0.045148358639517945,0.0,0.3339642475380434
