,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_10,harmonic_11,harmonic_12,harmonic_17,harmonic_153,harmonic_154,harmonic_155,harmonic_159,harmonic_160,harmonic_161,harmonic_162,harmonic_163,all_18_harmonics
0,5.2538,0.5349729940693526,-0.1714906972409937,-0.20625223077602917,-0.002752000800975589,0.22025848393973177,-0.003278433414419921,0.16734287456957025,-0.1586007033536684,-0.07138296690505036,0.05315482080353406,0.16734287456957064,0.2395235164678347,0.03472706436071793,-0.00275200080097604,-0.2062522307760291,-0.17149069724099364,0.5349729940693525,0.0,5.591562518113614
1,5.2521,0.5182509197754421,-0.17302838515299968,-0.22386492150182397,0.04580626267389814,0.2601896028880784,0.012506324560556318,0.02175506358265069,-0.20672432462840007,-0.036061193900153284,0.06357481146529674,0.02175506358265067,0.24257779149321776,0.04357145913500864,0.045806262673898035,-0.22386492150182385,-0.1730283851529996,0.5182509197754421,0.0,5.337384154453482
2,5.206,0.5007588807495476,-0.17353818278417882,-0.23848721385581503,0.09327767821260051,0.2904853237723444,0.02762507379593643,-0.12702546585117755,-0.21823414458498921,0.0068398868032842515,0.04765756442568247,-0.12702546585117716,0.21672790599684866,0.048305093005089686,0.0932776782126003,-0.23848721385581498,-0.17353818278417882,0.5007588807495471,0.0,5.107860483151308
3,5.2205,0.4825228648917885,-0.17301706163704045,-0.2499237825545497,0.1385358886972695,0.31002372885593255,0.04127268412947598,-0.2571640572134669,-0.1910916113410887,0.04830336655405176,0.01199714279194399,-0.2571640572134668,0.16505398217481435,0.04848137002411259,0.13853588869726924,-0.24992378255454964,-0.17301706163704042,0.4825228648917887,0.0,4.933515862860811
4,5.2232,0.46356996542771783,-0.1714681174774138,-0.25802185736414657,0.1805070498588311,0.3180812676647738,0.052722369069050284,-0.34956189795795733,-0.1301040513748461,0.07961449031232992,-0.02863335416197487,-0.34956189795795717,0.09371318462057074,0.044083659289819395,0.1805070498588309,-0.2580218573641465,-0.17146811747741375,0.463569965427718,0.0,4.828532305707272
5,5.0937,0.44392834065595055,-0.16890055194378062,-0.2626732638124154,0.2181953094442447,0.31435955166612767,0.06136438990218199,-0.3906589132322511,-0.04607322402201554,0.09419231563877087,-0.05740186619812025,-0.3906589132322509,0.011206068358403709,0.03552686399144091,0.21819530944424437,-0.26267326381241524,-0.16890055194378067,0.44392834065595044,0.0,4.794129412735371
6,5.1659,0.423627172113414,-0.16532961788413483,-0.2638158681886514,0.25070643586251756,0.29899640425774127,0.06673852657182971,-0.37442380837795175,0.046117822857282,0.08897288896515398,-0.06239041633240815,-0.3744238083779517,-0.07263629791430753,0.023618277257924425,0.25070643586251723,-0.26381586818865144,-0.16532961788413492,0.4236271721134139,0.0,4.823439143161269
7,5.0957,0.4026966212203756,-0.1607765287451035,-0.2614344075287271,0.2772690356711884,0.27256075686175374,0.06855858612238627,-0.3032392065742054,0.13014075112568496,0.06505322446352378,-0.04153239001036688,-0.30323920657420556,-0.1478237448652734,0.009481417872904033,0.27726903567118816,-0.26143440752872726,-0.16077652874510356,0.40269662122037586,0.0,4.905446435846541
8,5.0822,0.3811677844696623,-0.1552683325516081,-0.2555606934984999,0.297252856474707,0.2360315801323136,0.06672764354911613,-0.1875519810489934,0.19111391196263083,0.027460734642896882,-0.0034686747873617953,-0.18755198104899365,-0.2053973730729357,-0.005549968403851588,0.2972528564747068,-0.25556069349849975,-0.15526833255160816,0.38116778446966215,0.0,5.026586576549277
9,5.2573,0.3590726472266354,-0.14883775122570297,-0.24627318745205104,0.31018374096074885,0.1907616305010174,0.06134320341857613,-0.044340098223914264,0.2182380963217915,-0.01590342646689378,0.036032013826172174,-0.04434009822391427,-0.23849704344009925,-0.020057741434985565,0.3101837409607485,-0.2462731874520511,-0.14883775122570309,0.3590726472266358,0.0,5.170077610937578
10,5.2682,0.33644403620858,-0.14152298619913103,-0.2336959523411516,0.31575487725914214,0.1384273546059962,0.05269200738435179,0.105379025961292,0.2067092275719907,-0.055925020411896606,0.06060566308045909,0.10537902596129185,-0.24317879151882177,-0.03267316151410572,0.315754877259142,-0.2336959523411516,-0.141522986199131,0.3364440362085802,-0.0,5.314376809366235
11,5.4958,0.3133155707140882,-0.13336749147437077,-0.2179969954763934,0.31383407868547775,0.0809668067547499,0.0412347641173923,0.23963298918175913,0.15856923140623513,-0.08419234635006245,0.06007210843102825,0.2396329891817585,-0.21888476740389656,-0.04220602347753502,0.31383407868547764,-0.21799699547639337,-0.13336749147437071,0.31331557071408833,-0.0,5.4327346952614555
12,5.4198,0.28972161267491153,-0.12441971548232869,-0.19938602427746693,0.30446692014248156,0.020507878474770563,0.027581614839486936,0.33871901726189896,0.08234438192525013,-0.09476420439506754,0.03465238640641752,0.3387190172618987,-0.16850970588705602,-0.04775694692713106,0.3044669201424815,-0.19938602427746702,-0.12441971548232866,0.2897216126749115,-0.0,5.495435248422418
13,5.0649,0.26569721560448345,-0.11473281327019014,-0.17811164499137908,0.2878756567615691,-0.040710502029129146,0.012459641012344699,0.3880954937876553,-0.008464822081482623,-0.08541861140097824,-0.005122834544115485,0.38809549378765534,-0.09805600667444409,-0.04880222851322731,0.2878756567615692,-0.17811164499137908,-0.11473281327019007,0.2656972156044834,0.0,5.475111521377272
14,4.8261,0.24127807251895741,-0.10436433072920533,-0.15445804179826567,0.26445395044204006,-0.10042128235191018,-0.0033258554801714676,0.3805160511789843,-0.09777478639089422,-0.05811981528270422,-0.04277581072532125,0.3805160511789841,-0.015918523305031573,-0.04524325086648806,0.2644539504420399,-0.15445804179826564,-0.1043643307292053,0.2412780725189575,0.0,5.354003406075583
15,4.4106,0.2165004629081413,-0.09337586273827998,-0.12874118066546753,0.2347575294116306,-0.15641323986691602,-0.018934237680978447,0.3170930293811151,-0.16976745333205848,-0.018605451243145273,-0.06270798413927274,0.31709302938111517,0.0681157188321378,-0.03741578667985525,0.23475752941163072,-0.1287411806654675,-0.09337586273828,0.2165004629081409,0.0,5.130814992034651
16,4.5169,0.19140119883510034,-0.08183268725420195,-0.10130458865896474,0.19949100242959228,-0.20661286820396257,-0.033534300634027195,0.20713423165021505,-0.21169190349341072,0.02481938897844009,-0.056662021779251504,0.20713423165021505,0.14403368759135599,-0.026058320144501046,0.19949100242959228,-0.10130458865896491,-0.08183268725420188,0.19140119883509993,0.0,4.824465644328006
