,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_73,harmonic_74,harmonic_75,harmonic_76,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,all_10_harmonics
0,3.3891,-0.031843967248954476,-0.16122264157886543,0.037216887603096986,-0.07794714653557006,-0.03561232931180253,-0.0006018702566630764,-0.06361151307079915,-0.04707503545159069,-0.047860820847016664,-0.02401927990453806,-0.016750418541547876,-0.04707503545159066,-0.06361151307079915,-0.0006018702566630717,-0.03561232931180253,-0.07794714653557006,0.037216887603096986,-0.1612226415788654,-0.031843967248954476,0.0,-0.8500257509953993
1,3.3416,-0.015436728525077282,-0.13548502970776646,0.04497882685458567,-0.12406686664362472,-0.014533844762954141,0.014744454521988186,-0.05784135097852323,-0.05513854214969375,-0.06471527442123547,-0.010475270291823406,-0.008691894700604514,-0.05513854214969373,-0.05784135097852324,0.01474445452198819,-0.014533844762954148,-0.12406686664362472,0.04497882685458567,-0.13548502970776644,-0.015436728525077287,0.0,-0.7694406021957949
2,3.3901,0.0010633485005033748,-0.10649302663580894,0.05031594590800826,-0.1583376762683396,0.008703672386402963,0.02695412190588863,-0.0354321871930492,-0.04264111478273981,-0.05128873186359767,0.009062066026810606,0.0053202055435485306,-0.0426411147827398,-0.035432187193049205,0.02695412190588863,0.008703672386402957,-0.15833767626833956,0.05031594590800826,-0.1064930266358089,0.0010633485005033586,0.0,-0.548640292651507
3,3.7661,0.01755703042308373,-0.07494302900471891,0.05294051929373294,-0.17748656814822522,0.030648241060468116,0.033429711730728576,-0.0028303807267746704,-0.014242992269943851,-0.013863621656221051,0.023414627077957502,0.015688192360730012,-0.014242992269943857,-0.002830380726774675,0.03342971173072857,0.030648241060468102,-0.17748656814822517,0.05294051929373293,-0.07494302900471889,0.01755703042308373,0.0,-0.24461573750083207
4,4.1571,0.033945122298861916,-0.0415928772556078,0.052711055581189825,-0.17968474212190041,0.048039950344809706,0.032793641212474425,0.03058563061038341,0.019466283086835283,0.030048431201093535,0.024370730962266184,0.015310437879255324,0.01946628308683526,0.03058563061038341,0.032793641212474405,0.04803995034480968,-0.17968474212190036,0.052711055581189825,-0.04159287725560774,0.033945122298861916,0.0,0.06225772755670781
5,4.3074,0.050129064215001774,-0.007243652073431759,0.04963992521851658,-0.16472226327809106,0.05829522597288716,0.025181224634315786,0.05520318978651462,0.04591666208118352,0.05990048914830231,0.011383351895787836,0.004445687774789177,0.04591666208118348,0.05520318978651462,0.02518122463431578,0.058295225972887124,-0.164722263278091,0.04963992521851657,-0.007243652073431693,0.050129064215001747,0.0,0.30052828193267256
6,4.7338,0.06601152404054556,0.027279567812223397,0.04389269363849734,-0.13402811162753947,0.05989062560928632,0.01221188730060672,0.06394065707701879,0.05524490790458862,0.06172444250323771,-0.008116904167588252,-0.009464168459435058,0.055244907904588594,0.06394065707701879,0.012211887300606714,0.05989062560928629,-0.1340281116275394,0.04389269363849735,0.027279567812223394,0.06601152404054553,0.0,0.4330308733866691
7,4.7183,0.08149698279330206,0.06114752426661373,0.035779195583226446,-0.09053370846835997,0.052589149349164026,-0.0033553424507695283,0.054284558460603725,0.043972556313346595,0.03466684322014193,-0.02297315037138421,-0.016891473770420988,0.04397255631334659,0.054284558460603725,-0.0033553424507695353,0.05258914934916401,-0.09053370846835991,0.035779195583226446,0.06114752426661373,0.08149698279330204,0.0,0.46556405077259094
8,4.4546,0.0964923091022448,0.09354669877987902,0.02573683183296422,-0.03839295325414126,0.03747544654267889,-0.018208774367547528,0.029012627142150367,0.016303020542367475,-0.008611757284704638,-0.024685526125613803,-0.01274884144191624,0.016303020542367475,0.02901262714215037,-0.018208774367547528,0.03747544654267888,-0.03839295325414123,0.025736831832964217,0.09354669877987902,0.09649230910224474,0.0,0.43788428778895727
9,4.1996,0.11090731931053542,0.12369885342655638,0.01430698881685627,0.01741449137205463,0.016794688898061592,-0.029188567779480003,-0.004605256405558656,-0.017445844085781103,-0.047860820847016664,-0.012274311857178881,0.00012620242530346544,-0.01744584408578109,-0.0046052564055586494,-0.029188567779480003,0.016794688898061592,0.017414491372054655,0.014306988816856265,0.12369885342655644,0.1109073193105354,0.0,0.4037564168275971
10,4.3262,0.12465531985064753,0.15087972437483563,0.0021058523304055806,0.07155877842070749,-0.006380954403979383,-0.03395893941652366,-0.03689836333872846,-0.044689225689311815,-0.06471527442123547,0.007159533713460619,0.01291480302472078,-0.04468922568931179,-0.03689836333872847,-0.033958939416523656,-0.006380954403979378,0.07155877842070751,0.0021058523304055697,0.15087972437483566,0.12465531985064753,0.0,0.4099034465730517
11,4.6204,0.1376536286296825,0.17443641892183614,-0.010208811200256844,0.11886889948498329,-0.028608693775212798,-0.03150506560726167,-0.058577058269362145,-0.05526818007019612,-0.05128873186359767,0.022497119864397425,0.016857315493925114,-0.05526818007019609,-0.05857705826936214,-0.03150506560726166,-0.02860869377521278,0.11886889948498322,-0.01020881120025685,0.17443641892183614,0.13765362862968242,0.0,0.48164797972314943
12,4.8001,0.1498240722892047,0.19380309817288133,-0.02197311507666112,0.1548265379134524,-0.04658655271039699,-0.022348970507835485,-0.06340511338543862,-0.04523785894223727,-0.013863621656221051,0.02496319191275236,0.009253287283211464,-0.045237858942237245,-0.06340511338543864,-0.022348970507835474,-0.04658655271039699,0.15482653791345236,-0.021973115076661123,0.19380309817288136,0.1498240722892047,0.0,0.6181570530456807
13,4.9723,0.16109345634901767,0.20851456866209242,-0.03255284263175375,0.1759975871597228,-0.057643883204033367,-0.008438473439592524,-0.049993660413789845,-0.018338527523246332,0.030048431201093535,0.013146810087580944,-0.004688847257485284,-0.018338527523246335,-0.049993660413789845,-0.008438473439592508,-0.057643883204033367,0.17599758715972277,-0.03255284263175376,0.20851456866209248,0.1610934563490177,0.0,0.7957828439480236
14,5.0981,0.17139400540738028,0.21821745643948348,-0.0413776380145793,0.18036012248156658,-0.06013809601702322,0.0072671799075913835,-0.0222007210798483,0.015399164878014324,0.05990048914830231,-0.006191394640532809,-0.01541932181471751,0.015399164878014314,-0.022200721079848298,0.0072671799075913895,-0.060138096017023183,0.18036012248156646,-0.0413776380145793,0.21821745643948348,0.1713940054073802,0.0,0.9761327206982224
15,5.1719,0.18066377075024737,0.22267869521962247,-0.04797175422183646,0.1674975033051759,-0.053698670694271367,0.021426851776644797,0.011978615345249948,0.043394572456905006,0.06172444250323771,-0.021987251552098522,-0.015588219906554469,0.043394572456904985,0.011978615345249934,0.021426851776644797,-0.05369867069427135,0.1674975033051758,-0.04797175422183646,0.22267869521962244,0.1806637707502473,0.0,1.1160881389200599
16,5.1369,0.18884700291812534,0.22179112470397058,-0.05197970074196864,0.1386381641620694,-0.039282197142104666,0.031028288346371603,0.04271210900146493,0.0552083236429685,0.03466684322014193,-0.02520331068796209,-0.005079853558308918,0.055208323642968495,0.04271210900146493,0.031028288346371585,-0.03928219714210465,0.13863816416206928,-0.05197970074196864,0.22179112470397058,0.1888470029181253,0.0,1.1783099087556648
17,5.1291,0.1958944869898815,0.21557606460351356,-0.053185408140657274,0.09653829399588539,-0.019030272225713015,0.03402893070272362,0.061158772527116094,0.04643511953406494,-0.008611757284704638,-0.01399953426677555,0.00890799537897505,0.04643511953406492,0.06115877252711607,0.034028930702723614,-0.019030272225713005,0.09653829399588532,-0.053185408140657274,0.2155760646035135,0.19589448698988138,0.0,1.1411286798011242
18,5.1295,0.20176383856707006,0.20418280253288593,-0.051523876419953256,0.045218608461450795,0.004048638859995525,0.029790438036143084,0.062012124305770716,0.020346451616725273,-0.047860820847016664,0.005213943121935534,0.016794248183890064,0.02034645161672528,0.06201212430577072,0.029790438036143074,0.004048638859995518,0.045218608461450774,-0.051523876419953256,0.20418280253288584,0.20176383856707,0.0,1.005825422378985
