,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_26,harmonic_27,harmonic_28,harmonic_29,harmonic_55,harmonic_56,harmonic_57,harmonic_58,harmonic_59,harmonic_60,harmonic_61,harmonic_62,harmonic_63,harmonic_64,harmonic_65,harmonic_66,harmonic_67,harmonic_68,harmonic_69,harmonic_70,harmonic_71,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_76,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,all_28_harmonics
0,1.303,-0.012129422773756636,0.03387862476374075,-0.033663461893881814,-0.014352223044938255,0.026204023685008453,-0.04366856172648377,0.017112670987772145,-0.031600453043523456,0.05812105446244526,0.02318029582252294,0.05870067853259594,-0.017051318472296833,-0.011025313095987003,0.04968468645795591,-0.01789863614176973,-0.01849004450379941,-0.0265986946834144,0.008566350085549509,-0.01743564355848447,0.027420942210639114,-0.01550859018586413,0.006174191672066438,0.007985067940086592,0.020308928502961416,0.0012319155086577178,0.006205967082418468,0.032294444444444376,-0.011144845239201999,0.004498352809038759,0.006205967082418469,0.0012319155086577126,0.020308928502961416,0.007985067940086597,0.006174191672066442,-0.015508590185864127,0.027420942210639104,-0.01743564355848447,0.008566350085549514,-0.026598694683414394,-0.018490044503799416,-0.017898636141769734,0.0496846864579559,-0.01102531309598701,-0.01705131847229684,0.05870067853259594,0.02318029582252294,0.05812105446244526,-0.03160045304352345,0.017112670987772145,-0.043668561726483764,0.02620402368500846,-0.014352223044938247,-0.033663461893881814,0.03387862476374074,-0.012129422773756636,0.0,0.19635402119472264
1,1.2486,-0.014234005557926139,0.04063909081780623,-0.010119352272504652,-0.004311019489364615,0.030980707374912275,-0.045377823755965725,-0.005937705331205046,-0.03973711520612991,0.0896752609570267,0.02223955731592389,0.009335874969028988,0.02395142195911703,0.0075380336250016776,0.021982853200612447,-0.006142111793079423,0.01328512101005394,0.030575795749189498,-0.0004644507586919249,0.017395595743887906,-0.025084926587509524,0.016954940510050878,-0.013259797441423317,0.013487766943843156,-0.010440401828644067,-0.02397785009789384,-0.011076358145784927,-0.0042981481481481,0.024049596455956276,0.006164427613295942,-0.011076358145784938,-0.023977850097893837,-0.01044040182864407,0.013487766943843156,-0.013259797441423315,0.016954940510050878,-0.025084926587509514,0.0173955957438879,-0.0004644507586919196,0.03057579574918949,0.013285121010053922,-0.006142111793079428,0.021982853200612437,0.007538033625001674,0.02395142195911703,0.009335874969028997,0.022239557315923898,0.0896752609570267,-0.039737115206129894,-0.005937705331205041,-0.04537782375596571,0.03098070737491228,-0.004311019489364606,-0.010119352272504652,0.04063909081780622,-0.01423400555792614,0.0,0.2816740797417671
2,1.2316,-0.016252983357834327,0.04642339367617674,0.013970294249179945,0.006141904660137959,0.0311551431187151,-0.03743364718386444,-0.02728000451525646,-0.03305597164092661,0.07926941622030385,0.008574666679962508,-0.04642360395974472,0.04565691328506786,0.019063938982905197,-0.02919475390052062,0.01303310373779124,0.027091733694412586,0.04185241762773638,-0.008727652141275261,0.020803809099217082,-0.02839380247849962,0.013536905955575725,-0.0025852604277238783,-0.013695892919565474,-0.014320246512445628,0.016040659479277894,0.003350406042754861,-0.02799629629629628,-0.016060388977129126,-0.012238557603620118,0.003350406042754867,0.016040659479277897,-0.014320246512445622,-0.013695892919565482,-0.0025852604277238817,0.013536905955575721,-0.028393802478499618,0.020803809099217082,-0.008727652141275263,0.04185241762773637,0.02709173369441257,0.01303310373779124,-0.029194753900520613,0.019063938982905197,0.04565691328506786,-0.04642360395974471,0.008574666679962513,0.07926941622030387,-0.0330559716409266,-0.02728000451525645,-0.037433647183864445,0.031155143118715093,0.00614190466013796,0.01397029424917994,0.04642339367617673,-0.016252983357834316,0.0,0.20090653206607023
3,1.0662,-0.018174213803430705,0.05109259264285077,0.037306798591815356,0.016008250938497674,0.02670141812708232,-0.021526034183737976,-0.04077476843879254,-0.01404839311992967,0.0317725306526716,-0.009996138302427699,-0.0703848981880681,0.03057741411849767,0.01279191991969035,-0.04919490492990855,0.01646640915153625,0.004255906482118909,-0.009696365879879525,-0.0025666310205947384,-0.013367525998212056,0.02398373929926105,-0.018529142671579183,0.01395953074917622,-0.0076888198144203935,0.018654587814622307,0.012422873626666995,0.008185721183347495,0.032294444444444376,-0.005881863599051376,0.009202602090805284,0.008185721183347499,0.01242287362666699,0.018654587814622314,-0.007688819814420395,0.013959530749176219,-0.01852914267157918,0.023983739299261047,-0.013367525998212053,-0.0025666310205947457,-0.009696365879879524,0.004255906482118925,0.016466409151536257,-0.04919490492990854,0.01279191991969036,0.03057741411849768,-0.07038489818806808,-0.009996138302427694,0.0317725306526716,-0.01404839311992967,-0.04077476843879254,-0.02152603418373797,0.02670141812708232,0.01600825093849767,0.037306798591815356,0.05109259264285077,-0.018174213803430702,0.0,0.09207889682990601
4,0.8851,-0.019986142388754995,0.05453453215300338,0.058632083765861105,0.02434574154816426,0.018281142428706796,-0.001039086342747148,-0.04254000963135469,0.010197773027752984,-0.03059107511969089,-0.02284774740967502,-0.04613554520668077,-0.009137782179237932,-0.005422522172458899,-0.016659179389412103,1.0919230699778049e-05,-0.024336170929436744,-0.04668976282430022,0.007836270542335882,-0.02339205276128566,0.029323955770261458,-0.011382158294582185,-0.0011930624526520013,0.016951398774739508,0.0036198543321924446,-0.024989544196056614,-0.0104128181548508,-0.0042981481481481,0.022714033961724035,0.000683547261339395,-0.010412818154850808,-0.024989544196056614,0.0036198543321924364,0.016951398774739515,-0.001193062452651996,-0.01138215829458218,0.029323955770261437,-0.023392052761285663,0.007836270542335882,-0.046689762824300214,-0.02433617092943673,1.0919230699780446e-05,-0.0166591793894121,-0.005422522172458889,-0.009137782179237932,-0.04613554520668077,-0.02284774740967502,-0.030591075119690905,0.010197773027752979,-0.04254000963135468,-0.001039086342747137,0.018281142428706796,0.024345741548164258,0.05863208376586112,0.05453453215300337,-0.019986142388754995,0.0,-0.20694254268400272
5,0.8265,-0.021677871962095547,0.056666535783417224,0.07679649812774007,0.030358110873972364,0.007145165336662435,0.01966891123975172,-0.03206792786533669,0.03064123183753025,-0.07864077686162049,-0.022627234184442725,0.009714684540114812,-0.041490824393378756,-0.018574545638331434,0.03366709973391334,-0.01645775937885446,-0.02001279558130226,-0.013596329829498984,0.005288139219358086,0.008838316007502511,-0.02284647818885416,0.019852769964920053,-0.013636613364375272,0.0005114662937859114,-0.020730959663454385,0.005578480718217858,0.0007981681296033376,-0.02799629629629628,-0.019812563958520338,-0.010060880607715842,0.0007981681296033424,0.0055784807182178665,-0.020730959663454385,0.000511466293785908,-0.013636613364375265,0.019852769964920046,-0.022846478188854154,0.008838316007502513,0.005288139219358093,-0.013596329829498975,-0.020012795581302256,-0.016457759378854464,0.033667099733913325,-0.018574545638331434,-0.04149082439337875,0.009714684540114793,-0.022627234184442725,-0.07864077686162049,0.030641231837530234,-0.03206792786533669,0.019668911239751723,0.0071451653366624325,0.030358110873972353,0.07679649812774009,0.056666535783417224,-0.021677871962095533,0.0,-0.09153881907264282
6,1.5734,-0.023239228262741916,0.05743739216505783,0.09082079339751996,0.033471152217054406,-0.005052240795631518,0.03619264850967948,-0.012370987118296425,0.0396587021659076,-0.08989358511511686,-0.009460763180482204,0.058910770554746805,-0.04041542234743739,-0.014385537970812384,0.048039846705750865,-0.013048090199310608,0.011378528519152092,0.03990679468898045,-0.005999719064954771,0.025103342897757994,-0.030210003047017087,0.009073486468563562,0.004883983674233828,-0.017167957564558117,0.00827155816517142,0.0209710552101473,0.009724180936487307,0.032294444444444376,-0.00030178916981224744,0.011949138399465402,0.00972418093648731,0.0209710552101473,0.008271558165171425,-0.017167957564558117,0.004883983674233822,0.009073486468563565,-0.03021000304701708,0.025103342897757994,-0.005999719064954769,0.03990679468898045,0.011378528519152071,-0.013048090199310608,0.04803984670575085,-0.014385537970812387,-0.040415422347437405,0.0589107705547468,-0.009460763180482211,-0.08989358511511686,0.03965870216590758,-0.01237098711829643,0.036192648509679466,-0.005052240795631525,0.03347115221705439,0.09082079339751994,0.05743739216505782,-0.023239228262741912,0.0,0.5091431968938004
7,1.6956,-0.024660821110185936,0.056828585095574626,0.09994891618715336,0.033387556963088164,-0.016499126142730892,0.04501695285625245,0.01088466849493527,0.03388760666450288,-0.05908418583733581,0.00911859389212911,0.06775549641711562,-0.006778008990759294,0.0032336804097830127,0.01111021875552376,0.006121590352052939,0.02738002736595853,0.0335051228753115,-0.007371819783643955,-0.003977763040517677,0.021674853805029107,-0.020907922601592337,0.012314701647190304,0.006757579895588402,0.015986340420796427,-0.020685094622907508,-0.009187920441931147,-0.0042981481481481,0.020153952017306697,-0.004942747325422822,-0.009187920441931157,-0.020685094622907508,0.015986340420796424,0.006757579895588411,0.012314701647190304,-0.02090792260159234,0.02167485380502909,-0.003977763040517673,-0.007371819783643961,0.033505122875311474,0.02738002736595852,0.0061215903520529386,0.011110218755523753,0.0032336804097830114,-0.0067780089907593,0.06775549641711562,0.009118593892129108,-0.0590841858373358,0.03388760666450286,0.010884668494935256,0.045016952856252436,-0.016499126142730903,0.033387556963088164,0.09994891618715336,0.05682858509557461,-0.024660821110185933,0.0,0.6624327155964974
8,1.4429,-0.025934100877772186,0.054854738304055795,0.10368876703432464,0.03011530881237879,-0.0254950322890024,0.04426458837081542,0.031009172873743423,0.015479962950419299,-0.0006286393586833615,0.02248083381438024,0.030190602909769496,0.0323203297404961,0.01783396342833297,-0.03768415579877195,0.017897366348167985,0.006349159866540835,-0.02319168232533858,0.0034395129219171755,-0.025873524304564875,0.0310506116094953,-0.006642111303477451,-0.008217112834132515,0.014306745902966751,-0.017441426388980195,-0.0060704345728493534,-0.001797099234013222,-0.02799629629629628,-0.022496638488616685,-0.005742904999283332,-0.001797099234013219,-0.0060704345728493465,-0.017441426388980195,0.014306745902966753,-0.008217112834132512,-0.006642111303477453,0.0310506116094953,-0.025873524304564875,0.00343951292191717,-0.023191682325338577,0.006349159866540845,0.017897366348167985,-0.03768415579877195,0.01783396342833297,0.032320329740496104,0.0301906029097695,0.022480833814380236,-0.0006286393586833726,0.015479962950419294,0.031009172873743406,0.04426458837081542,-0.025495032289002392,0.030115308812378776,0.10368876703432464,0.05485473830405577,-0.025934100877772176,0.0,0.4963768514162399
9,1.5241,-0.02705140991115868,0.05156326418465301,0.1018387296118385,0.02396692130271392,-0.030703598831696752,0.03409560910102914,0.04221338629768663,-0.008700094852687556,0.05812105446244526,0.02298087754335234,-0.028053563330802025,0.045378734173167956,0.01578461629903776,-0.04623513196648079,0.008055978999745967,-0.023269150261251034,-0.04507504241903493,0.008566350085549509,-0.0010319137916519087,-0.020470628382153525,0.02168033145228241,-0.01009063652711703,-0.012815166908909041,-0.005981825477892353,0.025057965248956975,0.010738407578330661,0.032294444444444376,0.005294554791686674,0.012153678104202991,0.01073840757833067,0.025057965248956975,-0.005981825477892349,-0.012815166908909046,-0.01009063652711703,0.021680331452282407,-0.020470628382153525,-0.0010319137916519096,0.008566350085549514,-0.045075042419034914,-0.023269150261251016,0.00805597899974597,-0.04623513196648079,0.01578461629903776,0.04537873417316796,-0.028053563330802035,0.022980877543352343,0.05812105446244526,-0.008700094852687556,0.042213386297686624,0.03409560910102914,-0.030703598831696755,0.023966921302713908,0.1018387296118385,0.05156326418465301,-0.02705140991115867,0.0,0.47087080470024284
