X,Y
0.0,0.0
5.0,2.440419858454801
10.0,4.458868952864365
15.0,5.70633909777092
20.0,5.967131372209639
25.0,5.196152422706632
30.0,3.5267115137548393
35.0,1.247470144906556
40.0,-1.2474701449065544
45.0,-3.5267115137548384
50.0,-5.196152422706631
55.0,-5.967131372209639
60.0,-5.706339097770922
65.0,-4.458868952864364
70.0,-2.440419858454801
75.0,-6.7986466771775755e-15
0.0,5.0
5.0,5.0
10.0,10.0
15.0,10.0
20.0,10.0
25.0,10.0
30.0,10.0
35.0,5.0
45.0,0.0
50.0,0.0
55.0,0.0
60.0,0.0
65.0,0.0
-5.0,5.0
0.0,10.0
5.0,10.0
15.0,15.0
20.0,15.0
35.0,10.0
40.0,10.0
45.0,5.0
65.0,5.0
70.0,5.0
0.0,-5.0
10.0,0.0
15.0,0.0
20.0,0.0
25.0,0.0
30.0,0.0
40.0,-5.0
50.0,-10.0
55.0,-10.0
60.0,-10.0
70.0,-5.0
5.0,-5.0
10.0,-5.0
25.0,-5.0
30.0,-10.0
35.0,-10.0
40.0,-10.0
45.0,-10.0
50.0,-15.0
55.0,-15.0
60.0,-15.0
65.0,-15.0
70.0,-10.0
75.0,-10.0
0.0,25.0
5.0,25.0
10.0,25.0
15.0,25.0
20.0,25.0
25.0,25.0
30.0,25.0
35.0,25.0
40.0,25.0
45.0,25.0
50.0,25.0
55.0,25.0
60.0,25.0
65.0,25.0
70.0,25.0
0.0,-25.0
5.0,-25.0
10.0,-25.0
15.0,-25.0
20.0,-25.0
25.0,-25.0
30.0,-25.0
35.0,-25.0
40.0,-25.0
45.0,-25.0
50.0,-25.0
55.0,-25.0
60.0,-25.0
65.0,-25.0
70.0,-25.0
