,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,all_17_harmonics
0,3.0689,0.0943813876559861,0.08584929739498523,0.06192073746398562,-0.02117540043460646,0.0447747072532225,-0.001975902831281524,0.004870401073265624,0.02054487506929842,-0.009542532437484168,0.04816079230078841,-0.0033565969164023367,-0.002964585740927099,0.016726151702991604,0.009813374500568095,0.0018939413300101545,0.008345079480015396,0.0034453192816512,2.4412778480765365
1,3.8661,0.0933963770195997,0.09456594017498006,0.08224891524724513,-0.023868079263964545,0.0674797924808149,0.007193793111286679,0.029822465903209756,0.04483997807113114,0.019802129887161565,0.06236260676271822,0.013939339563132296,0.015028030636116678,0.046350747346505315,0.018120751754486745,0.0221767571059618,0.03498225269015159,0.014185319913087264,2.7114539197026577
2,3.4178,0.09203529213662467,0.10176098157789586,0.09960440293601075,-0.0250307522221531,0.08344649648112723,0.015332876513822476,0.04898459072904634,0.05782189874126312,0.04285975588779735,0.05227671251545608,0.024712904142574366,0.024717180335013952,0.046172684911629666,0.013038802196168217,0.023833621052380464,0.028541989585252458,0.00995331328104492,2.813121558732031
3,3.1016,0.09030361361549832,0.1073186506941793,0.11335992798592838,-0.02458888895284956,0.09108041988596591,0.021275308641369436,0.0586365079695197,0.05621528232095877,0.05230971222662151,0.021831156737678627,0.023923026220369834,0.020749298832745084,0.01630645519230011,-0.001677448753723942,0.00547295603710792,-0.004886125078913956,-0.00478399599151066,2.7306419747868764
4,2.952,0.0882083143144401,0.11114952254730039,0.12301832988202305,-0.022570814039226787,0.08961925616962127,0.024169752101511788,0.05690432758722227,0.04042548013468072,0.04515170453625819,-0.017116750098753325,0.011939298454833477,0.005316767329128881,-0.024044518277409076,-0.0151542417672847,-0.01748436912217276,-0.033694168744320074,-0.014471999138282812,2.5488500122199746
5,2.7655,0.0857578312642125,0.11319195697509997,0.12823052881504918,-0.019105891324606866,0.0792089138744025,0.02360153695861331,0.044124347074197254,0.014436278945916651,0.02365834968233225,-0.04939837625791436,-0.0056309597482414615,-0.013053447855193972,-0.0489353190874592,-0.017433646374286127,-0.025756814274727147,-0.030642722665028703,-0.008885417182781661,2.385264687214487
6,2.6916,0.08296203169517609,0.11341309044307304,0.12880814233531546,-0.014416231354119466,0.060888946509778455,0.019652068063028782,0.0227777603285024,-0.015195213406490878,-0.005346364033823283,-0.06244133624290032,-0.0205664293039675,-0.024211216383995888,-0.042361630839375795,-0.006831422669344367,-0.012396467055022349,0.0013829211724626783,0.006079348092850896,2.3091307704704183
7,2.5338,0.07983217330543534,0.11180936483094119,0.12473029398524198,-0.008802453511891878,0.036488745062825206,0.012887162655717098,-0.0029910585075232435,-0.04099293448532564,-0.03265364494484304,-0.05116592557589317,-0.02587863801796577,-0.02199151494685598,-0.008550211339391474,0.008818502806012611,0.011375501535652281,0.032100945188668906,0.01462761769823756,2.3080284292529254
8,2.4726,0.07638085893006173,0.1084065846841397,0.1161443678289307,-0.002624415537755612,0.008444859103827028,0.004275989051231225,-0.028179172536523828,-0.05644808712203777,-0.04959362430550523,-0.01996345988772862,-0.019081944394332903,-0.007620799449076288,0.030758833110216544,0.01795248359739156,0.025593343586208107,0.03246595050320747,0.007737053370570241,2.3199238883743747
9,2.4756,0.07262198579392497,0.10325950200902195,0.10336068160808314,0.003721854288501953,-0.020442311606949717,-0.004947780421535315,-0.047896386912846534,-0.05766131705142167,-0.050787978360974165,0.019013964605888795,-0.0033565969164023367,0.01096065102911823,0.050290526846985595,0.013821470020240171,0.018315690036767168,0.0021328066822770583,-0.00731964467645193,2.295418882862801
