,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_6,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_14,harmonic_16,harmonic_17,harmonic_19,harmonic_20,harmonic_81,harmonic_82,harmonic_84,harmonic_85,harmonic_87,harmonic_89,harmonic_90,harmonic_91,harmonic_92,harmonic_93,harmonic_95,harmonic_97,harmonic_98,harmonic_99,all_29_harmonics
0,3.0689,0.0943813876559861,0.08584929739498523,0.06192073746398562,-0.02117540043460646,-0.001975902831281524,0.02054487506929842,-0.009542532437484168,0.04816079230078841,-0.0033565969164023367,-0.002964585740927099,0.009813374500568095,0.008345079480015396,0.0034453192816512,0.005991698715642483,0.006240159589555926,-0.003080525147480259,0.0034453192816511985,0.0018939413300101602,0.00981337450056809,-0.0029645857409270945,0.04816079230078841,-0.009542532437484168,0.020544875069298425,0.00487040107326563,-0.0019759028312815114,-0.021175400434606455,0.08584929739498523,0.0943813876559861,0.0,2.837970951089771
1,3.8661,0.0933963770195997,0.09456594017498006,0.08224891524724513,-0.023868079263964545,0.007193793111286679,0.04483997807113114,0.019802129887161565,0.06236260676271822,0.013939339563132296,0.015028030636116678,0.018120751754486745,0.03498225269015159,0.014185319913087264,0.031710864730058616,0.014727733072600191,0.022977531391807422,0.014185319913087266,0.022176757105961797,0.01812075175448674,0.01502803063611669,0.06236260676271822,0.01980212988716157,0.044839978071131145,0.029822465903209763,0.007193793111286687,-0.02386807926396454,0.09456594017498007,0.0933963770195997,0.0,3.4163235179610765
2,3.4178,0.09203529213662467,0.10176098157789586,0.09960440293601075,-0.0250307522221531,0.015332876513822476,0.05782189874126312,0.04285975588779735,0.05227671251545608,0.024712904142574366,0.024717180335013952,0.013038802196168217,0.028541989585252458,0.00995331328104492,0.016642642678200658,0.002505768473746264,0.022170948151238132,0.009953313281044925,0.023833621052380457,0.013038802196168217,0.024717180335013966,0.05227671251545607,0.04285975588779735,0.0578218987412631,0.04898459072904633,0.015332876513822476,-0.025030752222153094,0.10176098157789586,0.09203529213662469,0.0,3.564741964265115
3,3.1016,0.09030361361549832,0.1073186506941793,0.11335992798592838,-0.02458888895284956,0.021275308641369436,0.05621528232095877,0.05230971222662151,0.021831156737678627,0.023923026220369834,0.020749298832745084,-0.001677448753723942,-0.004886125078913956,-0.00478399599151066,-0.019831805004605282,-0.013239705641179189,-0.004557241962785947,-0.004783995991510658,0.005472956037107914,-0.0016774487537239398,0.02074929883274509,0.02183115673767863,0.05230971222662151,0.056215282320958765,0.0586365079695197,0.021275308641369426,-0.024588888952849556,0.1073186506941793,0.09030361361549834,0.0,3.297977194891768
4,2.952,0.0882083143144401,0.11114952254730039,0.12301832988202305,-0.022570814039226787,0.024169752101511788,0.04042548013468072,0.04515170453625819,-0.017116750098753325,0.011939298454833477,0.005316767329128881,-0.0151542417672847,-0.033694168744320074,-0.014471999138282812,-0.03079803858908137,-0.01036804521017587,-0.02595724160968506,-0.014471999138282812,-0.017484369122172758,-0.015154241767284698,0.00531676732912888,-0.017116750098753325,0.04515170453625819,0.04042548013468069,0.05690432758722226,0.02416975210151177,-0.022570814039226776,0.11114952254730039,0.08820831431444008,0.0,2.9176544155820365
5,2.7655,0.0857578312642125,0.11319195697509997,0.12823052881504918,-0.019105891324606866,0.02360153695861331,0.014436278945916651,0.02365834968233225,-0.04939837625791436,-0.0056309597482414615,-0.013053447855193972,-0.017433646374286127,-0.030642722665028703,-0.008885417182781661,-0.0021509862443905427,0.007082737890727308,-0.017008813758774912,-0.008885417182781666,-0.02575681427472714,-0.017433646374286123,-0.01305344785519398,-0.04939837625791434,0.023658349682332245,0.014436278945916632,0.04412434707419725,0.023601536958613296,-0.019105891324606862,0.11319195697509997,0.0857578312642125,0.0,2.7011805504014688
6,2.6916,0.08296203169517609,0.11341309044307304,0.12880814233531546,-0.014416231354119466,0.019652068063028782,-0.015195213406490878,-0.005346364033823283,-0.06244133624290032,-0.0205664293039675,-0.024211216383995888,-0.006831422669344367,0.0013829211724626783,0.006079348092850896,0.029262723882168103,0.014574063595908964,0.011825808432188783,0.006079348092850894,-0.012396467055022335,-0.006831422669344369,-0.024211216383995898,-0.06244133624290031,-0.005346364033823283,-0.015195213406490887,0.02277776032850239,0.019652068063028768,-0.014416231354119466,0.11341309044307304,0.08296203169517609,0.0,2.6690400890462906
7,2.5338,0.07983217330543534,0.11180936483094119,0.12473029398524198,-0.008802453511891878,0.012887162655717098,-0.04099293448532564,-0.03265364494484304,-0.05116592557589317,-0.02587863801796577,-0.02199151494685598,0.008818502806012611,0.032100945188668906,0.01462761769823756,0.023037912163976958,0.001571934975183568,0.026834050486005942,0.014627617698237567,0.011375501535652284,0.00881850280601261,-0.021991514946855993,-0.05116592557589317,-0.03265364494484304,-0.040992934485325656,-0.0029910585075232543,0.012887162655717082,-0.008802453511891874,0.11180936483094121,0.07983217330543534,0.0,2.650965268587732
8,2.4726,0.07638085893006173,0.1084065846841397,0.1161443678289307,-0.002624415537755612,0.004275989051231225,-0.05644808712203777,-0.04959362430550523,-0.01996345988772862,-0.019081944394332903,-0.007620799449076288,0.01795248359739156,0.03246595050320747,0.007737053370570241,-0.01281889703103378,-0.01364058455026267,0.010468726430886094,0.007737053370570249,0.0255933435862081,0.017952483597391558,-0.007620799449076288,-0.019963459887728626,-0.04959362430550523,-0.056448087122037756,-0.028179172536523828,0.0042759890512312155,-0.0026244155377556136,0.1084065846841397,0.07638085893006175,0.0,2.5281687990127515
9,2.4756,0.07262198579392497,0.10325950200902195,0.10336068160808314,0.003721854288501953,-0.004947780421535315,-0.05766131705142167,-0.050787978360974165,0.019013964605888795,-0.0033565969164023367,0.01096065102911823,0.013821470020240171,0.0021328066822770583,-0.00731964467645193,-0.03218768761673878,-0.009672269943905685,-0.018136318233206473,-0.00731964467645193,0.018315690036767154,0.013821470020240173,0.010960651029118241,0.019013964605888795,-0.050787978360974165,-0.057661317051421655,-0.04789638691284653,-0.004947780421535324,0.0037218542885019486,0.10325950200902195,0.07262198579392497,0.0,2.360065242980939
