,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,all_9_harmonics
0,0.0373,0.05873802543578334,0.045538045979864876,-0.05944734238216239,0.02573364687975167,0.010128833830983506,-0.02171513468359438,0.0015112039298396534,-0.0010181962177903496,-0.0009213716502898187,0.05946605246964562
1,0.0081,0.06168867942204278,0.03377413551030336,-0.05825666615987923,0.031337457458767655,-0.0020718536575980045,-0.019352462520871038,0.0037435151915137708,-0.00794476163864988,0.0005234348685194881,0.04291501330259911
2,0.0589,0.06439093486890467,0.021466786557424886,-0.05496044223631486,0.034932455624803745,-0.014065650471523103,-0.014217276574949742,0.005249034495954159,-0.012866853800013895,0.0018020545149879076,0.029925958161255553
3,0.0497,0.06683391074742868,0.008814028972994721,-0.04967780473229456,0.03628819265846161,-0.024654882872868825,-0.007045264813136802,0.005735469902044128,-0.014542622717330393,0.002508534585656427,0.02174799684226826
4,0.0505,0.06900777005598517,-0.0039805496370405175,-0.04259968193099138,0.03531776229475365,-0.032782133786074044,0.0011360807107043838,0.005108381472245462,-0.012549269804986241,0.002418572649837438,0.018655329071566175
5,0.0613,0.07090375943038864,-0.016711079713343163,-0.03398189563231352,0.03208337164040238,-0.037635834103268324,0.009154666615408922,0.003489516495920089,-0.007389720486205382,0.0015607309865128048,0.01990975394395934
6,0.0621,0.07251424439060598,-0.02917272226145911,-0.02413591508651835,0.02679235353673469,-0.038731304161135814,0.015861717135692465,0.0011931726276649117,-0.0003657354821945648,0.00020736826256854493,0.023952780396359903
7,0.0629,0.0738327400821131,-0.041164964787917736,-0.013417599683983037,0.019783875986066447,-0.035959152768601337,0.020296352487287946,-0.0013348220353684287,0.006750525039629307,-0.0012118324195470995,0.028783924016195946
8,0.0636,0.07485393738811508,-0.05249484762131132,-0.00221433726965358,0.01150720060186446,-0.02959620076662916,0.021823248477085805,-0.0036036651069127463,0.012163619683742678,-0.0022462848708552567,0.03243592508327091
9,0.0544,0.07557372430748588,-0.06298006870564023,0.009068957063000632,0.0024928837724977,-0.02027783831787223,0.02022365567344866,-0.005172867684889597,0.014507817927475316,-0.0025675577471573367,0.03343323373247583
10,0.0652,0.0759892025123455,-0.07245191690863666,0.020024475658460845,-0.006681233381222063,-0.00893457626543293,0.015726738354090802,-0.005737773916551439,0.013191675633389653,-0.0020736491802330996,0.031123561383413413
11,0.036,0.07609869901860346,-0.08075798664703779,0.030256257530361853,-0.015427066122657462,0.003300872599789052,0.008976743484295075,-0.005188708994996519,0.0085472571420131,-0.0009213716502898188,0.025803037707340475
12,0.0268,0.07590177292247513,-0.08776463014947182,0.03939449942320549,-0.023183983858341965,0.015206703706237031,0.0009407032333702358,-0.0036322721855062846,0.0017463550250171852,0.0005234348685194886,0.018606117813954694
