,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_141,harmonic_142,harmonic_143,harmonic_144,harmonic_145,harmonic_146,harmonic_147,harmonic_148,harmonic_149,harmonic_150,harmonic_151,harmonic_152,harmonic_153,harmonic_154,harmonic_155,harmonic_156,harmonic_157,harmonic_158,harmonic_159,harmonic_160,harmonic_161,harmonic_162,harmonic_163,all_24_harmonics
0,5.2538,0.5349729940693526,-0.1714906972409937,-0.20625223077602917,-0.002752000800975589,0.22025848393973177,-0.003278433414419921,0.047946482202891084,0.034727064360718214,0.2395235164678348,0.16734287456957025,-0.1586007033536684,-0.07138296690505036,0.021789986946632305,0.01883096143027726,0.008243100593887021,-0.10486097404093768,0.05315482080353406,0.0008443795265546186,-0.05374913521277658,-0.04715750028230412,-0.03317207583549945,-0.037808717346033444,-0.02756036480268453,-0.011025680571026096,-0.035441631330462256,-0.037808717346033305,-0.03317207583549937,-0.04715750028230409,-0.053749135212776605,0.0008443795265546186,0.05315482080353399,-0.10486097404093755,0.008243100593887043,0.018830961430276988,0.02178998694663202,-0.07138296690505028,-0.15860070335366847,0.16734287456957064,0.2395235164678347,0.03472706436071793,0.04794648220289101,-0.0032784334144198473,0.22025848393973155,-0.00275200080097604,-0.2062522307760291,-0.17149069724099364,0.5349729940693525,0.0,0.8402307827004174
1,5.2521,0.5182509197754421,-0.17302838515299968,-0.22386492150182397,0.04580626267389814,0.2601896028880784,0.012506324560556318,0.04203350680762055,0.043571459135008886,0.2425777914932178,0.02175506358265069,-0.20672432462840007,-0.036061193900153284,0.0005694663025400239,0.009806848042799332,-0.041058683007998344,-0.08295888221155277,0.06357481146529674,-0.05428784232555407,-0.06466575706699862,-0.008469505469066722,2.8982002789486186e-05,-0.010684675578281127,-0.028154428369326585,-0.023438675269557476,-0.047974312142980695,-0.010684675578281079,2.898200278953671e-05,-0.008469505469066583,-0.06466575706699865,-0.05428784232555396,0.06357481146529671,-0.08295888221155256,-0.041058683007998226,0.009806848042799072,0.0005694663025397186,-0.03606119390015316,-0.20672432462839996,0.02175506358265067,0.24257779149321776,0.04357145913500864,0.042033506807620476,0.012506324560556384,0.2601896028880783,0.045806262673898035,-0.22386492150182385,-0.1730283851529996,0.5182509197754421,0.0,0.6181663199922751
2,5.206,0.5007588807495476,-0.17353818278417882,-0.23848721385581503,0.09327767821260051,0.2904853237723444,0.02762507379593643,0.03307866867367031,0.04830509300508992,0.21672790599684863,-0.12702546585117755,-0.21823414458498921,0.0068398868032842515,-0.02079108787375925,-0.002004697284253471,-0.07701177818359824,-0.030488098563958857,0.04765756442568247,-0.08431633207722526,-0.042418488077294626,0.0350079285030196,0.0332120633269118,0.02367382269860082,-0.008030351570370471,-0.017181804386816463,-0.019297301488526337,0.02367382269860074,0.0332120633269118,0.03500792850301971,-0.042418488077294605,-0.08431633207722511,0.04765756442568251,-0.03048809856395856,-0.07701177818359799,-0.00200469728425363,-0.02079108787375951,0.006839886803284306,-0.21823414458498902,-0.12702546585117716,0.21672790599684866,0.048305093005089686,0.03307866867367026,0.02762507379593662,0.29048532377234415,0.0932776782126003,-0.23848721385581498,-0.17353818278417882,0.5007588807495471,0.0,0.6401593442088596
3,5.2205,0.4825228648917885,-0.17301706163704045,-0.2499237825545497,0.1385358886972695,0.31002372885593255,0.04127268412947598,0.0217300076749258,0.04848137002411276,0.16505398217481435,-0.2571640572134669,-0.1910916113410887,0.04830336655405176,-0.037039048977558386,-0.013246441058868609,-0.08792738660087196,0.03321694070858679,0.01199714279194399,-0.075355344231592,0.0015831401307243587,0.058688652471798,0.04579487312266375,0.042003079894358086,0.018003060301475866,0.0027610779558902877,0.025955993534888575,0.042003079894357934,0.04579487312266364,0.05868865247179808,0.0015831401307243795,-0.07535534423159183,0.011997142791944042,0.03321694070858698,-0.08792738660087175,-0.013246441058868647,-0.03703904897755852,0.04830336655405183,-0.19109161134108862,-0.2571640572134668,0.16505398217481435,0.04848137002411259,0.021730007674925764,0.041272684129476205,0.31002372885593227,0.13853588869726924,-0.24992378255454964,-0.17301706163704042,0.4825228648917887,0.0,0.775606108807074
4,5.2232,0.46356996542771783,-0.1714681174774138,-0.25802185736414657,0.1805070498588311,0.3180812676647738,0.052722369069050284,0.008808798828577064,0.04408365928981949,0.09371318462057081,-0.34956189795795733,-0.1301040513748461,0.07961449031232992,-0.04417899291725041,-0.020723106315692567,-0.07025670822360955,0.0846822005073064,-0.02863335416197487,-0.031548610213510755,0.04477285351910264,0.04918140208302798,0.029972738255742006,0.031892591538747385,0.030788469925026995,0.020504648532763656,0.04891322140253912,0.03189259153874727,0.029972738255741906,0.04918140208302792,0.04477285351910269,-0.03154861021351069,-0.028633354161974746,0.08468220050730643,-0.07025670822360941,-0.020723106315692453,-0.04417899291725038,0.07961449031232994,-0.13010405137484593,-0.34956189795795717,0.09371318462057074,0.044083659289819395,0.008808798828577036,0.05272236906905053,0.3180812676647734,0.1805070498588309,-0.2580218573641465,-0.17146811747741375,0.463569965427718,0.0,0.8544180897987196
5,5.0937,0.44392834065595055,-0.16890055194378062,-0.2626732638124154,0.2181953094442447,0.31435955166612767,0.06136438990218199,-0.004749881382029031,0.03552686399144093,0.011206068358403612,-0.3906589132322511,-0.04607322402201554,0.09419231563877087,-0.040455185305786685,-0.022309576457891465,-0.029744700333884988,0.10494376010193691,-0.05740186619812025,0.02684680195080623,0.06500076928497411,0.01186245313832061,-0.0044404290453718374,0.00018803935217652848,0.020917413816755312,0.0219154260871942,0.029854239498450532,0.0001880393521765493,-0.0044404290453718895,0.011862453138320486,0.0650007692849741,0.026846801950806257,-0.05740186619812012,0.10494376010193679,-0.029744700333885064,-0.022309576457891236,-0.04045518530578652,0.09419231563877081,-0.046073224022015406,-0.3906589132322509,0.011206068358403709,0.03552686399144091,-0.004749881382029007,0.06136438990218226,0.31435955166612756,0.21819530944424437,-0.26267326381241524,-0.16890055194378067,0.44392834065595044,0.0,0.793101222905976
6,5.1659,0.423627172113414,-0.16532961788413483,-0.2638158681886514,0.25070643586251756,0.29899640425774127,0.06673852657182971,-0.017964824220084392,0.02361827725792434,-0.07263629791430751,-0.37442380837795175,0.046117822857282,0.08897288896515398,-0.026783321998684315,-0.01755492397784533,0.020437679521080408,0.08653563930454512,-0.06239041633240815,0.07282774164659218,0.05189298289391181,-0.03216462035842664,-0.036099354818739327,-0.03164383186297494,-0.004346244473167598,0.005869668470644018,-0.014849383125979634,-0.03164383186297484,-0.03609935481873929,-0.03216462035842678,0.051892982893911775,0.07282774164659206,-0.06239041633240813,0.08653563930454489,0.02043767952108024,-0.017554923977845055,-0.026783321998684044,0.0889728889651539,0.04611782285728212,-0.3744238083779517,-0.07263629791430753,0.023618277257924425,-0.017964824220084403,0.06673852657183003,0.2989964042577411,0.25070643586251723,-0.26381586818865144,-0.16532961788413492,0.4236271721134139,0.0,0.6460034115070641
7,5.0957,0.4026966212203756,-0.1607765287451035,-0.2614344075287271,0.2772690356711884,0.27256075686175374,0.06855858612238627,-0.029879696387088907,0.009481417872903897,-0.1478237448652734,-0.3032392065742054,0.13014075112568496,0.06505322446352378,-0.006525356639565799,-0.007810579031973342,0.06397551561340173,0.03624086311024686,-0.04153239001036688,0.08513174673863641,0.012171834217825025,-0.058002852388951705,-0.04536712398298314,-0.042050071226445024,-0.02641161005129833,-0.014851520674917887,-0.04679746075639936,-0.04205007122644489,-0.04536712398298306,-0.058002852388951726,0.012171834217824987,0.0851317467386363,-0.04153239001036692,0.03624086311024657,0.06397551561340147,-0.007810579031973112,-0.00652535663956548,0.06505322446352366,0.13014075112568504,-0.30323920657420556,-0.1478237448652734,0.009481417872904033,-0.02987969638708889,0.06855858612238658,0.27256075686175363,0.27726903567118816,-0.26143440752872726,-0.16077652874510356,0.40269662122037586,0.0,0.5496161997918696
8,5.0822,0.3811677844696623,-0.1552683325516081,-0.2555606934984999,0.297252856474707,0.2360315801323136,0.06672764354911613,-0.03963224753960052,-0.005549968403851772,-0.20539737307293573,-0.1875519810489934,0.19111391196263083,0.027460734642896882,0.015337214180969862,0.004153791896281615,0.08671411601986564,-0.02740794759018126,-0.0034686747873617953,0.058069210965912346,-0.033791650428319026,-0.051040924649677515,-0.026495266189650726,-0.023984747811547746,-0.02904133171770968,-0.023742864853160538,-0.03854675630816547,-0.023984747811547653,-0.026495266189650635,-0.051040924649677494,-0.03379165042831909,0.05806921096591221,-0.0034686747873618647,-0.02740794759018144,0.08671411601986544,0.004153791896281759,0.015337214180970083,0.027460734642896806,0.19111391196263078,-0.18755198104899365,-0.2053973730729357,-0.005549968403851588,-0.03963224753960049,0.06672764354911642,0.2360315801323134,0.2972528564747068,-0.25556069349849975,-0.15526833255160816,0.38116778446966215,0.0,0.6064271205652214
9,5.2573,0.3590726472266354,-0.14883775122570297,-0.24627318745205104,0.31018374096074885,0.1907616305010174,0.06134320341857613,-0.04651670925116679,-0.020057741434985815,-0.2384970434400993,-0.044340098223914264,0.2182380963217915,-0.01590342646689378,0.033428316406442504,0.0149375172030778,0.08126087898516096,-0.0809574768041816,0.036032013826172174,0.0041543662244476805,-0.06242505719290692,-0.015215752874036051,0.008810670761930968,0.010320340082281733,-0.010300263004767305,-0.01372204397834844,0.002815416831433633,0.010320340082281707,0.008810670761930994,-0.015215752874035903,-0.062425057192906926,0.0041543662244476415,0.03603201382617209,-0.08095747680418171,0.0812608789851608,0.014937517203077816,0.03342831640644265,-0.015903426466893786,0.21823809632179147,-0.04434009822391427,-0.23849704344009925,-0.020057741434985565,-0.04651670925116675,0.06134320341857638,0.19076163050101747,0.3101837409607485,-0.2462731874520511,-0.14883775122570309,0.3590726472266358,0.0,0.7978314649530075
