,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_145,harmonic_146,harmonic_147,harmonic_148,harmonic_149,harmonic_150,harmonic_151,harmonic_152,harmonic_153,harmonic_154,harmonic_155,harmonic_156,harmonic_157,harmonic_158,harmonic_159,harmonic_160,harmonic_161,harmonic_162,harmonic_163,all_20_harmonics
0,1.683,0.12058570168460453,-0.3512741961997828,-0.2539358364727159,0.10020257149088212,0.12437707616316318,-0.04472638757700208,-0.047220451986828,0.08877368436996702,0.04444736621861427,0.06537453130733428,0.037699609617748375,-0.029161140258874885,-0.03397092028343604,-0.04418460857105411,-0.040285395582055177,-0.0020205844186918787,0.02271585944865246,0.03222619911975571,-0.009789775538900496,-0.007959608823422719,0.0009529405544862974,0.03222619911975583,0.02271585944865244,-0.00202058441869183,-0.04028539558205512,-0.044184608571054176,-0.033970920283436026,-0.029161140258874868,0.03769960961774836,0.06537453130733424,0.044447366218614316,0.088773684369967,-0.04722045198682802,-0.04472638757700196,0.12437707616316301,0.10020257149088212,-0.2539358364727157,-0.35127419619978256,0.1205857016846045,0.0,-0.43755028766727444
1,1.3403,0.10812151162470027,-0.358873156149607,-0.26380204209259456,0.10739371781384291,0.16506992283454605,-0.014941180323066783,-0.04883168243381815,0.06690898046138882,0.04709752398531547,0.08068448077295591,0.02267686237942555,-0.055431428729147775,-0.034366283290365146,-0.05382192228994192,-0.035042567808556,0.06004822864202672,0.03399824289152979,0.012612555834944235,-0.03256000892671602,0.019518411580159826,0.03872611211371647,0.012612555834944366,0.03399824289152979,0.06004822864202677,-0.035042567808555886,-0.05382192228994202,-0.03436628329036523,-0.05543142872914779,0.02267686237942557,0.08068448077295602,0.04709752398531552,0.06690898046138878,-0.0488316824338182,-0.014941180323066716,0.16506992283454597,0.1073937178138429,-0.2638020420925944,-0.35887315614960696,0.10812151162470038,0.0,-0.2953119569856826
2,1.565,0.09549668557257052,-0.36434019867484435,-0.27014436736596803,0.11203672696624423,0.19964986415820038,0.015639700881825012,-0.046909082692851156,0.038731730990153285,0.0441358143792086,0.08415337865238702,0.0036377221250818367,-0.07005119182660051,-0.026310870515635777,-0.04816125804633277,-0.018406965472797396,0.09999046831297217,0.031196120477049664,-0.012833373450175111,-0.038631812869035435,0.035958922759387626,0.05247884215661847,-0.012833373450175021,0.031196120477049696,0.09999046831297219,-0.018406965472797236,-0.04816125804633288,-0.026310870515635874,-0.07005119182660058,0.003637722125081828,0.08415337865238712,0.04413581437920863,0.03873173099015329,-0.046909082692851226,0.015639700881825144,0.19964986415820027,0.11203672696624423,-0.27014436736596803,-0.3643401986748442,0.09549668557257066,0.0,-0.21517223901205376
3,1.5298,0.08272998021621476,-0.36764284633041205,-0.27287809120726514,0.11402143399202247,0.22683632821277458,0.045387709293313205,-0.041591786634917395,0.0069003260541364575,0.03591513751265256,0.07527213821241598,-0.01604571016106697,-0.06994766154188309,-0.01178553297571587,-0.028811564632232403,0.004212970235804745,0.10308821672349909,0.015470331889947942,-0.0323449064646507,-0.02489125733082994,0.03206494411475901,0.03368079728139515,-0.03234490646465072,0.015470331889948013,0.10308821672349913,0.004212970235804871,-0.028811564632232466,-0.011785532975715995,-0.06994766154188313,-0.016045710161066925,0.07527213821241609,0.03591513751265257,0.006900326054136409,-0.04159178663491745,0.0453877092933133,0.22683632821277439,0.1140214339920225,-0.272878091207265,-0.36764284633041194,0.08272998021621492,0.0,-0.22157257114539902
4,1.3185,0.06984036303353361,-0.3687614794485709,-0.2719666964021356,0.11330074762878348,0.24562253993803213,0.0727186517704237,-0.0332645940537429,-0.025582091979278604,0.023415021487893373,0.05534414797573768,-0.032887220264609204,-0.055142597772523075,0.0056379037215557445,-0.0012726675989346934,0.0254632169308548,0.0682000154309749,-0.006664375558472948,-0.03689953878241008,0.001614801597870882,0.010038490140794503,-0.0060082582624283246,-0.036899538782410174,-0.006664375558472867,0.068200015430975,0.025463216930854866,-0.0012726675989347524,0.005637903721555643,-0.05514259777252308,-0.03288722026460917,0.05534414797573778,0.023415021487893404,-0.025582091979278593,-0.03326459405374296,0.07271865177042379,0.24562253993803193,0.11330074762878345,-0.27196669640213567,-0.3687614794485708,0.0698403630335338,0.0,-0.3001522744095399
5,0.9821,0.05684698411237285,-0.36768945269128034,-0.2674223574061531,0.10989176764500401,0.2553128042482364,0.09617705300840061,-0.022530123639850387,-0.05565096073883383,0.008124907518391337,0.027293989697616906,-0.043903938579188596,-0.028747714848200878,0.02167496238583236,0.026627963836512416,0.03843505515686835,0.008181470067635331,-0.026038221603308556,-0.024391121685378166,0.027292708095434104,-0.0176646515632433,-0.04197060311079478,-0.024391121685378308,-0.026038221603308508,0.008181470067635331,0.03843505515686835,0.02662796383651245,0.021674962385832282,-0.028747714848200927,-0.04390393857918856,0.027293989697617052,0.008124907518391344,-0.05565096073883387,-0.0225301236398505,0.09617705300840082,0.2553128042482362,0.10989176764500401,-0.267422357406153,-0.3676894526912804,0.056846984112372795,0.0,-0.40795641360925083
6,1.1522,0.04376914769925949,-0.3644331345274112,-0.2593057777178531,0.10387537911280181,0.25554826916414375,0.11451366506347022,-0.010165202930397951,-0.08046942480163444,-0.008133323234144986,-0.004761765901156893,-0.04714464849653702,0.003689335650154009,0.03238208049031896,0.04696004352528111,0.03891117899681186,-0.05485178367231526,-0.034625172400144795,-0.000603785438327193,0.03897352504876875,-0.03537857084651307,-0.05190006310701034,-0.0006037854383273492,-0.03462517240014483,-0.054851783672315205,0.03891117899681178,0.04696004352528118,0.032382080490318946,0.003689335650154016,-0.04714464849653699,-0.004761765901156796,-0.008133323234145038,-0.0804694248016345,-0.01016520293039799,0.11451366506347027,0.2555482691641437,0.1038753791128019,-0.2593057777178531,-0.3644331345274112,0.0437691476992596,0.0,-0.49799494774011804
7,1.3611,0.03062628351910976,-0.3590118694002983,-0.24772537899848412,0.09539433324298803,0.24632021489768563,0.12675199449632277,0.0029353488118545115,-0.09769597957276265,-0.023422434435843964,-0.03611869670566045,-0.0420353744612532,0.0353509650636404,0.03512634444339303,0.05394451910772265,0.026736794669538128,-0.0976732502466406,-0.028867898260481435,0.02346275269335594,0.03066673512724309,-0.03308618477756842,-0.029637744416665605,0.02346275269335591,-0.02886789826048148,-0.09767325024664072,0.026736794669537992,0.053944519107722744,0.035126344443393076,0.03535096506364037,-0.04203537446125316,-0.0361186967056604,-0.023422434435844013,-0.09769597957276273,0.002935348811854456,0.12675199449632293,0.24632021489768555,0.09539433324298804,-0.24772537899848415,-0.35901186940029817,0.030626283519110037,0.0,-0.5438598563386184
8,1.3898,0.017437917908511097,-0.35145786281037994,-0.23283585277025026,0.08464986031854388,0.22797037676505927,0.13224030431413797,0.01582347649401905,-0.10570538115923894,-0.03592066440898341,-0.062174938371180946,-0.029481041158635295,0.059582562005114116,0.029232931216996154,0.04559617064010876,0.00586994591295692,-0.10450407415465748,-0.011151474248380217,0.03667966717595968,0.00663248290684167,-0.012083819764828599,0.011007821844360144,0.03667966717595973,-0.011151474248380255,-0.10450407415465753,0.0058699459129567845,0.04559617064010881,0.02923293121699625,0.05958256200511414,-0.029481041158635295,-0.06217493837118088,-0.03592066440898347,-0.10570538115923904,0.015823476494019016,0.13224030431413802,0.22797037676505919,0.08464986031854389,-0.23283585277025035,-0.35145786281038016,0.01743791790851111,0.0,-0.5507396676742264
9,1.2802,0.004223644805466926,-0.34181598999560237,-0.21483609403952927,0.07189689509165213,0.2011782899700424,0.13068632141248934,0.02756649763620761,-0.10374198043749876,-0.044138796671058196,-0.07910654236699795,-0.011705198555771451,0.07129115229976128,0.016151049424819323,0.02428787603996908,-0.016905295254943102,-0.0728272331638805,0.011184688638773664,0.032935205061632986,-0.02080324405263704,0.015751850897399066,0.04482562444922067,0.0329352050616331,0.011184688638773628,-0.0728272331638805,-0.01690529525494322,0.024287876039969146,0.016151049424819448,0.07129115229976128,-0.011705198555771472,-0.079106542366998,-0.04413879667105825,-0.10374198043749876,0.02756649763620762,0.1306863214124894,0.20117828997004242,0.07189689509165208,-0.2148360940395294,-0.3418159899956025,0.004223644805467183,0.0,-0.547576788914951
10,0.9015,-0.008996903361289749,-0.33014352934613517,-0.19396654444782613,0.0574380279315726,0.16693612490826906,0.12217280121553613,0.03731459833601522,-0.09199101497099425,-0.04709760632011089,-0.08442866905070767,0.008143800242333613,0.06801583549029284,-0.0009024255761552399,-0.003923839631118451,-0.034184414711666056,-0.014315010750263028,0.02888735287283173,0.013960876938227056,-0.03757000885573978,0.03467997296804821,0.05083967315919887,0.013960876938227182,0.02888735287283171,-0.014315010750262973,-0.034184414711666083,-0.003923839631118444,-0.0009024255761551341,0.06801583549029287,0.008143800242333568,-0.08442866905070776,-0.04709760632011093,-0.09199101497099427,0.037314598336015234,0.12217280121553618,0.16693612490826898,0.05743802793157259,-0.19396654444782593,-0.3301435293461351,-0.008996903361289624,-0.0,-0.566211443190869
