,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_8,harmonic_12,harmonic_177,harmonic_180,harmonic_184,harmonic_186,harmonic_187,harmonic_188,harmonic_189,harmonic_190,all_16_harmonics
0,0.42700000000000005,-0.06568011567191247,0.11553932440672612,0.06715316803655322,-0.002265343046399742,-0.005983909500810111,0.010334462505967836,0.0007536914671429157,-0.004256310705459566,0.009595129526230504,0.003903358866871374,0.010334462505967838,-0.002265343046399743,0.0671531680365532,0.11553932440672614,-0.06568011567191247,0.0,0.018406057795363077
1,0.275,-0.06300095996657232,0.1107789901944986,0.0669572639737775,0.0017778760611156265,-0.0006727999085001423,0.011109068583932947,0.004382684489586368,-0.0009682211115422089,0.011988804977844356,0.005476094768834154,0.011109068583932947,0.0017778760611156252,0.06695726397377749,0.11077899019449862,-0.06300095996657232,0.0,0.05587124433939411
2,0.32,-0.06025291363647948,0.10553424764448532,0.06610288912644488,0.0057900323646007225,0.004656661911455246,0.01144775405246636,0.007706720773423277,0.002470349882003176,0.012200674618350395,0.006455410832228617,0.01144775405246636,0.005790032364600718,0.06610288912644485,0.10553424764448532,-0.06025291363647947,0.0,0.0804327441385703
3,0.27399999999999997,-0.05743898162994954,0.09982803068139803,0.06459844558333017,0.009701026025422374,0.00985910213347776,0.011337228870667418,0.010494506629469005,0.00552497788630445,0.010192180942333554,0.006735182965931583,0.011337228870667418,0.009701026025422369,0.06459844558333017,0.09982803068139803,-0.05743898162994951,0.0,0.09008099883309757
4,0.201,-0.05456224094031785,0.09368529114014044,0.06245872833546746,0.01344252470461343,0.014792611750060124,0.010781830054213288,0.012552061842033104,0.007720911120027223,0.00632884354761907,0.006285093518144402,0.010781830054213293,0.013442524704613424,0.06245872833546744,0.09368529114014046,-0.05456224094031785,0.0,0.08457718334782575
5,0.111,-0.05162583724129269,0.08713288965778286,0.05970477977932442,0.01694915745602463,0.0193226174795617,0.00980335149056782,0.01373621723509632,0.008716856563879697,0.0013137393458453655,0.00515391666439217,0.00980335149056782,0.016949157456024624,0.05970477977932441,0.08713288965778289,-0.051625837241292674,0.0,0.06549254773082902
6,0.045,-0.04863298144720706,0.08019947821883072,0.056363682781774255,0.02015965687843181,0.023325552574525284,0.008440188745349991,0.013964576695607403,0.008358023888920001,-0.003940448246169772,0.0034642329687962735,0.008440188745349995,0.020159656878431808,0.05636368278177424,0.08019947821883075,-0.04863298144720706,0.0,0.0359448565295767
7,0.0,-0.045586946201931176,0.0729153748673863,0.052468294341904,0.023017929571075096,0.026692227400433272,0.006745832417718531,0.013221250474607043,0.0067001830453346164,-0.008477525759428034,0.0013991458779184147,0.006745832417718534,0.023017929571075093,0.05246829434190398,0.0729153748673863,-0.04558694620193116,0.0,7.086498899171339e-05
8,-0.054000000000000006,-0.04249106230028426,0.06531243113405609,0.048056922468881394,0.025474036189779423,0.02933080784430116,0.00478676916561016,0.011557960830591279,0.00400099646945058,-0.01147180438656562,-0.0008175603788170586,0.004786769165610163,0.025474036189779413,0.04805692246888139,0.06531243113405609,-0.04249106230028424,0.0,-0.037675787499404596
9,-0.07200000000000001,-0.039348715045859475,0.05742389275731153,0.04317294945352615,0.02748506398025167,0.0311693203098861,0.0026398727647444255,0.009090443082039535,0.0006799730616152969,-0.012378364552959565,-0.0029456712827513657,0.0026398727647444285,0.027485063980251665,0.04317294945352614,0.05742389275731152,-0.039348715045859455,0.0,-0.0732772657237298
10,-0.107,-0.03616334054924405,0.049284254308333796,0.03786440523840635,0.029015876543773664,0.03215761496977124,0.0003893875764177972,0.0059903924917160045,-0.0027467320926737927,-0.011032224157156673,-0.004754572996400277,0.00038938757641780015,0.029015876543773658,0.03786440523840633,0.04928425430833381,-0.036163340549244034,0.0,-0.10381914365419657
11,-0.09300000000000001,-0.03293842197068285,0.04092910835503057,0.03218349508202169,0.030039727735488752,0.03226873372192682,-0.0018763772069833166,0.0024735173360861005,-0.005746538799096558,-0.0076783631570057475,-0.006048242951087895,-0.0018763772069833133,0.030039727735488745,0.03218349508202169,0.040929108355030594,-0.032938421970682835,0.0,-0.12795126652603378
12,-0.162,-0.029677485711293725,0.03239498982479286,0.026186086162116137,0.0305387289693363,0.03149964553645898,-0.004068512820718944,-0.0012154705466844132,-0.007853215629299807,-0.0029271404192412124,-0.006686491933866245,-0.004068512820718941,0.03053872896933629,0.026186086162116137,0.03239498982479286,-0.02967748571129371,0.0,-0.14605756532699812
13,-0.213,-0.026384097556999796,0.023719216246553126,0.019931158166962885,0.030504161764947017,0.02987132913420405,-0.006100999713692009,-0.004819883339765054,-0.008739341837966416,0.002356783616812132,-0.006600155763997933,-0.006100999713692007,0.03050416176494701,0.019931158166962892,0.023719216246553126,-0.02638409755699976,0.0,-0.16010427056396942
14,-0.247,-0.02306185877939466,0.014939724570726457,0.013480223277614138,0.02993663007572312,0.027428200741911452,-0.007894082961504244,-0.00808891814539274,-0.008267195255503495,0.0072118038379992725,-0.005798590305131895,-0.007894082961504244,0.02993663007572311,0.013480223277614127,0.014939724570726466,-0.023061858779394658,0.0,-0.1731958748627698
15,-0.20199999999999999,-0.019714402197805077,0.006094905280578899,0.006896721245123313,0.028846049736648203,0.02423690253336255,-0.00937740185513288,-0.01079510839710934,-0.00651015713513062,0.010754370019655807,-0.004368657612305849,-0.009377401855132878,0.028846049736648192,0.006896721245123313,0.006094905280578928,-0.019714402197805063,0.0,-0.18892272277285393
16,-0.223,-0.016345388206856114,-0.002776565479587854,0.00024539551166816425,0.02725147521619332,0.020384484804592998,-0.010492750859954847,-0.012750151479206787,-0.0037413072025442875,0.012339781418408564,-0.002465313080479301,-0.010492750859954847,0.02725147521619332,0.00024539551166816897,-0.002776565479587826,-0.016345388206856114,0.0,-0.2106227383493641
17,-0.308,-0.012958500773883557,-0.011635895025374878,-0.0064083434890787536,0.025180766699285803,0.015976031468740128,-0.011196363604897942,-0.013818011233123276,-0.00039098147112877183,0.01167951388116741,-0.0002948136231090064,-0.011196363604897942,0.025180766699285803,-0.006408343489078749,-0.011635895025374906,-0.012958500773883544,0.0,-0.24069510503871383
18,-0.38799999999999996,-0.009557443410569525,-0.020444343762824554,-0.012999061590903997,0.022670103318021145,0.011131793640825848,-0.011460630277828756,-0.013924383649839372,0.0030201107921281833,0.008893727469948605,0.0019076334648298404,-0.011460630277828761,0.02267010331802114,-0.012999061590903988,-0.020444343762824575,-0.009557443410569511,0.0,-0.2800928204538527
