,raw_series,harmonic_2,harmonic_3,harmonic_4,harmonic_7,harmonic_150,harmonic_152,harmonic_153,harmonic_154,harmonic_155,all_9_harmonics
0,0.374,0.4280511698814433,-0.21124625487712084,0.11603950654077161,-0.009908845168830753,0.06609630785820875,-0.2112462548771209,0.42805116988144337,0.12640909141681886,0.0,0.7802048599780897
1,0.361,0.43114727104376754,-0.2375583481179077,0.11712210812769493,-0.02592958792541428,0.05579000907429778,-0.23755834811790771,0.4311472710437676,0.1348805875237846,0.0,0.6949220143959655
2,0.35700000000000004,0.4314110407255414,-0.2603615182730295,0.11513212778489694,-0.03987650600586689,0.04319966076383734,-0.2603615182730295,0.43141104072554154,0.14313047517961616,0.0,0.6121350740550772
3,0.349,0.4288407461472171,-0.27931894463794105,0.11012177066595218,-0.0506341376853661,0.028840713265960775,-0.27931894463794116,0.42884074614721723,0.1511451998405574,0.0,0.5356131175192687
4,0.266,0.4234532723194105,-0.29415061115956054,0.10222247850283782,-0.057342097442250474,0.013301023578335831,-0.29415061115956065,0.42345327231941055,0.15891159333503538,0.0,0.4686736957984498
5,0.198,0.415284011120368,-0.304637442492951,0.09164148136292519,-0.059463888803443235,-0.0027832115773900653,-0.304637442492951,0.4152840111203681,0.16641689549893154,0.0,0.4140167870716747
6,0.105,0.4043866287964534,-0.31062453991595523,0.0786563611744279,-0.05682981284063512,-0.01875350172412414,-0.31062453991595523,0.40438662879645343,0.17364877514049787,0.0,0.37359418594780464
7,0.08199999999999999,0.3908327134130089,-0.31202346930478797,0.06360776964080515,-0.049650540535030596,-0.03395602130682969,-0.31202346930478797,0.39083271341300907,0.1805953503004727,0.0,0.34852153097430466
8,0.115,0.3747113045715896,-0.30881356737539034,0.04689049158238789,-0.038500263505364715,-0.04776837738757054,-0.3088135673753904,0.37471130457158963,0.18724520777410833,0.0,0.3390376749422427
9,0.151,0.35612830848299387,-0.3010422468963391,0.028943088149564682,-0.024270770688520352,-0.05962509048551821,-0.3010422468963392,0.3561283084829939,0.1935874218630367,0.0,0.3445133358925854
10,0.188,0.3352058022386465,-0.2888242963650755,0.010236391607521432,-0.008100123877738626,-0.06904074537333811,-0.28882429636507556,0.33520580223864654,0.199611572326163,0.0,0.36350809568230774
11,0.24,0.31208123185077513,-0.27234018449178504,-0.008738846479594853,0.008718363416497427,-0.0756298640336304,-0.27234018449178504,0.31208123185077513,0.20530776150009442,0.0,0.3938720065133748
12,0.35100000000000003,0.2869065093296895,-0.2518333945350319,-0.02748482962749388,0.024839563995625726,-0.07912268717425418,-0.25183339453503195,0.28690650932968953,0.2106666305609752,0.0,0.43288548891476974
13,0.368,0.25984701472972216,-0.22760682786309983,-0.045509775627027765,0.03897411901345022,-0.07937621820544298,-0.22760682786309985,0.25984701472972216,0.2156793749010095,0.0,0.47742900848879893
14,0.5660000000000001,0.23108050971968247,-0.2000183298632591,-0.06234081796095463,0.04999155971487875,-0.0763800775369913,-0.20001832986325904,0.23108050971968247,0.22033775859440902,0.0,0.5241723318190646
15,0.48100000000000004,0.20079596981489278,-0.1694754042847883,-0.07753641098635268,0.0570107212908078,-0.07025692751989715,-0.16947540428478827,0.2007959698148928,0.22463412792899748,0.0,0.5697720826000905
16,0.523,0.16919234294221489,-0.1364291940890488,-0.09069791344507165,0.05947021763190995,-0.061257450635299936,-0.13642919408904877,0.16919234294221489,0.22856142398123938,0.0,0.6110659096054333
17,0.513,0.13647724249341253,-0.10136781771417704,-0.1014800464203544,0.05717334047511122,-0.04975008652424873,-0.10136781771417705,0.1364772424934126,0.23211319421403329,0.0,0.6452518612381746
18,0.496,0.10286558345256112,-0.06480915918298968,-0.10959995138554608,0.05030379195017597,-0.03620594802550779,-0.06480915918298966,0.10286558345256115,0.23528360307821278,0.0,0.6700425188306655
19,0.435,0.06857817055717982,-0.027293218549862164,-0.11484461071599895,0.03941099225174319,-0.02117953376058429,-0.027293218549862094,0.06857817055717978,0.23806744160033885,0.0,0.6837850144626448
20,0.40700000000000003,0.03384024776786502,0.010625864323521094,-0.11707643599442867,0.025366137515738376,-0.005286026895012948,0.010625864323521117,0.033840247767864984,0.24046013594102944,0.0,0.6855401543478352
21,0.474,-0.001119981424620391,0.04838799484845883,-0.11623687750609374,0.009292522350929793,0.010823890532722027,0.04838799484845887,-0.0011199814246204312,0.24245775490976543,0.0,0.6751163605188486
22,0.54,-0.0360728531342696,0.08543539674551218,-0.11234796023228455,-0.0075243002343086405,0.026490676610294223,0.08543539674551216,-0.03607285313426964,0.24405701642382657,0.0,0.6530568829788871
23,0.555,-0.07078875180851463,0.12122085083753828,-0.10551170604686166,-0.023739336183314703,0.041072931274918636,0.12122085083753834,-0.07078875180851465,0.24525529290074458,0.0,0.6205815584835856
24,0.442,-0.10503961863939269,0.1552157779060448,-0.09590745727394213,-0.03805572178301563,0.05397365530728337,0.15521577790604488,-0.10503961863939276,0.2460506155754142,0.0,0.5794871325570502
