,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_7,harmonic_8,harmonic_10,harmonic_11,harmonic_12,harmonic_14,harmonic_16,harmonic_17,harmonic_18,harmonic_20,harmonic_21,harmonic_23,harmonic_25,harmonic_26,harmonic_27,harmonic_29,harmonic_30,harmonic_32,harmonic_34,harmonic_35,harmonic_37,harmonic_38,harmonic_39,harmonic_41,harmonic_42,harmonic_44,harmonic_45,harmonic_47,harmonic_48,harmonic_50,harmonic_51,harmonic_53,harmonic_55,harmonic_56,harmonic_57,harmonic_59,harmonic_61,harmonic_62,harmonic_64,harmonic_65,harmonic_67,harmonic_68,harmonic_69,harmonic_71,harmonic_73,harmonic_74,harmonic_76,harmonic_77,harmonic_78,all_52_harmonics
0,2.508,-0.7776132494798442,-0.186329358827301,0.17131063334303426,-0.30222798483528446,-0.20474267352518,0.13660669260070307,0.07733453830655679,-0.020489511531018287,-0.09616169876294484,0.044403209216022914,0.06303150425483896,-0.16034166029184846,0.10781261218687646,0.17852756677779896,-0.07928129425174572,0.03393430616820496,0.028112164200331243,-0.031637376884702285,0.02518943533654009,-0.10992690078670032,-0.018092810374557372,0.001561233464848219,0.01096188509926772,0.01948425419629462,0.03237419808986487,-0.049538356609153684,0.0015538453188104866,0.009040753479284899,-0.033261512844039616,-0.017018549299447017,-0.008380250022782186,0.017241341669496906,-0.007768301546922118,-0.0420652942908859,-0.03110916111994916,0.02020866012608649,0.0006602597353736794,-0.034828089732448234,-0.008681970453017987,0.004551698735622817,-0.022916892720878195,-0.007390400573966542,0.009456650668379694,-0.013504721423483756,-0.0040144742959958195,-0.045720663843849124,-0.009060725431972803,-0.012609043361005993,-0.020882931903789516,-0.002599107528327559,0.0012160679434082109,-0.024396687150396754,-0.02439668715039678,5.3655091760305025
1,2.502,-0.8050836189511102,-0.34805369026178157,0.19413336397881398,-0.3357046952777057,-0.10662928565320116,0.15681140290720977,0.045624456481496184,-0.1076335201505412,-0.1233618034535305,0.03376754874803654,-0.04550443576137389,-0.13018099746702552,0.043037041879091235,0.1956087150030397,-0.10271379859856143,-0.04101295894485351,-0.06875194442128657,-0.04840621815924145,0.020939198496652885,-0.043225628852932955,-0.027082095673792345,-0.008873262110391585,0.04948356498462979,-0.0005086167579753291,-0.0018827317089966805,-0.01850029496444201,-0.022994706438005812,0.03485486511135888,0.002315376927228947,-0.03062117938285512,-0.030773893999823023,0.046049339507255566,0.0035053522859880798,-0.001870415253503104,0.005264802613780041,-0.03552694754939997,0.000625157251766148,0.005050440342629686,0.0037237728553892787,0.005062486613915648,0.011539840880474965,0.00264432269073038,-0.01915959129764049,0.007283774123659282,0.004061447874268811,0.043913426549667824,0.01746865453906876,0.013249097517651446,0.023934529295280713,-0.00013978584248556855,-0.0015602494971935113,0.024069259995361796,0.02406925999536182,5.518483142662857
2,2.495,-0.831231238150416,-0.507491556049701,0.21408859259683688,-0.3554376160518308,1.2214752686622704e-05,0.1606688701331475,0.006519363062639564,-0.17372901675068206,-0.1219426163152633,0.012545097203726681,-0.1355599514396747,-0.04060666778197505,-0.04365290905943523,0.09100830066219762,-0.05610130315948107,-0.08281795089148233,-0.10084677267805162,-0.016201294592096488,-0.005988213014176906,0.0766411877269154,-0.0007186977965507602,-0.006356717373093148,0.007976626254893628,-0.019638291606818195,-0.03264109302698988,0.04841361910731113,-0.0010877887749486156,-0.015389994120291304,0.03265320111203643,0.0299538379529604,0.023807358939816364,-0.04747075665171541,0.005200706045128933,0.04371273416813982,0.026092684328154186,0.018590660052507476,-0.0014255847230519086,0.028326660076291404,0.003661311274610567,-0.011960521912060512,0.00481014266214745,0.00311179658314221,0.023266444436206093,0.0007676349079178297,-0.003383669647772424,-0.035673878126300025,-0.023823093292636315,-0.012974627312474596,-0.026191905161734693,0.0028758701146867557,0.0018986641951034041,-0.023731945392163924,-0.02373194539216395,5.533933337462086
3,2.488,-0.8560131466080747,-0.6635955626047108,0.2308815648223051,-0.36061887906264734,0.10665273823385023,0.14777696182355035,-0.033642417255094134,-0.20585054973727876,-0.09223338132588009,-0.01261048920089033,-0.17056137439239416,0.06750025174986395,-0.10811488095945915,-0.07020529796794357,0.028769107198631187,-0.05769836040990549,-0.03793668218734088,0.032394878315660354,-0.026430383339150983,0.10224285198966751,0.026582880633892192,0.005437824782756518,-0.046430724573007724,-0.0054389489460391904,-0.0027444503953363997,0.021443632522820066,0.023016753733033083,-0.03205138915983215,-0.010894250237365939,0.017967795417538367,0.018839144390508506,-0.01488682517589338,-0.007314758119746577,-0.0366312496989816,-0.03012676895326237,0.01522390939207828,0.001120060623451105,-0.04151533753691744,-0.008660216824917721,0.012441439559594878,-0.0190872630531416,-0.007679315328330264,-0.020577690265630284,-0.008626132092004107,0.002102086876718654,0.022208923686539785,0.027377059224543518,0.011804578163372343,0.027580152807426685,-0.00555416167624116,-0.0022300612187319416,0.02338488190678541,0.023384881906785435,5.485846476945124
4,2.481,-0.8793886277135626,-0.8153402174287706,0.24426423528705668,-0.35103636279371997,0.2047632734652003,0.11947963100098065,-0.06835128733935156,-0.19771652140541815,-0.041126485288832546,-0.03381243906717787,-0.13629380143978434,0.14480054398217143,-0.11752495919427432,-0.1877465563497269,0.09402061401054781,0.014046854536646858,0.06071249358142107,0.04821635381807495,-0.018248419856056627,0.0020904889207735873,0.019183445956345965,0.009295546511367476,-0.025746744571570602,0.01799107570509904,0.032252041356905486,-0.04710993947839153,0.0006212853766705059,0.021228547275041528,-0.029790988850683542,-0.03754396429287746,-0.03325151743395362,0.057243318447936474,0.00015719767257756028,-0.011448357904782122,0.0026130902948570236,-0.03521683752108443,5.4393106190935954e-05,0.025116015876067037,0.008015017754453202,-0.00624721527069131,0.025138996584065102,0.009313596628424218,0.011878653657710665,0.014316823902202123,-0.0004453937251190924,-0.00549087063388472,-0.027712773464550658,-0.00981971319024458,-0.028053205892438822,0.00812083830184932,0.0025532156877787334,-0.023028212109966754,-0.02302821210996678,5.4308452331857415
5,2.475,-0.9013192756128026,-0.96172866586982,0.2540389314541604,-0.3270823765869963,0.286497029763582,0.0787268120255152,-0.09198148161449803,-0.15091759972609764,0.01952153978026171,-0.044413523858651695,-0.046674101972678135,0.15601491393142375,-0.06709154965799077,-0.1884970350227387,0.09515538112347258,0.07444090872426375,0.10216613035089778,0.015256154915730714,0.009696602113285066,-0.10063307981935916,-0.01325785753728483,-0.0004141206298722297,0.036576846531827016,0.010887646163918656,0.00731648076427917,-0.024307712027645333,-0.02302934594055631,0.028184349230755093,0.018721143479986185,-0.0021081183863694963,-0.002169990297977571,-0.022690956543414617,0.007199614190100506,0.04671482943139091,0.027636930723676168,0.02323673665014421,-0.0011866493148687493,0.009183501224968105,-0.0021462082758386424,-0.0032987954766520353,-0.02035743402627064,-0.007390400573966542,0.0002898716312332556,-0.01640960097365249,-0.0012907784487666124,-0.012031469195328605,0.024790771842600732,0.00715703850769154,0.027595367055942847,-0.010524320749879242,-0.002866933187342932,0.022662082518639843,0.022662082518639864,5.151514807973789
6,1.922,-0.9217690583088806,-1.1017992397491294,0.2600612733962939,-0.28973759945225364,0.34531701621452265,0.02976689644049456,-0.1007029147687396,-0.07460565173928357,0.07564066993797179,-0.04109009486432125,0.061901050860981945,0.09602520416161722,0.01750475054447937,-0.07198988659930922,0.031399561563908676,0.07467980719599701,0.047371918478575095,-0.03313907220495941,0.027140193482370213,-0.07958256730293323,-0.028392493084680597,-0.009519354710868178,0.03974555455136062,-0.014693691583382183,-0.031214861357106556,0.04563213626746814,-0.0001545267596213436,-0.02636267173670555,0.024872441429110936,0.038434495630763676,0.03433934456028349,-0.04234767935660291,-0.005430760926987448,-0.029697517440411877,-0.02894646530285677,0.009839774548224515,0.0013983171834435573,-0.03693793300820217,-0.005121344939993417,0.011074920358259693,0.006803122338428373,0.00264432269073038,-0.012373731909099848,0.01437853426498966,0.002796615520673583,0.027791474374613274,-0.018954544014994915,-0.004000346322054682,-0.02622182880306211,0.012716309284903296,0.003170054182613707,-0.022286643535740034,-0.022286643535740055,4.828979196457546
7,2.436,-0.9407043768625248,-1.2346317748385078,0.26224230640048696,-0.24053093095321323,0.37651886421399644,-0.02229615248078499,-0.0931019787448211,0.01629597012562903,0.11421156112315252,-0.02488411247883961,0.14533672733957725,-0.007789715133786701,0.09318766475365559,0.08929973427287045,-0.053768982605491775,0.014570497838248292,-0.052050050400279727,-0.048006682607105514,0.015190925888813206,0.03935085975452097,-0.006463866442054785,-0.004730538883722296,-0.02136529828581469,-0.015337712283537192,-0.011741481107907724,0.027081947522152743,0.023032477887803278,-0.023382065639600037,-0.025255802155624934,-0.014127745328092427,-0.015044497042301978,0.05049039050930194,-0.0032216980807310137,-0.02055760343831443,-5.578817215670536e-05,-0.033982848813337664,-0.0005251873121012493,0.03836668386871787,0.009051174952728065,-0.012909074861598946,0.009682898989196512,0.00311179658314221,0.020843502237236817,-0.008734044585772788,-0.003803405895786707,-0.0394806651364865,0.010890155271889267,0.000567528599386247,0.02397816937067946,-0.01465275429616236,-0.003461458304640013,0.021902049388421895,0.021902049388421923,5.201809489029573
8,2.988,-0.9580941205950707,-1.3593536556860133,0.2605498148989867,-0.18147689787976398,0.3776070785575163,-0.07203487665521881,-0.07041066652096842,0.10401079736952536,0.12628596874124884,-0.0008764711130469867,0.16974773186742836,-0.10804946471241146,0.12141959566247491,0.1950390121918233,-0.10227012252661562,-0.05731312461345225,-0.10243712527348008,-0.014304748140130316,-0.013210130910000482,0.10988453077236575,0.023902623546654626,0.0069627726092699104,-0.04792255118239615,0.010048580217180818,0.029550395917301835,-0.043985671599761904,-0.00031229533571198266,0.030622001415799533,-0.01823706358987285,-0.0324665196244404,-0.02679746199985984,0.009202904998232998,0.007790585796312671,0.04780441408896147,0.02899962210500321,0.027273220590354703,-0.0007553765920529549,-0.012451482446727839,-0.007082102038792555,0.00781718945158899,-0.02199621153760125,-0.007679315328330264,-0.02322535240465288,0.0008946303926630256,0.004131491195129736,0.04538684278145168,-0.0015455975982437036,0.0029044630164079778,-0.02093884030091912,0.016294741506670297,0.003740068491338994,-0.02150845806470402,-0.021508458064704045,5.389688425247643
9,3.028,-0.9739097182032277,-1.475145548079968,0.25500879831845613,-0.11499317928448699,0.3484946248593064,-0.11426412373085726,-0.03630688529684086,0.1713855621912696,0.10906269351007784,0.023405961195597267,0.125220179904683,-0.15899621910926864,0.08782489724919644,0.1794511203858611,-0.08102882464269189,-0.08288242883918112,-0.0563210547817712,0.03386965284405232,-0.02730460161288579,0.04526525938725753,0.023066879871105662,0.00849351394172482,0.003024223224426254,0.018380980622265484,0.015930527812055614,-0.029756085123043452,-0.023026148288196577,0.01780389297196897,0.030047168783038383,0.027842560086410728,0.028478200459045394,-0.05653170265862571,-0.0024847392228474134,-0.021547965328521577,-0.02757600392576659,0.00419750301307722,0.0014499283742454073,-0.022337895931363067,0.0004974258841950754,0.0014688126346652244,0.024830566896125346,0.009313596628424218,0.018823597324984596,0.007169610472722752,-0.003722325693094908,-0.04464488756865475,-0.007980649498095049,-0.00617597288746614,0.017204695909280462,-0.017609273984035057,-0.004004854968437369,0.021106031248568847,0.02110603124856887,5.460906677526466
10,3.266,-0.9881251847016543,-1.5812467814930464,0.24570110181883792,-0.04380162641817831,0.2915098904827035,-0.1445815877895309,0.0036816748027052046,0.20524464285917401,0.06653744501145681,0.040350164041176605,0.02983776024412627,-0.1373782476398441,0.009509926643844391,0.0522327588820304,-0.004530452420284345,-0.04147504647716983,0.04285350326705961,0.04777729065749093,-0.011828159169554483,-0.07502820882810425,-0.007880126454703732,-0.002372520577348601,0.04907999175667783,-0.004481798129212108,-0.027292093686320386,0.04217663099201848,0.0007789891427662328,-0.03386519861264981,0.010342864995574186,0.020705001654555705,0.012521195881397464,0.02790773149742669,-0.005970567512497358,-0.028825218271666304,-0.002724300150485818,-0.03185735389166182,-0.001019643072229486,0.04120704616232477,0.006411436579848939,-0.009966760190134663,-0.016964539590730632,-0.007390400573966542,-0.008923891068601895,-0.013432079704462821,0.002648923606589413,0.03736347894189259,0.01656874839746894,0.009021183710153875,-0.012899646627293086,0.018569935237917876,0.004254839055631803,-0.02069493425354428,-0.020694934253544295,5.5769765621922955
