,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_6,harmonic_7,harmonic_8,harmonic_10,harmonic_11,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_18,harmonic_19,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_27,harmonic_28,harmonic_30,harmonic_31,harmonic_32,harmonic_34,harmonic_35,harmonic_36,harmonic_38,harmonic_39,harmonic_40,harmonic_41,harmonic_43,harmonic_44,harmonic_45,harmonic_46,harmonic_48,harmonic_49,harmonic_50,harmonic_52,harmonic_53,harmonic_54,harmonic_56,harmonic_57,harmonic_59,harmonic_60,harmonic_61,harmonic_63,harmonic_64,harmonic_65,harmonic_66,harmonic_67,harmonic_69,harmonic_70,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_77,harmonic_78,all_59_harmonics
0,0.374,0.1264090914168189,0.4280511698814433,-0.21124625487712084,0.11603950654077161,-0.011131329702482333,-0.009908845168830753,0.04015090294050985,0.024668728831379647,0.009316245997542631,0.010415576846264209,-0.0005469345666065008,-0.013578358500264268,0.0006092362481039744,-0.012839380923078752,0.007179879577012004,-0.005820287152667203,-0.02277768096183328,-0.0054524942541061255,-0.012926287531505943,0.0007559723954226402,-0.014078456160681572,0.0035375372533009127,-0.009767361347255062,-0.010367103911721616,-0.005435999627101015,0.005451946457308218,-0.010370025266067355,-0.0019334059974651042,-0.003703402941636145,-0.007887171687385584,-0.008327999759347907,-0.004459338769586743,-0.0047592399104727555,-0.010290570754922389,-0.004865979225162752,-0.0024165353225048154,-0.0038425899876467057,-0.011828719842408257,-0.004501768808468232,-0.004568588241038621,-0.005899691182105486,-3.7098798707791226e-05,-0.006374886417173667,-0.0019490185309023204,-0.0061946437333839045,-0.0065912777468224324,-0.004107243576128496,-0.006273528293768036,-0.004246150662520072,-0.0033006491605237706,-0.004378622836911179,-0.004382196057825505,-0.004181013940344295,-0.005620118937524415,-0.007708668578453506,-0.006696475919160648,-0.004935686460195305,-0.003135697267638077,-0.0036929703779625764,-0.003692970377962579,0.011989140741188929
1,0.361,0.1348805875237846,0.43114727104376754,-0.2375583481179077,0.11712210812769493,-0.03956955731550914,-0.02592958792541428,0.025002582312395747,0.006649001196125475,0.008527274704526522,3.785848192209822e-05,-0.003067812832051211,-0.028031005351112144,-0.009844757437125283,-0.009818011774851096,0.0023964592726031723,-0.023683508801255908,-0.021960178268639347,-0.0011070498127212817,-0.009800676699692399,-0.010076093611778181,-0.014468264831212297,0.012127283858258868,-0.014497613821313112,-0.0077355372299067575,-0.002405200833910336,-0.012803740229962342,-0.00826323707348868,-0.000955081471737824,-0.005051225768425702,-0.010372746066193421,-0.005247658980436136,-0.0007776982522966401,-0.00860942732252334,-0.004369757394940493,0.0017371215470521493,0.001341029287670081,-0.003451796196652103,0.001300261314153606,0.002856732442094447,-0.0020461533559035703,0.001221066151674434,-0.0031013980636496567,0.0046054282172090875,0.0010017866573602274,0.002144211550045075,0.004580578701993845,0.0018042597521055709,0.003998830633506135,0.003060562882426157,0.002685665074793297,0.0026390574758298315,0.003010000847990056,0.004501304586250645,0.005045950527500726,0.007117462325174123,0.006662507446954462,0.004762789095756619,0.00305898622098721,0.003711642006547103,0.003711642006547106,-0.011034224340689678
2,0.35700000000000004,0.1431304751796162,0.4314110407255414,-0.2603615182730295,0.11513212778489694,-0.06567852449703807,-0.03987650600586689,0.007247797593500428,-0.012448425654076124,0.006070733272953565,-0.010350132294063908,-0.004626871400231727,-0.0324352903246925,-0.016300562991949787,-0.0017973295308106067,-0.0037396492709908533,-0.025395917301585958,-0.004804604785247713,0.004132993512674527,0.001892268849302874,-0.01141575416605479,0.0008110729947335921,0.006700508238643502,-0.0003028335204603632,0.005586278982399029,0.004136127973179446,-0.01035223567042762,0.00786745801600373,0.0017209096742252432,0.0033963103756559,0.008097406429672913,0.0088595788907641,0.004601006032797936,0.007711066698110052,0.01213648506614673,0.0039951513959431365,0.0016396005991871341,0.00637095680060814,0.01077902325242417,0.0019855922883415264,0.006662441241293126,0.004566153125896656,0.003631969575677409,0.00044632067649323534,0.0005983374954566382,0.0030566434898885355,-0.00035982484672043033,0.0012762443699194717,-0.0003819072793798459,-0.0009810532333965364,-0.00139575517996264,-0.0003362934152035356,-0.0011006810425740472,-0.004292453990884751,-0.004008960030757537,-0.00617392805693192,-0.00640745642243189,-0.004494180005438158,-0.002950885836239274,-0.003728788924029331,-0.003728788924029335,0.027875538439786834
3,0.349,0.15114519984055744,0.4288407461472171,-0.27931894463794105,0.11012177066595218,-0.08792132792317532,-0.0506341376853661,-0.011262554047590101,-0.029528157190499338,0.0024270161169082805,-0.017929747929382518,-0.004735314727822188,-0.02521239565579124,-0.016136325555409402,0.007138549523635917,-0.007764902167932519,-0.00978974693302841,0.015925528619289933,0.0060331949072230315,0.011931073454399565,-0.0020009525973879584,0.015212017888142056,-0.006470608466789178,0.014287262476526367,0.011188047511668534,0.004640538288282956,0.008841698836092579,0.010645940437436701,0.0013379671094786371,0.005257706673445825,0.010208627891211165,0.0043501983662797205,-6.043135743282226e-05,0.0059656123057926,-0.0007570515893522816,-0.003739911175352369,-0.0022909433943889453,-0.001214793261060334,-0.010002130567868991,-0.004605618904421543,-0.0047716017951714325,-0.006207805777132186,-0.0011084650440485863,-0.0051799766299120914,-0.0018085084298770533,-0.006617533231083087,-0.004034538651602216,-0.003806768977262499,-0.0033632049904665437,-0.0013850000919479618,-0.0002449174376600842,-0.002038238697404503,-0.0010050516177587802,0.0035790131396675764,0.0026042617578683007,0.004924772526863247,0.00593978622547225,0.00413525708511658,0.0028125053696249768,0.003744404086600778,0.0037444040866007815,0.0734770712521841
4,0.266,0.15891159333503543,0.4234532723194105,-0.29415061115956054,0.10222247850283782,-0.10498864584707941,-0.057342097442250474,-0.028598809256210438,-0.04182183577184278,-0.0016913215647551202,-0.020644357308482582,-0.003359143697463257,-0.0089515349143607,-0.009418745823131998,0.012439492611715385,-0.007407233994166211,0.012492477005585258,0.024807287626755804,0.003058015475180651,0.011540241111842335,0.009298890345277817,0.013138330918155985,-0.012163098594226998,0.010226916134200967,0.0013283146475608092,-0.0016281859773046837,0.013736159481281306,-0.00464327581622945,-0.0014232250265870155,-0.003076664668348076,-0.008304314825976072,-0.009300246753835287,-0.004589997720776706,-0.009756435518731692,-0.011816684162614064,-0.002120314982893618,-0.0003123264757796695,-0.005481146744946935,-0.002704336852558439,0.0020709829712795276,-0.001779604524282977,0.002213451106033621,-0.002347133346221139,0.006221860985934764,0.001840024026661556,0.006627951712502236,0.006482302793162833,0.004696820173738702,0.005979442205162339,0.003346525911002898,0.0018240406456684322,0.003977792263977107,0.0029314361745564365,-0.0024448490472287277,-0.000960696723489552,-0.0034318313258264173,-0.0052750155960708586,-0.0036932331530525973,-0.0026452647919904715,-0.0037584810796849042,-0.003758481079684907,0.04772540710028817
5,0.198,0.16641689549893157,0.415284011120368,-0.304637442492951,0.09164148136292519,-0.11587581127197392,-0.059463888803443235,-0.04295370164262109,-0.047336848167167295,-0.005478909102461539,-0.017757386126776742,-0.0009298150101553577,0.010518210454995701,0.0011240086779350405,0.011406269501470149,-0.002868531565677325,0.026255538367012474,0.015232765614976362,-0.002388323971477648,0.0010614208321625793,0.011838509254645609,-0.0031641826787563417,-0.003797672393635871,-0.007183539088903488,-0.010367103911721616,-0.005520478445201196,-0.0035845510865393578,-0.012052182311821452,-0.001654620813107088,-0.005444754509155263,-0.010040316098348332,-0.003408098830126336,0.0008965556682793094,-0.0026205224830693624,0.005748767246666099,0.00480283581464915,0.0024718919286795425,0.005229615903352088,0.012185332622255064,0.002781521327367631,0.006592692214267082,0.0037904745937186574,0.0038290577905508057,-0.0028294223108106327,-0.0006723446932071094,-0.0030823091595944263,-0.005802461144530716,-0.0035628429469870744,-0.006588652441646475,-0.004330606465337759,-0.0029447700948406607,-0.005068449036656492,-0.0043347157392806665,0.001023285949726897,-0.000770984843115731,0.0017690079022397037,0.004435203674667433,0.003176991003039387,0.0024508802179749483,0.003771014120572167,0.003771014120572171,0.01818089595693682
6,0.105,0.1736487751404979,0.4043866287964534,-0.31062453991595523,0.0786563611744279,-0.11994195163430765,-0.05682981284063512,-0.052830765319230207,-0.04517929702955558,-0.008195056405425402,-0.010052176844841653,0.0017910289815530934,0.026217460131129938,0.011210276751246667,0.0045649954537493225,0.0032893216478813545,0.022113807924529792,-0.005674724640662126,-0.005904676226061453,-0.010345248393418207,0.003225400317982587,-0.01603988300445399,0.008957043290832158,-0.015216677853385518,-0.0077355372299067575,-0.0013553126752114007,-0.01510805056214994,0.0009932054531112645,0.0010550880146715314,0.002745647265839433,0.00850781188007818,0.009645481499967464,0.004426679123278864,0.010654907411617455,0.00938823544717612,-0.0002873709350357501,-0.0011197814500781948,0.0016505650589843774,-0.0071328412301634204,-0.004520914421290592,-0.004966775620083976,-0.006353064766509778,-0.002091177271146252,-0.002579546876009463,-0.0009335204116200551,-0.0021170689625552995,0.0023230262568811446,0.0008935087924741665,0.004986351512586104,0.004049813865996066,0.003325458889826951,0.005077453010070033,0.004964479761651303,0.0005185673408156019,0.002431950533301856,-1.8615199860297092e-05,-0.003448218011809245,-0.002596904898172846,-0.0022313462963521637,-0.0037819980607955157,-0.003781998060795519,-0.028732235157394138
7,0.08199999999999999,0.18059535030047272,0.3908327134130089,-0.31202346930478797,0.06360776964080515,-0.11694771374194388,-0.049650540535030596,-0.0572003381705899,-0.03569888769047429,-0.009308601256961004,0.0003805612027727474,0.003950350140176257,0.03251845513888586,0.0167437871023249,-0.0046007656772640015,0.007590507919984712,0.0028917115285604107,-0.02236029776248485,-0.0046495026634862345,-0.012708541489513763,-0.00842626788042575,-0.011544372648346889,0.011359350487152602,-0.003386125209752983,0.005586278982399029,0.004788010493307252,-0.0021976512911469313,0.01235298010056158,0.0018893676179050033,0.00561167792592546,0.009867879828663991,0.0024310275880812713,-0.0017029294959908742,-0.0010326172600499828,-0.009714634594164925,-0.004658775309520617,-0.001823138691824949,-0.006438619471354583,-0.006427013863787469,0.0012004472142902566,-0.0015101318071018446,0.0031477683737754737,-0.001405147055061311,0.006150071882210658,0.0019309842517526157,0.006180586901758141,0.0022772310612563184,0.0021608703766389323,-0.0017103590141069912,-0.002586161342187429,-0.0028704373600555674,-0.0040028826549734125,-0.004708348955777811,-0.0019994615557957494,-0.0038698541037769383,-0.0017326989905601083,0.0023468098368467616,0.0019646320924567545,0.0019889157422348265,0.003791428388245327,0.003791428388245331,-0.019215385235987842
8,0.115,0.18724520777410836,0.3747113045715896,-0.30881356737539034,0.04689049158238789,-0.10706935329038023,-0.038500263505364715,-0.055606901859161305,-0.020432246389073684,-0.00860178192114364,0.010710038867717214,0.004871158787144192,0.027162458153942862,0.015477250699779125,-0.01142382559457248,0.007607210449682487,-0.01830236853622953,-0.022410116690313404,0.000362900109702658,-0.003962568149826075,-0.012139785218221144,0.005453705800558128,0.0006327006621972655,0.01286463970911056,0.011188047511668534,0.003942954850942138,0.014266958293579528,0.0027479631912613383,-0.0006347221255471768,-0.0024044816453084286,-0.008707813997112828,-0.009891740553488055,-0.004116469655241353,-0.010300864433448869,-0.005284487480195842,0.0026228385921472455,0.002176029638038167,0.003065585856428711,0.012321347927365032,0.003463574556436426,0.006512111411243989,0.0029153567334077517,0.0037199014729149675,-0.0053374379827170375,-0.0016699718483578888,-0.0069280661605409365,-0.005778761386834258,-0.004284052927733171,-0.00213972326832832,0.00036714901392843023,0.0016940554954121927,0.0020740609899453258,0.0036120290082922745,0.0032453133404676754,0.004952808900606956,0.003398241262847152,-0.001167527271099399,-0.0012928785697684656,-0.0017260762211691394,-0.0037993012290229522,-0.0037993012290229566,0.018404809955297106
9,0.151,0.19358742186303673,0.35612830848299387,-0.3010422468963391,0.028943088149564682,-0.09088835957818109,-0.024270770688520352,-0.04821656860786572,-0.0018538571659027457,-0.006212822022590211,0.018133485377008818,0.004264763290160417,0.012069450113271703,0.007925037841072227,-0.012429895044878363,0.003330001446673749,-0.027015268684657746,-0.005787116826602282,0.0050820459495387335,0.008247313725919027,-0.004416751066650721,0.016545414955387316,-0.010825214547228379,0.012322039103613298,0.0013283146475608092,-0.0026570719158831198,0.0076579480930493065,-0.011520744183127403,-0.0020305871074971843,-0.005757859956221106,-0.009691389917517364,-0.0014290107132765555,0.002452794869132438,0.0045643698878847965,0.011946957852768208,0.003343933039865407,0.0005624406591238285,0.004193143464052664,-0.0035199689177325853,-0.004251123170567117,-0.0051537890456944055,-0.00633165742523488,-0.0029066390567968076,0.0007208097111884313,0.00032059225780963206,0.003958465515095248,0.006492133221471581,0.004561083279765863,0.00527159770158758,0.0019590993180713676,-9.194601989400232e-05,0.0002973840218694086,-0.0018711545512624123,-0.004109669250690724,-0.00558148469925639,-0.0048955640850264085,-5.049745156842161e-05,0.0005951437078317593,0.0014455248223199353,0.0038056133490320756,0.0038056133490320795,0.07952885342013566
