,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_12,harmonic_13,harmonic_17,harmonic_19,harmonic_22,harmonic_123,harmonic_126,harmonic_128,harmonic_132,harmonic_133,harmonic_137,harmonic_138,harmonic_139,harmonic_140,harmonic_141,harmonic_142,harmonic_143,all_25_harmonics
0,1.121,0.06209026312347541,-0.2106549907959176,0.17110311184937987,-0.09863375121114111,-0.07713726808097923,0.019153484869756852,-0.11470887425798663,0.02445190530339428,-0.030515153830747183,-0.03879241527660888,-0.0036946726202560184,-0.05866798616624707,-0.0558007721382759,0.009570608111854114,-0.0036946726202560184,0.016797815570735515,0.049369302973120324,-0.04567847103745159,0.019153484869756838,-0.07713726808097923,-0.09863375121114111,0.1711031118493799,-0.21065499079591757,0.06209026312347541,0.0,1.8570376242496724
1,1.672,0.07469319294866832,-0.2312174023004696,0.13959510973062766,-0.05896404696579559,-0.10520150157588955,-0.020789265899869024,-0.12634755457246702,0.01843450692203867,0.010575869814979632,-0.044661247300274855,-0.009703932932473349,-0.07092607447130671,-0.04597973738217358,0.01654296184136265,-0.00970393293247334,0.023570767263314713,0.0071563994582566764,-0.05077284257458492,-0.020789265899869007,-0.10520150157588956,-0.058964046965795595,0.1395951097306277,-0.23121740230046955,0.07469319294866829,0.0,1.7210848805131453
2,1.78,0.08715194483404849,-0.2499954283572749,0.10566512258125028,-0.017477669894410804,-0.12820862791424306,-0.059295493820251705,-0.12612788529087868,0.010162750625004414,0.048794251115135905,-0.036350448867397675,-0.010546101924615863,-0.036558009705658395,0.00356183639673692,0.011541547757238107,-0.01054610192461585,0.02047033904985971,-0.03669594892853085,-0.04622180028762304,-0.059295493820251684,-0.12820862791424303,-0.017477669894410817,0.10566512258125031,-0.24999542835727484,0.08715194483404845,0.0,1.862844280358048
3,1.9480000000000002,0.09944247003958269,-0.26684415238090436,0.06990183807894415,0.024547191382070666,-0.14505267901084512,-0.09370444711149575,-0.11407048347340468,0.0006481904160761537,0.07375902449216815,-0.016498639759120144,-0.005772746562405923,0.021842956488730872,0.05002644476339392,-0.0018136190817041036,-0.00577274656240591,0.008795245786822045,-0.07214169764991686,-0.032889914367297705,-0.09370444711149575,-0.14505267901084506,0.024547191382070666,0.06990183807894412,-0.2668441523809043,0.09944247003958269,0.0,2.105103861626762
4,2.306,0.11154104454794894,-0.2816335468835402,0.03292575174019051,0.06581575763074882,-0.15492394996538494,-0.1216384926306375,-0.09130699655442308,-0.008945637071414428,0.07868920016414296,0.008591370898860053,0.002074445857743857,0.06588456273895184,0.053274682952018114,-0.013856091495370976,0.0020744458577438584,-0.006564021268699487,-0.09106065284141095,-0.013309868631109749,-0.12163849263063747,-0.15492394996538494,0.06581575763074882,0.03292575174019056,-0.28163354688354025,0.11154104454794893,0.0,2.2496203380803443
5,2.081,0.12342431485826683,-0.2942494769425127,-0.004621598720857231,0.10505655094718021,-0.1573479221232739,-0.1411674085577569,-0.05997389157379256,-0.017445501599764403,0.062245632353532275,0.030953682000178184,0.00881704993622819,0.06661425965030492,0.01050049379324768,-0.01586954830947324,0.008817049936228182,-0.019173735245479,-0.08911870986676794,0.008798678256117952,-0.14116740855775686,-0.15734792212327384,0.10505655094718021,-0.0046215987208571814,-0.2942494769425127,0.1234243148582668,0.0,2.205464759383214
6,2.083,0.13506934306463161,-0.3045945810193604,-0.042088764117105236,0.14106056878560103,-0.15220807350751214,-0.15094176129162062,-0.023011937065165487,-0.023811953784039386,0.028894761176506495,0.04348841777470563,0.010864804770475333,0.023552351142926885,-0.04134476225759149,-0.006396652885866776,0.01086480477047532,-0.023751908705078515,-0.06676074445852877,0.029235723439247498,-0.15094176129162062,-0.15220807350751214,0.14106056878560105,-0.042088764117105194,-0.3045945810193603,0.1350693430646316,0.0,2.0334977238393996
7,2.355,0.14645365113243838,-0.3125890223328268,-0.07882568647800732,0.17271853313337363,-0.1397514801087371,-0.1502861503103255,0.016109802771518335,-0.027266439473748277,-0.0123045722048491,0.042215888180240704,0.007127334293038292,-0.034992657729880694,-0.0574734975942848,0.007706129082497981,0.0071273342930382785,-0.01838082529412752,-0.029108697049028933,0.044118802432595555,-0.15028615031032547,-0.13975148010873703,0.17271853313337363,-0.07882568647800729,-0.3125890223328268,0.14645365113243838,0.0,1.8866109056355373
8,2.036,0.15755526428703073,-0.31817110498718487,-0.11419497760134756,0.19905506718856852,-0.1205769387756592,-0.13924587784625334,0.05371955708671892,-0.02738650922708456,-0.050161709078668744,0.027540112371761565,-0.0004052558969010366,-0.07053381325501196,-0.023952573451710674,0.016231227848752677,-0.0004052558969010418,-0.0053103374010060045,0.015211802056575815,0.05062054830950913,-0.1392458778462533,-0.12057693877565914,0.1990550671885685,-0.11419497760134754,-0.31817110498718487,0.1575552642870307,0.0,1.8981100422485957
9,2.036,0.16835275343092282,-0.321297750101012,-0.14758297778364585,0.21925874656272937,-0.09560618264655744,-0.11858381853542538,0.08628746243035978,-0.02415747970046806,-0.0743938059182894,0.004120545474383565,-0.007722057886132679,-0.059706684647635996,0.030260272451473932,0.013008191338215175,-0.0077220578861326725,0.00998455744517035,0.056047460633106845,0.04750581199457823,-0.11858381853542531,-0.09560618264655743,0.21925874656272937,-0.14758297778364587,-0.321297750101012,0.16835275343092285,0.0,2.0995031982385495
10,2.551,0.17882527650771757,-0.3219448282619634,-0.17841040285943205,0.23270709913608567,-0.06603957281546072,-0.08972770534616198,0.1107568580820701,-0.017974229276275556,-0.07841888424617108,-0.020607265496728144,-0.010927065353060102,-0.009628927290865572,0.058332161464035304,0.0003698479284222168,-0.010927065353060086,0.021097096759661493,0.08404332142371522,0.035366305891265624,-0.08972770534616192,-0.0660395728154607,0.2327070991360857,-0.17841040285943202,-0.32194482826196336,0.1788252765077176,0.0,2.4176049687079075
