,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_128,harmonic_129,harmonic_130,harmonic_131,harmonic_132,harmonic_133,harmonic_134,harmonic_135,harmonic_136,harmonic_137,harmonic_138,harmonic_139,harmonic_140,harmonic_141,harmonic_142,harmonic_143,all_17_harmonics
0,1.121,0.062090263123475424,-0.2106549907959176,0.17110311184937993,-0.09863375121114111,-0.0771372680809792,0.01915348486975685,-0.11470887425798663,0.02445190530339431,-0.008405578105468084,-0.04567847103745158,0.04936930297312042,-0.030515153830747172,-0.038792415276608906,-0.0028964701435694497,0.0167978155707355,-0.08292131038968192,-0.0036946726202560184,-0.0715206325769539,0.016797815570735505,-0.0028964701435694636,-0.038792415276608906,-0.030515153830747165,0.04936930297312042,-0.04567847103745158,-0.00840557810546808,0.024451905303394302,-0.11470887425798663,0.01915348486975683,-0.0771372680809792,-0.09863375121114111,0.1711031118493799,-0.21065499079591757,0.062090263123475424,0.0,-0.7270507936869065
1,1.672,0.07469319294866833,-0.2312174023004696,0.1395951097306277,-0.058964046965795575,-0.10520150157588953,-0.020789265899869028,-0.12634755457246702,0.0184345069220387,-0.006290461416679227,-0.050772842574584906,0.007156399458256776,0.010575869814979636,-0.0446612473002749,-0.04468569427433406,0.023570767263314682,-0.11193234162020094,-0.009703932932473333,-0.0629980978370495,0.02357076726331467,-0.04468569427433407,-0.044661247300274896,0.010575869814979625,0.007156399458256784,-0.05077284257458491,-0.006290461416679227,0.018434506922038685,-0.12634755457246702,-0.020789265899869007,-0.10520150157588953,-0.058964046965795575,0.1395951097306277,-0.23121740230046955,0.07469319294866829,0.0,-1.0144427138746799
2,1.78,0.08715194483404849,-0.2499954283572749,0.10566512258125034,-0.017477669894410804,-0.12820862791424306,-0.059295493820251705,-0.1261278852908787,0.01016275062500444,-0.0032044138333900915,-0.04622180028762301,-0.03669594892853076,0.04879425111513589,-0.03635044886739772,-0.0700926408492381,0.020470339049859686,-0.08786443227392737,-0.01054610192461584,-0.017081466765481168,0.020470339049859662,-0.07009264084923811,-0.0363504488673977,0.048794251115135884,-0.03669594892853077,-0.04622180028762304,-0.003204413833390095,0.010162750625004421,-0.1261278852908787,-0.059295493820251684,-0.12820862791424303,-0.017477669894410793,0.10566512258125031,-0.24999542835727484,0.08715194483404846,0.0,-1.1183439006399043
3,1.948,0.0994424700395827,-0.26684415238090436,0.06990183807894419,0.024547191382070666,-0.14505267901084506,-0.09370444711149575,-0.1140704834734047,0.000648190416076177,0.0003762340953288654,-0.03288991436729769,-0.0721416976499168,0.07375902449216813,-0.01649863975912018,-0.06980283781192897,0.008795245786822024,-0.022130719175365316,-0.005772746562405903,0.03897429605204394,0.008795245786822007,-0.06980283781192895,-0.016498639759120158,0.0737590244921681,-0.07214169764991679,-0.03288991436729771,0.00037623409532885763,0.0006481904160761583,-0.1140704834734047,-0.09370444711149577,-0.14505267901084506,0.024547191382070666,0.06990183807894412,-0.2668441523809043,0.0994424700395827,0.0,-1.0559984842335692
4,2.306,0.11154104454794896,-0.2816335468835402,0.03292575174019056,0.0658157576307488,-0.15492394996538494,-0.1216384926306375,-0.09130699655442312,-0.00894563707141441,0.003898810400597343,-0.013309868631109735,-0.09106065284141095,0.07868920016414295,0.008591370898860041,-0.043922530211763705,-0.006564021268699486,0.054097504366091856,0.002074445857743861,0.0718958908380414,-0.006564021268699501,-0.0439225302117637,0.008591370898860057,0.07868920016414294,-0.09106065284141093,-0.013309868631109759,0.003898810400597333,-0.008945637071414436,-0.09130699655442312,-0.12163849263063747,-0.15492394996538494,0.06581575763074883,0.03292575174019056,-0.28163354688354025,0.11154104454794898,0.0,-0.8956196802899137
5,2.081,0.12342431485826683,-0.2942494769425127,-0.0046215987208571814,0.1050565509471802,-0.1573479221232739,-0.1411674085577569,-0.05997389157379259,-0.017445501599764397,0.006819606451765266,0.008798678256117961,-0.08911870986676801,0.06224563235353225,0.030953682000178197,-0.001939729575072646,-0.019173735245478978,0.10467238966734958,0.008817049936228175,0.06214188175418036,-0.01917373524547898,-0.0019397295750726337,0.030953682000178204,0.062245632353532226,-0.08911870986676801,0.00879867825611793,0.006819606451765254,-0.017445501599764417,-0.05997389157379259,-0.1411674085577569,-0.15734792212327384,0.10505655094718022,-0.0046215987208571814,-0.2942494769425127,0.12342431485826683,0.0,-0.7198476973187151
6,2.083,0.13506934306463164,-0.3045945810193604,-0.04208876411710518,0.14106056878560103,-0.15220807350751214,-0.15094176129162062,-0.023011937065165522,-0.023811953784039386,0.0086877982257977,0.02923572343924749,-0.06676074445852885,0.02889476117650648,0.04348841777470567,0.0407541977163161,-0.02375190870507848,0.10561104409231671,0.010864804770475307,0.015502004805590117,-0.02375190870507847,0.04075419771631612,0.04348841777470566,0.02889476117650648,-0.06676074445852885,0.029235723439247484,0.008687798225797693,-0.0238119537840394,-0.023011937065165536,-0.15094176129162062,-0.15220807350751214,0.14106056878560105,-0.042088764117105194,-0.3045945810193603,0.13506934306463161,0.0,-0.587979973862827
7,2.355,0.14645365113243838,-0.3125890223328268,-0.07882568647800729,0.1727185331333736,-0.1397514801087371,-0.1502861503103255,0.016109802771518304,-0.02726643947374829,0.009215030864424658,0.04411880243259554,-0.029108697049029027,-0.012304572204849104,0.04221588818024075,0.06850717825959576,-0.018380825294127493,0.05646835247835305,0.007127334293038271,-0.04033947474588442,-0.018380825294127476,0.06850717825959576,0.04221588818024074,-0.012304572204849096,-0.029108697049029037,0.04411880243259554,0.009215030864424652,-0.027266439473748294,0.016109802771518286,-0.15028615031032547,-0.13975148010873703,0.17271853313337365,-0.07882568647800729,-0.3125890223328268,0.14645365113243838,0.0,-0.5150917609294203
8,2.036,0.15755526428703076,-0.31817110498718487,-0.11419497760134752,0.1990550671885685,-0.1205769387756592,-0.13924587784625334,0.053719557086718904,-0.027386509227084577,0.008319926162849512,0.050620548309509114,0.01521180205657574,-0.050161709078668744,0.027540112371761603,0.07114465758838205,-0.005310337401005986,-0.01945194677146256,-0.000405255896901044,-0.07223645031379272,-0.005310337401005972,0.07114465758838205,0.027540112371761582,-0.05016170907866873,0.015211802056575722,0.05062054830950912,0.008319926162849508,-0.027386509227084577,0.053719557086718904,-0.1392458778462533,-0.12057693877565914,0.1990550671885685,-0.11419497760134754,-0.31817110498718487,0.1575552642870307,0.0,-0.47585469271377234
9,2.036,0.16835275343092285,-0.321297750101012,-0.14758297778364585,0.21925874656272934,-0.09560618264655746,-0.11858381853542536,0.08628746243035977,-0.024157479700468085,0.006140643272047634,0.04750581199457821,0.05604746063310677,-0.07439380591828938,0.004120545474383587,0.04769970614918614,0.009984557445170347,-0.08614802439024372,-0.007722057886132669,-0.061255674418817636,0.009984557445170357,0.04769970614918613,0.004120545474383568,-0.07439380591828934,0.05604746063310678,0.04750581199457822,0.006140643272047635,-0.02415747970046808,0.08628746243035977,-0.11858381853542531,-0.09560618264655744,0.21925874656272937,-0.14758297778364587,-0.321297750101012,0.16835275343092285,0.0,-0.427574411281021
