,raw_series,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_7,harmonic_8,harmonic_68,harmonic_69,harmonic_71,harmonic_72,harmonic_73,harmonic_74,all_12_harmonics
0,-0.063,-0.03236245269925118,0.02674514407383328,-0.014661588643768035,-0.004814516232051174,0.005989553993652429,0.003445476412054119,-0.013819437538272474,-0.004814516232051174,0.026745144073833285,-0.03236245269925118,0.019856963204501334,0.0,-0.016503635218609276
1,-0.03,-0.030556118499765028,0.025267497016047916,-0.019212965586546057,-0.004865289933165862,0.009972944626874414,0.00031475360125934394,-0.013850710043210165,-0.004865289933165862,0.02526749701604792,-0.030556118499765028,0.01998983098342377,0.0,-0.01677904300635029
2,-0.018000000000000002,-0.027870740404425543,0.022159234624113597,-0.02156935518018049,-0.004052265370147471,0.010535807715827534,-0.0029556973008936,-0.010364293151779294,-0.004052265370147471,0.0221592346241136,-0.027870740404425543,0.019978671572044717,0.0,-0.014261349648798955
3,-0.025,-0.02438357185178006,0.01762094583312063,-0.02146155143851672,-0.0025197893786173373,0.007485092083407254,-0.0049140299593348,-0.004245638345676187,-0.0025197893786173377,0.017620945833120634,-0.02438357185178006,0.019823565374178887,0.0,-0.010322316690532385
4,-0.002,-0.020194932332016375,0.011945505053569172,-0.0189018704117801,-0.0005399423729995973,0.0018671343173356759,-0.0046908847114153236,0.002951288761472032,-0.0005399423729995981,0.011945505053569172,-0.020194932332016375,0.019525629933536147,0.0,-0.0056144893557669075
5,0.03,-0.015425321377881333,0.005499171783078363,-0.014182743138074631,0.0015357676317273145,-0.004391214486713413,-0.0023853220903989132,0.009398671827234362,0.0015357676317273139,0.005499171783078365,-0.015425321377881333,0.019087011881793504,0.0,-2.884702112629292e-05
6,0.003,-0.010211952012516573,-0.0013020456229052332,-0.007843306827536957,0.0033388128142912833,-0.00914346146561849,0.0009791529676234129,0.01345905753882007,0.003338812814291283,-0.001302045622905233,-0.010211952012516573,0.018510871472064667,0.0,0.006938326164614966
7,0.016,-0.004704803380605946,-0.008019236678470253,-0.0006078110729564204,0.004549075089183104,-0.010759677616794912,0.003908954125914955,0.014101222535242453,0.004549075089183104,-0.008019236678470253,-0.004704803380605946,0.017801359809203977,0.0,0.015622107191237794
8,0.018000000000000002,0.0009376938785507675,-0.014218913463121208,0.006697124123952734,0.004951680838065904,-0.008685531990916654,0.005103459176281423,0.011162075033366432,0.004951680838065904,-0.014218913463121211,0.0009376938785507675,0.016963588941000748,0.0,0.025712073045665623
9,0.021,0.006553215392076518,-0.019500985377247128,0.013236945644813137,0.004475150220726201,-0.0036324165097861394,0.004032393293788004,0.005388075537343617,0.004475150220726202,-0.019500985377247128,0.006553215392076518,0.01600359502575787,0.0,0.03609685942591575
10,0.10400000000000001,0.01198021283018146,-0.02352457863133965,0.018264510866624527,0.0032040879217190314,0.0026665477340557416,0.001171233139800509,-0.0017543430596073716,0.0032040879217190323,-0.02352457863133965,0.01198021283018146,0.014928294841632871,0.0,0.04512128916309515
11,0.096,0.017062561357480674,-0.026030034231303144,0.02120544505222516,0.0013641621792315846,0.00805093756545511,-0.002209870774973117,-0.008451208038070845,0.0013641621792315852,-0.026030034231303144,0.017062561357480674,0.013745435951092825,0.0,0.05116627531375957
12,0.019,0.021654051060252436,-0.026855664839538034,0.021723760854790365,-0.0007179610352674595,0.010674011182822829,-0.004609950090505476,-0.013001704721386877,-0.0007179610352674589,-0.026855664839538038,0.021654051060252436,0.012463540879549217,0.0,0.05331598883297985
13,0.042,0.02562259313945226,-0.025948189122745838,0.019760243228919314,-0.002672615279880125,0.009636104956755669,-0.004963541217100457,-0.01425013539577955,-0.0026726152798801244,-0.02594818912274584,0.02562259313945226,0.01109184571036708,0.0,0.05182492503393786
14,0.008,0.028854019864967932,-0.023366170215147152,0.01553921445995589,-0.004152765338479403,0.0052932006927741485,-0.0031136749793693615,-0.011879433908559806,-0.004152765338479402,-0.023366170215147152,0.028854019864967932,0.009640233538672691,0.0,0.04816212886532741
15,-0.018000000000000002,0.03125536897335022,-0.01927623639896235,0.009542906440030988,-0.004895620900757398,-0.0008651692580605254,0.00011844029454827116,-0.00649169152129702,-0.004895620900757398,-0.01927623639896236,0.03125536897335022,0.008119163263426727,0.0,0.04456868299697606
16,0.07,0.03275755802287625,-0.013942327897162085,0.002456368032945202,-0.004769293147340135,-0.00672680284983871,0.0032979765471904845,0.0005447572757975606,-0.004769293147340135,-0.013942327897162089,0.03275755802287625,0.006539594230817574,0.0,0.04325829363087159
17,0.092,0.0333173717696199,-0.007708663727105232,-0.004910798407999706,-0.0037962106889810657,-0.01028127288124417,0.005013447046687473,0.007442853101334044,-0.0037962106889810657,-0.007708663727105232,0.0333173717696199,0.004912907271920928,0.0,0.04554479425305153
18,0.075,0.03291870539133767,-0.000977527833939746,-0.011716930149163442,-0.0021491375232909064,-0.010309464727400956,0.004503305562219596,0.012450674323502718,-0.0021491375232909073,-0.000977527833939746,0.03291870539133767,0.0032508227035510802,0.0,0.05123255941577464
19,0.037000000000000005,0.0315730277938827,0.005816691944209171,-0.01718445992737867,-0.0001204999929886741,-0.006801709129137286,0.0019940184333684225,0.014296375704248958,-0.00012049999298867485,0.00581669194420917,0.0315730277938827,0.0015653158831097178,0.0,0.058530484537869173
20,0.043,0.02931905167166471,0.012235536707087512,-0.020688749206746893,0.001929531469885206,-0.0009610985622793901,-0.0014004702903582485,0.012511201190225404,0.0019295314698852056,0.012235536707087514,0.02931905167166471,-0.0001314690741385812,0.0,0.06456894545162552
21,0.061,0.02622161981391595,0.017864772045516425,-0.02182945007630642,0.0036369880899084685,0.005209150263691572,-0.004173250350887311,0.007548534719082708,0.0036369880899084677,0.017864772045516425,0.02622161981391595,-0.001827306793695105,0.0,0.06637463994441026
22,0.067,0.02236983969570383,0.022341120288718083,-0.02047624304078923,0.004698722863568638,0.009592761077938534,-0.005093405679066353,0.0006687534966674544,0.004698722863568637,0.022341120288718087,0.02236983969570383,-0.0035099787259304156,0.0,0.06197250558461652
