,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_68,harmonic_69,harmonic_70,harmonic_71,harmonic_72,harmonic_73,harmonic_74,all_8_harmonics
0,-0.063,0.01985696320450133,-0.032362452699251185,0.02674514407383328,-0.014661588643768035,-0.004814516232051176,-0.013819437538272474,0.005989553993652429,0.003445476412054119,-2.511769600731202e-06,-0.013819437538272474,-0.004814516232051174,-0.014661588643768035,0.02674514407383328,-0.032362452699251185,0.019856963204501338,0.0,-0.028679257033910693
1,-0.03,0.01998983098342377,-0.03055611849976503,0.025267497016047916,-0.019212965586546053,-0.004865289933165864,-0.013850710043210165,0.009972944626874414,0.0003147536012593447,-0.0009960713326907517,-0.013850710043210165,-0.0048652899331658615,-0.019212965586546053,0.025267497016047916,-0.03055611849976503,0.019989830983423773,0.0,-0.03716388523098784
2,-0.018,0.019978671572044714,-0.027870740404425543,0.022159234624113597,-0.021569355180180487,-0.004052265370147472,-0.010364293151779294,0.010535807715827532,-0.0029556973008935997,-0.0014357277676982545,-0.010364293151779294,-0.00405226537014747,-0.021569355180180487,0.022159234624113597,-0.027870740404425543,0.01997867157204472,0.0,-0.03729311317351329
3,-0.025,0.019823565374178884,-0.024383571851780066,0.017620945833120634,-0.02146155143851671,-0.0025197893786173373,-0.004245638345676187,0.0074850920834072555,-0.004914029959334799,-0.0010769934896082093,-0.004245638345676187,-0.002519789378617337,-0.02146155143851671,0.01762094583312063,-0.024383571851780066,0.01982356537417889,0.0,-0.028838010980117318
4,-0.002,0.019525629933536143,-0.020194932332016382,0.01194550505356917,-0.018901870411780094,-0.0005399423729995972,0.002951288761472033,0.0018671343173356767,-0.0046908847114153236,-0.00011935625824573686,0.002951288761472033,-0.0005399423729995974,-0.018901870411780094,0.011945505053569172,-0.020194932332016382,0.019525629933536147,0.0,-0.01337174938876283
5,0.03,0.0190870118817935,-0.01542532137788134,0.005499171783078365,-0.014182743138074626,0.0015357676317273152,0.009398671827234363,-0.004391214486713412,-0.0023853220903989137,0.0009046535336239699,0.009398671827234363,0.0015357676317273139,-0.014182743138074626,0.005499171783078363,-0.01542532137788134,0.019087011881793507,0.0,0.005953234172266805
6,0.003,0.018510871472064667,-0.010211952012516576,-0.0013020456229052325,-0.007843306827536952,0.0033388128142912846,0.01345905753882007,-0.00914346146561849,0.0009791529676234124,0.0014255965212803757,0.01345905753882007,0.0033388128142912833,-0.007843306827536952,-0.0013020456229052332,-0.010211952012516576,0.01851087147206467,0.0,0.02516416274771982
7,0.016,0.01780135980920397,-0.004704803380605948,-0.008019236678470253,-0.0006078110729564174,0.004549075089183106,0.014101222535242453,-0.010759677616794912,0.003908954125914954,0.0011537826584935061,0.014101222535242453,0.004549075089183103,-0.0006078110729564174,-0.008019236678470253,-0.004704803380605948,0.017801359809203977,0.0,0.04054267177080737
8,0.018,0.01696358894100074,0.000937693878550766,-0.014218913463121208,0.006697124123952736,0.004951680838065906,0.01116207503336643,-0.008685531990916654,0.005103459176281423,0.000240364321516502,0.01116207503336643,0.004951680838065903,0.006697124123952736,-0.014218913463121208,0.000937693878550766,0.01696358894100075,0.0,0.04964479021051201
9,0.021,0.016003595025757864,0.0065532153920765165,-0.019500985377247124,0.013236945644813137,0.004475150220726203,0.005388075537343617,-0.0036324165097861402,0.004032393293788004,-0.0008067176851173398,0.005388075537343617,0.004475150220726201,0.013236945644813137,-0.019500985377247128,0.0065532153920765165,0.01600359502575787,0.0,0.051905251985824956
10,0.104,0.014928294841632868,0.011980212830181462,-0.023524578631339648,0.018264510866624523,0.0032040879217190323,-0.0017543430596073722,0.0026665477340557407,0.0011712331398005095,-0.0014051938192592036,-0.0017543430596073722,0.0032040879217190314,0.018264510866624523,-0.02352457863133965,0.011980212830181462,0.014928294841632873,0.0,0.048628956593018774
11,0.096,0.013745435951092821,0.017062561357480677,-0.026030034231303144,0.021205445052225155,0.0013641621792315848,-0.008451208038070845,0.00805093756545511,-0.002209870774973116,-0.001222258796885489,-0.008451208038070845,0.0013641621792315846,0.021205445052225155,-0.026030034231303144,0.017062561357480677,0.013745435951092828,0.0,0.042411532534909
12,0.019,0.012463540879549213,0.02165405106025244,-0.02685566483953803,0.021723760854790358,-0.0007179610352674599,-0.013001704721386877,0.010674011182822829,-0.004609950090505475,-0.0003596405543428051,-0.013001704721386877,-0.0007179610352674591,0.021723760854790358,-0.026855664839538034,0.02165405106025244,0.012463540879549217,0.0,0.03623646493477384
13,0.042,0.011091845710367077,0.02562259313945226,-0.025948189122745838,0.019760243228919307,-0.0026726152798801266,-0.01425013539577955,0.009636104956755669,-0.004963541217100456,0.0007029694172035462,-0.01425013539577955,-0.0026726152798801244,0.019760243228919307,-0.025948189122745838,0.02562259313945226,0.01109184571036708,0.0,0.03258301771752503
14,0.008,0.00964023353867269,0.02885401986496794,-0.023366170215147152,0.015539214459955885,-0.004152765338479404,-0.011879433908559804,0.005293200692774149,-0.0031136749793693615,0.0013746666635703266,-0.011879433908559804,-0.004152765338479402,0.015539214459955885,-0.023366170215147152,0.02885401986496794,0.009640233538672691,0.0,0.032824389179795424
15,-0.018,0.008119163263426724,0.03125536897335022,-0.019276236398962355,0.009542906440030982,-0.0048956209007574,-0.00649169152129702,-0.0008651692580605254,0.00011844029454827032,0.0012819285326379165,-0.00649169152129702,-0.004895620900757397,0.009542906440030982,-0.01927623639896235,0.03125536897335022,0.008119163263426727,0.0,0.037042979280707974
