,X,Y,Z,Label
0,100.0,100.0,599.798,CL
1,100.2,99.962,599.8009999999999,CL
2,100.4,99.923,599.8030000000001,CL
3,100.6,99.885,599.8050000000001,CL
4,100.8,99.847,599.808,CL
5,101.0,99.809,599.81,CL
6,101.2,99.77,599.8130000000001,CL
7,101.4,99.732,599.815,CL
8,101.6,99.694,599.818,CL
9,101.8,99.655,599.8209999999999,CL
10,102.0,99.617,599.8240000000001,CL
11,102.2,99.579,599.826,CL
12,102.4,99.541,599.829,CL
13,102.6,99.502,599.832,CL
14,102.8,99.464,599.835,CL
15,103.0,99.426,599.838,CL
16,103.2,99.388,599.841,CL
17,103.4,99.35,599.845,CL
18,103.6,99.312,599.848,CL
19,103.8,99.273,599.851,CL
20,104.0,99.235,599.854,CL
21,104.2,99.197,599.857,CL
22,104.4,99.159,599.861,CL
23,104.6,99.121,599.864,CL
24,104.8,99.083,599.867,CL
25,105.0,99.045,599.871,CL
26,105.2,99.007,599.874,CL
27,105.4,98.969,599.877,CL
28,105.6,98.931,599.881,CL
29,105.8,98.893,599.884,CL
30,106.0,98.855,599.887,CL
31,106.2,98.818,599.891,CL
32,106.4,98.78,599.894,CL
33,106.6,98.742,599.8969999999999,CL
34,106.8,98.704,599.9010000000001,CL
35,107.0,98.667,599.904,CL
36,107.2,98.629,599.9069999999999,CL
37,107.4,98.591,599.9110000000001,CL
38,107.6,98.554,599.914,CL
39,107.8,98.516,599.9169999999999,CL
40,108.0,98.479,599.921,CL
41,108.2,98.441,599.924,CL
42,108.4,98.404,599.9269999999999,CL
43,108.6,98.366,599.9300000000001,CL
44,108.8,98.329,599.933,CL
45,109.0,98.292,599.9359999999999,CL
46,109.2,98.254,599.94,CL
47,109.4,98.217,599.943,CL
48,109.6,98.18,599.9459999999999,CL
49,109.8,98.143,599.9480000000001,CL
50,110.0,98.106,599.951,CL
51,110.2,98.069,599.954,CL
52,110.4,98.032,599.957,CL
53,110.6,97.995,599.96,CL
54,110.8,97.958,599.963,CL
55,111.0,97.921,599.9649999999999,CL
56,111.2,97.884,599.9680000000001,CL
57,111.4,97.848,599.97,CL
58,111.6,97.811,599.973,CL
59,111.8,97.774,599.975,CL
60,112.0,97.738,599.9780000000001,CL
61,112.2,97.701,599.98,CL
62,112.4,97.665,599.982,CL
63,112.6,97.629,599.984,CL
64,112.8,97.592,599.988,CL
65,113.0,97.556,599.988,CL
66,113.2,97.52,599.99,CL
67,113.4,97.484,599.992,CL
68,113.6,97.448,599.994,CL
69,113.8,97.412,599.995,CL
70,114.0,97.376,599.997,CL
71,114.2,97.34,599.998,CL
72,114.4,97.304,600.0,CL
73,114.6,97.269,600.001,CL
74,114.8,97.233,600.002,CL
75,115.0,97.197,600.003,CL
76,115.2,97.162,600.004,CL
77,115.4,97.127,600.005,CL
78,115.6,97.091,600.006,CL
79,115.8,97.056,600.007,CL
80,116.0,97.021,600.008,CL
81,116.2,96.986,600.008,CL
82,116.4,96.951,600.009,CL
83,116.6,96.916,600.009,CL
84,116.8,96.881,600.009,CL
85,117.0,96.846,600.009,CL
86,117.2,96.812,600.009,CL
87,117.4,96.777,600.009,CL
88,117.6,96.742,600.009,CL
89,117.8,96.708,600.009,CL
90,118.0,96.674,600.008,CL
91,118.2,96.639,600.008,CL
92,118.4,96.605,600.007,CL
93,118.6,96.571,600.007,CL
94,118.8,96.537,600.006,CL
95,119.0,96.503,600.005,CL
96,119.2,96.47,600.004,CL
97,119.4,96.436,600.002,CL
98,119.6,96.402,600.001,CL
99,119.8,96.369,600.0,CL
100,120.0,96.335,599.998,CL
101,120.2,96.302,599.997,CL
102,120.4,96.269,599.995,CL
103,120.6,96.236,599.993,CL
104,120.8,96.203,599.991,CL
105,121.0,96.17,599.989,CL
106,121.2,96.137,599.987,CL
107,121.4,96.104,599.984,CL
108,121.6,96.071,599.982,CL
109,121.8,96.039,599.979,CL
110,122.0,96.006,599.977,CL
111,122.2,95.974,599.9739999999999,CL
112,122.4,95.94200000000001,599.971,CL
113,122.6,95.91,599.9680000000001,CL
114,122.8,95.878,599.9649999999999,CL
115,123.0,95.846,599.961,CL
116,123.2,95.814,599.9580000000001,CL
117,123.4,95.782,599.9549999999999,CL
118,123.6,95.751,599.951,CL
119,123.8,95.719,599.9469999999999,CL
120,124.0,95.688,599.944,CL
121,124.2,95.657,599.94,CL
122,124.4,95.626,599.9359999999999,CL
123,124.6,95.595,599.932,CL
124,124.8,95.564,599.9269999999999,CL
125,125.0,95.533,599.923,CL
126,125.2,95.503,599.918,CL
127,125.4,95.472,599.914,CL
128,125.6,95.44200000000001,599.909,CL
129,125.8,95.411,599.905,CL
130,126.0,95.381,599.9,CL
131,126.2,95.351,599.895,CL
132,126.4,95.321,599.89,CL
133,126.6,95.291,599.885,CL
134,126.8,95.262,599.879,CL
135,127.0,95.232,599.874,CL
136,127.2,95.203,599.869,CL
137,127.4,95.173,599.863,CL
138,127.6,95.144,599.858,CL
139,127.8,95.115,599.852,CL
140,128.0,95.086,599.846,CL
141,128.2,95.05799999999999,599.841,CL
142,128.4,95.029,599.835,CL
143,128.6,95.0,599.829,CL
144,128.8,94.972,599.8230000000001,CL
145,129.0,94.944,599.817,CL
146,129.2,94.916,599.81,CL
147,129.4,94.888,599.8040000000001,CL
148,129.6,94.86,599.798,CL
149,129.8,94.832,599.7919999999999,CL
150,130.0,94.804,599.7850000000001,CL
151,130.2,94.777,599.779,CL
152,130.4,94.75,599.7719999999999,CL
153,130.6,94.722,599.766,CL
154,130.8,94.695,599.759,CL
155,131.0,94.668,599.752,CL
156,131.2,94.642,599.746,CL
157,131.4,94.615,599.739,CL
158,131.6,94.589,599.732,CL
159,131.8,94.562,599.726,CL
160,132.0,94.536,599.719,CL
161,132.2,94.51,599.712,CL
162,132.4,94.484,599.7049999999999,CL
163,132.6,94.458,599.6980000000001,CL
164,132.8,94.43299999999999,599.691,CL
165,133.0,94.407,599.684,CL
166,133.2,94.382,599.6780000000001,CL
167,133.4,94.357,599.671,CL
168,133.6,94.332,599.664,CL
169,133.8,94.307,599.6569999999999,CL
170,134.0,94.282,599.65,CL
171,134.2,94.258,599.643,CL
172,134.4,94.233,599.636,CL
173,134.6,94.209,599.629,CL
174,134.8,94.185,599.622,CL
175,135.0,94.161,599.616,CL
176,135.2,94.137,599.609,CL
177,135.4,94.113,599.602,CL
178,135.6,94.09,599.595,CL
179,135.8,94.06700000000001,599.5889999999999,CL
180,136.0,94.043,599.582,CL
181,136.2,94.02,599.575,CL
182,136.4,93.997,599.569,CL
183,136.6,93.975,599.5619999999999,CL
184,136.8,93.952,599.556,CL
185,137.0,93.93,599.549,CL
186,137.2,93.907,599.543,CL
187,137.4,93.885,599.537,CL
188,137.6,93.863,599.53,CL
189,137.8,93.842,599.524,CL
190,138.0,93.82,599.518,CL
191,138.2,93.799,599.512,CL
192,138.4,93.777,599.506,CL
193,138.6,93.756,599.5,CL
194,138.8,93.735,599.494,CL
195,139.0,93.715,599.489,CL
196,139.2,93.694,599.483,CL
197,139.4,93.674,599.4780000000001,CL
198,139.6,93.653,599.472,CL
199,139.8,93.633,599.467,CL
