,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_114,harmonic_115,harmonic_116,harmonic_117,harmonic_118,harmonic_119,harmonic_120,harmonic_121,harmonic_122,harmonic_123,harmonic_124,harmonic_125,harmonic_126,harmonic_127,harmonic_128,harmonic_129,all_17_harmonics
0,0.0608,-0.0850629923065905,-0.015472720939392825,-0.20058671367760997,0.08361486374018877,-0.02095708968423655,-0.013455498054951016,-0.007153468685973741,-0.00019075452258293012,0.06297758036810235,0.031762928333104776,0.033819638143289484,0.042922233780861935,0.012874700448675558,0.027759934652731716,0.04438953019329718,0.004075184516195728,0.02340850207150345,0.019648384046595316,0.04438953019329718,0.027759934652731716,0.012874700448675551,0.042922233780861935,0.033819638143289484,0.03176292833310477,0.06297758036810235,-0.00019075452258294733,-0.007153468685973739,-0.013455498054951016,-0.02095708968423655,0.08361486374018877,-0.20058671367760997,-0.015472720939392835,-0.08506299230659052,0.0,0.04161641421212302
1,0.0254,-0.08764040412829438,-0.015205771539287876,-0.20222381991426566,0.10881456145662682,0.013565910688838645,-0.010250220265766016,-0.0346852577776426,0.01337291454085655,0.06325228088794049,0.060963842945448404,0.05206105314032517,0.023409739069890398,0.01894268704700673,0.006803218061231166,0.018215601057096766,0.011861082017252039,0.016271012180204682,0.02190227101381205,0.018215601057096763,0.006803218061231158,0.018942687047006714,0.023409739069890398,0.05206105314032517,0.060963842945448404,0.06325228088794048,0.013372914540856543,-0.034685257777642614,-0.010250220265766016,0.013565910688838648,0.10881456145662685,-0.20222381991426563,-0.015205771539287889,-0.08764040412829441,0.0,0.108827035751278
2,-0.053,-0.09000994259406206,-0.014794642044193004,-0.19955087652037826,0.12989695318572514,0.04728829969181683,-0.006175736096430659,-0.058223946999135606,0.02493172178599493,0.05156575212671197,0.07598562176007512,0.05571214905730739,-0.0038748911775419084,0.01766638519530471,-0.01719618229456816,-0.017256584274729387,0.0128007337570642,-0.0013990945824896947,0.008372199710218435,-0.017256584274729387,-0.01719618229456816,0.0176663851953047,-0.003874891177541904,0.0557121490573074,0.0759856217600751,0.051565752126711974,0.024931721785994933,-0.05822394699913564,-0.006175736096430658,0.04728829969181683,0.12989695318572517,-0.19955087652037826,-0.014794642044193014,-0.09000994259406207,0.0,0.011702000488587036
3,-0.1834,-0.09216598742044324,-0.014243230756111676,-0.1926248526437573,0.14606432714579118,0.07821990293229013,-0.0015775569158699748,-0.07505967219211174,0.03275277561017669,0.030127957868339182,0.07333445875287235,0.04374969161049887,-0.029873040643151782,0.00954063118184003,-0.03350473043826952,-0.043920048931081215,0.006351770436492581,-0.01816353382794522,-0.011191330442352251,-0.043920048931081215,-0.033504730438269535,0.009540631181840025,-0.029873040643151782,0.043749691610498874,0.07333445875287237,0.030127957868339182,0.032752775610176706,-0.07505967219211176,-0.0015775569158699748,0.07821990293229013,0.14606432714579118,-0.1926248526437573,-0.014243230756111688,-0.09216598742044325,0.0,-0.1613618435117809
4,-0.4117,-0.09410342470731314,-0.013556766119499256,-0.18159336445871502,0.15670494512169753,0.10453524817933585,0.0031543971983771747,-0.08325424011858606,0.035663546858065186,0.002992860575599005,0.053626968600422244,0.01952620750849407,-0.04595321024270653,-0.0022841306450851135,-0.03482856128874323,-0.04816427714250074,-0.0037634504282038346,-0.023170281497634608,-0.02268978402886537,-0.04816427714250073,-0.03482856128874323,-0.0022841306450851126,-0.04595321024270652,0.019526207508494074,0.05362696860042225,0.002992860575599,0.0356635468580652,-0.0832542401185861,0.0031543971983771747,0.10453524817933586,0.15670494512169755,-0.18159336445871496,-0.01355676611949927,-0.09410342470731316,0.0,-0.3046911173170198
5,-0.3002,-0.09581765906747855,-0.012741757145507087,-0.16669152898359493,0.16141618930646395,0.12468129818421646,0.007618862214900725,-0.08186426069816422,0.03322765390777301,-0.024708197201861494,0.021446772767562627,-0.010169574612614614,-0.04677671349175229,-0.013223309857810006,-0.020575602300443804,-0.027822778704312212,-0.01170639843412844,-0.013178349606757046,-0.017836754974173717,-0.027822778704312212,-0.020575602300443804,-0.01322330985781,-0.04677671349175229,-0.010169574612614609,0.021446772767562645,-0.024708197201861494,0.03322765390777304,-0.08186426069816426,0.007618862214900724,0.12468129818421646,0.16141618930646398,-0.16669152898359493,-0.012741757145507099,-0.09581765906747856,0.0,-0.34672271438030405
6,-0.1585,-0.09730462452642862,-0.011805931693979976,-0.14823695296972428,0.1600197964820974,0.1374691053660135,0.011437256856839668,-0.0710497536913685,0.025810284823172838,-0.04773684779171618,-0.015721571594026703,-0.03701529263481768,-0.032070143717656326,-0.019035666164210742,0.0028796269218482815,0.006721013891285109,-0.012892384424065331,0.0053442444130657645,-0.00012959786940520225,0.006721013891285109,0.002879626921848285,-0.019035666164210728,-0.032070143717656326,-0.03701529263481768,-0.015721571594026696,-0.04773684779171618,0.025810284823172866,-0.07104975369136853,0.011437256856839668,0.1374691053660135,0.1600197964820974,-0.14823695296972428,-0.011805931693979988,-0.09730462452642862,0.0,-0.27895713876574907
7,-0.133,-0.09856079416637703,-0.010758163198413002,-0.12662296366492257,0.1525686031114708,0.1421439792315352,0.01428578583993167,-0.05205572661123767,0.014523448510365784,-0.061738292191114555,-0.049233350230507386,-0.05348732634203287,-0.006716146268128003,-0.01746768499253484,0.025046966500814737,0.03783402707643958,-0.006636854362835384,0.020407380702385534,0.017670954452753677,0.037834027076439576,0.02504696650081475,-0.017467684992534822,-0.006716146268128007,-0.05348732634203287,-0.049233350230507386,-0.06173829219111454,0.014523448510365803,-0.052055726611237696,0.01428578583993167,0.14214397923153524,0.15256860311147083,-0.12662296366492254,-0.010758163198413015,-0.09856079416637706,0.0,-0.14903379399711636
8,-0.1023,-0.09958318849172162,-0.009608386528656601,-0.10231022572608928,0.13934454612165567,0.13843002550015762,0.015922897324123483,-0.027068844684653107,0.0010592628022914826,-0.06406480790884694,-0.0712943028532871,-0.054969322180330404,0.02086764105316032,-0.00912728991668881,0.03601225469306253,0.0496344479641294,0.003449484387135372,0.022260329456572178,0.022736863526650178,0.0496344479641294,0.03601225469306253,-0.009127289916688805,0.020867641053160312,-0.05496932218033041,-0.07129430285328708,-0.06406480790884696,0.0010592628022915032,-0.027068844684653127,0.01592289732412348,0.13843002550015762,0.13934454612165567,-0.10231022572608925,-0.009608386528656615,-0.09958318849172164,0.0,-0.025063908293029
9,-0.0277,-0.10036938249607845,-0.008367503789154098,-0.07581692295182536,0.12084799502471202,0.12654642839427147,0.016209766219789534,0.0010343064329815614,-0.012563727147100034,-0.0542764426216904,-0.07677343331854829,-0.041045944868309266,0.04152328047381788,0.0027518560105489432,0.03087135583027654,0.03609868522261504,0.011544772250723779,0.00970363245544679,0.011417361932975262,0.03609868522261504,0.03087135583027654,0.0027518560105489415,0.04152328047381788,-0.04104594486830927,-0.07677343331854829,-0.0542764426216904,-0.012563727147100025,0.0010343064329815562,0.016209766219789534,0.12654642839427147,0.12084799502471205,-0.07581692295182536,-0.008367503789154112,-0.10036938249607846,0.0,0.04600639947176002
10,0.1499,-0.10091751141412915,-0.007047280945926397,-0.047707714094410776,0.09777881902524946,0.10719451517297865,0.015122066388767457,0.029018384228176538,-0.02430316831766562,-0.03422421070956799,-0.06439639061482563,-0.015619276776581575,0.04839300956042666,0.013564077046704644,0.011923494979611269,0.0041361452107260156,0.01297638912956688,-0.00913445883031955,-0.008130106714854684,0.004136145210726014,0.011923494979611262,0.013564077046704632,0.04839300956042665,-0.015619276776581582,-0.06439639061482565,-0.034224210709567986,-0.02430316831766562,0.029018384228176552,0.015122066388767457,0.10719451517297866,0.09777881902524947,-0.047707714094410755,-0.007047280945926407,-0.10091751141412916,0.0,0.06154174106345972
