,raw_series,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_89,harmonic_90,harmonic_91,harmonic_92,all_8_harmonics
49,-0.11,-0.044002239545664304,-0.004875917034808409,0.02301567308180078,0.0022204434326996334,-0.004875917034808417,-0.044002239545664304,-0.06702259706703263,0.007645369814091129,-0.1857701611314091
50,-0.29,-0.0630936122032177,-0.013502456038814715,0.013900493940540654,-0.0062775399993434036,-0.01350245603881472,-0.06309361220321769,-0.07615226974858949,0.006242807456345954,-0.2776956881001625
51,-0.54,-0.07960192496398673,-0.021148869147154702,0.0032141191365073285,-0.013758032273009787,-0.021148869147154713,-0.07960192496398673,-0.08389366647253085,0.004811760600028665,-0.36286068289432993
52,-0.57,-0.09285132556390106,-0.02726011307919093,-0.007835552832973356,-0.01900856246026776,-0.02726011307919094,-0.09285132556390106,-0.09010565953530052,0.0033587587837195375,-0.4361053020227318
53,-0.54,-0.10229938198566178,-0.031392580507833896,-0.017999559395220386,-0.021178101648058473,-0.031392580507833896,-0.10229938198566177,-0.09467500266536395,0.0018904317214456954,-0.49273304910816
54,-0.5,-0.10755928968926247,-0.03324630094414681,-0.02612904619330867,-0.019915001429273466,-0.033246300944146816,-0.10755928968926247,-0.09751839553259962,0.0004134790528165759,-0.5289060647186352
55,-0.54,-0.10841570743530485,-0.0326867152088416,-0.03130512398111754,-0.015423990615659341,-0.0326867152088416,-0.10841570743530483,-0.09858400233528199,-0.001065360225894931,-0.541983097921092
56,-0.54,-0.10483357338064112,-0.02975444290982083,-0.03294273218416892,-0.008432991895961101,-0.029754442909820832,-0.10483357338064112,-0.0978523967804152,-0.002539338510246845,-0.530766290510092
57,-0.51,-0.09695954051435206,-0.02466233391714913,-0.030856769257369337,-7.513694058776732e-05,-0.024662333917149133,-0.09695954051435206,-0.0953369162301768,-0.004001730375399548,-0.4956311198380946
58,-0.38,-0.08511597266714317,-0.017780017865089034,-0.02528301501669604,0.008294896538972356,-0.01778001786508903,-0.08511597266714314,-0.09108341855828839,-0.005445863262686747,-0.43852484821443327
59,-0.27,-0.06978774689823926,-0.009607073212951426,-0.016851480059309785,0.01532045688272829,-0.009607073212951425,-0.06978774689823927,-0.08516944614888576,-0.006865147924970274,-0.3628314926387725
60,-0.24,-0.05160240257160936,-0.0007367634880812809,-0.006515194630914957,0.01986281052097582,-0.0007367634880812761,-0.05160240257160936,-0.07770281227840943,-0.008253108491863463,-0.27311434593803
61,-0.19,-0.031304449820672924,0.008187026949599482,0.004557513948340839,0.021185712895238178,0.008187026949599493,-0.03130444982067292,-0.06881963565114642,-0.00960341201764241,-0.17475908914775803
62,-0.11,-0.009724889215961454,0.016516531644097422,0.015115079239934232,0.019074742198669333,0.016516531644097426,-0.009724889215961468,-0.05868185891935909,-0.01090989737702479,-0.07355027450257781
63,0.03,0.012252809495877436,0.023647122576207498,0.023964162297310403,0.013872053800980295,0.023647122576207505,0.012252809495877436,-0.047474296426032604,-0.012166603376971414,0.02477959588672545
64,0.05,0.03372887674731112,0.029061199332799378,0.030104536727166915,0.006420922208584576,0.02906119933279939,0.03372887674731112,-0.035401264990669846,-0.01336779595624279,0.1149866956332152
65,0.12,0.05382407982173515,0.0323657610542512,0.032842145921640635,-0.002070940558211057,0.0323657610542512,0.05382407982173513,-0.022682859159796908,-0.014507994348605398,0.19269825527566012
66,0.17,0.0717157187441965,0.033320933860750857,0.03186755341673796,-0.010227136215322997,0.03332093386075087,0.0717157187441965,-0.0095509388253447,-0.015581996090310957,0.2547065343926812
67,0.23,0.08667130771503126,0.03185738298832688,0.027290919004134242,-0.0167256728729394,0.03185738298832689,0.08667130771503126,0.0037550976423187474,-0.01658490075774525,0.2991494146996223
68,0.25,0.09807856316456638,0.028081345710077164,0.01962954718897442,-0.0205132392670615,0.028081345710077164,0.09807856316456638,0.01699267768980535,-0.017512132326937144,0.3255642675068466
69,0.29,0.10547047071440233,0.02226691970932499,0.009749415411942415,-0.020975930059262637,0.02226691970932499,0.10547047071440233,0.02992047674231768,-0.018359460052906364,0.3348145651559748
70,0.35,0.10854440480093651,0.01483616668176415,-0.0012327088032965917,-0.018038750300856516,0.014836166681764148,0.1085444048009365,0.042302817614280876,-0.01912301777358253,0.32890136058736985
71,0.33,0.10717451820149428,0.006328475420491024,-0.012075497917676111,-0.012177770942415124,0.006328475420491022,0.10717451820149428,0.053913966966579796,-0.019799321550215902,0.31068292534177794
72,0.28,0.10141689423441173,-0.0026385917218722196,-0.021553373667448847,-0.0043429651704519606,-0.0026385917218722243,0.10141689423441173,0.06454225048485322,-0.02038528556379083,0.28353435865988774
73,0.19,0.09150725070139325,-0.011414126889070085,-0.028595036188448473,0.004195767404452301,-0.011414126889070099,0.09150725070139323,0.07399391175805986,-0.020878236194910155,0.25098399876386907
74,0.15,0.07785128957301427,-0.01936112528427334,-0.0324045547994321,0.012054431634577926,-0.019361125284273348,0.07785128957301428,0.08209664450894177,-0.02127592422290732,0.21636450799650117
75,0.12,0.06100808750237798,-0.025902724527958818,-0.03255133335436101,0.01795926082602251,-0.025902724527958828,0.06100808750237798,0.0887027337828933,-0.02157653508852434,0.1825135268059029
76,0.09,0.04166720716124842,-0.03056407835516729,-0.029018781232076057,0.02095317441941924,-0.0305640783551673,0.04166720716124841,0.0936917488305334,-0.02177869717332957,0.15155219280907692
77,0.06,0.020620466463248388,-0.03300682509437939,-0.022206188601458732,0.020550905795910495,-0.03300682509437939,0.020620466463248402,0.09697273859202254,-0.021881488058097958,0.12476038271886558
78,0.09,-0.001270478554558964,-0.0330536489055158,-0.01288359399777637,0.016817656414627607,-0.0330536489055158,-0.001270478554558964,0.09848588975886584,-0.02188443873159844,0.1025563366020294
79,0.07,-0.023109410031067784,-0.030701150908424887,-0.002104745602191014,0.010358527674823738,-0.03070115090842489,-0.023109410031067784,0.0982036171862987,-0.021787535730584603,0.08457662128922999
80,0.05,-0.044002239545664304,-0.026120095903215904,0.008912005646023116,0.002220443432699633,-0.026120095903215908,-0.04400223954566428,0.09613106677774964,-0.021591221201224385,0.06984147394978513
81,0.0,-0.0630936122032177,-0.01964301677332649,0.01892141825738466,-0.006277539999343401,-0.019643016773326492,-0.0630936122032177,0.09230602167366395,-0.021296390881688533,0.056981621909008864
82,0.02,-0.0796019249639867,-0.011740076351743128,0.02679211188317007,-0.013758032273009787,-0.011740076351743123,-0.0796019249639867,0.08679821345489044,-0.020904390015102754,0.04449664804466132
83,0.02,-0.09285132556390106,-0.002984938906420862,0.03163444909461257,-0.01900856246026776,-0.00298493890642086,-0.09285132556390104,0.07970805091757562,-0.02041700721151192,0.031012471083732552
84,0.01,-0.10229938198566178,0.005986871410174217,0.03290109256277637,-0.02117810164805847,0.005986871410174221,-0.10229938198566178,0.07116478959433378,-0.019836466286862614,0.01550674316324516
85,-0.03,-0.10755928968926247,0.014524102440877304,0.030448871495891622,-0.01991500142927346,0.014524102440877314,-0.10755928968926246,0.061324175391804854,-0.019165416116241063,-0.0025242807213773904
86,-0.13,-0.10841570743530483,0.022007047579244036,0.02455496446911771,-0.015423990615659341,0.022007047579244047,-0.10841570743530483,0.05036560530170875,-0.018406918547663666,-0.022976180170468676
87,-0.17,-0.10483357338064112,0.02789252947406657,0.015885569474904906,-0.008432991895961105,0.02789252947406658,-0.10483357338064112,0.038488856946382315,-0.01756443443156671,-0.04513323497057464
88,-0.16,-0.09695954051435206,0.03175332857380492,0.00542060246962427,-7.513694058776851e-05,0.03175332857380493,-0.09695954051435206,0.02591044658004595,-0.01664180782973968,-0.06775032578175386
89,-0.17,-0.08511597266714314,0.03330919444366849,-0.005657064136571421,0.008294896538972358,0.0333091944436685,-0.08511597266714314,0.01285968194039751,-0.01564324847575296,-0.08920832083929711
90,-0.12,-0.06978774689823927,0.03244718878377664,-0.0160953034912298,0.015320456882728288,0.03244718878377664,-0.06978774689823927,-0.0004255180919105848,-0.014573312566909054,-0.10772275939520605
91,-0.14,-0.05160240257160938,0.029229883474907375,-0.024714264254450242,0.01986281052097582,0.029229883474907382,-0.05160240257160936,-0.013702960817201043,-0.01343688197535937,-0.12157948833670655
92,-0.04,-0.031304449820672924,0.023890818566250475,-0.030539731133833015,0.021185712895238178,0.023890818566250475,-0.031304449820672944,-0.026730594953548962,-0.01223914197324128,-0.12936791468360884
