,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_6,harmonic_92,harmonic_93,all_6_harmonics
0,18.24950352,0.166184849,-1.346311731,0.012010823,0.012712709,0.166184849,0,13.247805
1,18.14431691,0.380120644,-1.277726343,0.089071469,0.041593418,0.380120644,0,13.95291166
2,17.25472818,0.592322035,-1.185847666,0.162485519,0.063732485,0.592322035,0,14.7315858
3,17.6403,0.801820796,-1.072350675,0.229247392,0.075541511,0.801820796,0,15.55926754
4,17.13631332,1.007661033,-0.939304447,0.286623851,0.075106438,1.007661033,0,16.40937019
5,17.6403,1.208903544,-0.789134452,0.332265895,0.062497785,1.208903544,0,17.25568568
6,18.14431691,1.404630105,-0.624578327,0.364304934,0.039759218,1.404630105,0,18.07468335
7,21.67237713,1.593947661,-0.448635975,0.381429287,0.010576303,1.593947661,0,18.84745129
8,20.66437357,1.775992399,-0.264514871,0.38293788,-0.020320866,1.775992399,0,19.56107158
9,21.16835906,1.949933692,-0.075571591,0.368768951,-0.04792434,1.949933692,0,20.20928477
10,22.68041096,2.114977884,0.114749379,0.339502578,-0.067760027,2.114977884,0,20.79238086
11,22.68041096,2.270371918,0.302978437,0.296336929,-0.076612873,2.270371918,0,21.31634124
12,22.1763952,2.415406765,0.485684119,0.241039212,-0.073047968,2.415406765,0,21.79134139
13,22.68041096,2.549420665,0.659535651,0.175873321,-0.057643129,2.549420665,0,22.22979629
14,21.67237713,2.671802143,0.821363675,0.103507155,-0.03289524,2.671802143,0,22.64418207
15,20.16035549,2.781992801,0.968218022,0.026903395,-0.002815546,2.781992801,0,23.04489223
16,23.20134662,2.879489864,1.097421499,-0.050801794,0.027720504,2.879489864,0,23.43838233
17,22.66178883,2.963848475,1.206618693,-0.126427151,0.053763493,2.963848475,0,23.82582368
18,22.70763024,3.034683725,1.29381891,-0.196876566,0.07109226,3.034683725,0,24.2024278
19,23.20134662,3.091672409,1.357432467,-0.259265831,0.076898083,3.091672409,0,24.55752674
20,24.82004779,3.134554502,1.396299672,-0.311040722,0.070239927,3.134554502,0,24.8754074
