,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,harmonic_14,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_19,harmonic_20,harmonic_21,harmonic_22,harmonic_23,harmonic_24,harmonic_25,harmonic_26,harmonic_27,harmonic_28,harmonic_29,harmonic_30,harmonic_31,harmonic_32,harmonic_33,harmonic_34,harmonic_62,harmonic_63,harmonic_64,harmonic_65,harmonic_66,harmonic_67,harmonic_68,harmonic_69,harmonic_70,harmonic_71,harmonic_72,harmonic_73,harmonic_74,harmonic_75,harmonic_76,harmonic_77,harmonic_78,harmonic_79,harmonic_80,harmonic_81,harmonic_82,harmonic_83,harmonic_84,harmonic_85,harmonic_86,harmonic_87,harmonic_88,harmonic_89,harmonic_90,harmonic_91,harmonic_92,harmonic_93,all_33_harmonics
82,2.487396722,-0.16717118290185948,2.2919243818832486e-05,-0.052933948963550505,0.03080727965049577,0.1448764662146229,-0.15079418370930597,0.02673542869413988,0.048860819898617194,-0.045207014697294885,-0.021703591345463315,-0.033326290120983905,-0.01254149085131519,0.015806191743423473,0.0715540954710484,-0.04363126617286785,-0.004587273914889577,0.03692986868593494,0.016109344257698936,-0.019321526422943044,0.02641817961004953,-0.03130908150170527,0.05574629016547197,0.05876348735678914,0.014300027874730276,-0.010970131824135598,0.020526803904661106,-0.012027442561039188,-0.08037747043781701,0.007540283846244143,0.03478419604077597,0.04808254697849462,-0.04133111491387357,-0.023160928648994043,-0.013734435063012048,0.04808254697849462,0.034784196040775976,0.007540283846244146,-0.08037747043781703,-0.012027442561039183,0.020526803904661096,-0.01097013182413559,0.014300027874730278,0.05876348735678915,0.05574629016547197,-0.03130908150170527,0.02641817961004955,-0.01932152642294304,0.016109344257698933,0.03692986868593496,-0.0045872739148895775,-0.04363126617286785,0.0715540954710484,0.015806191743423476,-0.012541490851315194,-0.033326290120983905,-0.021703591345463298,-0.045207014697294885,0.048860819898617194,0.026735428694139876,-0.15079418370930597,0.14487646621462297,0.030807279650495737,-0.052933948963550526,2.2919243818827712e-05,-0.16717118290185945,0.0,-0.13430181020218698
81,2.487396722,-0.16078923349209306,-0.011473530482950366,0.007026710746191368,0.004113027987989902,0.17674987031148837,-0.1856724849008059,0.004428212491500246,0.06636339446022836,-0.08751791279857522,-0.037044910323104537,0.0011627112995019726,0.04489264534317654,-0.0016219608376003825,0.059980643704698196,-0.033524326801245986,-0.04049515734876992,-0.020832033260474475,-0.02970019690913291,-0.02503672442871954,0.05058590910840043,0.03804039444433416,-0.014795276844161128,0.05605854240999641,0.041348177566060615,-0.0016071373252931418,-0.019592317047533874,0.020315481954593366,0.017098253338477604,0.01268122957901244,0.0037810404410574764,-0.046583788247311825,0.007061089790493909,0.011242032185095322,0.03576977090902383,-0.046583788247311825,0.0037810404410574716,0.012681229579012418,0.017098253338477608,0.020315481954593366,-0.019592317047533874,-0.0016071373252931251,0.04134817756606061,0.05605854240999641,-0.014795276844161095,0.03804039444433416,0.05058590910840041,-0.025036724428719532,-0.02970019690913291,-0.020832033260474482,-0.04049515734876993,-0.033524326801245966,0.059980643704698196,-0.0016219608376003794,0.04489264534317653,0.001162711299501951,-0.037044910323104516,-0.08751791279857525,0.06636339446022836,0.004428212491500243,-0.1856724849008059,0.17674987031148837,0.004113027987989873,0.0070267107461913485,-0.011473530482950394,-0.1607892334920931,0.0,-0.16924859883751664
80,2.211019261,-0.15367363968854356,-0.022760814723634473,0.06669969609238076,-0.022879783079489468,0.18864494624123737,-0.19045617709576385,-0.018851098637573133,0.06494671241693505,-0.09845599185437899,-0.03611053246196775,0.03503855853852933,0.07440058595380683,-0.01787732071158899,-0.0013708644019771485,0.008164941476270365,-0.03351587341345694,-0.05400464995989687,-0.036739413051833654,0.005140449967941571,-0.004381585839156252,0.0428298262739112,-0.0582422849138859,-0.05686988809350165,-0.018488529528163232,0.011349277109939939,-0.01328838099180255,0.0018431885690888459,0.06959068377915836,-0.017147047862464553,-0.03811449223486519,-0.0014987587311827942,0.03346047876078089,0.009398298336013598,-0.033774588542794595,-0.0014987587311827975,-0.03811449223486519,-0.017147047862464543,0.06959068377915838,0.0018431885690888459,-0.013288380991802545,0.011349277109939928,-0.018488529528163232,-0.05686988809350165,-0.05824228491388592,0.0428298262739112,-0.004381585839156268,0.005140449967941571,-0.036739413051833654,-0.054004649959896886,-0.03351587341345694,0.008164941476270365,-0.0013708644019771532,-0.01787732071158899,0.07440058595380683,0.035038558538529316,-0.03611053246196775,-0.09845599185437899,0.06494671241693507,-0.01885109863757313,-0.19045617709576385,0.1886449462412374,-0.022879783079489478,0.06669969609238076,-0.022760814723634476,-0.1536736396885436,0.0,-0.6430723331578548
79,1.9346418,-0.14585686831370304,-0.03363316331025491,0.12364198804366651,-0.04821178015735303,0.179217174032916,-0.16436989852615053,-0.03799215818579731,0.04501464960002388,-0.0741002445651761,-0.019310977066002887,0.05043687082164788,0.057626439620863626,-0.021206109939827272,-0.06158468939587156,0.042162247175991825,0.008959034362203659,-0.02343237311370742,0.004180614630458157,0.02794833190421139,-0.05249464671758081,-0.02506914363720317,0.00496967920162307,-0.0579795480866958,-0.03947532025875768,-0.0010703096145543722,0.02450173747047282,-0.02123948171913826,-0.06100097512507598,0.0003086497826986308,0.029789758498589516,0.04808254697849462,-0.044357776512837704,-0.02274754145957866,0.009089273014884408,0.04808254697849462,0.02978975849858952,0.0003086497826986398,-0.061000975125076004,-0.021239481719138257,0.02450173747047282,-0.0010703096145543867,-0.03947532025875768,-0.05797954808669581,0.004969679201623051,-0.02506914363720316,-0.05249464671758081,0.027948331904211386,0.00418061463045816,-0.023432373113707435,0.008959034362203662,0.042162247175991825,-0.06158468939587157,-0.02120610993982727,0.057626439620863626,0.05043687082164787,-0.019310977066002894,-0.0741002445651761,0.045014649600023895,-0.037992158185797306,-0.16436989852615053,0.17921717403291604,-0.048211780157353036,0.12364198804366651,-0.03363316331025491,-0.145856868313703,0.0,-0.5403919761755089
78,3.040151355,-0.13737458550249895,-0.04389237046121844,0.1755223624771278,-0.0700441461997549,0.14953219026510137,-0.11164182739589752,-0.048793061454806934,0.012249552642987407,-0.02318155159285043,0.005972864177749064,0.039237369651657056,0.005004835171968165,-0.00920137784901098,-0.07068925731773827,0.0364396812249482,0.041945706227358416,0.03479852443946806,0.0396433118943897,0.010689793027773209,-0.01848650579448374,-0.050422155683760544,0.05908068039098362,0.05491139925624764,0.022487313849659383,-0.011096776693004299,0.004236162334824491,0.00880427118444077,-0.03110695730614037,0.01691322782099549,0.011876021396678881,-0.046583788247311825,0.015982869199863695,0.018449514095304587,0.021702314238269304,-0.046583788247311825,0.011876021396678874,0.016913227820995465,-0.03110695730614038,0.00880427118444077,0.004236162334824486,-0.011096776693004283,0.022487313849659376,0.05491139925624764,0.0590806803909836,-0.050422155683760544,-0.018486505794483726,0.010689793027773209,0.0396433118943897,0.03479852443946807,0.04194570622735843,0.036439681224948194,-0.07068925731773829,-0.009201377849010983,0.005004835171968175,0.039237369651657056,0.005972864177749048,-0.023181551592850434,0.012249552642987426,-0.04879306145480694,-0.11164182739589754,0.14953219026510137,-0.0700441461997549,0.1755223624771278,-0.04389237046121845,-0.137374585502499,0.0,0.1697965094052005
77,3.044357777,-0.1282654939659014,-0.05335140812497911,0.22021683076777362,-0.08679209787095887,0.10294533741303129,-0.040818360251884435,-0.04888276069365072,-0.024007716943748616,0.036047104449432224,0.02863252504777744,0.007346096343860718,-0.05073010788303856,0.009456602942902799,-0.021128669014506052,-0.003611687344422385,0.030508979316748702,0.051954658290157,0.023356046291716018,-0.021893515402692444,0.04444142348572529,0.009798513692839933,0.004997357545432695,0.05983439804724658,0.03719739274695664,0.003688188313879988,-0.02606679659199421,0.016825855984993133,0.08062544233929356,-0.013121396954927554,-0.04025001923233092,-0.0014987587311827942,0.026542488520897384,0.0001614255539119217,-0.0379140525212709,-0.0014987587311827975,-0.04025001923233092,-0.013121396954927549,0.08062544233929356,0.016825855984993133,-0.026066796591994207,0.0036881883138799995,0.03719739274695664,0.05983439804724658,0.0049973575454327155,0.009798513692839933,0.04444142348572529,-0.021893515402692444,0.023356046291716018,0.051954658290157024,0.0305089793167487,-0.003611687344422385,-0.021128669014506045,0.009456602942902795,-0.05073010788303856,0.007346096343860734,0.02863252504777742,0.036047104449432224,-0.024007716943748605,-0.04888276069365073,-0.040818360251884435,0.1029453374130313,-0.08679209787095887,0.22021683076777362,-0.05335140812497911,-0.1282654939659014,0.0,0.4036977895806375
76,2.494848884,-0.11857115639932926,-0.06183783555073421,0.2558955961324078,-0.09723992292682745,0.044722403977209876,0.03662112537390166,-0.03824156484749507,-0.05342072907423139,0.08235384257979866,0.038712474066925864,-0.028419130620844748,-0.07490756743707672,0.02127678919153245,0.04596664402056134,-0.040260586468453805,-0.013238862993451011,0.007785625430867656,-0.023419956768790186,-0.02309052127312589,0.03784639500506497,0.05338968998647038,-0.058237615518272605,-0.0528902555163185,-0.026255347900860402,0.010226683521525502,0.005394270720058313,-0.017239158004558927,-0.019757270083496637,-0.006973011588512558,0.023575724743322805,0.04808254697849462,-0.045568425529548824,-0.0186471331898757,0.02865472105854997,0.04808254697849462,0.02357572474332281,-0.006973011588512542,-0.01975727008349666,-0.017239158004558924,0.00539427072005832,0.010226683521525485,-0.02625534790086041,-0.052890255516318506,-0.058237615518272605,0.05338968998647038,0.03784639500506493,-0.023090521273125893,-0.023419956768790186,0.007785625430867667,-0.013238862993451015,-0.040260586468453805,0.04596664402056136,0.021276789191532447,-0.07490756743707672,-0.028419130620844738,0.03871247406692585,0.08235384257979866,-0.0534207290742314,-0.038241564847495066,0.03662112537390164,0.04472240397720989,-0.09723992292682744,0.2558955961324078,-0.06183783555073421,-0.11857115639932923,0.0,-0.11986220014934951
75,2.43548913,-0.10833580584160415,-0.06919694292878112,0.28109796572492524,-0.10062922720105409,-0.018555576240283613,0.10812489871722597,-0.019205462198991528,-0.0676042537802551,0.0991389420154435,0.03178408141924696,-0.04919756870592876,-0.05248756402211537,0.01771234800990131,0.07491414712053884,-0.03898111520851514,-0.04296583539844463,-0.04557324320451149,-0.03962379430611489,0.008814789849264166,-0.027954507521989358,0.006370850499779183,-0.014822167450975232,-0.061620975874195724,-0.034537769649457,-0.00610080034495959,0.024073871881583456,-0.008183778769291362,-0.06816115998662879,0.018403856072620395,0.019484796640946985,-0.046583788247311825,0.024250308066283664,0.022666618011860085,-0.00014483867629665745,-0.046583788247311825,0.019484796640946975,0.018403856072620375,-0.06816115998662882,-0.008183778769291359,0.024073871881583456,-0.006100800344959597,-0.034537769649457,-0.061620975874195724,-0.01482216745097526,0.0063708504997791885,-0.027954507521989372,0.008814789849264164,-0.03962379430611489,-0.04557324320451151,-0.04296583539844463,-0.03898111520851513,0.07491414712053884,0.017712348009901315,-0.05248756402211538,-0.049197568705928736,0.03178408141924696,0.09913894201544352,-0.06760425378025511,-0.019205462198991524,0.10812489871722597,-0.018555576240283606,-0.10062922720105408,0.28109796572492524,-0.06919694292878113,-0.10833580584160417,0.0,-0.4140294904580185
74,2.807421375,-0.0976061438497396,-0.07529457179114273,0.29479215157305577,-0.09671398546105049,-0.07973618919631871,0.16210331523978044,0.004046683017317917,-0.06251477059910314,0.08038539583268943,0.010891339311230434,-0.04403173757942665,0.0025831768888673503,0.0013406231448890775,0.04169024948642426,-0.0009786275869732306,-0.027189021807005276,-0.04513930809508122,-0.004103147031522574,0.028083315324243675,-0.05002413653793706,-0.05146024252247941,0.055737084267156047,0.05080876303538619,0.029753966553436238,-0.008787422760157138,-0.014288413531554365,0.021341727748494993,0.06275814722735645,-0.0069689725997366106,-0.040737705713248584,-0.0014987587311827942,0.01853784568235836,-0.009101611788488636,-0.028462347892148843,-0.0014987587311827975,-0.040737705713248584,-0.00696897259973661,0.06275814722735648,0.021341727748494993,-0.014288413531554365,-0.008787422760157121,0.029753966553436238,0.05080876303538619,0.05573708426715604,-0.05146024252247941,-0.050024136537937046,0.028083315324243675,-0.004103147031522574,-0.04513930809508124,-0.027189021807005272,-0.0009786275869732306,0.04169024948642426,0.0013406231448890799,0.0025831768888673503,-0.044031737579426654,0.01089133931123044,0.08038539583268943,-0.06251477059910318,0.004046683017317912,0.16210331523978044,-0.07973618919631872,-0.09671398546105049,0.29479215157305577,-0.07529457179114273,-0.0976061438497396,0.0,0.2594594525150583
73,3.51429828,-0.08643112741044764,-0.0800195607558139,0.29641751209917827,-0.08577840006275403,-0.1319040897144211,0.18980731694104008,0.026410487839490668,-0.03960321854728813,0.03281584619745095,-0.01478651727679859,-0.01564583107800279,0.056047010867216286,-0.01600046732424876,-0.026132469694096744,0.03794579766247123,0.01738284297534156,0.00857523139527267,0.03677370527163004,0.007091909242178517,0.006162637116656315,-0.021955870809830327,0.024225132403106506,0.06333724304983314,0.03152374229828419,0.008173871426969114,-0.018794987324730106,-0.0025149374365815856,0.02856888515989144,-0.013124456722262649,0.016396498047034424,0.04808254697849462,-0.044913497851017566,-0.01152431595873963,0.03794822191081575,0.04808254697849462,0.016396498047034427,-0.01312445672226263,0.028568885159891415,-0.002514937436581586,-0.018794987324730096,0.008173871426969117,0.03152374229828419,0.06333724304983315,0.024225132403106524,-0.02195587080983033,0.006162637116656339,0.007091909242178521,0.03677370527163004,0.008575231395272666,0.01738284297534156,0.03794579766247123,-0.02613246969409675,-0.016000467324248757,0.056047010867216286,-0.015645831078002794,-0.014786517276798566,0.03281584619745095,-0.03960321854728814,0.02641048783949066,0.18980731694104008,-0.13190408971442114,-0.085778400062754,0.29641751209917827,-0.0800195607558139,-0.08643112741044759,0.0,0.7476029737295861
