,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_88,harmonic_89,harmonic_90,harmonic_91,harmonic_92,harmonic_93,all_7_harmonics
92,-0.09,-0.010985557573470622,-0.03927092329547625,-0.009724889215961458,0.01681754990398495,-0.03291324203920586,0.019074742198669333,0.00478017269723574,0.008380199725172928,-0.03291324203920586,0.01681754990398495,-0.009724889215961458,-0.03927092329547624,-0.010985557573470616,0.0,-0.11991900981918044
91,-0.13,-0.009681848594141255,-0.051095332350631614,0.012252809495877436,0.008523516951491594,-0.03156651513425286,0.013872053800980295,0.0118133253858254,0.0134054190625357,-0.03156651513425287,0.008523516951491589,0.01225280949587744,-0.051095332350631614,-0.009681848594141246,0.0,-0.104043941013972
90,-0.11,-0.008333963560306981,-0.06198826002403777,0.03372887674731113,-0.000389227120096891,-0.02665177317314759,0.006420922208584575,0.016253180283508615,0.01460894475081327,-0.026651773173147583,-0.0003892271200968934,0.03372887674731111,-0.06198826002403778,-0.008333963560306981,0.0,-0.08998564701764979
89,-0.09,-0.00694805256222609,-0.07175112537192298,0.05382407982173516,-0.009273717696276398,-0.018724537512610804,-0.002070940558211055,0.017125086686773705,0.011647668793310802,-0.018724537512610804,-0.009273717696276405,0.05382407982173516,-0.07175112537192298,-0.006948052562226088,0.0,-0.07904489172072876
88,0.01,-0.0055304391939100805,-0.08020594878468855,0.0717157187441965,-0.017485041047390272,-0.008680836620472055,-0.010227136215322999,0.01423764100047569,0.005365808701408006,-0.008680836620472055,-0.017485041047390286,0.0717157187441965,-0.08020594878468856,-0.005530439193910074,0.0,-0.07099678031796824
87,-0.02,-0.004087591700014571,-0.08719859660212217,0.08667130771503126,-0.024427147785758187,0.002344073493847612,-0.016725672872939405,0.008224704248084181,-0.0024457668690423297,0.00234407349384761,-0.024427147785758198,0.08667130771503125,-0.0871985966021222,-0.004087591700014573,0.0,-0.06434264525192974
86,-0.12,-0.0026260934627225082,-0.09260159101066605,0.09807856316456641,-0.029596119323147395,0.013104029130829345,-0.0205132392670615,0.0004062549358669731,-0.009560089211752536,0.013104029130829345,-0.029596119323147405,0.09807856316456641,-0.09260159101066606,-0.002626093462722507,0.0,-0.05694949654522749
85,-0.14,-0.0011526129632812127,-0.09631643399757177,0.1054704707144023,-0.032616746672156374,0.022382814830736758,-0.020975930059262637,-0.007501376718605259,-0.013948966564283398,0.022382814830736758,-0.03261674667215639,0.1054704707144023,-0.09631643399757178,-0.001152612963281209,0.0,-0.04689128951789192
84,-0.07,0.00032612664474806563,-0.0982754029956452,0.1085444048009365,-0.0332697663834237,0.02913163420476112,-0.018038750300856516,-0.013762282913668936,-0.01436119263263276,0.029131634204761114,-0.03326976638342371,0.1085444048009365,-0.0982754029956452,0.00032612664474806325,0.0,-0.03324823330440468
83,-0.02,0.0018033782116978112,-0.0984427854835036,0.10717451820149429,-0.031507776597054116,0.03258765711358047,-0.012177770942415128,-0.017002050122696507,-0.010679247648112384,0.03258765711358047,-0.03150777659705412,0.10717451820149429,-0.0984427854835036,0.0018033782116978112,0.0,-0.01662908582079432
