,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,all_4_harmonics
0,33.9187,1.3686866974136116,0.37207983329495303,-0.4769880839937587,0.06043494538235811,31.852009454466742
1,34.5314,1.2751030789605995,0.5193291143192758,-0.4650819275711743,0.1823476977044677,31.917581273460637
2,34.5276,1.1784950568797803,0.6616541518851112,-0.44326335731450134,0.2973608103323486,31.98511685920233
3,34.0273,1.0790917747261157,0.7977054296339726,-0.4119973981684453,0.40112243760392835,32.053030813943586
4,34.0238,0.9771290061026365,0.926192918572681,-0.37195042976980247,0.48970646555520697,32.11960250265745
5,34.0084,0.872848595431503,1.0458983090408334,-0.3239759837224369,0.5597610675208546,32.18300192850184
6,33.8003,0.7664978843257553,1.1556865626404167,-0.26909655205300304,0.6086355299543319,32.241318902665114
7,34.5393,0.658329124922335,1.254516674592958,-0.20848179456859772,0.6344805496547468,32.292595012698634
8,35.0161,0.5485988815678845,1.341451544476268,-0.14342360958867625,0.6363182073718542,32.33485782420741
9,36.0156,0.4375674222764622,1.4156668617471206,-0.07530859937530361,0.6140789701403961,32.36615669240022
10,36.5498,0.3254981014025692,1.476458921797949,-0.0055885171132877475,0.5686043222560514,32.38459951383917
11,36.7097,0.21265673499371562,1.5232512984362299,0.0642506746884926,0.5016149253425958,32.388389715870375
12,36.4948,0.09931097030412302,1.5556003095185695,0.13272047490811079,0.4156455122639758,32.37586276248274
13,35.4945,-0.014270349034991879,1.5731992239147103,0.19836156862774434,0.3139489783538529,32.345521451259394
14,34.7425,-0.1278178206828069,1.5758811699113164,0.2597749298975586,0.20037329894158373,32.29606928687801
15,33.5666,-0.2410621225814856,1.5636207174782477,0.3156516395449082,0.07921593034735655,32.22644124219361
16,32.3866,-0.3537346517583413,1.5365341193943816,0.3648007825140217,-0.044938796504311734,32.135831257902
17,31.471,-0.46556816142241286,1.4948782089466446,0.40617483015280775,-0.16739313718124182,32.023715885428985
18,30.9387,-0.5762973948443274,1.4390479646541945,0.4388919664674076,-0.28351368616035194,31.889873544029204
19,30.5061,-0.6856597145159558,1.3695727651088778,0.462254882499139,-0.3889066948002394,31.734398940844
20,30.5112,-0.7933957250975665,1.287111369443304,0.4757656382543173,-0.4795843212193771,31.557712290351997
21,31.0236,-0.8992498886749111,1.1924456710214073,0.4791362754307225,-0.552115521546655,31.360563065529156
22,30.5149,-1.002971130866927,1.08647328357857,0.4722949547488722,-0.6037558731480172,31.144028115212453
23,30.5133,-1.104313436346428,0.9701990301090313,0.45538748708153937,-0.6325514176010757,30.909504088596083
24,30.0137,-1.2030364323612819,0.8447254152023679,0.4287742257481496,-0.6374125942257323,30.658694216341175
25,29.6056,-1.2989059588720195,0.7112421711697108,0.39302238620940466,-0.618155466687049,30.393589606259034
26,29.1137,-1.3916946239535815,0.5710149770826198,0.3488939568545085,-0.575508682745515,30.116445317735486
27,29.0251,-1.4811823431438385,0.4253734576899221,0.29732945854157866,-0.5110859038129189,29.829751580839602
28,28.5741,-1.5671568614596216,0.27569857600597414,0.23942789902844008,-0.42732474751937893,29.53620062132673
29,28.631999999999998,-1.6494142568420924,0.12340953911297158,0.17642334953030991,-0.3273945535717995,29.238649639553127
30,27.8049,-1.727759423837336,-0.030049658664403286,0.10965864263437841,-0.21507646284276857,28.940080567884575
31,27.3759,-1.8020065363649422,-0.18322392761528247,0.040556752154571704,-0.09462034723596101,28.64355729592629
32,26.7751,-1.8719794884769398,-0.33466087970461705,-0.02940953508479552,0.029415996209692045,28.352181104485588
