,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_11,harmonic_12,harmonic_13,harmonic_15,harmonic_16,harmonic_17,harmonic_18,harmonic_20,harmonic_21,harmonic_22,harmonic_24,harmonic_25,harmonic_26,harmonic_27,harmonic_29,harmonic_30,harmonic_31,harmonic_32,harmonic_34,harmonic_35,harmonic_36,harmonic_37,harmonic_39,harmonic_40,harmonic_41,harmonic_43,harmonic_44,harmonic_45,harmonic_46,harmonic_47,harmonic_49,harmonic_50,harmonic_51,harmonic_53,harmonic_54,harmonic_55,harmonic_56,harmonic_58,harmonic_59,harmonic_60,harmonic_61,harmonic_62,harmonic_64,all_51_harmonics
0,10.226,-0.6187495489919084,-0.0625457866651243,-0.23525585369313426,-0.7545998027720366,-0.6450855905560626,0.2298175976991055,0.5940633602503795,-0.4321243917106358,-0.016298467277405332,0.15111657447293647,0.20795666609320257,0.06771940470496304,0.23807638245769594,-0.16399553434205097,-0.07873224001508726,0.13364167528755155,-0.12949194556147586,0.12045060888009126,0.04839080114866175,0.07609982814372664,-0.08893147834180501,0.04215753743365269,0.015083933973881315,0.0610533034750067,0.0031287500171301385,-0.008927633703174955,0.00038650086233222046,0.07356541774082014,-0.1357275860624808,-0.032089630720452254,0.08787999929615058,-0.07169687607959373,0.02579811540527784,0.019344961240309988,-0.08830411598976336,-0.15311549981788736,0.14066701963896436,0.08308830756019463,-0.14727254274218293,-0.042807563045604194,0.08265290487755561,-0.08038714916164258,0.056785478573173745,-0.05515634873474318,0.010515344885821254,-0.004075919224188548,0.036190564968353635,-0.049270633947875175,-0.006416073654847067,0.04830074897884368,-0.023756226342718074,12.513923106411646
1,10.700999999999999,-0.6368021087087588,-0.003518152702460679,-0.23658729077451598,-0.8933352631638605,-0.5736988166399867,-0.08147055510822196,0.4037215401195317,-0.2985609565676405,-0.2111182186187981,0.23348036495143248,0.2252371883700318,0.10232779815479223,0.05702146937096188,0.02175994427769135,0.035523606819433395,0.0037514446662210463,-0.16688369045713503,-0.029110017037755544,0.19645190891104702,-0.15564039657577855,0.08189570399506681,0.006956691268862171,0.13721414640930357,-0.048811995432139675,0.18154731274006,-0.08941650562193468,0.08830065943948104,-0.07082474304538863,0.008153720437082072,-0.049832896899934094,0.024206109486711265,0.01485071652899483,-0.039174892248363874,0.04058914728682167,-0.016731270869582857,0.17960668533095134,-0.07128007035153938,-0.11936065675130418,0.09374885458907323,0.0307699942939765,-0.05781837648362765,0.10987310401584473,-0.0654787894619067,0.05385862235627432,-0.011558664321584363,0.02295588027568979,-0.042680439334201764,0.033596247411733046,0.03582468296805691,-0.04367621510258863,0.02165310927096756,13.24718324042104
2,11.514000000000001,-0.6533442441786972,0.05554284014564452,-0.23287628050411588,-0.9793492818919088,-0.45366307140632506,-0.38337950522628805,0.15285395363173204,-0.10853859210624002,-0.3467712419080679,0.23832765530631764,0.15519077139272977,0.08470239046925644,-0.1569463763144209,0.1934296884832789,0.12417922583680122,-0.12942593728369728,-0.04438094749576871,-0.14832421458536632,0.10527573670016353,-0.18375051271480758,0.13802596825502442,-0.03863837852787672,0.028176126719753346,-0.0717305573225035,0.018964095235159295,0.006750088777979312,-0.015421248353983839,-0.0546490186702259,0.1327655538545643,0.05494291362877778,-0.10351135615417312,0.06074959988027982,0.0065916947772133375,-0.05993410852713165,0.10642648267443018,-0.0558960024893643,-0.05217053217399414,0.07403822434917001,0.010717691373800698,-0.004012136080408658,0.008873179029388084,-0.10577889851716797,0.057416000619283696,-0.04123375871196572,0.010648932432139496,-0.03955407890612104,0.04612567473461474,-0.01631433940211156,-0.06419469605815512,0.03840488325719408,-0.019537150599526387,13.036252067182811
3,10.921,-0.6683367192839913,0.11407717954854187,-0.2242019166229763,-1.00756562021623,-0.29515724202998694,-0.6411523366981797,-0.12092943437983897,0.10200880272247516,-0.3852402329498964,0.16404912398512725,0.02497518268899791,0.023840170312016223,-0.28032438693902473,0.239887750847316,0.1233445943923078,-0.14919563778048844,0.12064403865788963,-0.11291431323092478,-0.1141042337580216,0.02854698818546264,0.0008475191008214656,-0.02650256281123407,-0.12833094461193098,0.03312147996817849,-0.17923953514172156,0.08958088938375663,-0.08567491942258906,0.08542080935684496,-0.05638395467844974,0.02463616889338279,0.04263746766029024,-0.059632572514784314,0.03372487744650375,0.019344961240309988,-0.09854387822215213,-0.11455951054597907,0.13605145488871792,0.02189663688627061,-0.1093602746856354,-0.02466511814929269,0.0437721963976981,0.06935583141060249,-0.03466038925415499,0.019936923441139263,-0.007939865340979093,0.05222069182674175,-0.04628050289473816,-0.0017481811144104632,0.0907036356272608,-0.03256481622177803,0.017409605219499594,12.594231884538084
4,10.183,-0.6817439735300848,0.17152984686784942,-0.21074907813722493,-0.9763190510980267,-0.11162243266412725,-0.8251132527780893,-0.3765831315931797,0.29326597337394256,-0.3157441026165794,0.035305567554366715,-0.11492355948209068,-0.04919139910872878,-0.2418984708170455,0.13106071208595993,0.033621192938965545,-0.038234731115302026,0.17007764064832875,0.04020579468205095,-0.19452914560151244,0.20349540471083494,-0.13751790109256318,0.025231612820089917,-0.06863554433857101,0.07897562989726999,-0.04077610254725959,-0.004568540643042357,0.030008917212437345,0.031834193663494895,-0.11228274590744253,-0.06624101934854601,0.07597775052100521,-0.01679116592051826,-0.03447543143166847,0.04058914728682167,0.00031067492652857737,0.1892109476356308,-0.11674170111605578,-0.10286298711490253,0.14857679943102856,0.04154264062403504,-0.07816425850861547,-0.01173576653978518,0.003035143250955984,0.0055528944682417085,0.003889210321080701,-0.05969668644906439,0.043133879039574115,0.019727054232861342,-0.11458297890743435,0.026242499134516314,-0.015271734893609187,12.507257690630139
5,10.003,-0.6935342063911611,0.22735607980655917,-0.19280448894303703,-0.8874536349241291,0.08137782506517924,-0.9140839674395652,-0.5757796414341806,0.42906551469382154,-0.15775942034398716,-0.10515959138571622,-0.2102651715878123,-0.09711294168487314,-0.06384816139993234,-0.06260507253861376,-0.08033145424094264,0.1062288280921297,0.05655656939955888,0.1514124173914691,-0.038058300477315184,0.11220322902131956,-0.08328616824513596,0.03926639715879934,0.10669193805519948,-0.015846159819642092,0.174277411990618,-0.08969214627557559,0.08056537102679143,-0.09392332253989083,0.09717332345035387,0.005741851440213132,-0.09170092134398249,0.07201026019615184,-0.005220582579480391,-0.05993410852713165,0.09820737270609367,-0.10562864305994236,0.008887101407659416,0.11351234013433964,-0.10705711891373969,-0.03854626617319816,0.0799612758627931,-0.049471062587852485,0.0293667995028993,-0.02987486969779282,0.0008185991208398763,0.06123896586787452,-0.03691026978072385,-0.03676202242945655,0.13514043796514996,-0.01953155874037045,0.013124807507892803,11.977399563398134
6,10.074,-0.7036794527374787,0.2810265378082096,-0.1707506068045843,-0.7462138896800312,0.26747734086744107,-0.8978218308674694,-0.6886555055146986,0.48372725472327854,0.04443797261847328,-0.21071130704612376,-0.2240846602849315,-0.09546263599389637,0.15105546407314643,-0.2157450904836339,-0.13639292106001277,0.15761085086066148,-0.11115244360865785,0.10477557086570836,0.16475958366049098,-0.12588859644656852,0.08758986155745122,-0.005368047524669511,0.1022727445585951,-0.08244185719251633,0.061984259451190536,0.0023842830879766633,-0.04372659517371253,-0.0067484542057166174,0.07698223296598553,0.06360781591178291,-0.01676088931808598,-0.036291539281793704,0.038791810343941094,0.019344961240309988,-0.10668334877721163,-0.06628901223019847,0.10570808043577164,-0.04656481279564122,0.0073629080488414505,0.017109452951869067,-0.04841387960283174,0.09555821134050205,-0.05425374350211838,0.047913788750609886,-0.005388091015569042,-0.056694231007799474,0.028053640633789585,0.052037992374263625,-0.15178002987564165,0.012531376879267671,-0.010970096319770764,12.19007236793714
7,10.164,-0.7121556491655668,0.3320323212281599,-0.1450574719307955,-0.5609352783173702,0.4308950990879543,-0.7781990025784212,-0.6982884209656481,0.4469144657393603,0.23418144541096308,-0.24630594917666637,-0.15102405756332618,-0.04508288987442547,0.2787695035439238,-0.22922813105184092,-0.09416228962646073,0.07088855278674563,-0.17236415303867825,-0.051087057015759975,0.1669348023085368,-0.19927569790035785,0.13579416762678367,-0.04198191399330724,-0.07444799490001007,-0.002187371264481245,-0.1667344270162624,0.08975021031534478,-0.07312014557457362,0.09572574987496997,-0.12513894420496782,-0.034912289095716725,0.1025244467986885,-0.04525777970537132,-0.02685249539376981,0.04058914728682167,0.0173459992259594,0.18277034859928465,-0.14012706468342942,-0.05221435683962249,0.09633228586211758,0.012512480408928576,-0.0033224444690370695,-0.11244021395123859,0.06525709031831727,-0.05587584288633943,0.009047164716160717,0.046514218203621706,-0.017195785428071386,-0.06482403571645948,0.16401935491110808,-0.005345618747487737,0.008808879202927639,12.344396639042573
8,10.522,-0.7189426910739628,0.3798897966855245,-0.11627268888436364,-0.34255227964078494,0.5577734699009931,-0.5689869212387627,-0.603234225085807,0.32558857590451146,0.35829462828279984,-0.20012594124714608,-0.019409763969508904,0.028309671401549562,0.24557709879437128,-0.09432629833893585,0.015926768415489588,-0.07794885591982917,-0.0684304375351077,-0.1536927694387392,-0.034181605266571505,-0.011943006204924077,-0.00618454885351809,-0.015869207486538164,-0.12574426598822133,0.08196338631578162,-0.08227449585680276,-0.00019861150924435137,0.05617659194887799,-0.018818690948715647,-0.03152254544542203,-0.04759709870857096,-0.04944538044457231,0.0696535264717773,-0.01659016079717693,-0.05993410852713165,0.08789514309127852,-0.1464041014340591,0.06826415278597033,0.11529986360205574,-0.1476807928436835,-0.036148473969199825,0.053673285863319826,0.09495747872722622,-0.059561070476432755,0.05208651322262187,-0.011177551663104156,-0.031710797633422896,0.005111256852250041,0.07450836272305623,-0.17150358182945283,-0.0019193022728700869,-0.006642437889456127,12.350838463175279
9,15.454,-0.7240244803491034,0.4241451828421058,-0.085009755341216,-0.1039530746052191,0.6373533196924142,-0.294270883841013,-0.4177434036168277,0.14269273866192675,0.38199430362868136,-0.08750324742988914,0.1197299089427435,0.08725140139940805,0.07063698761852782,0.10163521217997985,0.11453813777847065,-0.15848466135182454,0.10106780218012416,-0.09607780549637362,-0.1936719766559114,0.19101516386110687,-0.13950165479027574,0.03395420934241629,0.03480408994650329,0.020116240472680392,0.15672228374770833,-0.08975504706758679,0.06355508818707137,-0.0906995139485798,0.13659025598409308,0.05674023870472102,-0.07059455789464517,-0.006087648042442504,0.04056924426727844,0.019344961240309988,-0.11254904897140437,-0.012397285211968322,0.05537493534998848,-0.0995665414103015,0.11877998196376079,0.04249112664191049,-0.08164199009751726,-0.048453197321124485,0.03862330219645233,-0.03734274285544871,0.011419283357083742,0.013755395718438769,0.0073378868029254085,-0.08062759534386546,0.1740157348149447,0.009155800482108817,0.004472057209712601,14.856736885007615
