,raw_series,harmonic_1,harmonic_2,harmonic_4,harmonic_5,harmonic_6,harmonic_8,harmonic_9,harmonic_11,harmonic_13,harmonic_14,harmonic_15,harmonic_17,harmonic_18,harmonic_20,harmonic_22,harmonic_23,harmonic_25,harmonic_26,harmonic_28,harmonic_29,harmonic_30,harmonic_32,harmonic_33,harmonic_35,harmonic_36,harmonic_38,harmonic_40,harmonic_41,harmonic_42,harmonic_44,harmonic_46,harmonic_47,harmonic_48,harmonic_50,harmonic_51,harmonic_53,harmonic_54,harmonic_56,harmonic_58,harmonic_59,harmonic_60,harmonic_62,harmonic_64,harmonic_65,harmonic_66,harmonic_68,harmonic_69,harmonic_71,harmonic_73,harmonic_74,harmonic_76,harmonic_77,harmonic_79,harmonic_80,harmonic_82,harmonic_83,harmonic_85,harmonic_86,harmonic_87,all_58_harmonics
0,7.6964,0.04809459325933944,-0.10361234718609148,0.39816089864313275,-0.06615014251549636,0.013444426600565797,-0.04792051017280327,-0.014263329946755495,-0.0009924505153026657,-0.047306542897304966,0.0068376623617632595,0.01140246805618577,-0.04258937499798801,-0.009486119877346317,0.01267103446203091,-0.053129399809777905,-0.018459194550722743,-0.04197831821632128,-0.021070085380956324,0.011933264944021464,-0.013551382288537746,-0.013995748724659758,-0.023516193247396493,-0.018908685602630173,-0.03098449951824121,-0.02535624053104544,-0.012363660912777364,-0.002728771330790431,-0.017546075353954096,-0.01045440675882574,-0.00926542458132787,0.004428275511343477,0.004422265294463325,-0.007255134301850078,0.0007261944419841571,0.010094072435793357,0.004361487424520546,-0.004622338994902378,-0.0005217258216644544,0.009993899607473605,0.011858464409723433,0.015462547192442735,-0.0004631075390816022,0.0024136110705872908,0.01662183372197877,0.004330684835915519,0.00827788517995994,0.008067230424217017,-0.0010580717295569355,0.01274596345244498,0.012200383074474571,0.003906802419295044,0.011808810539942646,0.009584841734952988,0.009126777918556383,0.015578050691059483,0.013484590067196593,0.016671597864075405,0.01717901159693704,0.017179011596936886,8.151467475093842
1,7.9141,0.03823360139942964,-0.110556354871957,0.40710176818273824,-0.09641488505799432,0.005449374678609902,-0.07547243986365115,-0.043115472566005446,-0.0235278757642639,-0.05280237131760949,-0.015959539252646475,0.010127114432586992,-0.04009934735600853,-0.02418268765323662,0.0037442453155103763,-0.03490852586229328,-0.01754223848778262,-0.03304344189884226,-0.009830979967875788,0.01225960602730067,0.018205945433461837,0.002838880890056544,-0.02240157227950206,0.01049324291570127,0.011240485320396799,0.01629654154442471,0.02596793290957157,0.009680528045048205,0.020830864778794738,0.017979805639192024,0.01671584121051255,0.018892627678496393,0.02286463105025701,0.0212574352013397,0.020380538823449944,0.005226654196860612,0.012477686969707533,0.008671323097769168,0.0181060406230012,0.0090618648636314,0.006906754232620549,-0.001494103906005249,0.008134376242616887,0.003508968435254631,-0.0003046481498171926,0.008826435035394148,0.003754111706273445,0.0016189355074755268,0.005335998758739962,-0.008241239633794872,-0.009128709368755044,0.0007593352746501278,-0.010496630286653555,-0.010320056036302299,-0.008127274056149478,-0.015180259326948107,-0.012370470026236334,-0.016327432657211722,-0.017256917026083066,-0.017256917026082914,8.193845046501224
2,7.7927,0.02832218232268236,-0.11691729313101046,0.4074658127363378,-0.12350890804386688,-0.002803426503167933,-0.0966976517263051,-0.06740183061250399,-0.04235776077347662,-0.04674440146230197,-0.03471873520510684,0.0059197344745531245,-0.02280248945768731,-0.028906979088807728,-0.007072760834295808,0.0044382219553948015,-0.005079963225013714,0.0013121885991380117,0.009541980393438159,0.0009633007930520494,0.0315661171272925,0.016623796343420937,0.005715252310973737,0.026542111746516946,0.03762016955839263,0.03383958368890555,0.022206619372698563,0.00500878379152662,0.02094678941242679,0.012086366996001465,0.008354883481030095,-0.008195890643687498,-0.010631180723161911,-4.3000560082082345e-05,-0.010619108996483712,-0.012997689889937419,-0.01301490975896093,-0.001978017210658483,-0.015654005176263995,-0.01924511200923696,-0.019336200435285496,-0.013754760764662255,-0.009778976235221873,-0.007215861100907708,-0.016189044675271668,-0.017312608423003528,-0.014154117828330868,-0.010672829853855106,-0.007967102568828021,0.0017946923934704347,0.004207660964857516,-0.005316376644170013,0.007947215761171451,0.010294269476091153,0.0066769314294694675,0.014377887576479618,0.011056729575561787,0.01593482115917929,0.017329131845325186,0.017329131845325044,8.24525781836883
3,7.6642,0.0183734084381999,-0.12266161465039974,0.39924536260886395,-0.14654119191221018,-0.010923628781626987,-0.10981687472432763,-0.08455055986658584,-0.05451647884078641,-0.030458190497119467,-0.044693564195927224,-1.5411334007924514e-06,0.0029142708351651532,-0.021710826123367957,-0.014319206921229488,0.04109905523153206,0.010725659410271069,0.034658335160206964,0.02102019529776555,-0.011246256008180518,0.01302864394919577,0.01255032707147504,0.02694307800753923,0.008815111169636947,0.010968078182734046,0.0013190243085843484,-0.01755067333092459,-0.00850083109001942,-0.017411225604370195,-0.016882770957883105,-0.01717094632319407,-0.017258182637940163,-0.019977722362675948,-0.021242672183899206,-0.01522591858219041,0.00199408737250566,-0.0034516943268131876,-0.007165714550622003,-0.004120930236705482,0.010585373488787663,0.014027971069971067,0.01721603171627566,0.004178441709340037,0.006366403723260494,0.023303117749300873,0.016636955193996644,0.018401033318510375,0.015558474742296022,0.00813935844950701,0.005074725176949835,0.0015658126190498506,0.009109595799047457,-0.0044610655938962015,-0.009509383555093221,-0.0048562039118652325,-0.013192320046189029,-0.009564568346752492,-0.015494928315585202,-0.017395632241234575,-0.017395632241234422,8.277292350438097
4,7.6354,0.008400401423239626,-0.12775902412724838,0.38261360634323205,-0.1647542922824063,-0.018527155771802896,-0.11373034817443382,-0.09274566716359967,-0.05808908364831926,-0.0075073586055938255,-0.04336024309426131,-0.005922370548735257,0.027554925993582502,-0.005561724636101279,-0.014336850909125443,0.052887642099128565,0.019472253540928606,0.04134136892841901,0.015106937521419176,-0.012793866928903021,-0.018674308409579614,-0.005005536031623583,0.015694501177467457,-0.020129461186136968,-0.031145311425431012,-0.03315295114096422,-0.028859076044606517,-0.007010947384428161,-0.023789235000585784,-0.013618753466106165,-0.007419552009441204,0.011637560652220436,0.01605615295801812,0.007336066960498101,0.018009920046781473,0.011889893834982507,0.01540870027893633,0.007432348454946147,0.019335597433684234,0.008438557291147036,0.004148536142840423,-0.005923459195222151,0.004517853715600541,-0.0014969737498968633,-0.016915814560129208,-0.007157030812337703,-0.014648635315455284,-0.014367792658513838,-0.0057996039101629315,-0.010748422122192262,-0.007022070031121371,-0.011594007827673572,0.0004490911294379434,0.00802327575575676,0.002766091486657574,0.011655154178460378,0.007918065120584173,0.01500905936389278,0.01745639628476035,0.017456396284760204,8.346085391838093
5,7.5991,-0.001583685083282882,-0.13218263804477162,0.35792094198201707,-0.17754924942436984,-0.025254369245579982,-0.1081100126910826,-0.09111931800604645,-0.05251290515277537,0.017086174262181005,-0.03105612237573955,-0.010128541111662656,0.042020824234119555,0.012880879368142228,-0.007116785538144538,0.032669788457430717,0.015403300623437775,0.016219944183137873,-0.0033053426222567637,-0.002212328673296216,-0.03150682271366639,-0.01718412030126766,-0.014471770859944428,-0.023458511357265524,-0.0293542958616005,-0.018577156069724078,0.0066118478307221114,0.006849573294610348,0.013527546901354598,0.015646647243167403,0.017575102295084043,0.01493739114387062,0.015617656564655441,0.018724042559639286,0.006483725762873299,-0.008599403501495346,-0.007234420131912563,0.0015084294173861165,-0.013153272847440063,-0.019200254315157185,-0.01851946694833157,-0.010445416112867763,-0.009866921668356884,-0.004317698421837794,0.0007278151880749789,-0.006110391893680749,0.00452816960076146,0.007565801785901566,0.0016699459595471361,0.013889546450891967,0.011055734377754893,0.01241266866366613,0.003615817555003748,-0.0059455316570445685,-0.0005225375435319243,-0.009807358124579217,-0.006143789271373794,-0.014478655960558254,-0.017511403938460873,-0.017511403938460717,8.276186299018123
6,7.8816,-0.011565682829443563,-0.13590912645477857,0.3256875948772474,-0.18450528577028194,-0.030787079613180893,-0.09342701081010807,-0.07984373733897578,-0.03866616772112631,0.037941045289566926,-0.010894331331889637,-0.011402272284624813,0.04097037987331127,0.02601176242526272,0.003696065000307317,-0.0073191043006285116,0.0011967576513843246,-0.021379696819495288,-0.01898288243165257,0.010466594575807741,-0.012501609307670766,-0.010902382682554126,-0.027194191248732437,0.0030643064642091253,0.01381639580956267,0.02348240911786182,0.03136524947657539,0.008624197445764007,0.02599765598610894,0.015038941573718642,0.0064622054553504825,-0.014616412608078574,-0.020297144583523268,-0.01376443362216352,-0.021157184479903807,-0.0071125779534062395,-0.010391545024264584,-0.00858052057971179,-0.007584612900253981,0.011162886066309044,0.015901936265702427,0.017862749226107304,0.007905697311256107,0.007406023021718066,0.015881866244293566,0.01614419724281981,0.007560786011213753,0.0021909957897862237,0.002975099251290845,-0.013757977857986114,-0.012849630253066725,-0.01144795847407469,-0.007254531043570429,0.003429364094590506,-0.00175000277052015,0.007698178872049986,0.004270372020992011,0.013905291903388892,0.01756063706311123,0.017560637063111076,8.317735577388333
7,7.942,-0.021532426318234293,-0.1389188360188088,0.28659265757638347,-0.18539364369142897,-0.03486359593093536,-0.07091219196395993,-0.060112971503401544,-0.01872967353272315,0.05049395614541562,0.012023890891139085,-0.009374790379225484,0.02479147332243049,0.028416108931813573,0.012643021528051813,-0.04287863573567181,-0.01379742420151619,-0.04253165604110075,-0.01895456049552872,0.013222725311622944,0.01913651337936154,0.00709141759293432,-0.007137524514176109,0.025687675140539264,0.03751062017706627,0.030801181282499215,0.00527692470878189,-0.004818353763125253,-0.009283335480554768,-0.014281618324054994,-0.017927109926142687,-0.012022549531580745,-0.010105944878332525,-0.013998416353034065,0.0037861802531857103,0.012550727754375008,0.014441078547099716,0.005022810581018908,0.019929279847118946,0.0078041199024083355,0.001302916643324114,-0.0099720130689853,-8.72299151358745e-05,-0.005817922612330462,-0.023289901174555372,-0.017634498783102494,-0.016362910035414957,-0.011092104936240453,-0.006701954119952899,0.010384716895165198,0.012040334361500683,0.008838480507468929,0.010038155404419068,-0.0006603152472473162,0.003925466367202412,-0.005383829726489268,-0.0023280444211526263,-0.01329066846181528,-0.017604079423684825,-0.017604079423684693,8.339564166155348
8,8.274,-0.03147077017185501,-0.14119589365898808,0.24145978269229712,-0.18018510846819413,-0.03729110358698022,-0.042452932604887854,-0.0340164427159705,0.004156664477036536,0.05199817792000014,0.03189988622224611,-0.0046330967944113255,-0.0005417751690017826,0.01910243241098059,0.01520736894462685,-0.05248895768958191,-0.01971091394930769,-0.03096345322812305,-0.003243809525683778,0.003443130241194235,0.031437138666880186,0.017467146700667246,0.021522506657853234,0.015622478218918413,0.008327496682765322,-0.0074485169098373605,-0.0293650690661613,-0.009759043248496871,-0.027513194098111756,-0.016335231071786062,-0.0054856844300703814,0.017013979548758596,0.02304142490620754,0.018570391134454606,0.019319335242591107,0.00014014189829036384,0.00037648759124340667,0.004757304835817539,-0.010219979307492758,-0.019130072943677256,-0.01731256510726068,-0.006464567005705042,-0.007795865153042645,0.0005561799895034869,0.017204217269711115,0.009792629435314802,0.018051735324201748,0.015661217693641163,0.008360417642014666,-0.004564580536099652,-0.008791801023951709,-0.0049591474859749535,-0.011638585772835847,-0.0021574252419134217,-0.0058831752291534,0.0029259921289916816,0.0003481495194889734,0.012636609328933249,0.017641716694707047,0.017641716694706905,8.510545820035789
9,8.4179,-0.04136760646946709,-0.14272829027195358,0.19123983018004068,-0.1690509690512798,-0.037954784214354303,-0.010434920858113792,-0.0043176862332569505,0.026388345532759278,0.042124568673069414,0.0437047261683622,0.001449982029172253,-0.025674971203388082,0.0019114373097592562,0.010094541141059114,-0.030334114190707466,-0.01265178373051929,0.004425341141303283,0.01515077115878021,-0.009600703902616529,0.01197045215795772,0.009078508188039992,0.0242399343379176,-0.014322929787112571,-0.032594593984939586,-0.034678588325645215,-0.016407543229611705,0.0025198489596793333,0.004791706978497433,0.012798930017562812,0.018225924749395585,0.008629579114752194,0.003849020885773994,0.0076228015314709595,-0.013163976123075901,-0.012628582237684283,-0.014702177109566845,-0.008643931157521371,-0.010798866438436585,0.011725675644803552,0.017440879275462017,0.017361124194019556,0.009903090604283057,0.00505675435996831,-0.0011507422233061095,0.0032314961511062832,-0.011893094253046278,-0.014113877452533742,-0.007438646325818695,-0.0023310747726600777,0.003762146861068699,0.0003673165981701481,0.011867179960995844,0.004816077208485423,0.007514530699796422,-0.00039017173814854373,0.0016373634184800733,-0.01194505521029392,-0.0176735364649791,-0.017673536464978965,8.52084976360236
