,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_8,harmonic_11,harmonic_164,harmonic_167,harmonic_169,harmonic_170,harmonic_171,harmonic_172,harmonic_173,all_15_harmonics
0,3.6172,0.1378076922691402,0.21533123357600803,0.11398748104034262,-0.013104268044227263,-0.16598631960683105,0.06624287318618223,-0.03340334967288324,0.0043283355673829306,-0.051211314967525366,0.06624287318618237,-0.01310426804422743,0.11398748104034256,0.2153312335760078,0.13780769226914036,0.0,3.3486296636180453
1,3.3302,0.14971065376535858,0.24596329741031114,0.14008998763282968,0.01998991212147375,-0.12174318457882836,0.07112737200187857,-0.01825271233175771,0.01733068508285393,-0.03499437729660452,0.07112737200187867,0.0199899121214736,0.14008998763282957,0.2459632974103109,0.14971065376535872,0.0,3.5194090863246013
2,3.5474,0.16141615827808672,0.2752981614680485,0.16453104357512682,0.05266294457632875,-0.07349637837497194,0.0726476265569401,-0.0015719832017506595,0.027603525500250452,-0.015071651923849383,0.0726476265569402,0.052662944576328655,0.1645310435751268,0.2752981614680483,0.16141615827808678,0.0,3.713741022873958
3,4.0543,0.17290876713577208,0.3031811149468283,0.1870207808404548,0.08422647347659304,-0.02283255529540717,0.07073173053010659,0.015240522430594282,0.03352892820057684,0.006447111060100779,0.07073173053010674,0.0842264734765929,0.18702078084045484,0.30318111494682815,0.17290876713577208,0.0,3.9382095614600905
4,4.6993,0.1841733224600649,0.3294651043577622,0.20729247381027754,0.11401551801285698,0.028582143850227205,0.06547030363683827,0.03077544269340789,0.03417366749177451,0.027283146511099518,0.06547030363683838,0.11401551801285671,0.2072924738102776,0.3294651043577621,0.18417332246006535,0.0,4.1964784859877335
5,5.0962,0.19519496715790813,0.3540115090791959,0.2251057026085262,0.14140248223379756,0.0790568847889758,0.05711220541925288,0.043730513380525984,0.0294361996810929,0.04522998785096353,0.05711220541925302,0.1414024822337974,0.2251057026085261,0.3540115090791959,0.19519496715790835,0.0,4.488182630515971
6,5.4098,0.20595916451691368,0.37669087243586413,0.24024920445283554,0.16581037724528763,0.12693174490501213,0.04605276447120872,0.053019734399334884,0.020062655774275275,0.05838712451022785,0.04605276447120878,0.1658103772452874,0.24024920445283546,0.3766908724358638,0.20595916451691376,0.0,4.808253289424751
7,5.557,0.2164517173781836,0.397383584447787,0.2525433792061042,0.18672497721940978,0.170632301793027,0.032815079842875926,0.05786440718999061,0.007529329019542525,0.06536125965123205,0.032815079842876,0.18672497721940962,0.25254337920610415,0.39738358444778665,0.2164517173781836,0.0,5.146790546929898
8,5.9676,0.2266587868612846,0.41598051264812486,0.2618424194128352,0.2037056531104318,0.20872141003427166,0.018025279047215174,0.05785841161417809,-0.006189834992228027,0.06541385565070572,0.018025279047215192,0.20370565311043148,0.2618424194128351,0.41598051264812463,0.2266587868612847,0.0,5.489529497067585
9,6.2874,0.2365669106166795,0.4323835776430808,0.2680360395582767,0.21639465583288153,0.2399464634536494,0.0023829029366765975,0.05300225027014973,-0.018934126352046585,0.05853934276793405,0.0023829029366765897,0.21639465583288114,0.26803603955827665,0.4323835776430805,0.23656691061667984,0.0,5.8188738469322825
10,6.2555,0.2461630205815445,0.44650627037837554,0.27105078404155725,0.2245246533236159,0.2632805885816334,-0.013372181788038714,0.0437030063608251,-0.028696373442124626,0.045465708961701254,-0.013372181788038753,0.2245246533236156,0.2710507840415573,0.44650627037837526,0.24616302058154485,-0.0,6.115398625517754
11,6.2959,0.25543446021555194,0.45827410838425175,0.2708508983504057,0.2279243626969677,0.2779564146244345,-0.02849477743623672,0.03074021864679207,-0.033939063918164696,0.02757740839636596,-0.028494777436236744,0.22792436269696764,0.27085089835040577,0.4582741083842515,0.25543446021555205,-0.0,6.359662828461108
12,6.2339,0.26436900119388484,0.46762502859279403,0.26743875310542875,0.22652215883465587,0.2834913093762935,-0.04226960233528633,0.015200534125042197,-0.03383649635611308,0.006768752368851022,-0.04226960233528636,0.22652215883465568,0.267438753105429,0.467625028592794,0.26436900119388507,-0.0,6.534130679828232
13,6.1778,0.2729548595354702,0.4745097146558603,0.26085481594483295,0.22034758338464555,0.27970325116054745,-0.05404512284485216,-0.0016133836190696423,-0.02840482471021034,-0.014756691932181366,-0.05404512284485228,0.22034758338464558,0.2608548159448328,0.47450971465586045,0.27295485953547033,-0.0,6.624982325060243
14,5.7959,0.28118071114515364,0.47889185703736686,0.25117717158302977,0.20953072237735168,0.2667168148315774,-0.0632643701612893,-0.018292054338904393,-0.01849951413399005,-0.03471945183341615,-0.06326437016128945,0.20953072237735154,0.25117717158303005,0.47889185703736664,0.2811807111451538,0.0,6.623603675012461
15,5.7575,0.2890357067493223,0.48074834450820697,0.2385205957351788,0.19429946557157202,0.24495907498076386,-0.0694912843122024,-0.03343733530071204,-0.0056806088615831765,-0.05100553772133199,-0.06949128431220253,0.19429946557157204,0.2385205957351789,0.4807483445082068,0.2890357067493223,0.0,6.5275799087660324
16,5.8844,0.2965094862052722,0.4800693860338735,0.22303519389080811,0.17497470527028863,0.2151455610744482,-0.07243133930001733,-0.04577962505464962,0.008032968115731296,-0.06189030748319984,-0.0724313393000175,0.17497470527028874,0.22303519389080817,0.4800693860338732,0.2965094862052723,0.0,6.341073641285741
17,5.5851,0.3035921921654494,0.47685856241195146,0.20490462108049812,0.15196357575773853,0.1782567264060992,-0.07194547384859915,-0.05428429182297095,0.02048138682309813,-0.06622110034786355,-0.07194547384859928,0.15196357575773833,0.20490462108049828,0.4768585624119513,0.3035921921654495,0.0,6.074540042428227
18,5.4927,0.3102744830785441,0.4711328073871447,0.18434390374898663,0.12575087578937816,0.13550570470951417,-0.0680566688443545,-0.05823840480652343,0.02970407432552042,-0.06353929981241953,-0.06805666884435461,0.12575087578937832,0.18434390374898676,0.4711328073871445,0.3102744830785442,0.0,5.743808448364286
19,5.8543,0.3165475455102855,0.4629223183434412,0.1615968895670178,0.09688885484583058,0.08829841479564768,-0.060948860366292545,-0.05731049788134271,0.03424849661604978,-0.05412889959845296,-0.06094886036629265,0.09688885484583062,0.16159688956701784,0.4629223183434411,0.31654754551028585,0.0,5.368633667951925
20,5.5801,0.322403105767695,0.4522703970444176,0.13693335542686655,0.06598557833413182,0.0381873252201089,-0.05095823971749392,-0.0515783558029906,0.03339892653628521,-0.03898642966523933,-0.050958239717494,0.06598557833413195,0.13693335542686666,0.4522703970444176,0.32240310576769493,0.0,4.970881146104996
21,5.3321,0.32783344081145527,0.4392332212616138,0.11064580792037174,0.03369211685836726,-0.013179600514107756,-0.03855735195666,-0.04152249365149324,0.02728916775590764,-0.01971542701468855,-0.03855735195666009,0.03369211685836726,0.11064580792037194,0.4392332212616136,0.3278334408114554,-0.0,4.572550911539607
22,4.7492,0.3328313884420171,0.4238795484953989,0.08304601424542186,0.000688829456293838,-0.06411309922019034,-0.024332745051218293,-0.027985876123191124,0.01688148126450594,0.0016433735225968825,-0.02433274505121833,0.0006888294562939351,0.0830460142454219,0.4238795484953987,0.3328313884420169,-0.0,4.193860881676234
23,2.7907,0.3373903567459922,0.4062903533508929,0.054461304683939366,-0.03232897021311326,-0.11293816148089363,-0.00895722682176634,-0.012103253328249977,0.003815033363491549,0.022828146291422796,-0.008957226821766317,-0.032328970213112984,0.05446130468393941,0.4062903533508929,0.3373903567459921,0.0,3.851598882604744
24,2.769,0.3415043327903902,0.3865584004814063,0.025230690503530828,-0.06466566274625443,-0.15804911634955493,0.00684195810699139,0.004793963254162769,-0.009852266046007616,0.041595494596158016,0.00684195810699147,-0.06466566274625421,0.02523069050353094,0.3865584004814062,0.3415043327903904,0.0,3.5579163209676463
