,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_8,harmonic_11,harmonic_164,harmonic_167,harmonic_169,harmonic_170,harmonic_171,harmonic_172,harmonic_173,all_15_harmonics
25,2.822,0.34516789055321806,0.36478775535167757,-0.004299156675967489,-0.09563997831293214,-0.19796243577203487,0.022317526154580825,0.021289310586785664,-0.021967875508994934,0.05595801891960997,0.022317526154580866,-0.09563997831293194,-0.004299156675967461,0.3647877553516774,0.3451678905532181,0.0,3.319679638665966
26,2.9897,0.34837619807999254,0.34109323540111786,-0.03377801636681478,-0.1245993496573898,-0.2313655221926085,0.03673750045304179,0.03600001360311622,-0.030623638129199826,0.06439477589553366,0.03673750045304189,-0.12459934965738964,-0.03377801636681484,0.34109323540111824,0.34837619807999265,0.0,3.1384258458755263
27,3.1236,0.3511250238567202,0.31559980450161196,-0.06285627278684276,-0.15093366039316486,-0.25715987490465037,0.04941983252502001,0.0476929007347406,-0.03445630815438154,0.06601234113235467,0.049419832525020066,-0.15093366039316453,-0.06285627278684261,0.315599804501612,0.35112502385672034,0.0,3.0108944965297817
28,3.2764,0.3534107423909439,0.2884419139034677,-0.09118906126119591,-0.17408809894251304,-0.2744972155687178,0.05976466240544475,0.055387778448597394,-0.03286225637694461,0.0606394198728976,0.059764662405444875,-0.17408809894251293,-0.0911890612611959,0.28844191390346796,0.3534107423909439,-0.0,2.930039800316899
29,3.4578,0.35523033899349116,0.2597627931453469,-0.1184403582765042,-0.19357484731345326,-0.28280738486687595,0.06728269133951961,0.0584395990941008,-0.026092539163588557,0.04884498653718033,0.06728269133951972,-0.19357484731345306,-0.11844035827650432,0.25976279314534695,0.3552303389934912,-0.0,2.8863717339921426
30,3.8736,0.3565814137546206,0.2297136946678832,-0.14428696667992563,-0.20898335845513383,-0.2818170928782098,0.07161832506049612,0.05659253407843942,-0.0152133581466729,0.03187803223126392,0.0716183250604963,-0.2089833584551337,-0.14428696667992544,0.2297136946678832,0.3565814137546208,0.0,2.8694407247624225
31,3.5464,0.357462184709322,0.19845309611486098,-0.1684223487590745,-0.219989005668076,-0.27155890654685183,0.07256649299636422,0.05000141951378265,-0.0019381380075247298,0.011535300759775283,0.07256649299636433,-0.21998900566807592,-0.16842234875907455,0.19845309611486103,0.35746218470932184,0.0,2.8692707096988097
32,3.3069,0.3578714901875898,0.16614586452898616,-0.19056026174296087,-0.22635992184341283,-0.25237017867882144,0.07008234787600177,0.039218776586661744,0.011642330614275517,-0.010028980543282506,0.07008234787600195,-0.2263599218434128,-0.1905602617429611,0.166145864528986,0.3578714901875898,0.0,2.8775608959013215
33,2.9565,0.35780879034658075,0.13296238685024456,-0.21043815260732945,-0.22796188444194912,-0.2248819536889028,0.06428338695438326,0.025148494708434277,0.023389181743026108,-0.030531226295765206,0.0642833869543834,-0.2279618844419491,-0.21043815260732934,0.13296238685024458,0.3578087903465807,0.0,2.888514843252378
34,2.6652,0.3572741678826236,0.09907767130256181,-0.22782027192240914,-0.22476114329624386,-0.18999821494543231,0.05544389452529196,0.008970060104370195,0.031452336349746673,-0.047800317133965556,0.05544389452529206,-0.22476114329624372,-0.22782027192240925,0.0990776713025619,0.35727416788262367,-0.0,2.899211127242137
35,2.6569,0.3562683279221499,0.0646704244080092,-0.24250046981321144,-0.21682513165954606,-0.14886615618904014,0.04398196858440125,-0.007960318378609402,0.03456188192070749,-0.06000751400338773,0.043981968584401336,-0.21682513165954606,-0.24250046981321136,0.06467042440800919,0.3562683279221502,0.0,2.909495186534474
36,2.8221,0.3547925970916855,0.02992210849634836,-0.25430464087261345,-0.20432104552120012,-0.1028384546855313,0.030439745266889005,-0.024223397801229552,0.032228078270437686,-0.06586011551805886,0.03043974526688902,-0.20432104552119998,-0.25430464087261345,0.029922108496348125,0.3547925970916855,0.0,2.9214382187839694
37,2.8685,0.35284892176813054,-0.0049840153194370546,-0.2630927890308534,-0.18751232111951313,-0.053428786805685455,0.015457756421323628,-0.03845587369486156,0.024818489535385225,-0.06473835072069131,0.015457756421323694,-0.18751232111951327,-0.2630927890308536,-0.0049840153194371795,0.3528489217681307,0.0,2.938467349250219
38,2.8696,0.35043986551163686,-0.03986385365431183,-0.26876068789232554,-0.16675308486389645,-0.0022620489556822165,-0.00025536682242187705,-0.04946466340392603,0.013500094387692988,-0.05676101075750835,-0.00025536682242187705,-0.1667530848638965,-0.2687606878923255,-0.039863853654311915,0.35043986551163686,0.0,2.964314098598872
39,2.8314,0.3475686056844661,-0.07453345175172887,-0.2712411168482782,-0.14248069259537766,0.048979079097218534,-0.01595641150425076,-0.056326920042261426,5.5491863898336075e-05,-0.04277286929252892,-0.015956411504250815,-0.1424806925953778,-0.2712411168482783,-0.07453345175172876,0.3475686056844661,-0.0,3.0019499061058426
40,2.8093,0.3442389292602907,-0.1088099636530466,-0.2705046583052689,-0.11520651536844298,0.09860947117438665,-0.030902735966385833,-0.05846739307478735,-0.013397850392148988,-0.024255223797432092,-0.03090273596638589,-0.1152065153684431,-0.27050465830526904,-0.10880996365304663,0.34423892926029087,0.0,3.0526754708390955
41,2.8103,0.3404552278294633,-0.14251261651919578,-0.2665600465743343,-0.08550516587946319,0.1449969720887113,-0.04438739596395895,-0.055706650527128435,-0.024741088265987483,-0.0031690310956819408,-0.04438739596395905,-0.08550516587946315,-0.26656004657433435,-0.14251261651919553,0.34045522782946314,0.0,3.1155054987898256
42,2.8114,0.33622249180684166,-0.17546366401880065,-0.259454064283097,-0.0540023925194419,0.18661607303267264,-0.05577258232833883,-0.04827612044277832,-0.03218771009750416,0.018252751417013262,-0.05577258232833898,-0.054002392519441916,-0.2594540642830969,-0.1754636640188005,0.3362224918068415,0.0,3.1869457347185226
43,3.0394,0.3315463038498112,-0.20748932375463283,-0.24927098753934684,-0.02136189609933073,0.22209807977183937,-0.06451978861953483,-0.036798690689712595,-0.034564904659567935,0.03774162850457411,-0.06451978861953496,-0.021361896099330854,-0.24927098753934673,-0.20748932375463283,0.33154630384981115,-0.0,3.2612011640927117
44,3.1461,0.3264328314951841,-0.23842069378444758,-0.23613158642639054,0.01172865300669991,0.25027612380236486,-0.07021528187183344,-0.02223649339949808,-0.03149827393190281,0.05323379316104894,-0.07021528187183355,0.01172865300669966,-0.23613158642639048,-0.23842069378444736,0.32643283149518404,0.0,3.330791004722633
45,3.1513,0.3208888190246858,-0.2680946434025091,-0.2201916926841767,0.04457210270903804,0.27022353622637835,-0.07258967169520278,-0.005810251174718301,-0.023470799194912927,0.06308867688104178,-0.07258967169520289,0.044572102709037775,-0.22019169268417682,-0.2680946434025089,0.3208888190246858,0.0,3.387486268842941
46,3.4846,0.3149215785697601,-0.2963546734838677,-0.20164035156332935,0.07647650681130383,0.28128432237418877,-0.07153065213609838,0.0111030538740511,-0.011746773534787584,0.0662626803862165,-0.0715306521360985,0.07647650681130369,-0.20164035156332966,-0.29635467348386757,0.31492157856975994,0.0,3.423437488079439
47,3.4927,0.30853898046742234,-0.32305174185396707,-0.18069757977088072,0.1067697029412005,0.28309473497866594,-0.06708831362206374,0.027085610042576737,0.0018273189335993832,0.06241968730406665,-0.06708831362206387,0.1067697029412003,-0.18069757977088086,-0.3230517418539666,0.3085389804674225,-0.0,3.432330305091583
48,3.5082,0.3017494428798845,-0.3480450493306146,-0.15761175609820113,0.1348134736755203,0.2755952364419888,-0.05947277374115266,0.04079762861812851,0.015113616451556053,0.05196665776939796,-0.05947277374115277,0.13481347367552013,-0.1576117560982013,-0.3480450493306144,0.3017494428798845,0.0,3.4103992316942717
49,3.5267,0.29456192069163556,-0.37120278229277104,-0.13265667567797082,0.1600169925125517,0.25903245680121856,-0.04904423891762762,0.05108965593869145,0.026019583739512547,0.036010532704980974,-0.04904423891762772,0.1600169925125516,-0.13265667567797085,-0.37120278229277104,0.2945619206916353,0.0,3.3571461119627357
50,3.5483,0.2869858936986308,-0.3924028078598789,-0.10612830280635682,0.18184927141197835,0.2339510830026447,-0.036295967055435266,0.0570989300098886,0.03282757739252176,0.016241012474147647,-0.03629596705543533,0.1818492714119782,-0.10612830280635697,-0.3924028078598788,0.2869858936986307,0.0,3.275647679591647
51,3.5775,0.2790313541051612,-0.4115333180153824,-0.07834126084153589,0.19985034765734755,0.2011759462158766,-0.021830936997154736,0.05832170427907857,0.03446536740197851,-0.005248376745406776,-0.021830936997154778,0.19985034765734733,-0.07834126084153595,-0.4115333180153824,0.279031354105161,0.0,3.1723911035774175
52,3.2688,0.2707087933448932,-0.42849341927736573,-0.04962510080795608,0.2136409743561551,0.1617848962679236,-0.00633332830662817,0.05465547579574434,0.03067500881589876,-0.02618198039309993,-0.0063333283066281595,0.2136409743561549,-0.04962510080795606,-0.42849341927736545,0.2707087933448932,0.0,3.056640339895525
53,3.4532,0.2620291882434656,-0.4431936648064048,-0.020320392960244016,0.22293061041797274,0.1170733552541488,0.009463839650698358,0.04640757784803258,0.022053466970402082,-0.04434299974452007,0.009463839650698365,0.22293061041797263,-0.020320392960244016,-0.4431936648064049,0.26202918824346544,0.0,2.9394008909432743
54,2.8806,0.2530039865408894,-0.4555565261443257,0.009225312339651515,0.22752354167766328,0.06851171602326948,0.02481337869481847,0.03426941677029763,0.009958597991441373,-0.057808243493965766,0.024813378694818543,0.227523541677663,0.00922531233965157,-0.45555652614432535,0.2530039865408894,-0.0,2.8321074705037126
55,2.5991,0.24364509179284918,-0.46551680209593294,0.038661606528561,0.22732300420378226,0.017696986538512184,0.03898927298711511,0.019258512603374817,-0.0037047077626239516,-0.06515178729176323,0.03898927298711519,0.22732300420378232,0.03866160652856091,-0.4655168020959327,0.24364509179284896,0.0,2.7452003035109835
56,2.1538,0.23396484767081507,-0.47302196259729035,0.06763937864612435,0.2223332229222604,-0.03369972965169246,0.05132101875850537,0.0026332022339707745,-0.016784537820521125,-0.06559597437142384,0.05132101875850545,0.22233322292226038,0.06763937864612427,-0.47302196259729035,0.23396484767081502,0.0,2.686775592115573
57,2.0153,0.22397602168167985,-0.47803242575700183,0.09581495574940448,0.21265932260561093,-0.08398818966552629,0.061225338379472485,-0.014212844705617105,-0.027220874648400926,-0.05909376680444932,0.061225338379472624,0.21265932260561093,0.09581495574940452,-0.4780324257570022,0.22397602168167965,-0.0,2.6614910777972525
58,2.0945,0.21369178832838448,-0.4805217666093935,0.12285417883325968,0.19850511310294952,-0.13151459695961815,0.06823376873233737,-0.029867454636532214,-0.03337003963886372,-0.04633372665988975,0.06823376873233748,0.19850511310294955,0.12285417883325961,-0.4805217666093934,0.21369178832838448,0.0,2.6698788538506073
59,2.2062,0.2031257117337516,-0.4804768564786358,0.14843636591654033,0.18016879547162212,-0.17471598841916597,0.0720148189869584,-0.0430183299846896,-0.03426356549204293,-0.028667099580490425,0.07201481898695854,0.18016879547162218,0.1484363659165402,-0.48047685647863586,0.20312571173375155,0.0,2.708168063715858
60,2.3834,0.19229172775043585,-0.4778979322188133,0.17225811529237928,0.15803667947371552,-0.2121716342814174,0.07238964974212815,-0.05256305670766722,-0.029760725691129912,-0.007964722381229711,0.07238964974212828,0.15803667947371566,0.17225811529237933,-0.4778979322188134,0.1922917277504358,-0.0,2.7686560627508587
61,3.3384,0.18120412558059296,-0.47279859496476545,0.19403690383647695,0.1325750447973071,-0.24264976054415252,0.06934053192700791,-0.05770151766558461,-0.020570698329489483,0.013581092322254,0.06934053192700802,0.13257504479730717,0.19403690383647695,-0.47279859496476545,0.18120412558059273,0.0,2.840596210267313
62,3.8442,0.16987752892950697,-0.4652057384002908,0.21351443769787076,0.10432031747034551,-0.26514805733652086,0.06301168536612951,-0.05800296499060199,-0.00814087358097962,0.033688714699047315,0.06301168536612961,0.10432031747034565,0.21351443769787082,-0.46520573840029056,0.16987752892950672,0.0,2.911502806031787
63,4.5438,0.15832687671803441,-0.45515940692202267,0.23045971563339634,0.07386776843059278,-0.2789266410856961,0.0537024573447871,-0.053442128899883486,0.0055711040887405725,0.05022881468319477,0.05370245734478719,0.07386776843059281,0.2304597156333963,-0.4551594069220224,0.15832687671803444,-0.0,2.9687176428978335
64,3.9585,0.1465674033793014,-0.4427125844470188,0.24467176865505247,0.04185897235029258,-0.28353238647881995,0.04185316382096261,-0.04440133601568682,0.018405656588951373,0.061449850917384856,0.04185316382096266,0.04185897235029265,0.2446717686550524,-0.4427125844470185,0.14656740337930124,0.0,3.001045650563485
65,2.8707,0.1346146187656429,-0.42793091497787306,0.25598204349838166,0.00896829093320027,-0.2788138280343744,0.028024262978448455,-0.03163845961764611,0.028341396556628175,0.0661635531339099,0.028024262978448462,0.008968290933200306,0.25598204349838155,-0.42793091497787306,0.13461461876564265,0.0,3.0002541952759114
66,2.2531,0.12248428769228599,-0.4108923563990943,0.264256401644209,-0.02411133454596537,-0.26492614122687125,0.01286984618855368,-0.016223388499503874,0.0338134872580687,0.06387075600812214,0.012869846188553666,-0.024111334545965216,0.264256401644209,-0.4108923563990943,0.12248428769228578,0.0,2.9622437495745118
67,2.4003,0.11019240914475525,-0.39168676933059604,0.2693967101855825,-0.056682982136695606,-0.2423260393545772,-0.0028932997720737645,0.0005516598691282515,0.03396009771061623,0.05481425909949164,-0.0028932997720737715,-0.05668298213669537,0.26939671018558237,-0.3916867693305959,0.11019240914475492,0.0,2.887735482718368
68,2.4415,0.09775519517742606,-0.3704154432066816,0.27134200567241856,-0.08806043197279181,-0.21175675397292168,-0.01851959592539719,0.01728046359090096,0.028758137392333013,0.039953115189019346,-0.01851959592539724,-0.08806043197279159,0.2713420056724185,-0.3704154432066813,0.0977551951774259,-0.0,2.7823792843143575
69,2.4415,0.08518904953105615,-0.34719056207995436,0.27006921713079535,-0.1175826235608234,-0.17422359283011601,-0.03326993613450761,0.03256067737338556,0.019026892900874927,0.020861069792215817,-0.03326993613450768,-0.1175826235608232,0.2700692171307953,-0.34719056207995425,0.08518904953105594,0.0,2.656256638360893
70,2.4415,0.07251054599749675,-0.3221346129674839,0.26559343968196847,-0.14462758301061507,-0.13096087911169174,-0.046446645988074464,0.045111388592968565,0.006298993803280868,-0.00044009323591081423,-0.04644664598807452,-0.14462758301061499,0.2655934396819686,-0.3221346129674839,0.0725105459974967,0.0,2.5228277202060396
71,2.1438,0.059736406560120386,-0.29537973985958343,0.2579677555160226,-0.16862552678870313,-0.08339135923670235,-0.057426482011029484,0.053880493878235125,-0.007420969994154748,-0.021694651859921987,-0.05742648201102957,-0.16862552678870302,0.2579677555160227,-0.2953797398595833,0.05973640656012018,0.0,2.3974416279462742
72,2.2027,0.04688347933879359,-0.26706704679812776,0.24728260434338747,-0.18907086592472416,-0.033079414129070214,-0.06569011037613731,0.05813289502849326,-0.019972162619605778,-0.040651819295152714,-0.06569011037613744,-0.18907086592472402,0.24728260434338742,-0.26706704679812776,0.04688347933879357,0.0,2.295583954255362
73,2.2687,0.033968716368487556,-0.23734585369995054,0.2336647107905918,-0.20553285776596988,0.018320387332253413,-0.07084667080672975,0.05751212096345757,-0.029377824683638323,-0.05530409481233853,-0.07084667080672992,-0.20553285776596958,0.23366471079059173,-0.23734585369995076,0.03396871636848725,-0.0,2.231069899059649
74,2.4892,0.021009151240830054,-0.20637290885006931,0.2172755814612109,-0.2176646808688153,0.06911770080259516,-0.07265226382578444,0.05207021004775005,-0.03415660446504487,-0.06409985136136055,-0.07265226382578456,-0.21766468086881519,0.21727558146121095,-0.20637290885006881,0.021009151240829804,0.0,2.21439944390856
75,2.3087,0.008021876638092621,-0.17431156221801863,0.19830958948669053,-0.22521074183709625,0.11764199548012345,-0.07102148692537173,0.0422633478091217,-0.03355586449861942,-0.06610764769463134,-0.07102148692537187,-0.22521074183709627,0.1983095894866907,-0.17431156221801847,0.008021876638092243,-0.0,2.2514726281917232
76,2.5041,-0.004975978210759777,-0.14133090395718925,0.1769916692840433,-0.22801206016687753,0.1622974915222034,-0.06603147400870195,0.028913625732568372,-0.027670218770831347,-0.061114864884928406,-0.06603147400870207,-0.22801206016687744,0.17699166928404336,-0.14133090395718936,-0.00497597821076011,0.0,2.3428199537939296
77,2.3372,-0.017967270122221685,-0.10760487263068155,0.15357464886032335,-0.22600961764963615,0.2016156391864767,-0.05791824704373073,0.013140126821312909,-0.017426631419869006,-0.04965022195980604,-0.05791824704373087,-0.22600961764963592,0.1535746488603233,-0.10760487263068141,-0.017967270122221712,0.0,2.4834407744275393
78,2.3545,-0.03093486456880229,-0.07331133786685787,0.1283362513024256,-0.21924560176859412,0.23430341385693726,-0.047065552490982654,-0.003734885102842655,-0.004438423831338427,-0.0329277863220856,-0.04706555249098272,-0.21924560176859403,0.12833625130242549,-0.07331133786685776,-0.030934864568802567,0.0,2.6632689958498914
79,2.927,-0.04386165827816892,-0.03863116228262775,0.10157580101419139,-0.20786251689231097,0.2592858387149343,-0.03398671052993142,-0.020296808378889017,0.00924881660966342,-0.01271840806593327,-0.03398671052993145,-0.20786251689231094,0.10157580101419131,-0.03863116228262742,-0.04386165827816926,0.0,2.8682097443542887
80,3.0029,-0.056730601791062166,-0.0037472476218393417,0.0736106737644536,-0.1921001819909192,0.27574133664588113,-0.01930033559500403,-0.03515728699966594,0.02147940782059679,0.008837807134856426,-0.019300335595004055,-0.19210018199091922,0.07361067376445372,-0.003747247621839485,-0.056730601791062304,-0.0,3.0816223190644263
81,2.8881,-0.06952472194823864,0.03115642986059286,0.044772532648033166,-0.17229067812715546,0.2831287487916586,-0.0037010766123980222,-0.0470705939793304,0.030327083769537758,0.02945812807143481,-0.0037010766123980257,-0.1722906781271554,0.044772532648033235,0.031156429860592888,-0.06952472194823879,0.0,3.286072230920958
82,3.0469,-0.08222714427677938,0.06589578968149087,0.015403394600742012,-0.14885135216850542,0.28120513121109664,0.012073239108577279,-0.055038058388505194,0.03439837317222983,0.04695893161237798,0.012073239108577327,-0.14885135216850548,0.015403394600742082,0.06589578968149093,-0.08222714427677946,-0.0,3.4651449047441063
83,3.2234,-0.09482111524623815,0.10028761796190527,-0.014148425880939744,-0.12227602411834289,0.2700337443839278,0.02727650427285227,-0.058391782128041976,0.03305206528527686,0.059486941101708865,0.027276504272852414,-0.12227602411834301,-0.014148425880939564,0.1002876179619053,-0.09482111524623818,0.0,3.605109275970902
84,3.9212,-0.1072900243652751,0.13415053368917793,-0.043532447708511585,-0.09312458331011214,0.249981972813761,0.04118962163091146,-0.056850628616002964,0.026500197867640973,0.0657154821682698,0.04118962163091152,-0.09312458331011228,-0.04353244770851164,0.13415053368917754,-0.10729002436527527,-0.0,3.696241339420909
85,3.9708,-0.11961742608963469,0.16730594531254528,-0.07240017986562403,-0.06201119265206649,0.22170924314643292,0.053154516465497445,-0.0505437899577212,0.015774662136565983,0.06498497311157234,0.053154516465497605,-0.06201119265206646,-0.07240017986562376,0.1673059453125453,-0.11961742608963485,0.0,3.7336626674861138
86,3.9708,-0.13178706151256872,0.19957899262724327,-0.1004092544702286,-0.02959134943567293,0.18614533813096057,0.06260526278154775,-0.03999995700579108,0.002564684295155356,0.057372772401391166,0.06260526278154785,-0.029591349435673056,-0.10040925447022873,0.19957899262724313,-0.13178706151256905,-0.0,3.7176110580344783
87,4.0236,-0.14378287980910037,0.23079946897965048,-0.12722748721708474,0.0034519246892682487,0.1444598195945937,0.06909485096577794,-0.026103000164230096,-0.011049220401070753,0.043684986674132315,0.06909485096577808,0.003451924689268082,-0.12722748721708466,0.2307994689796508,-0.14378287980910062,0.0,3.6531317151253226
88,3.944,-0.1555890594058426,0.2608027189298097,-0.15253681704424848,0.03642247362301984,0.09802356599424143,0.07231633083588548,-0.010017876134663331,-0.022922919937075598,0.025371106731803508,0.07231633083588568,0.03642247362301959,-0.15253681704424843,0.26080271892980955,-0.15558905940584303,-0.0,3.5492485486191256
89,3.6126,-0.16719002884845274,0.28943050663708336,-0.17603707829957174,0.0686256734410538,0.04836368942819087,0.07211733003705503,0.006907028292308347,-0.03118635719991835,0.0043705113062485895,0.07211733003705514,0.06862567344105353,-0.1760370782995717,0.28943050663708314,-0.1671900288484529,0.0,3.417737253428818
