,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_11,harmonic_12,harmonic_13,all_13_harmonics
0,7.6964,0.04809459325933944,-0.10361234718609148,-0.2235042862116066,0.39816089864313275,-0.06615014251549636,0.013444426600565797,0.07585222162046942,-0.04792051017280327,-0.014263329946755495,-0.09824067336379526,-0.0009924505153026657,-0.0068352205524254694,-0.047306542897304966,8.28045803515056
1,7.9141,0.03823360139942964,-0.110556354871957,-0.21236155527594272,0.40710176818273824,-0.09641488505799432,0.005449374678609902,0.10258752552605975,-0.07547243986365115,-0.043115472566005446,-0.10508576421924162,-0.0235278757642639,-0.0579248819010916,-0.05280237131760949,8.135337895758017
2,7.7927,0.02832218232268236,-0.11691729313101046,-0.1987002414632975,0.4074658127363378,-0.12350890804386688,-0.002803426503167933,0.1227277852791164,-0.0966976517263051,-0.06740183061250399,-0.09822101815833761,-0.04235776077347662,-0.09818500617598934,-0.04674440146230197,8.02014749924151
3,7.6642,0.0183734084381999,-0.12266161465039974,-0.1826823663363826,0.39924536260886395,-0.14654119191221018,-0.010923628781626987,0.13497824402071532,-0.10981687472432763,-0.08455055986658584,-0.0785420326929479,-0.05451647884078641,-0.12008862924495164,-0.030458190497119467,7.948698493508888
4,7.6354,0.008400401423239626,-0.12775902412724838,-0.16449789999580183,0.38261360634323205,-0.1647542922824063,-0.018527155771802896,0.13855135652179149,-0.11373034817443382,-0.09274566716359967,-0.04861619345721835,-0.05808908364831926,-0.1195406871166489,-0.0075073586055938255,7.927729868042116
5,7.5991,-0.001583685083282882,-0.13218263804477162,-0.1443625080571748,0.35792094198201707,-0.17754924942436984,-0.025254369245579982,0.1332174181025048,-0.1081100126910826,-0.09111931800604645,-0.012347724572798924,-0.05251290515277537,-0.09664362211634765,0.017086174262181005,7.9558971831816265
6,7.8816,-0.011565682829443563,-0.13590912645477857,-0.122514993882494,0.3256875948772474,-0.18450528577028194,-0.030787079613180893,0.11931933165676628,-0.09342701081010807,-0.07984373733897578,0.02553166936354198,-0.03866616772112631,-0.0556782304435922,0.037941045289566926,8.024066136524908
7,7.942,-0.021532426318234293,-0.1389188360188088,-0.09921446640055541,0.28659265757638347,-0.18539364369142897,-0.03486359593093536,0.09775056345423583,-0.07091219196395993,-0.060112971503401544,0.06008011713627072,-0.01872967353272315,-0.004303331819742892,0.05049395614541562,8.116867056478425
8,8.274,-0.03147077017185501,-0.14119589365898808,-0.07473726710577121,0.24145978269229712,-0.18018510846819413,-0.03729110358698022,0.06989770487512278,-0.042452932604887854,-0.0340164427159705,0.08679031380074241,0.004156664477036536,0.047876110377664476,0.05199817792000014,8.215255913401545
9,8.4179,-0.04136760646946709,-0.14272829027195358,-0.04937369268079745,0.19123983018004068,-0.1690509690512798,-0.037954784214354303,0.03755133261149162,-0.010434920858113792,-0.0043176862332569505,0.10217755861757293,0.026388345532759278,0.09110471667750267,0.042124568673069414,8.299658689331471
10,8.4941,-0.05120988203554638,-0.14350794406434483,-0.02342455211228319,0.1369908346077911,-0.15235738501837115,-0.03682324646991227,0.0027908978652210897,0.022457831389273368,0.02583829880386033,0.10423438065482339,0.044463974541465216,0.11730054061381585,0.02303359367625058,8.35317860426712
11,8.5781,-0.06098461565603064,-0.1435307431758317,0.0028024008680599816,0.07985571447174317,-0.13065334497565148,-0.033950010809356175,-0.0321489553293643,0.05346798433962194,0.053258094277377134,0.0926924400959053,0.05553671690909126,0.12156605564558104,-0.0010974105513967061,8.364336592152474
12,8.2621,-0.07067891519955426,-0.1427965673648877,0.0289961177062419,0.021038193175381137,-0.10465261240663111,-0.0294709780302049,-0.06502204866432988,0.07999601308184617,0.07503803540733942,0.06905753674097839,0.057862662865851636,0.10310378836138778,-0.02498828806086879,8.328896081164746
13,7.9304,-0.08027999462119169,-0.14130928864293862,0.054845944024979484,-0.038222561029775524,-0.07521025270078394,-0.023598001317756138,-0.09371506962080209,0.09981812105267755,0.08887169915606918,0.0364131583767778,0.05107548582856418,0.06536541274757905,-0.04341142553700875,8.25047950874473
14,7.7827,-0.08977519082627858,-0.13907675085354232,0.08004530394779277,-0.09667804185591275,-0.04329451329891078,-0.01660886582899813,-0.11638342998879017,0.11127265687158537,0.09329414672620331,-0.0009818012546754934,0.0362441372775052,0.015406431109906492,-0.05233561739772563,8.139888937517213
15,7.5802,-0.09915198037207323,-0.13611072830429685,0.10429533605256631,-0.1530967085245252,-0.009954981710500521,-0.0088341497688198,-0.13156984890762616,0.11339940756400456,0.0878370556875839,-0.038248671842043024,0.01570449145038036,-0.037432910597624824,-0.04980814239284337,8.013261166218353
16,7.3587,-0.10839799598522543,-0.13242686366965262,0.12730843783259385,-0.20628993188246406,0.023711931434983027,-0.0006415884147572097,-0.13829803707922025,0.10602009147445716,0.07307831375878077,-0.0705254939949966,-0.007308544902826749,-0.08327385921756669,-0.03638204266089415,7.889381314845433
17,7.3083,-0.11750104287327115,-0.12804458549212522,0.14881167662822334,-0.25513703645534136,0.05659904917147936,0.007581319345777139,-0.13613545947720662,0.08975330329456774,0.05058082242738837,-0.09360132657243347,-0.029170516557172736,-0.11354606922165288,-0.01499511141192374,7.786614989709564
18,7.268,-0.12644911480863874,-0.12298700571700327,0.16855002657585133,-0.2986089108520049,0.08762483904364754,0.015445639274662129,-0.12522114172575763,0.06596265839136427,0.02272699090135934,-0.10446562001327675,-0.04643825607599239,-0.12258989988581676,0.009672931803241913,7.719975060599722
19,7.3413,-0.13523040996394944,-0.1172807978009498,0.18628939318444207,-0.33578968909580237,0.11576898060357947,0.02257939793270127,-0.10625673255941954,0.036642483402825526,-0.00753355307073255,-0.10170098260522385,-0.056392168019493864,-0.10871453206201633,0.03222442040164289,7.69880624543729
20,7.1927,-0.14383334647773377,-0.1109560560373482,0.2018193896684456,-0.36589604610007526,0.14010591987696017,0.028645176602647072,-0.08046139693160526,0.004250635450847744,-0.03699631892881455,-0.08566809810290942,-0.05746455364516756,-0.07451408084083735,0.04772481558172742,7.725456080025737
21,7.3143,-0.15224657773002506,-0.10404613684030146,0.21495583211014002,-0.3882937007705788,0.15983530731967008,0.033356070812953637,-0.04949343955843368,-0.028497535566034488,-0.06254129815113192,-0.058458669730443065,-0.04948651678370878,-0.02638260422090969,0.05278244316989191,7.795125586382526
22,7.1654,-0.1604590073076911,-0.09658748282434955,0.22554292385906746,-0.40251077904726323,0.17430831827598092,0.03648926059483223,-0.015343697485077426,-0.05885680983264678,-0.08146336273831135,-0.02362252964963276,-0.0337145642664412,0.026681319063316028,0.046290633002492865,7.896888444133113
23,7.8052,-0.16845980363975985,-0.08861943060769871,0.2334551032618423,-0.4082477553526893,0.18304899035839595,0.03789654961479701,0.019792444853401637,-0.08428222441814161,-0.09175872923548088,0.014295483903329607,-0.01263271145019976,0.07475694846605219,0.02966987175931467,8.01566972124518
24,8.1053,-0.17623841428343906,-0.0801840033526008,0.23859853280848084,-0.40538376300052414,0.18576987604371267,0.037511374693649575,0.053656190309068555,-0.10264241290534878,-0.09233715270906973,0.05034846126979147,0.010438739623226698,0.10885614635327316,0.006556983276084397,8.134818430341547
