,raw_series,harmonic_2,harmonic_3,harmonic_4,harmonic_6,harmonic_7,harmonic_8,harmonic_10,harmonic_11,harmonic_12,harmonic_164,harmonic_165,harmonic_167,harmonic_168,harmonic_169,harmonic_171,harmonic_172,harmonic_173,all_17_harmonics
0,0.0069,-0.030075766594714906,-0.035530268747437074,0.005704572014323611,0.05379286450055282,0.08005075490662072,0.01985122805472664,0.015791986684202033,-0.009805586274603244,-0.015049190213456902,0.012727863322872188,0.019851228054726635,0.0537928645005528,-0.03745280302553304,0.005704572014323597,-0.030075766594714864,-0.11114215434265237,0.0,-0.11348063286678241
1,0.0059,-0.03438333662624439,-0.03764324857822718,0.0033492954649969845,0.051084744106066705,0.07926121286969182,0.016471657651640922,0.028946718992892462,0.0035300336190250657,-0.0037334933954254667,0.026394761593380327,0.016471657651640922,0.051084744106066685,-0.04813063883180856,0.003349295464996967,-0.034383336626244404,-0.10940209563659364,0.0,-0.08421373060265996
2,0.0028,-0.038509570429731924,-0.03930978394226865,0.0009234559182215126,0.04596037308502445,0.07337620531901282,0.011711298045068277,0.03832496645033308,0.01630968825025468,0.008280210976759787,0.0372665427490287,0.011711298045068277,0.04596037308502443,-0.05722564064180748,0.0009234559182214974,-0.038509570429731924,-0.10751774387423854,0.0,-0.07895961431904053
3,-0.0613,-0.042432706426827,-0.04051010992765789,-0.0015218390090310165,0.038662128391778475,0.06277406172920254,0.005969201551933001,0.042703211826022054,0.02652063643664379,0.018745861234573974,0.04419192146868822,0.0059692015519330005,0.03866212839177847,-0.06443870837270384,-0.0015218390090310265,-0.042432706426827005,-0.10549158437246635,0.0,-0.10256293493128374
4,-0.1594,-0.04613205416821277,-0.0412299908104679,-0.003935071813597119,0.02953520874703095,0.048136362094785355,-0.0002732822871914335,0.041510254724487924,0.03255469732201319,0.025706817265023447,0.046437523271300414,-0.0002732822871914309,0.029535208747030955,-0.06953263160928157,-0.003935071813597126,-0.04613205416821279,-0.1033262894817962,0.0,-0.15664853714229432
5,-0.2425,-0.04958810345413954,-0.0414608888887472,-0.006265400477502656,0.019011307128716043,0.030404120197753397,-0.0064928573675474095,0.034901732281090975,0.033461532012879366,0.027861670607244305,0.043765546424524036,-0.006492857367547397,0.019011307128716043,-0.07233989055398601,-0.006265400477502665,-0.04958810345413957,-0.10102471506175922,0.0,-0.2392002518402156
6,-0.2886,-0.05278262723037325,-0.04120006573865286,-0.008463729608213694,0.0075881921823273794,0.010717288655490313,-0.01216814798409916,0.023739814225767104,0.029098317907173446,0.024807553557544715,0.036458944354117874,-0.012168147984099148,0.007588192182327404,-0.0727681651171222,-0.008463729608213705,-0.05278262723037321,-0.09858989671423704,0.0,-0.344574712858192
7,-0.3257,-0.05569877771688976,-0.04045061469183289,-0.01048374478096142,-0.0041938356731072365,-0.009658525212021048,-0.016823404811811115,0.009480721363961435,0.020152242645859134,0.017115458627809707,0.02529146182099624,-0.01682340481181111,-0.004193835673107198,-0.07080337097413666,-0.010483744780961424,-0.0556987777168897,-0.09602504577973309,0.0,-0.4639637310796668
8,-0.4048,-0.05832117526233711,-0.039221424148879386,-0.012282888291604517,-0.015777499843842156,-0.029413421478732504,-0.020068386109195722,-0.00601525781365473,0.008032274985859674,0.00622348675985478,0.011445697934751246,-0.020068386109195712,-0.015777499843842167,-0.06651012274558478,-0.012282888291604524,-0.05832117526233711,-0.09333354510185882,0.0,-0.5862612219344169
9,-0.7319,-0.06063598945565066,-0.037527072163950966,-0.01382325576285576,-0.026614906114096674,-0.04727741714778749,-0.02163107097612824,-0.020726466530231538,-0.005352741779084336,-0.005832017572595055,-0.0036121271430963175,-0.021631070976128226,-0.02661490611409669,-0.06002960906755242,-0.013823255762855752,-0.060635989455650664,-0.09051894456561928,0.0,-0.699237806155055
10,-1.045,-0.0626310120670417,-0.03538765355077831,-0.015072394714162095,-0.03619345742287002,-0.06210208954719008,-0.02138046237282391,-0.032733631762965655,-0.017894724508397006,-0.016797177851773783,-0.01828744001817218,-0.021380462372823903,-0.03619345742287,-0.05157494943339945,-0.015072394714162092,-0.06263101206704173,-0.08758495641538475,-0.0,-0.7908851049440013
11,-1.2301,-0.06429572143367279,-0.032828541560554814,-0.016003988270958273,-0.04406009912525161,-0.07293440497698944,-0.019337568364230544,-0.040470258959607236,-0.027618364332066037,-0.02462196642348704,-0.031026174061083725,-0.019337568364230548,-0.04406009912525158,-0.04142418550267358,-0.016003988270958273,-0.06429572143367282,-0.08453545035872236,-0.0,-0.8507680362891771
12,-1.2901,-0.06562133795045179,-0.029880086958184542,-0.01659840960889914,-0.049842747964784044,-0.07907798638581046,-0.01567364105202432,-0.04292700210705337,-0.03299222938584493,-0.027843474169051405,-0.040479339874104465,-0.01567364105202431,-0.049842747964784044,-0.029911137366437357,-0.01659840960889914,-0.06562133795045177,-0.08137444846254538,-0.0,-0.8712204035245876
13,-1.0862,-0.06660087037328857,-0.026577258065807765,-0.016843135452032764,-0.05326789119072008,-0.08013788136167035,-0.010695820821347384,-0.03978334635586575,-0.03316995880829112,-0.025859413497728374,-0.04564587876382275,-0.010695820821347388,-0.05326789119072009,-0.01741442547173036,-0.016843135452032778,-0.0666008703732886,-0.0781061198483127,-0.0,-0.8482373016707278
14,-0.8523,-0.06722915269061396,-0.02295922604264456,-0.016733009913330023,-0.054173523401828204,-0.07604595243729911,-0.0048213893190613925,-0.03144942344929369,-0.028123560972227558,-0.01904072100690947,-0.04597867151402025,-0.0048213893190614,-0.054173523401828204,-0.004345019232395917,-0.016733009913330016,-0.06722915269061394,-0.07473477519327391,0.0,-0.7819550488949669
15,-0.6554,-0.06750287136870056,-0.01906890031968898,-0.016270353118974984,-0.052516809218665625,-0.06706525744343086,0.001457210510320937,-0.0190125045774117,-0.0186478220468211,-0.008662207808856296,-0.04144247648371885,0.0014572105103209266,-0.05251680921866562,0.008867278194806233,-0.016270353118974977,-0.06750287136870056,-0.07126486104501367,0.0,-0.6766606265704693
16,-0.4705,-0.06742058282709631,-0.014952419698943068,-0.015464912327918355,-0.048376109348585224,-0.05377313831029812,0.007613655024044518,-0.004095151375872396,-0.006235130560524306,0.0033357769794346674,-0.032517661579280495,0.007613655024044502,-0.04837610934858523,0.021787964504395158,-0.01546491232791835,-0.06742058282709633,-0.06770095395679308,0.0,-0.5403312357454714
17,-0.2876,-0.06698272105200535,-0.010658605152693219,-0.014333656576507791,-0.04194727421289258,-0.03702410548753133,0.013131860638040406,0.01135646884012042,0.007159567436840571,0.01471011059601854,-0.02014933489717719,0.0131318606380404,-0.04194727421289261,0.03399212737352578,-0.014333656576507767,-0.06698272105200538,-0.06404775445142283,0.0,-0.3837628306433123
18,-0.0987,-0.06619159530746341,-0.0062383808125652685,-0.012900419174624412,-0.033534380443397675,-0.017894904031724397,0.017549246178296195,0.025326486510797587,0.01942666405181878,0.023334267037777377,-0.005647260932496987,0.017549246178296184,-0.033534380443397696,0.045078418215223,-0.012900419174624403,-0.06619159530746338,-0.06031008082163172,0.0,-0.2193967311946989
19,0.0982,-0.06505137795637926,-0.001744170015358485,-0.01119539558522146,-0.023535348401597926,0.002384707101958969,0.020495510222172938,0.03599232685253829,0.028634143806807098,0.02759588873313287,0.009452839107495822,0.020495510222172924,-0.023535348401597895,0.05468225100979637,-0.011195395585221445,-0.06505137795637925,-0.05649286277510344,0.0,-0.05998912634649227
20,0.2281,-0.0635680824556737,0.0027707264315155467,-0.009254507265944767,-0.012423120995571482,0.02251101257252557,0.021723672795435828,0.04196248900176196,0.03333186785031594,0.02669823016220581,0.023551915051101154,0.021723672795435817,-0.012423120995571513,0.06248779215497584,-0.009254507265944747,-0.06356808245567373,-0.05260113493256692,0.0,0.08271506150645187
21,0.2511,-0.06174953164156806,0.007252762391291779,-0.007118644875427722,-0.0007232940152571282,0.04119015259999617,0.02113077925580457,0.042458085827198774,0.03277996465068347,0.020809116039598768,0.03515692183578801,0.021130779255804557,-0.0007232940152571404,0.06823834703411398,-0.007118644875427708,-0.06174953164156805,-0.048640030187513984,-0.0,0.19914679233878255
22,0.252,-0.05960531647228484,0.011648781448687614,-0.004832806788399674,0.011010743954035052,0.057221301327807506,0.018766530793994388,0.03741446012524478,0.02706535661157989,0.011029565092140195,0.04303892799471271,0.01876653079399439,0.011010743954035042,0.07174480172765624,-0.00483280678839966,-0.05960531647228485,-0.044614772936302165,-0.0,0.28278321095069353
23,0.2699,-0.057146745445749506,0.01590664733868813,-0.002445151069381686,0.022223986185904203,0.06957386431347168,0.014829118072989509,0.027489620012933234,0.01708807016358724,-0.0008120545234398214,0.04636325539538688,0.014829118072989514,0.022223986185904192,0.07289184225203504,-0.0024451510693816766,-0.05714674544574949,-0.0405306721875734,0.0,0.33063166589377974
24,0.2788,-0.05438678495906218,0.019975862276470212,-5.980877999587145e-06,0.03238605900338279,0.07745373235248582,0.009648607264016743,0.013978393009211002,0.0044194854341325016,-0.01250185381105558,0.04477786886673503,0.009648607264016746,0.032386059003382824,0.07164174679883144,-5.980877999575869e-06,-0.05438678495906217,-0.03639311456007403,0.0,0.3432870110100928
25,0.1757,-0.05133999092428115,0.023808165855145502,0.002433315318592691,0.041016307854079226,0.0803543323759807,0.003659271197707913,-0.001356501452542059,-0.008945149430882508,-0.02185432784406246,0.038450655548189154,0.0036592711977079207,0.04101630785407921,0.06803562626185358,0.0024333153185927166,-0.051339990924281195,-0.03220755717811421,0.0,0.32457692724973897
26,0.0616,-0.04802243200117304,0.027358107408466552,0.004821346398561934,0.04770653172695317,0.07808919351310059,-0.0026368149401046316,-0.01651442224113093,-0.020900961353324674,-0.02712095403686676,0.028051646202234812,-0.0026368149401046204,0.04770653172695318,0.06219207225590495,0.004821346398561949,-0.04802243200117308,-0.027979520474035104,0.0,0.2808613914273173
27,0.1475,-0.04445160485179721,0.030583585050341613,0.007107801294173233,0.052140290598519975,0.07080393474369419,-0.008711861661126813,-0.02951781679702009,-0.02956496086906378,-0.02731709294374563,0.01468206119404298,-0.008711861661126797,0.05214029059851999,0.05430325708877516,0.007107801294173232,-0.04445160485179723,-0.023714580907177985,0.0,0.22009329136969358
28,0.2134,-0.04064634186386805,0.03344634499821411,0.009244508945974802,0.05410787268811229,0.058966903491100654,-0.014056608810705588,-0.038670219190264296,-0.033572604949889145,-0.022406074769372064,-0.00024230506798596403,-0.014056608810705569,0.05410787268811227,0.04462861394356643,0.009244508945974814,-0.0406463418638681,-0.019418363608957594,-0.0,0.15077240582994586
29,0.1343,-0.036626711829557665,0.03591243525838984,0.011186453171262337,0.053516213587950896,0.043339066971806166,-0.018223015923480135,-0.042777576685591026,-0.03229270671956592,-0.013306055091173769,-0.015141012032424808,-0.018223015923480124,0.05351621358795089,0.03348630510616876,0.011186453171262347,-0.036626711829557686,-0.01509653496374163,-0.0,0.08093166410643525
30,0.0802,-0.03241391410355553,0.037952608292658334,0.012892721065561805,0.050393298104390236,0.02492509189674671,-0.02086182064344967,-0.04130402981776765,-0.02592684469894166,-0.0017183580593725222,-0.028436336381779066,-0.02086182064344968,0.05039329810439026,0.02124275881549415,0.012892721065561805,-0.03241391410355555,-0.01075479513531899,0.0,0.01728251864279483
31,-0.0409,-0.028030166798589974,0.03954266789062965,0.014327364956196716,0.0448868366082246,0.004908757463450793,-0.02175181675418455,-0.034441822392570924,-0.015477615047332131,0.010190600262900744,-0.038720347663446716,-0.021751816754184534,0.04488683660822462,0.008300618829743867,0.014327364956196718,-0.028030166798589967,-0.006398870548817522,0.0,-0.0353822682700845
32,-0.0909,-0.02349858960806396,0.040663756133921966,0.0154601597482918,0.0372572785011891,-0.015423146256067059,-0.02081839749497867,-0.02308622072304138,-0.0025907269369705496,0.020194341349867757,-0.04490400342326101,-0.020818397494978675,0.037257278501189116,-0.004914496998271185,0.015460159748291787,-0.023498589608063954,-0.0020345063379839413,0.0,-0.07447058436012555
33,-0.145,-0.018843081873793698,0.04130257704883864,0.01626723970743809,0.02786549325378931,-0.03476354218739962,-0.018139809710363226,-0.008718714220546738,0.010704189633390225,0.026422582838887307,-0.04633247516483609,-0.01813980971036322,0.027865493253789328,-0.017967993676566544,0.016267239707438097,-0.018843081873793684,0.002332541232211875,0.0,-0.09954620154321553
34,-0.1571,-0.014088196541914955,0.04145155429504019,0.016731601263274817,0.01715570168743903,-0.051869094316342915,-0.013940594558964115,0.006786264621536916,0.0223132419201308,0.02771090332941352,-0.042854492500718586,-0.013940594558964115,0.01715570168743903,-0.030430591253448797,0.016731601263274814,-0.014088196541914958,0.0066965123576525,-0.0,-0.11199144138138253
35,-0.1042,-0.009259010671708718,0.04110892102004321,0.016843461240915656,0.005634464831958676,-0.06564013803001771,-0.00857276463519032,0.021405884900320193,0.030408053625072963,0.02381844062100429,-0.034838362181294026,-0.00857276463519032,0.005634464831958697,-0.04189244220548217,0.016843461240915656,-0.009259010671708694,0.011051651291817396,0.0,-0.11445000846365326
36,-0.0653,-0.0043809931802768366,0.04027874081388101,0.016600462972996007,-0.006153275838286089,-0.07519137425475561,-0.0024862953915223123,0.03323282252399823,0.03371372637632844,0.01547292289929415,-0.023132965639777913,-0.002486295391522321,-0.0061532758382860635,-0.05197660976665915,0.016600462972996,-0.004380993180276816,0.015392213937176042,0.0,-0.11014915643307213
37,-0.0074,0.0005201294794237865,0.038970859515407685,0.01600772594996943,-0.01764997351986945,-0.07990878267677663,0.0038085954880185723,0.04072409603123635,0.03170963079273471,0.004234613916246835,-0.008977865283038839,0.003808595488018563,-0.017649973519869442,-0.060351463947696714,0.01600772594996942,0.0005201294794238004,0.019712475421215604,0.0,-0.10221141916746176
38,0.0235,0.005418508998779468,0.03720078844181615,0.015077737962620824,-0.028311847413600703,-0.07948909526549676,0.00978421871147258,0.042902369064031415,0.024711403394295332,-0.00779539125838522,0.0061279610281191905,0.009784218711472559,-0.028311847413600676,-0.0667415875874405,0.015077737962620814,0.005418508998779475,0.024006737647113453,0.0,-0.09306092677906126
39,-0.0586,0.010288311536379994,0.03498952042625449,0.013830092009138794,-0.03763460294138617,-0.07395929246511207,0.014939648615767218,0.03948345690658689,0.013821235194413055,-0.01836798338586834,0.02058485672900094,0.014939648615767208,-0.037634602941386146,-0.07093683377774851,0.013830092009138784,0.010288311536379966,0.0282693368090942,-0.0,-0.08400925835944739
40,-0.0917,0.015103853964579039,0.03236328084531302,0.01229107350959231,-0.045177284309486865,-0.06367486870280868,0.018842714857046777,0.03091340216475097,0.0007542813089435052,-0.025506528683747556,0.03286188483961825,0.01884271485704676,-0.04517728430948688,-0.07279923679753465,0.012291073509592297,0.015103853964579042,0.032494650862559205,0.0,-0.07507435295707601
41,-0.0858,0.01983973932119702,0.029353216589165995,0.010493106524382205,-0.05058313121890352,-0.04929697871887267,0.02116623046722145,0.018310282570057547,-0.012431468670588466,-0.027876416904769163,0.041658949078737545,0.021166230467221436,-0.050583131218903524,-0.07226754928158556,0.010493106524382182,0.01983973932119698,0.03667710693913673,0.0,-0.06504819811272232
42,-0.0018,0.024470990751999426,0.025995026663145553,0.00847407064374361,-0.05359645322407322,-0.031749933912551376,0.02171541934442498,0.003318342855028411,-0.023659315273734625,-0.02503457779124904,0.04604446971875681,0.021715419344424957,-0.053596453224073234,-0.06935925641389343,0.0084740706437436,0.024470990751999433,0.04081118869687169,0.0,-0.05179056500316699
