,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,harmonic_5,harmonic_6,harmonic_7,harmonic_8,harmonic_9,harmonic_10,harmonic_166,harmonic_167,harmonic_168,harmonic_169,harmonic_170,harmonic_171,harmonic_172,harmonic_173,all_9_harmonics
0,3.6172,0.1378076922691402,0.21533123357600803,0.11398748104034262,-0.013104268044227263,-0.16598631960683105,0.06624287318618223,-0.1713867643539235,-0.03340334967288324,-0.05121131496752526,0.0488218462926758,-0.17138676435392342,0.06624287318618237,-0.1659863196068309,-0.01310426804422743,0.11398748104034256,0.2153312335760078,0.13780769226914036,0.0,0.3299910377856499
1,3.3302,0.14971065376535858,0.24596329741031114,0.14008998763282968,0.01998991212147375,-0.12174318457882836,0.07112737200187857,-0.1895621133638066,-0.01825271233175771,-0.03499437729660445,0.0064120595391240105,-0.18956211336380638,0.07112737200187867,-0.12174318457882834,0.0199899121214736,0.14008998763282957,0.2459632974103109,0.14971065376535872,0.0,0.5843168198891953
2,3.5474,0.16141615827808672,0.2752981614680485,0.16453104357512682,0.05266294457632875,-0.07349637837497194,0.0726476265569401,-0.1955510829784255,-0.0015719832017506595,-0.015071651923849294,-0.03683426574305202,-0.19555108297842522,0.0726476265569402,-0.07349637837497199,0.052662944576328655,0.1645310435751268,0.2752981614680483,0.16141615827808678,0.0,0.8615390453336149
3,4.0543,0.17290876713577208,0.3031811149468283,0.1870207808404548,0.08422647347659304,-0.02283255529540717,0.07073173053010659,-0.18896866031405912,0.015240522430594282,0.006447111060100856,-0.07527507069597407,-0.18896866031405898,0.07073173053010674,-0.02283255529540724,0.0842264734765929,0.18702078084045484,0.30318111494682815,0.17290876713577208,0.0,1.158947865435298
4,4.6993,0.1841733224600649,0.3294651043577622,0.20729247381027754,0.11401551801285698,0.028582143850227205,0.06547030363683827,-0.170238009570054,0.03077544269340789,0.027283146511099546,-0.10389524056310617,-0.1702380095700539,0.06547030363683838,0.028582143850226976,0.11401551801285671,0.2072924738102776,0.3294651043577621,0.18417332246006535,0.0,1.4716850617573476
5,5.0962,0.19519496715790813,0.3540115090791959,0.2251057026085262,0.14140248223379756,0.0790568847889758,0.05711220541925288,-0.14056326807235608,0.043730513380525984,0.0452299878509635,-0.11896089317390013,-0.14056326807235603,0.05711220541925302,0.0790568847889757,0.1414024822337974,0.2251057026085261,0.3540115090791959,0.19519496715790835,0.0,1.79264057448819
6,5.4098,0.20595916451691368,0.37669087243586413,0.24024920445283554,0.16581037724528763,0.12693174490501213,0.04605276447120872,-0.10185213589842407,0.053019734399334884,0.05838712451022782,-0.1185065135809513,-0.10185213589842404,0.04605276447120878,0.1269317449050119,0.1658103772452874,0.24024920445283546,0.3766908724358638,0.20595916451691376,0.0,2.112584329586006
7,5.557,0.2164517173781836,0.397383584447787,0.2525433792061042,0.18672497721940978,0.170632301793027,0.032815079842875926,-0.05659323556422641,0.05786440718999061,0.06536125965123202,-0.10259138165117354,-0.05659323556422646,0.032815079842876,0.17063230179302666,0.18672497721940962,0.25254337920610415,0.39738358444778665,0.2164517173781836,0.0,2.42054989383637
8,5.9676,0.2266587868612846,0.41598051264812486,0.2618424194128352,0.2037056531104318,0.20872141003427166,0.018025279047215174,-0.0076961259510067576,0.05785841161417809,0.06541385565070564,-0.07329183821798574,-0.007696125951006938,0.018025279047215192,0.20872141003427153,0.20370565311043148,0.2618424194128351,0.41598051264812463,0.2266587868612847,0.0,2.70445629937321
9,6.2874,0.2365669106166795,0.4323835776430808,0.2680360395582767,0.21639465583288153,0.2399464634536494,0.0023829029366765975,0.041695744503651114,0.05300225027014973,0.05853934276793399,-0.0344303987779158,0.04169574450365103,0.0023829029366765897,0.23994646345364912,0.21639465583288114,0.26803603955827665,0.4323835776430805,0.23656691061667984,0.0,2.9519237833499585
