X,Z
0.0,500.0
0.2,499.9993400000001
0.4,499.99868
0.6000000000000001,499.99802
0.8,499.99736000000007
1.0,499.9967
1.2000000000000002,499.99604
1.4000000000000001,499.99538000000007
1.6,499.99472
1.8,499.99406
2.0,499.99340000000007
2.2,499.99273999999997
2.4000000000000004,499.99208
2.6,499.99142000000006
2.8000000000000003,499.99075999999997
3.0,499.9901
3.2,499.98944000000006
3.4000000000000004,499.9887800000001
3.6,499.98812
3.8000000000000003,499.98746000000006
4.0,499.9868000000001
4.2,499.98614
4.4,499.98548000000005
4.6000000000000005,499.98482000000007
4.800000000000001,499.98416
5.0,499.98350000000005
5.2,499.98284000000007
5.4,499.98217999999997
5.6000000000000005,499.98152000000005
5.800000000000001,499.98086000000006
6.0,499.98019999999997
6.2,499.97954000000004
6.4,499.97888000000006
6.6000000000000005,499.97821999999996
6.800000000000001,499.97756000000004
7.0,499.97690000000006
7.2,499.97623999999996
7.4,499.97558000000004
7.6000000000000005,499.97492000000005
7.800000000000001,499.97425999999996
8.0,499.97360000000003
8.200000000000001,499.97294000000005
8.4,499.97227999999996
8.6,499.97162000000003
8.8,499.97096000000005
9.0,499.97030000000007
9.200000000000001,499.96964
9.4,499.96898000000004
9.600000000000001,499.96832000000006
9.8,499.96766
10.0,499.96700000000004
10.200000000000001,499.96634000000006
10.4,499.96568
10.600000000000001,499.96502000000004
10.8,499.96436000000006
11.0,499.9637
11.200000000000001,499.96304000000003
11.4,499.96238000000005
11.600000000000001,499.96172
11.8,499.96106000000003
12.0,499.96040000000005
12.200000000000001,499.95974
12.4,499.95908000000003
12.600000000000001,499.95842000000005
12.8,499.95776
13.0,499.9571
13.200000000000001,499.95644000000004
13.4,499.95578
13.600000000000001,499.95512
13.8,499.95446000000004
14.0,499.9538
14.200000000000001,499.95314
14.4,499.95248000000004
14.600000000000001,499.95182000000005
14.8,499.95116
15.0,499.95050000000003
15.200000000000001,499.94984000000005
15.4,499.94918
15.600000000000001,499.94852000000003
15.8,499.94786000000005
16.0,499.9472
16.2,499.94654
16.400000000000002,499.94588000000005
16.6,499.94522
16.8,499.94456
17.0,499.94390000000004
17.2,499.94324
17.400000000000002,499.94258
17.6,499.94192000000004
17.8,499.94126
18.0,499.9406
18.2,499.93994000000004
18.400000000000002,499.93928
18.6,499.93862
18.8,499.93796000000003
19.0,499.9373
19.200000000000003,499.93664
19.400000000000002,499.93598000000003
19.6,499.93532
19.8,499.93466
20.0,499.934
20.200000000000003,499.93334000000004
20.400000000000002,499.93268
20.6,499.93202
20.8,499.93136000000004
21.0,499.9307
21.200000000000003,499.93004
21.400000000000002,499.92938000000004
21.6,499.92872
21.8,499.92806
22.0,499.92740000000003
22.200000000000003,499.92674
22.400000000000002,499.92608
22.6,499.92542000000003
22.8,499.92476
23.0,499.9241
23.200000000000003,499.92344
23.400000000000002,499.92278
23.6,499.92212
23.8,499.92146
24.0,499.9208
24.200000000000003,499.92014
24.400000000000002,499.91948
24.6,499.91882
24.8,499.91816
25.0,499.9175
25.200000000000003,499.91684
25.400000000000002,499.91618
25.6,499.91552
25.8,499.9148600000001
26.0,499.9142
26.200000000000003,499.91354
26.400000000000002,499.9128800000001
26.6,499.91222
26.8,499.91156
27.0,499.9109000000001
27.200000000000003,499.91024
27.400000000000002,499.90958
27.6,499.9089200000001
27.8,499.90826
28.0,499.9076
