,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_5,harmonic_6,harmonic_8,harmonic_10,harmonic_11,harmonic_12,harmonic_14,harmonic_15,harmonic_17,harmonic_18,harmonic_19,harmonic_21,harmonic_22,harmonic_24,harmonic_26,harmonic_27,harmonic_29,harmonic_30,harmonic_31,harmonic_32,harmonic_34,harmonic_36,harmonic_37,harmonic_38,harmonic_40,harmonic_42,harmonic_43,harmonic_44,harmonic_46,all_32_harmonics
92,18.24950352,0.16618484941629413,-1.3463117309558013,0.012010822910367118,-0.40945528164287937,0.012712708944735963,0.06274819896265821,0.015413055946281435,0.05920933099820916,0.09621731604420149,-0.018053285055396457,0.0046425624585821725,0.05991323810290227,0.07635651191962402,-0.0026158868660171464,0.08750352745901623,0.1009294660322641,-0.000784298247208212,0.07385651578588527,0.08842164695552009,0.10850075097148687,0.10218592207080716,0.0049113172688172516,0.03847577568320625,0.04214269692889364,0.08030447581015783,0.11419820917989257,0.05760943096422482,0.09184135852314526,0.07284961588139548,0.1153008551915167,0.00730708650254294,0.11873469943348153,16.40311519512962
91,18.14431691,0.38012064363573084,-1.277726342795157,0.08907146907052133,-0.2693909800439669,0.041593418416924724,0.08230626385480914,0.1676756866332675,0.1929306699842966,0.16954505450351734,0.12404570811894085,0.1551034993261189,0.14957781151008748,0.27154413134230554,0.11932185786246383,0.11306129450415349,0.06585628163953725,0.026137123640247322,0.08893381329228489,0.004175370694157303,0.05539697780831631,0.12233085120269077,0.06877487049462373,0.020039940780222403,-0.05728829709417687,-0.03127295239833219,-0.05463373485137454,-0.03248647748987682,-0.09048070373711953,-0.04787484739442562,-0.09876230984712811,-0.0019710598124285344,-0.12014941601828841,16.61014114972359
90,17.25472818,0.5923220345427823,-1.1858476664899749,0.16248551882147513,-0.09887697347443798,0.06373248458770753,0.07839998761845854,0.2462699342934244,0.22491028935079105,0.1374045516474139,0.1631989196854608,0.15944577557999617,0.06268681648795132,0.112260894469109,0.07020110129444301,-0.05326228636190748,-0.08981937090841217,-0.00186334892921818,-0.10671330093799102,-0.09051478143073882,-0.15046716201234261,-0.2099335049202716,-0.07368618776344099,-0.060813274155891994,0.03394700087504429,-0.032847262504518734,-0.02667484635809024,-0.0030588343453277836,0.07194943663422522,0.018508926704970684,0.07672713348357289,-0.003421064046841113,0.12142703993984032,15.986618887178047
89,17.6403,0.8018207958612807,-1.072350674536191,0.22924739234063995,0.08281325982024956,0.07554151071475484,0.052142993857194765,0.21666538335733607,0.13828378144601117,0.019789326727472262,0.06691302094868888,0.013578654434856363,-0.09819714852297491,-0.19356653466594637,-0.07955918093896686,-0.12919207380134545,-0.08100900101441767,-0.025948369491204507,-0.04950835887858386,0.041200147650761305,0.05859059008772595,0.06257612436307614,0.0049113172688172516,0.04774550995907768,0.012200256971673564,0.08111920686538407,0.09736689710664047,0.03762280655319247,-0.03976425403513043,0.012554660268338146,-0.05042169711323633,0.00871582302285533,-0.12256611340606584,16.63996951701352
88,17.13631332,1.0076610327939952,-0.9393044470244091,0.2866238506819541,0.2551429743300466,0.0751064381581271,0.011020776745678165,0.09186880565631177,-0.02126648565663134,-0.1101361687153965,-0.08490412788742624,-0.14508053657058492,-0.14317319109151996,-0.24671424299801334,-0.11526429759254145,0.014135749148017518,0.07615297971911571,0.0044918756241168175,0.12500426868903983,0.06986093875454585,0.10608140517095281,0.15481718652698773,0.06877487049462373,0.007593792746992175,-0.05015125048956789,-0.0902524517264952,-0.12930713593692367,-0.0601165759340272,3.296976014211809e-05,-0.042466715130545486,0.021310033703246394,-0.013762526107639199,0.12356533671347664,16.416976076865822
87,17.6403,1.2089035435513478,-0.7891344517642674,0.3322658948994765,0.39863345935856176,0.06249778538201049,-0.03324330652462582,-0.07329037021977639,-0.16960190122142765,-0.17154968040476573,-0.16625917094298218,-0.16706341932438465,-0.019153418827606298,0.022196229576259444,0.014272213334815693,0.13347316395503844,0.09385617105774124,0.02549334995742773,0.003325267798105169,-0.0762217900603579,-0.13895338295704096,-0.1989372913772617,-0.07368618776344099,-0.056209922890638614,0.05441009257262622,0.0558403548154504,0.10978341770971424,0.06332365909265386,0.03970457121872004,0.0684836597244846,0.008987642796697204,0.018417542065428935,-0.1244235697301525,16.75337742971424
86,18.14431691,1.4046301047137633,-0.624578327366711,0.36430493434022937,0.4970657496884152,0.0397592180133993,-0.06803019756191625,-0.20624939129740863,-0.22849799082304298,-0.12624794083838375,-0.10963539504752935,-0.03166053595893799,0.1274742704417306,0.2621319772483823,0.1233482364104703,0.02628734000041338,-0.06031924355223801,-0.007074309596633111,-0.12623279590012967,-0.03165056937070326,-0.0008161900743776562,0.020404452771538364,0.0049113172688172516,0.055060537447365256,-0.022115647137525927,0.005513806145954217,-0.04656613954321786,-0.046215155004555704,-0.07190733658857627,-0.08821918119960194,-0.03878511070226928,-0.022548387236440145,0.1251398331966525,16.861072038798014
85,21.67237713,1.5939476608745293,-0.44863597537024646,0.38142928696508094,0.5393138818607083,0.010576302572639652,-0.08342265021906037,-0.24859265607651673,-0.1668959837879204,-0.0024116292733759002,0.03797501477666619,0.13356885118450296,0.12363651265888244,0.15988339569766474,0.05559358624717602,-0.12551189700949894,-0.10403215605082392,-0.024776734155073334,0.04331170525520242,0.09208838078075207,0.13957169409067932,0.18096528804462278,0.06877487049462373,-0.005163246053532677,-0.02503632877115479,-0.0642076452158428,-0.0351843602310511,0.014279838520127104,0.09046417582938436,0.09986310817553413,0.06642398751273745,0.026037496076060138,-0.12571330984336798,18.411463721550884
84,20.66437357,1.7759923994467859,-0.2645148712448681,0.3829378797655439,0.520602480100068,-0.020320866279026597,-0.07503249592861283,-0.18171663347285774,-0.01728161257260377,0.12292487525752269,0.15406988378099049,0.17296676631357788,-0.026136758892569393,-0.15107529091145053,-0.09185941688763456,-0.06429931522947686,0.0427687970209512,0.00958415157961753,0.11023119491778462,-0.014513802297898322,-0.10491743142651778,-0.17979656175112746,-0.07368618776344099,-0.049305330777856975,0.05536862875758601,0.09192233854704106,0.1029315616497719,0.02223675626504389,-0.091853539270663,-0.10234744235320159,-0.09036602743528364,-0.028785567118375467,0.12614334532304186,17.777683623637397
83,21.16835906,1.9499336920422348,-0.07557159126848284,0.36876895077511507,0.4430465248824748,-0.04792434018464289,-0.04525164793230581,-0.03500333197793446,0.14144619291980004,0.1717939744412529,0.14230184766286164,0.04941753754053044,-0.14505926269584823,-0.26482187991487693,-0.10762377165358311,0.10603849220896722,0.11124734329501558,0.02380587553200961,-0.0840368530296512,-0.08481253818341075,-0.06009067857695843,-0.022602579513887625,0.0049113172688172516,0.06012138006321924,-0.04850368626991682,-0.07528599684312529,-0.12971222684276937,-0.051619322971931246,0.07581176604294401,0.09544431690712714,0.10927873268300815,0.03071438913654292,-0.12642944895739075,18.21342008968677
82,22.68041096,2.1149778844379625,0.11474937874371033,0.33950257761144115,0.3154122932180372,-0.06776002727981922,-0.0025702009538420396,0.12708869805624098,0.22558254593615898,0.11379585531559183,0.012437223165847958,-0.12068656863773346,-0.09275970941296266,-0.032872769013903465,0.030900127323207363,0.0964136616397574,-0.024001133018168926,-0.011995647197965798,-0.07918360207725732,0.057030757223820984,0.15043959196044507,0.19970464940719249,0.06877487049462373,-0.01770890095397025,0.00905344377474838,0.02232538471244919,0.10486770968446678,0.06444130435448138,-0.045383119260808784,-0.07978689676955222,-0.12210951383711448,-0.03176906706632283,0.12657129429697772,18.929541804828585
81,22.68041096,2.2703719178386264,0.302978437323885,0.29633692903049563,0.15212649196122757,-0.07661287258413671,0.04084397363398249,0.23334425546415397,0.19075825810895103,-0.014990814760521142,-0.12774907774589023,-0.17709524021896184,0.06902963421653335,0.2419881092067107,0.12512594408381641,-0.07683907920259377,-0.11529638560766253,-0.02259073641149081,0.11329140205558372,0.05622273075384465,-0.053876003412015865,-0.15329493976170308,-0.07368618776344099,-0.0403821726298995,0.0364789999753827,0.04140686285750072,-0.03828607362074178,-0.05658913393240074,0.006342073211514971,0.05681130380120887,0.12814427186730484,0.03191958434207974,-0.12656871949369725,19.385818340967873
80,22.176395199999998,2.4154067649110167,0.4856841191012241,0.2410392117569309,-0.02835441656189871,-0.07304796818389646,0.07261411427462293,0.2370799166736339,0.05533786903344207,-0.13445220623557294,-0.16191616317926227,-0.06666744831434421,0.14933920364338127,0.20096025192085673,0.039972585463510374,-0.11968480361805124,0.0045503869443362975,0.014284051243358705,0.037327854312485975,-0.08521549689172381,-0.10962540689333512,-0.06468425953832471,0.0049113172688172516,0.0627208463153228,-0.05750445777074418,-0.0851609717691594,-0.04353333593816757,0.030581956296694742,0.033902514321237066,-0.02862489355845321,-0.12704714141934392,-0.031161657180528286,0.12642172748544644,18.918916460835568
