,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,all_4_harmonics
92,9.124751758,0.08309242469842215,-0.6731558657251936,0.00600541118869527,-0.007595301630425786,7.424698990764074
91,9.072158457,0.19006032183444127,-0.6388631716692897,0.04453573422206477,0.03376283380192006,7.604489904989365
90,8.627364091,0.2961610173141922,-0.5929238335361633,0.08124275906365636,0.07267016860768263,7.793236963443833
89,8.82015,0.40091039799947126,-0.5361753375734278,0.11462369580356298,0.1063024694573947,7.988115776831755
88,8.568156661,0.5038305164915443,-0.46965222382612715,0.14331192496955933,0.132218410943376,8.186247238237128
87,8.82015,0.6044517718955049,-0.3945672261989236,0.16613294708886572,0.14853678824718725,8.384774513387596
86,9.072158457,0.7023150525014503,-0.31228916399723766,0.1821524668345615,0.15407307137482276,8.580935375940923
85,10.83618856,0.7969738306059114,-0.22431798799037542,0.19071464318604425,0.14842538866356156,8.77212750640373
84,10.33218678,0.8879961999153481,-0.1322574359134914,0.19146893963747122,0.13200369812844182,8.955964724241477
83,10.58417953,0.9749668462355053,-0.03778579590579794,0.18438447520349496,0.1060000291378853,9.13032254613535
82,11.34020548,1.0574889424548237,0.05737468912475002,0.1697512886904317,0.07230195453691465,9.293371940872154
81,11.34020548,1.1351859591755338,0.15148921844379368,0.14816846447345258,0.033355574165111854,9.44360066269493
80,11.088197599999999,1.2077033827309382,0.24284205936539624,0.12051960591187498,-0.008012044380699078,9.57982206861036
79,11.34020548,1.2747103327499603,0.3297678255113181,0.08793666052381278,-0.04879807894266462,9.701171839387241
78,10.83618856,1.3359010718883864,0.41068183724382684,0.05175357792178678,-0.08604192379536649,9.80709350765615
77,10.08017775,1.390996400838244,0.4841090107933473,0.013451697758855656,-0.11704009620282115,9.897314129992596
76,11.60067331,1.439744932250209,0.5487107494245358,-0.02540089649083042,-0.13954247874879425,9.971811805786063
75,11.33089442,1.4819242377564168,0.603309346407732,-0.06321357505370327,-0.15191565246238917,10.030777029712596
