,raw_series,harmonic_1,harmonic_2,harmonic_3,harmonic_4,all_4_harmonics
92,18.24950352,0.16618484941629413,-1.3463117309558013,0.012010822910367118,-0.015190603907553188,14.849397982091293
91,18.14431691,0.38012064363573084,-1.277726342795157,0.08907146907052133,0.06752566703070034,15.208979810631527
90,17.25472818,0.5923220345427823,-1.1858476664899749,0.16248551882147513,0.1453403367573909,15.586473927594714
89,17.6403,0.8018207958612807,-1.072350674536191,0.22924739234063995,0.2126049386052241,15.976231554386164
88,17.13631332,1.0076610327939952,-0.9393044470244091,0.2866238506819541,0.2644368217480667,16.372494477171976
87,17.6403,1.2089035435513478,-0.7891344517642674,0.3322658948994765,0.29707357653663624,16.769549027406992
86,18.14431691,1.4046301047137633,-0.624578327366711,0.36430493434022937,0.30814614296978665,17.16187075240771
85,21.67237713,1.5939476608745293,-0.44863597537024646,0.38142928696508094,0.2968507777091637,17.544255013189797
84,20.66437357,1.7759923994467859,-0.2645148712448681,0.3829378797655439,0.26400739677309204,17.911929448687893
83,21.16835906,1.9499336920422348,-0.07557159126848284,0.36876895077511507,0.21200005888867576,18.2606450922693
82,22.68041096,2.1149778844379625,0.11474937874371033,0.33950257761144115,0.1446039097389413,18.586743881513545
81,22.68041096,2.2703719178386264,0.302978437323885,0.29633692903049563,0.06671114899926285,18.88720132491344
80,22.176395199999998,2.4154067649110167,0.4856841191012241,0.2410392117569309,-0.01602408813699647,19.159644136489607
79,22.68041096,2.549420664913155,0.6595356513204484,0.1758733208331326,-0.09759615735088956,19.40234367778717
78,21.67237713,2.6718021431567793,0.8213636747074173,0.10350715549018807,-0.17208384718504957,19.61418701407482
77,20.16035549,2.781992801026097,0.9682180217244035,0.02690339503990091,-0.23408019215816328,19.794628258510834
76,23.20134662,2.879489863822594,1.0974214989022153,-0.050801793564334535,-0.279084957426278,19.94362360988091
75,22.66178883,2.963848474810672,1.2066186927830735,-0.1264271507710888,-0.30383130503481265,20.06155405754309
74,22.70763024,3.0346837249968943,1.2938189097290298,-0.19687656557071523,-0.30652292947871235,20.149140109875642
73,23.20134662,3.091672409381443,1.357432466791898,-0.2592658306438623,-0.28696444920581415,20.20735308624991
72,24.82004779,3.134554501668407,1.396299672052576,-0.3110407221480081,-0.24657558911211042,20.237327492293407
71,24.82004779,3.1631343407061205,1.4097119661105197,-0.35008156994168144,-0.18828812453984153,20.240278777595393
70,25.20001065,3.177281523244132,1.397424839308452,-0.3747900371291043,-0.11633306748088433,20.217430366143915
69,24.82004779,3.1769314989333206,1.359662289207888,-0.38415455616050215,-0.03593354286487358,20.16995327270114
68,23.74090205,3.1620858648543346,1.2971127370545226,-0.3777917425264451,0.04707435135320473,20.098920900102847
67,24.28049004,3.132812358230479,1.2109164776773975,-0.35596209056471056,0.12666517902795651,20.0052807860636
