,raw_series,harmonic_1,harmonic_2,harmonic_4,harmonic_6,harmonic_7,harmonic_9,harmonic_10,harmonic_12,harmonic_13,harmonic_15,harmonic_16,harmonic_18,harmonic_19,harmonic_21,harmonic_23,harmonic_24,harmonic_25,harmonic_27,harmonic_29,harmonic_31,harmonic_32,harmonic_33,harmonic_35,harmonic_37,harmonic_38,harmonic_40,harmonic_41,harmonic_42,harmonic_44,harmonic_45,harmonic_47,all_30_harmonics
92,0.839833698,-0.18603389114157734,0.083295756272187,0.012848039586437454,-0.002142474007796018,-0.04207348556413695,-0.06204594677089144,-0.004674831755640482,-0.06835878303194425,-0.0035494685278963946,0.025088605023903622,-0.041850298919941686,-3.8933554947393555e-05,-0.013174148301026204,-0.04163922717232928,-0.06718524497324133,0.007940907279536754,0.0014514119344140187,0.00033760658394936185,-0.005807297255594847,-0.0014987587311827753,0.04549580848517903,0.020987685202654895,0.011930146076225542,-0.048545374541841865,-0.006636081063919974,-0.007446270001723193,0.04563932161656543,-0.01675910821516776,-0.013036800214200683,0.010436999759197091,-0.009607918044190433,1.801918341511125
91,1.193907727,-0.18798486328799469,0.08003548070335292,0.03902785271699001,0.07388545157999217,-0.04995874071206141,-0.09510812147066,-0.027732117834381075,-0.06931500545959748,0.014399326375629332,0.04531481006147427,-0.008629046731229408,-0.03840555506600831,-0.027532693446815207,-0.039380494718239574,-0.045540394472119404,-0.04411903958456895,0.011009523851216809,0.02076677691340049,0.018362017097745712,0.04808254697849462,-0.022932638360270912,-0.004563508402379785,-0.024523021933734648,0.008971320201840695,0.009406101084206142,0.02226811426184966,-0.05762619497961816,0.016904048449725612,0.014159421428040645,-0.01145160524708267,0.009147602897540519,1.9279391564841941
90,1.936394446,-0.18907810361946367,0.07531613721725929,0.06237468427809982,0.13793769979684026,-0.04687689830754639,-0.09407659135914563,-0.03860528634790389,-0.02715270848248229,0.021936387180480688,0.02285120229074042,0.033730961684838724,-0.02663796847074397,-0.002420672494841499,0.0297126255879018,0.06564693780871451,-0.0034717219096953886,-0.004048706516180966,-0.0107480970243409,-0.00810299149209808,-0.046583788247311846,-0.019933967760941078,-0.01540098361364851,0.023042288116674768,0.03417329994082246,-0.00915844224692498,-0.0328641165332926,0.061747388748722556,-0.015498524220775434,-0.014879059711590663,0.012348701768635333,-0.00867685017004184,2.207721230580908
89,2.134834379,-0.18930862393109768,0.06922376069007066,0.08119381783232592,0.1796324019104731,-0.033504493943960066,-0.05932113225130618,-0.03251720616376642,0.031900369644125307,0.013611884433630693,-0.021139882852468827,0.040367552931730985,0.019902542316000135,0.026161597885988194,0.04837912843144273,0.047757879760311525,0.04447071924289939,-0.010054379592504917,-0.015378701441173561,-0.012223532922767932,-0.0014987587311827753,0.04515201412080379,0.023417576816445334,-0.008337728547661427,-0.06371702151029938,0.005972558815906155,0.0372234630226469,-0.05744038114461111,0.012671452300892028,0.015175233864702299,-0.013119083899578393,0.008196196999096187,2.2186781770235178
88,2.223668339,-0.18867537241158688,0.061869416752336995,0.09411919670986857,0.19221149811462798,-0.012777079260031217,-0.003300641926642377,-0.012142677856270314,0.07110930726465943,-0.004554976046336063,-0.04521567671370861,0.004252118696729255,0.04046248345337029,0.017238889664681466,-0.015060737795938105,-0.0640337262972755,-0.0010330880249298155,0.006420669735621648,0.018457517942502874,0.01736302384951853,0.04808254697849462,-0.030394676296606204,-0.013267094118582772,-0.011151801546981898,0.06790150799133582,-0.0008705504886111926,-0.03451887625049458,0.04529305658052023,-0.008682135930988174,-0.01503951464973306,0.01375484647675479,-0.007706191818690927,2.3039907338662635
87,2.08533492,-0.18718123844237206,0.05338717703326251,0.1002125843030499,0.1736361134408561,0.010755199451348646,0.05390303979949816,0.013566741044180961,0.06608355104335217,-0.019428265828402073,-0.026695048515792685,-0.03636660279925759,0.008203123777004115,-0.0163973009217353,-0.0529403565354789,-0.04992087244134227,-0.044366069143299554,0.008539657344657477,0.006125854218175329,-0.0009299607263330323,-0.046583788247311846,-0.011272620823231199,-0.00717584145443048,0.024241382134400025,-0.04506134292406391,-0.004510749096603378,0.025263608313955528,-0.02696346245969476,0.0038964811414223814,0.014475764691100408,-0.01424946571579847,0.00720739373362588,2.3210661175580793
86,2.40168684,-0.18483303941406004,0.04393167499955276,0.09903166945342279,0.1269170275370745,0.03192646345543811,0.09178393080138014,0.03331560659467366,0.01994945386317902,-0.020253541659895825,0.016974236876135557,-0.038470581224413734,-0.03476450749839075,-0.026526501496205977,-0.000972543264996818,0.0623474511425234,0.005527297078427777,-0.008435289627559461,-0.021528439686569697,-0.016658524874354475,-0.0014987587311827753,0.04295969099318645,0.02205184508672361,-0.023418984375368924,0.0042868620095351,0.008444903678936045,-0.011214040530407388,0.004953494222090865,0.0012465646932810464,-0.013500028543409563,0.014597866153990068,-0.006700371881564577,2.449686423243884
85,2.40168684,-0.18164148962023374,0.033675286946542364,0.09066217324916329,0.05962667432477294,0.04608913128136871,0.09676274998464443,0.03842724645868076,-0.038594523512638174,-0.006434070590162202,0.04465256933627364,0.00016844182963528646,-0.032350915910512625,0.0013723983282514787,0.05264581640518789,0.052026904501324654,0.04380616313740551,-0.006549659199290486,0.0046664616278603325,0.013549755701981131,0.04808254697849462,-0.03661235261413562,-0.019820291153165137,0.009156577225799456,0.03819378060111024,-0.009669752135597974,-0.004963626776025908,0.017732600531157893,-0.006275273760425847,0.012140076056861298,-0.014796472731372627,0.006185704783637882,2.321100841666081
84,2.134834379,-0.17762115137058807,0.02280498953287823,0.07571162664166976,-0.017328231233703403,0.05013417020661872,0.067054724514772,0.026655859524795475,-0.07313015377857195,0.012037689788760849,0.03026496741890056,0.03862907335707968,0.012293221438266546,0.027303843024050794,0.016916621211299988,-0.06059003641499975,-0.009964788584273068,0.00998044222276975,0.019189118839147007,0.006393802144170556,-0.046583788247311846,-0.0021497714645415293,0.002212392494654177,0.010360732609873182,-0.0654733821363608,0.007792336825766127,0.020199341737521765,-0.03799828640273577,0.010728405385677865,-0.010434612035947062,0.014843247475704553,-0.005663979684340887,2.0628480293656213
83,2.34548169,-0.1727903685464508,0.01151895114672976,0.05526527055616704,-0.09147450123231977,0.04317360075323622,0.013309382899255965,0.0031732095639879516,-0.062173989968069616,0.021805346796915783,-0.012634412259640647,0.0361788492947199,0.040889916670301674,0.014092799067749318,-0.047522523699360004,-0.05407357291947365,-0.042796746618511676,0.004195138798667259,-0.01428606408555177,-0.018393430203947996,-0.0014987587311827753,0.0390085930687587,0.01711185378972239,-0.023932082478297718,0.06669472089856428,-0.00341497282522314,-0.03160180771104982,0.053077401374244416,-0.014197511713672069,0.008432174684868551,-0.014737710414812663,0.005135791881476272,2.449835311803508
