X,Y
0.0,0.0
0.2,0.11326408355756484
0.4,0.2265271608546474
0.6000000000000001,0.3397882256397051
0.8,0.45304627167907524
1.0,0.5663002927659138
1.2000000000000002,0.6795492827291356
1.4000000000000001,0.7927922354423528
1.6,0.9060281448328136
1.8,1.0192560048903405
2.0,1.1324748096762682
2.2,1.24568355333238
2.4000000000000004,1.3588812300898439
2.6,1.472066834278149
2.8000000000000003,1.585239360334039
3.0,1.6983978028104465
3.2,1.8115411563854256
3.4000000000000004,1.9246684158710832
3.6,2.0377785762225087
3.8000000000000003,2.1508706325467037
4.0,2.2639435801115106
4.2,2.376996414354537
4.4,2.49002813089208
4.6000000000000005,2.6030377255280532
4.800000000000001,2.7160241942629035
5.0,2.8289865333025337
5.2,2.9419237390672186
5.4,3.054834808200524
5.6000000000000005,3.1677187375782165
5.800000000000001,3.2805745243171796
6.0,3.3934011657843186
6.2,3.506197659605475
6.4,3.618963003674327
6.6000000000000005,3.73169619616129
6.800000000000001,3.844396235522423
7.0,3.9570621205083243
7.2,4.069692850173027
7.4,4.1822874238828875
7.6000000000000005,4.294844841325483
7.800000000000001,4.407364102518492
8.0,4.519844207818582
8.200000000000001,4.632284157930286
8.4,4.744682953914889
8.6,4.857039597199292
8.8,4.969353089584891
9.0,5.081622433256447
9.200000000000001,5.193846630790938
9.4,5.30602468516644
9.600000000000001,5.418155599770963
9.8,5.530238378411324
10.0,5.642272025321988
10.200000000000001,5.754255545173914
10.4,5.866187943083399
10.600000000000001,5.9780682246209205
10.8,6.0898953958199655
11.0,6.201668463185867
11.200000000000001,6.313386433704623
11.4,6.425048314851722
11.600000000000001,6.5366531146009725
11.8,6.648199841433288
12.0,6.7596875043455285
12.200000000000001,6.871115112859283
12.4,6.982481677029672
12.600000000000001,7.093786207454156
12.8,7.205027715281303
13.0,7.316205212219597
13.200000000000001,7.427317710546203
13.4,7.538364223115746
13.600000000000001,7.6493437633690835
13.8,7.760255345342064
14.0,7.871097983674298
14.200000000000001,7.981870693617897
14.4,8.092572491046235
14.600000000000001,8.203202392462686
14.8,8.313759415009361
15.0,8.424242576475844
15.200000000000001,8.534650895307912
15.4,8.644983390616263
15.600000000000001,8.755239082185222
15.8,8.865416990481453
16.0,8.975516136662666
16.2,9.085535542586307
16.400000000000002,9.19547423081825
16.6,9.305331224641485
16.8,9.415105548064783
17.0,9.52479622583138
17.2,9.63440228342764
17.400000000000002,9.743922747091702
17.6,9.85335664382214
17.8,9.962703001386618
18.0,10.071960848330495
18.2,10.181129213985487
18.400000000000002,10.290207128478283
18.6,10.399193622739148
18.8,10.508087728510553
19.0,10.616888478355756
19.200000000000003,10.725594905667414
19.400000000000002,10.834206044676165
19.6,10.942720930459204
19.8,11.05113859894886
20.0,11.159458086941155
20.200000000000003,11.267678432104374
20.400000000000002,11.375798672987601
20.6,11.48381784902927
20.8,11.591735000565691
21.0,11.69954916883958
21.200000000000003,11.80725939600858
21.400000000000002,11.914864725153764
21.6,12.022364200288143
21.8,12.129756866365152
22.0,12.237041769287147
22.200000000000003,12.344217955913857
22.400000000000002,12.451284474070885
22.6,12.558240372558142
22.8,12.665084701158309
23.0,12.771816510645273
23.200000000000003,12.87843485279256
23.400000000000002,12.984938780381775
23.6,13.091327347210987
23.8,13.19759960810317
24.0,13.30375461891457
24.200000000000003,13.409791436543117
24.400000000000002,13.515709118936776
24.6,13.621506725101947
24.8,13.72718331511181
25.0,13.832737950114675
25.200000000000003,13.93816969234232
25.400000000000002,14.043477605118326
25.6,14.148660752866412
25.8,14.25371820111871
26.0,14.35864901652412
26.200000000000003,14.463452266856562
26.400000000000002,14.568127021023253
26.6,14.672672349073018
26.8,14.777087322204515
27.0,14.881371012774508
27.200000000000003,14.985522494306105
27.400000000000002,15.089540841496973
27.6,15.193425130227576
27.8,15.297174437569385
28.0,15.400787841793068
28.200000000000003,15.504264422376679
28.400000000000002,15.607603260013853
28.6,15.710803436621942
28.8,15.813864035350207
29.0,15.916784140587943
29.200000000000003,16.0195628379726
29.400000000000002,16.12219921439795
29.6,16.224692358022153
29.8,16.327041358275885
30.0,16.429245305870417
30.200000000000003,16.531303292805703
30.400000000000002,16.633214412378436
30.6,16.7349777591901
30.8,16.83659242915504
31.0,16.938057519508455
31.200000000000003,17.039372128814446
31.400000000000002,17.140535356974027
31.6,17.241546305233108
31.8,17.342404076190466
32.0,17.44310777380576
32.2,17.54365650340745
32.4,17.644049371700778
32.6,17.74428548677567
32.800000000000004,17.844363958114695
33.0,17.94428389660095
33.2,18.044044414525974
33.4,18.143644625597624
33.6,18.243083644947962
33.800000000000004,18.342360589141105
34.0,18.44147457618108
34.2,18.540424725519653
34.4,18.639210158064163
34.6,18.73782999618532
34.800000000000004,18.83628336372501
35.0,18.934569386004075
35.2,19.032687189830092
35.4,19.130635903505112
35.6,19.22841465683343
35.800000000000004,19.326022581129283
36.0,19.42345880922461
36.2,19.520722475476717
36.4,19.61781271577599
36.6,19.714728667553565
36.800000000000004,19.81146946978899
37.0,19.908034263017868
37.2,20.004422189339518
37.4,20.100632392424576
37.6,20.19666401752259
37.800000000000004,20.29251621146964
38.0,20.388188122695922
38.2,20.483678901233272
38.400000000000006,20.57898769872277
38.6,20.674113668422233
38.800000000000004,20.76905596521377
39.0,20.86381374561126
39.2,20.958386167767884
39.400000000000006,21.052772391483565
39.6,21.146971578212455
39.800000000000004,21.240982891070377
40.0,21.33480549484227
40.2,21.428438555989587
40.400000000000006,21.521881242657738
40.6,21.615132724683434
40.800000000000004,21.708192173602107
41.0,21.801058762655224
41.2,21.893731666797684
41.400000000000006,21.986210062705105
41.6,22.078493128781158
41.800000000000004,22.170580045164858
42.0,22.26246999373786
42.2,22.354162158131714
42.400000000000006,22.445655723735136
42.6,22.53694987770122
42.800000000000004,22.62804380895467
43.0,22.718936708199017
43.2,22.809627767923804
43.400000000000006,22.90011618241174
43.6,22.990401147745892
43.800000000000004,23.0804818618168
44.0,23.17035752432961
44.2,23.260027336811188
44.400000000000006,23.349490502617222
44.6,23.438746226939273
44.800000000000004,23.527793716811875
45.0,23.616632181119535
45.2,23.705260830603805
45.400000000000006,23.79367887787025
45.6,23.88188553739549
45.800000000000004,23.96988002553414
46.0,24.057661560525805
46.2,24.14522936250198
46.400000000000006,24.23258265349303
46.6,24.319720657435063
46.800000000000004,24.406642600176852
47.0,24.493347709486695
47.2,24.579835215059287
47.400000000000006,24.666104348522538
47.6,24.75215434344444
47.800000000000004,24.837984435339852
48.0,24.923593861677283
48.2,25.00898186188569
48.400000000000006,25.094147677361217
48.6,25.179090551473948
48.800000000000004,25.263809729574607
49.0,25.348304459001298
49.2,25.43257398908616
49.400000000000006,25.51661757116204
49.6,25.600434458569175
49.800000000000004,25.68402390666177
50.0,25.767385172814684
50.2,25.85051751642995
50.400000000000006,25.933420198943423
50.6,26.0160924838313
50.800000000000004,26.098533636616686
51.0,26.180742924876085
51.2,26.262719618245967
51.400000000000006,26.344462988429186
51.6,26.4259723092015
51.800000000000004,26.50724685641803
52.0,26.58828590801963
