X,Y
0.0,0.0
0.2,0.09817038975892067
0.4,0.19631449693065683
0.6000000000000001,0.2944060459645081
0.8,0.39241877538085834
1.0,0.4903264448020093
1.2000000000000002,0.5881028419773636
1.4000000000000001,0.6857217898010783
1.6,0.7831571533203094
1.8,0.8803828467321705
2.0,0.9773728403675324
2.2,1.074101167659796
2.4000000000000004,1.1705419320967696
2.6,1.266669314153791
2.8000000000000003,1.3624575782062391
3.0,1.4578810794195831
3.2,1.5529142706151244
3.4000000000000004,1.647531709109594
3.6,1.741708063526774
3.8000000000000003,1.8354181205793207
4.0,1.9286367918189695
4.2,2.0213391203533204
4.4,2.113500287527401
4.6000000000000005,2.2050956195682208
4.800000000000001,2.2961005941905386
5.0,2.3864908471620665
5.2,2.4762421788263684
5.4,2.5653305605816925
5.6000000000000005,2.6537321413140074
5.800000000000001,2.741423253782524
6.0,2.8283804209559857
6.2,2.9145803622980404
6.4,2.9999999999999996
6.6000000000000005,3.0846164651593306
6.800000000000001,3.168407103902208
7.0,3.2513494834485104
7.2,3.333421398117613
7.4,3.4146008752733894
7.6000000000000005,3.494866181206813
7.800000000000001,3.574195826954599
8.0,3.652568574052324
8.200000000000001,3.729963440220464
8.4,3.8063597049818725
8.6,3.881736915209144
8.8,3.956074890600413
9.0,4.029353729082111
9.200000000000001,4.101553812137227
9.4,4.17265581005767
9.600000000000001,4.242640687119286
9.8,4.311489706678188
10.0,4.379184436187014
10.200000000000001,4.4457067521297535
10.4,4.511038844873864
10.600000000000001,4.575163223438328
10.8,4.638062720176421
11.0,4.699720495371903
11.200000000000001,4.760120041747411
11.4,4.819245188883869
11.600000000000001,4.877080107549691
11.8,4.933609313938651
12.0,4.988817673815271
12.200000000000001,5.042690406566628
12.4,5.095213089159474
12.600000000000001,5.146371660001632
12.8,5.196152422706632
13.0,5.244542049760553
13.200000000000001,5.2915275860901305
13.4,5.337096452531136
13.600000000000001,5.38123644919613
13.8,5.42393575874066
14.0,5.465182949527055
14.200000000000001,5.504966978684948
14.4,5.54327719506772
14.600000000000001,5.580103342104072
14.8,5.615435560543954
15.0,5.649264391098125
15.200000000000001,5.681580776970634
15.4,5.712376066283546
15.600000000000001,5.741642014393253
15.8,5.769370786097771
16.0,5.79555495773441
16.2,5.820187519167264
16.400000000000002,5.843261875664002
16.6,5.864771849661431
16.8,5.884711682419383
17.0,5.9030760355624645
17.2,5.919859992509274
17.400000000000002,5.935059059788685
17.6,5.948669168242862
17.8,5.960686674116666
18.0,5.971108360033181
18.2,5.979931435855082
18.400000000000002,5.98715353943162
18.6,5.992772737231034
18.8,5.996787524858194
19.0,5.999196827457371
19.200000000000003,6.0
19.400000000000002,5.999196827457371
19.6,5.996787524858194
19.8,5.992772737231034
20.0,5.98715353943162
20.200000000000003,5.979931435855082
20.400000000000002,5.971108360033181
20.6,5.960686674116666
20.8,5.948669168242862
21.0,5.935059059788686
21.200000000000003,5.919859992509274
21.400000000000002,5.903076035562465
21.6,5.884711682419383
21.8,5.864771849661431
22.0,5.843261875664002
22.200000000000003,5.820187519167264
22.400000000000002,5.79555495773441
22.6,5.769370786097772
22.8,5.741642014393253
23.0,5.712376066283545
23.200000000000003,5.681580776970634
23.400000000000002,5.649264391098125
23.6,5.615435560543954
23.8,5.580103342104073
24.0,5.543277195067721
24.200000000000003,5.504966978684948
24.400000000000002,5.465182949527056
24.6,5.423935758740661
24.8,5.38123644919613
25.0,5.337096452531137
25.200000000000003,5.2915275860901305
25.400000000000002,5.244542049760553
25.6,5.196152422706632
25.8,5.146371660001632
26.0,5.095213089159474
26.200000000000003,5.042690406566628
26.400000000000002,4.988817673815271
26.6,4.933609313938652
26.8,4.877080107549691
27.0,4.81924518888387
27.200000000000003,4.760120041747411
27.400000000000002,4.699720495371902
27.6,4.638062720176423
27.8,4.575163223438329
28.0,4.511038844873864
28.200000000000003,4.445706752129756
28.400000000000002,4.379184436187013
28.6,4.31148970667819
28.8,4.242640687119286
29.0,4.17265581005767
29.200000000000003,4.1015538121372295
29.400000000000002,4.029353729082109
29.6,3.956074890600414
29.8,3.881736915209144
30.0,3.8063597049818725
30.200000000000003,3.729963440220466
30.400000000000002,3.6525685740523253
30.6,3.5741958269546004
30.8,3.494866181206813
31.0,3.4146008752733894
31.200000000000003,3.333421398117615
31.400000000000002,3.2513494834485117
31.6,3.168407103902209
31.8,3.0846164651593306
32.0,2.9999999999999996
32.2,2.9145803622980417
32.4,2.8283804209559866
32.6,2.741423253782525
32.800000000000004,2.65373214131401
33.0,2.5653305605816943
33.2,2.4762421788263675
33.4,2.386490847162065
33.6,2.2961005941905395
33.800000000000004,2.2050956195682216
34.0,2.1135002875274007
34.2,2.021339120353322
34.4,1.9286367918189704
34.6,1.8354181205793214
34.800000000000004,1.7417080635267768
35.0,1.647531709109596
35.2,1.5529142706151262
35.4,1.4578810794195818
35.6,1.3624575782062398
35.800000000000004,1.2666693141537908
36.0,1.170541932096769
36.2,1.0741011676597974
36.4,0.9773728403675334
36.6,0.8803828467321708
36.800000000000004,0.7831571533203119
37.0,0.6857217898010803
37.2,0.588102841977365
37.4,0.4903264448020075
37.6,0.3924187753808587
37.800000000000004,0.2944060459645078
38.0,0.19631449693065603
38.2,0.09817038975892198
38.400000000000006,7.347880794884119e-16
38.6,-0.0981703897589205
38.800000000000004,-0.19631449693065456
39.0,-0.29440604596450637
39.2,-0.39241877538085723
39.400000000000006,-0.49032644480200605
39.6,-0.5881028419773635
39.800000000000004,-0.6857217898010788
40.0,-0.7831571533203106
40.2,-0.8803828467321694
