X,S,C
0.0,-0.8191882872294998,0.0
0.2,-0.8190031973255854,0.0
0.4,-0.8186330593375339,0.0
0.6000000000000001,-0.8180779568954542,0.0
0.8,-0.8173380154208862,0.0
1.0,-0.8164134020984699,0.0
1.2000000000000002,-0.8153043258381594,0.0
1.4000000000000001,-0.8140110372280365,0.0
1.6,-0.812533828477676,0.0
1.8,-0.8108730333521432,0.0
2.0,-0.8090290270965532,0.0
2.2,-0.8070022263513135,0.0
2.4000000000000004,-0.8047930890579806,0.0
2.6,-0.8024021143557807,0.0
2.8000000000000003,-0.799829842468835,0.0
3.0,-0.7970768545841196,0.0
3.2,-0.7941437727201262,0.0
3.4000000000000004,-0.7910312595863243,0.0
3.6,-0.7877400184334391,0.0
3.8000000000000003,-0.7842707928945583,0.0
4.0,-0.7806243668170936,0.0
4.2,-0.7768015640856802,0.0
4.4,-0.7728032484360625,0.0
4.6000000000000005,-0.768630323259881,0.0
4.800000000000001,-0.7642837314005995,0.0
5.0,-0.7597644549404556,0.0
5.2,-0.7550735149785872,0.0
5.4,-0.7502119714002866,0.0
5.6000000000000005,-0.7451809226375659,0.0
5.800000000000001,-0.7399815054209462,0.0
6.0,-0.7346148945226503,0.0
6.2,-0.7290823024911184,0.0
6.4,-0.7233849793771086,0.0
6.6000000000000005,-0.7175242124511847,0.0
6.800000000000001,-0.7115013259129661,0.0
7.0,-0.7053176805917971,0.0
7.2,-0.6989746736394196,0.0
7.4,-0.6924737382141899,0.0
7.6000000000000005,-0.685816343157299,0.0
7.800000000000001,-0.6790039926609381,0.0
8.0,-0.6720382259284001,0.0
8.200000000000001,-0.6649206168262651,0.0
8.4,-0.657652773528902,0.0
8.6,-0.6502363381550254,0.0
8.8,-0.6426729863966756,0.0
9.0,-0.634964427140666,0.0
9.200000000000001,-0.6271124020824317,0.0
9.4,-0.6191186853324879,0.0
9.600000000000001,-0.6109850830156063,0.0
9.8,-0.6027134328627639,0.0
10.0,-0.5943056037958243,0.0
10.200000000000001,-0.5857634955054252,0.0
10.4,-0.5770890380215477,0.0
10.600000000000001,-0.5682841912776553,0.0
10.8,-0.5593509446676919,0.0
11.0,-0.5502913165966987,0.0
11.200000000000001,-0.5411073540247031,0.0
11.4,-0.5318011320042757,0.0
11.600000000000001,-0.5223747532116363,0.0
11.8,-0.5128303474716134,0.0
12.0,-0.5031700712763794,0.0
12.200000000000001,-0.4933961072982527,0.0
12.4,-0.4835106638965314,0.0
12.600000000000001,-0.47351597461845785,0.0
12.8,-0.463414297694662,0.0
13.0,-0.45320791552891393,0.0
13.200000000000001,-0.44289913418237603,0.0
13.4,-0.4324902828525339,0.0
13.600000000000001,-0.4219837133471387,0.0
13.8,-0.4113817995525295,0.0
14.0,-0.40068693689752166,0.0
14.200000000000001,-0.3899015418120655,0.0
14.4,-0.37902805118125116,0.0
14.600000000000001,-0.3680689217947659,0.0
14.8,-0.35702662979177546,0.0
15.0,-0.34590367010149237,0.0
15.200000000000001,-0.3347025558793746,0.0
15.4,-0.32342581793940894,0.0
15.600000000000001,-0.3120760041821953,0.0
15.8,-0.30065567901931445,0.0
16.0,-0.2891674227939376,0.0
16.2,-0.27761383119777605,0.0
16.400000000000002,-0.2659975146845852,0.0
16.6,-0.2543210978803927,0.0
16.8,-0.24258721899050784,0.0
17.0,-0.23079852920334787,0.0
17.2,-0.2189576920915215,0.0
17.400000000000002,-0.20706738300989258,0.0
17.6,-0.19513028849124936,0.0
17.8,-0.18314910563917408,0.0
18.0,-0.1711265415187171,0.0
18.2,-0.15906531254474743,0.0
18.400000000000002,-0.14696814386818602,0.0
18.6,-0.13483776876026354,0.0
18.8,-0.12267692799499486,0.0
19.0,-0.11048836922988414,0.0
19.200000000000003,-0.09827484638511663,0.0
19.400000000000002,-0.08603911902138606,0.0
19.6,-0.07378395171627972,0.0
19.8,-0.06151211343974694,0.0
20.0,-0.04922637692840226,0.0
20.200000000000003,-0.03692951805908962,0.0
20.400000000000002,-0.024624315221664972,0.0
20.6,-0.012313548691224696,0.0
20.8,0.0,0.0
21.0,0.012313548691224696,0.0
21.200000000000003,0.024624315221664972,0.0
21.400000000000002,0.03692951805908962,0.0
21.6,0.04922637692840226,0.0
21.8,0.06151211343974694,0.0
22.0,0.07378395171627972,0.0
22.200000000000003,0.08603911902138606,0.0
22.400000000000002,0.09827484638511663,0.0
22.6,0.11048836922988414,0.0
22.8,0.12267692799499486,0.0
23.0,0.13483776876026354,0.0
23.200000000000003,0.14696814386818602,0.0
23.400000000000002,0.15906531254474743,0.0
23.6,0.1711265415187171,0.0
23.8,0.18314910563917408,0.0
24.0,0.19513028849124936,0.0
24.200000000000003,0.20706738300989258,0.0
24.400000000000002,0.21895769209150728,0.0
24.6,0.23079852920336208,0.0
24.8,0.24258721899050784,0.0
25.0,0.2543210978803998,0.0
25.200000000000003,0.2659975146845781,0.0
25.400000000000002,0.27761383119776184,0.0
25.6,0.2891674227939447,0.0
25.8,0.30065567901932155,0.0
26.0,0.3120760041821953,0.0
26.200000000000003,0.32342581793940894,0.0
26.400000000000002,0.3347025558793675,0.0
26.6,0.34590367010149947,0.0
26.8,0.35702662979177546,0.0
27.0,0.3680689217947659,0.0
27.200000000000003,0.37902805118124405,0.0
27.400000000000002,0.3899015418120726,0.0
27.6,0.4006869368975359,0.0
27.8,0.4113817995525153,0.0
28.0,0.4219837133471316,0.0
28.200000000000003,0.432490282852541,0.0
28.400000000000002,0.4428991341823618,0.0
28.6,0.45320791552891393,0.0
28.8,0.46341429769467624,0.0
29.0,0.47351597461845785,0.0
29.200000000000003,0.4835106638965172,0.0
29.400000000000002,0.4933961072982598,0.0
29.6,0.5031700712763794,0.0
29.8,0.5128303474716134,0.0
30.0,0.5223747532116434,0.0
30.200000000000003,0.5318011320042757,0.0
30.400000000000002,0.5411073540247031,0.0
30.6,0.5502913165966916,0.0
30.8,0.5593509446676848,0.0
31.0,0.5682841912776553,0.0
31.200000000000003,0.5770890380215619,0.0
31.400000000000002,0.5857634955054181,0.0
31.6,0.5943056037958314,0.0
31.8,0.6027134328627497,0.0
32.0,0.6109850830156134,0.0
32.2,0.6191186853324737,0.0
32.4,0.627112402082453,0.0
32.6,0.634964427140666,0.0
32.800000000000004,0.6426729863966756,0.0
33.0,0.6502363381550254,0.0
33.2,0.657652773528909,0.0
33.4,0.664920616826258,0.0
33.6,0.6720382259283966,0.0
33.800000000000004,0.6790039926609381,0.0
34.0,0.6858163431572919,0.0
34.2,0.6924737382141828,0.0
34.4,0.6989746736394089,0.0
34.6,0.7053176805918007,0.0
34.800000000000004,0.7115013259129626,0.0
35.0,0.7175242124512096,0.0
35.2,0.7233849793771228,0.0
35.4,0.7290823024911113,0.0
35.6,0.7346148945226467,0.0
35.800000000000004,0.7399815054209462,0.0
36.0,0.7451809226375623,0.0
36.2,0.7502119714002831,0.0
36.4,0.7550735149785766,0.0
36.6,0.7597644549404556,0.0
36.800000000000004,0.7642837314005924,0.0
37.0,0.7686303232598775,0.0
37.2,0.7728032484361016,0.0
37.4,0.7768015640856838,0.0
37.6,0.7806243668170865,0.0
37.800000000000004,0.7842707928945511,0.0
38.0,0.7877400184334373,0.0
38.2,0.7910312595863189,0.0
38.400000000000006,0.7941437727201226,0.0
38.6,0.7970768545841143,0.0
38.800000000000004,0.7998298424688333,0.0
39.0,0.8024021143557771,0.0
39.2,0.8047930890579735,0.0
39.400000000000006,0.8070022263513597,0.0
39.6,0.8090290270965461,0.0
39.800000000000004,0.8108730333521379,0.0
40.0,0.8125338284776742,0.0
40.2,0.8140110372280311,0.0
40.400000000000006,0.8153043258381558,0.0
40.6,0.8164134020984655,0.0
40.800000000000004,0.8173380154208822,0.0
41.0,0.8180779568954502,0.0
41.2,0.8186330593375295,0.0
41.400000000000006,0.8190031973256051,0.0
41.6,0.8191882872294955,0.0
41.800000000000004,0.8191882872294955,0.0
